,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Howie Morenz,1930-31,MTL,C,39,28,23,51,,49,1.31,,,,,5,2,,--,,--,--
2,Ebbie Goodfellow,1930-31,DFL,C,44,25,23,48,,32,1.09,,,,,7,1,,--,,--,--
3,Charlie Conacher,1930-31,TOR,R,38,31,12,43,,80,1.13,,,,,3,1,,--,,--,--
4,Bill Cook,1930-31,NYR,R,44,30,12,42,,39,0.95,,,,,5,1,,--,,--,--
5,Ace Bailey,1930-31,TOR,R,40,23,19,42,,48,1.05,,,,,4,0,,--,,--,--
6,Joe Primeau,1930-31,TOR,C,38,9,32,41,,18,1.08,,,,,2,0,,--,,--,--
7,Nels Stewart,1930-31,MMR,C,42,25,14,39,,75,0.93,,,,,6,1,,--,,--,--
8,Frank Boucher,1930-31,NYR,C,44,12,27,39,,18,0.89,,,,,2,0,,--,,--,--
9,Cooney Weiland,1930-31,BOS,C,44,25,13,38,,14,0.86,,,,,6,0,,--,,--,--
10,Fred Cook,1930-31,NYR,L,44,18,17,35,,74,0.80,,,,,3,0,,--,,--,--
11,Aurel Joliat,1930-31,MTL,L,43,13,22,35,,73,0.81,,,,,3,0,,--,,--,--
12,Johnny Gottselig,1930-31,CHI,L,42,20,12,32,,12,0.76,,,,,2,0,,--,,--,--
13,Marty Barry,1930-31,BOS,C,44,20,11,31,,26,0.70,,,,,2,0,,--,,--,--
14,Busher Jackson,1930-31,TOR,L,43,18,13,31,,92,0.72,,,,,5,0,,--,,--,--
15,Eddie Shore,1930-31,BOS,D,44,15,16,31,,107,0.70,,,,,5,0,,--,,--,--
16,Dit Clapper,1930-31,BOS,R,43,22,8,30,,50,0.70,,,,,2,0,,--,,--,--
17,Art Gagne,1930-31,SEN,R,44,19,11,30,,50,0.68,,,,,1,0,,--,,--,--
18,Harry Oliver,1930-31,BOS,R,44,16,14,30,,20,0.68,,,,,3,0,,--,,--,--
19,Bill Touhey,1930-31,SEN,L,44,15,15,30,,10,0.68,,,,,1,0,,--,,--,--
20,Tom Cook,1930-31,CHI,C,43,15,14,29,,36,0.67,,,,,4,0,,--,,--,--
21,Baldy Cotton,1930-31,TOR,L,43,12,17,29,,47,0.67,,,,,3,0,,--,,--,--
22,Babe Siebert,1930-31,MMR,L,43,16,12,28,,78,0.65,,,,,4,1,,--,,--,--
23,Carson Cooper,1930-31,DFL,R,44,14,14,28,,14,0.64,,,,,4,0,,--,,--,--
24,Johnny Gagnon,1930-31,MTL,R,41,18,8,26,,45,0.63,,,,,5,1,,--,,--,--
25,Gerry Lowrey,1930-31,QUA,L,43,12,14,26,,27,0.60,,,,,1,1,,--,,--,--
26,Hooley Smith,1930-31,MMR,C,40,12,14,26,,68,0.65,,,,,3,0,,--,,--,--
27,George Owen,1930-31,BOS,D,38,12,13,25,,33,0.66,,,,,2,0,,--,,--,--
28,Joe Lamb,1930-31,SEN,R,44,11,14,25,,91,0.57,,,,,3,2,,--,,--,--
29,Hib Milks,1930-31,QUA,L,44,18,6,24,,42,0.55,,,,,0,0,,--,,--,--
30,Pit Lepine,1930-31,MTL,C,44,17,7,24,,65,0.55,,,,,2,0,,--,,--,--
31,Normie Himes,1930-31,NYA,C,44,15,9,24,,18,0.55,,,,,7,2,,--,,--,--
32,Jimmy Ward,1930-31,MMR,R,41,14,8,22,,56,0.54,,,,,2,0,,--,,--,--
33,Hec Kilrea,1930-31,SEN,L,44,14,8,22,,62,0.50,,,,,1,1,,--,,--,--
34,Billy Burch,1930-31,NYA,C,44,14,8,22,,35,0.50,,,,,4,0,,--,,--,--
35,Butch Keeling,1930-31,NYR,L,44,13,9,22,,35,0.50,,,,,3,1,,--,,--,--
36,Frank Ingram,1930-31,CHI,R,43,17,4,21,,37,0.49,,,,,5,0,,--,,--,--
37,Herbie Lewis,1930-31,DFL,L,43,15,6,21,,38,0.49,,,,,3,2,,--,,--,--
38,Red Beattie,1930-31,BOS,L,32,10,11,21,,22,0.66,,,,,3,1,,--,,--,--
39,Danny Cox,1930-31,SEN,L,44,9,12,21,,12,0.48,,,,,0,0,,--,,--,--
40,King Clancy,1930-31,TOR,D,44,7,14,21,,63,0.48,,,,,2,0,,--,,--,--
41,Syd Howe,1930-31,QUA,C,44,9,11,20,,22,0.45,,,,,2,0,,--,,--,--
42,Andy Blair,1930-31,TOR,C,44,11,8,19,,32,0.43,,,,,1,1,,--,,--,--
43,Wally Kilrea,1930-31,QUA,R,44,8,11,19,,26,0.43,,,,,0,0,,--,,--,--
44,Rosie Couture,1930-31,CHI,R,44,8,11,19,,29,0.43,,,,,1,0,,--,,--,--
45,Larry Aurie,1930-31,DFL,R,41,12,6,18,,23,0.44,,,,,0,1,,--,,--,--
46,George Hay,1930-31,DFL,L,44,8,10,18,,22,0.41,,,,,0,0,,--,,--,--
47,Stew Adams,1930-31,CHI,L,35,5,13,18,,24,0.51,,,,,0,0,,--,,--,--
