,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Bernie Geoffrion,1960-61,MTL,R,64,50,45,95,3,27,1.48,16,38,0,0,12,0,316,15.8,,--,--
2,Jean Beliveau,1960-61,MTL,C,69,32,58,90,10,57,1.30,13,33,0,0,11,0,324,9.9,,--,--
3,Frank Mahovlich,1960-61,TOR,L,70,48,36,84,23,131,1.20,7,20,0,0,10,0,223,21.5,,--,--
4,Andy Bathgate,1960-61,NYR,R,70,29,48,77,-12,22,1.10,6,23,1,1,1,0,304,9.5,,--,--
5,Gordie Howe,1960-61,DET,R,64,23,49,72,-5,30,1.13,6,23,2,3,4,0,357,6.4,,--,--
6,Norm Ullman,1960-61,DET,C,70,28,42,70,13,34,1.00,5,12,0,3,5,0,205,13.7,,--,--
7,Red Kelly,1960-61,TOR,D,64,20,50,70,19,12,1.09,3,14,1,4,0,0,212,9.4,,--,--
8,Dickie Moore,1960-61,MTL,L,57,35,34,69,11,62,1.21,13,25,0,0,2,0,188,18.6,,--,--
9,Henri Richard,1960-61,MTL,C,70,24,44,68,18,91,0.97,4,16,0,0,4,0,274,8.8,,--,--
10,Alex Delvecchio,1960-61,DET,C,70,27,35,62,0,26,0.89,5,11,2,3,3,0,268,10.1,,--,--
11,Bill Hay,1960-61,CHI,C,69,11,48,59,0,45,0.85,4,21,0,0,0,0,183,6.0,,--,--
12,Bob Nevin,1960-61,TOR,R,68,21,37,58,26,13,0.85,5,11,1,1,5,0,143,14.7,,--,--
13,Bobby Hull,1960-61,CHI,L,67,31,25,56,5,43,0.84,5,13,0,0,5,0,309,10.0,,--,--
14,Andy Hebenton,1960-61,NYR,R,70,26,28,54,-20,10,0.77,8,17,2,2,1,0,176,14.8,,--,--
15,Camille Henry,1960-61,NYR,C,53,28,25,53,-10,8,1.00,8,17,0,0,4,0,120,23.3,,--,--
16,Stan Mikita,1960-61,CHI,C,68,19,34,53,27,94,0.78,4,12,0,0,5,0,205,9.3,,--,--
17,Vic Stasiuk,1960-61,"BOS, DET",L,69,15,38,53,-8,49,0.77,6,17,0,0,1,0,158,9.5,,--,--
18,Bert Olmstead,1960-61,TOR,L,67,18,34,52,4,84,0.78,9,21,0,0,3,0,178,10.1,,--,--
19,Marcel Bonin,1960-61,MTL,L,65,16,35,51,10,43,0.78,5,12,0,0,3,0,124,12.9,,--,--
20,Jerry Toppazzini,1960-61,BOS,R,67,15,35,50,-5,35,0.75,0,5,2,6,1,0,189,7.9,,--,--
21,Don McKenney,1960-61,BOS,C,68,26,23,49,-22,20,0.72,4,10,1,1,2,0,165,15.8,,--,--
22,Murray Balfour,1960-61,CHI,R,70,21,27,48,6,123,0.69,7,10,0,0,2,0,168,12.5,,--,--
23,Dave Keon,1960-61,TOR,C,70,20,25,45,12,6,0.64,2,4,1,1,3,0,206,9.7,,--,--
24,Dean Prentice,1960-61,NYR,L,56,20,25,45,0,17,0.80,3,5,0,1,4,0,191,10.5,,--,--
25,Bill Hicke,1960-61,MTL,R,70,18,27,45,14,29,0.64,3,9,0,0,2,0,151,11.9,,--,--
26,Kenny Wharram,1960-61,CHI,R,64,16,29,45,30,12,0.70,3,6,0,0,4,0,136,11.8,,--,--
27,Charlie Burns,1960-61,BOS,C,62,15,26,41,-19,16,0.66,0,1,4,5,2,0,182,8.2,,--,--
28,Ron Murphy,1960-61,CHI,L,70,21,19,40,-4,30,0.57,3,7,0,0,1,0,203,10.3,,--,--
29,Red Sullivan,1960-61,NYR,C,70,9,31,40,-5,64,0.57,3,10,0,2,1,0,151,6.0,,--,--
30,Johnny Bucyk,1960-61,BOS,L,70,19,20,39,-31,48,0.56,3,9,1,1,3,0,173,11.0,,--,--
31,Murray Oliver,1960-61,"DET, BOS",C,70,17,22,39,-21,16,0.56,5,10,0,0,2,0,201,8.5,,--,--
32,Billy Harris,1960-61,TOR,C,66,12,27,39,20,26,0.59,0,5,0,0,1,0,131,9.2,,--,--
33,Doug Harvey,1960-61,MTL,D,58,6,33,39,16,48,0.67,1,17,0,1,0,0,63,9.5,,--,--
34,Eric Nesterenko,1960-61,CHI,R,68,19,19,38,-15,127,0.56,5,9,0,0,2,0,155,12.3,,--,--
35,Allan Johnson,1960-61,DET,R,70,16,21,37,-6,12,0.53,1,2,0,0,1,0,149,10.7,,--,--
36,Bill Gadsby,1960-61,NYR,D,65,9,26,35,-20,49,0.54,1,15,0,0,1,0,96,9.4,,--,--
37,Pierre Pilote,1960-61,CHI,D,70,6,29,35,29,169,0.50,3,11,0,0,2,0,68,8.8,,--,--
38,Earl Ingarfield,1960-61,NYR,C,66,13,21,34,-11,18,0.52,0,0,1,1,5,0,119,10.9,,--,--
39,Tod Sloan,1960-61,CHI,C,67,11,23,34,13,48,0.51,3,10,0,0,1,0,109,10.1,,--,--
40,Allan Stanley,1960-61,TOR,D,68,9,25,34,24,42,0.50,2,9,0,0,2,0,101,8.9,,--,--
41,Pete Goegan,1960-61,DET,D,67,5,29,34,-9,78,0.51,1,15,0,0,1,0,174,2.9,,--,--
42,Ab McDonald,1960-61,CHI,L,61,17,16,33,24,22,0.54,2,5,0,0,2,0,136,12.5,,--,--
43,Dick Duff,1960-61,TOR,L,67,16,17,33,14,54,0.49,2,6,0,0,2,0,160,10.0,,--,--
44,George Armstrong,1960-61,TOR,R,47,14,19,33,19,21,0.70,4,6,0,0,3,0,114,12.3,,--,--
45,Doug Mohns,1960-61,BOS,L,66,12,21,33,-28,63,0.50,5,13,0,1,0,0,152,7.9,,--,--
46,Ralph Backstrom,1960-61,MTL,C,69,12,20,32,3,44,0.46,1,3,0,0,0,0,152,7.9,,--,--
47,Ed Litzenberger,1960-61,CHI,C,62,10,22,32,-19,12,0.52,3,11,0,0,2,0,125,8.0,,--,--
48,Eddie Shack,1960-61,"NYR, TOR",L,67,15,16,31,0,105,0.46,2,2,0,0,2,0,148,10.1,,--,--
49,Donnie Marshall,1960-61,MTL,L,70,14,17,31,19,8,0.44,2,7,3,5,3,0,127,11.0,,--,--
50,Jean-Guy Talbot,1960-61,MTL,D,70,5,26,31,19,143,0.44,0,3,0,0,1,0,80,6.3,,--,--
51,Bronco Horvath,1960-61,BOS,C,47,15,15,30,-7,15,0.64,6,13,0,0,0,0,113,13.3,,--,--
52,Brian Cullen,1960-61,NYR,C,42,11,19,30,-4,6,0.71,7,13,0,0,0,0,65,16.9,,--,--
53,Leo Labine,1960-61,"BOS, DET",R,64,9,21,30,-20,66,0.47,1,1,0,0,2,0,168,5.3,,--,--
54,Howie Glover,1960-61,DET,R,66,21,8,29,-15,46,0.44,6,8,0,0,4,0,153,13.7,,--,--
55,Bob Pulford,1960-61,TOR,L,40,11,18,29,3,41,0.72,0,2,0,1,2,0,114,9.6,,--,--
56,Jean-Guy Gendron,1960-61,"BOS, MTL",L,67,10,19,29,0,75,0.43,4,7,0,1,2,0,119,8.4,,--,--
57,Andre Pronovost,1960-61,"MTL, BOS",L,68,12,16,28,-13,34,0.41,1,2,0,0,1,0,154,7.8,,--,--
58,Johnny Wilson,1960-61,"TOR, NYR",L,59,14,13,27,-8,24,0.46,0,0,1,1,1,0,129,10.8,,--,--
59,Parker MacDonald,1960-61,DET,C,70,14,12,26,-6,6,0.37,3,8,0,1,1,0,154,9.1,,--,--
60,Ron Stewart,1960-61,TOR,R,51,13,12,25,2,8,0.49,0,1,0,0,3,0,80,16.3,,--,--
61,Gerry Melnyk,1960-61,DET,C,70,9,16,25,-11,2,0.36,0,1,0,0,1,0,111,8.1,,--,--
62,Jimmy Bartlett,1960-61,BOS,L,63,15,9,24,-19,95,0.38,1,1,0,0,0,0,133,11.3,,--,--
63,Leo Boivin,1960-61,BOS,D,57,6,17,23,-18,50,0.40,0,1,0,1,1,0,110,5.5,,--,--
64,Moose Vasko,1960-61,CHI,D,63,4,18,22,29,42,0.35,0,5,1,1,0,0,68,5.9,,--,--
65,Tim Horton,1960-61,TOR,D,57,6,15,21,31,73,0.37,1,3,0,0,1,0,89,6.7,,--,--
66,Pat Hannigan,1960-61,NYR,L,53,11,9,20,1,24,0.38,0,0,0,0,0,0,67,16.4,,--,--
67,Ted Hampson,1960-61,NYR,C,69,6,14,20,-10,4,0.29,0,0,0,0,0,0,85,7.0,,--,--
68,Warren Godfrey,1960-61,DET,D,63,3,16,19,4,62,0.30,0,1,0,0,0,0,114,2.6,,--,--
69,Dollard St. Laurent,1960-61,CHI,D,67,2,17,19,2,58,0.28,0,0,0,1,1,0,107,1.9,,--,--
70,Gilles Tremblay,1960-61,MTL,L,45,7,11,18,2,4,0.40,1,3,0,0,0,0,75,9.3,,--,--
71,Len Lunde,1960-61,DET,C,53,6,12,18,0,10,0.34,2,4,0,0,0,0,76,7.9,,--,--
72,Harry Howell,1960-61,NYR,D,70,7,10,17,-8,62,0.24,0,1,0,1,1,0,150,4.7,,--,--
73,Marcel Pronovost,1960-61,DET,D,70,6,11,17,-15,44,0.24,1,2,1,1,0,0,110,5.5,,--,--
74,Val Fonteyne,1960-61,DET,L,66,6,11,17,-5,4,0.26,0,1,0,0,0,0,90,6.7,,--,--
75,Tom Johnson,1960-61,MTL,D,70,1,15,16,17,54,0.23,0,5,1,2,0,0,83,1.2,,--,--
76,Claude Provost,1960-61,MTL,R,49,11,4,15,-4,32,0.31,1,1,3,3,0,0,131,8.4,,--,--
77,Bob Baun,1960-61,TOR,D,70,1,14,15,19,70,0.21,0,2,0,0,0,0,84,1.2,,--,--
78,Carl Brewer,1960-61,TOR,D,51,1,14,15,21,90,0.29,0,1,1,2,0,0,71,1.4,,--,--
79,Floyd Smith,1960-61,NYR,R,29,5,9,14,-5,0,0.48,0,0,0,0,0,0,54,9.3,,--,--
80,Willie O'Ree,1960-61,BOS,L,43,4,10,14,-18,26,0.33,0,0,0,0,2,0,62,6.5,,--,--
81,Gary Aldcorn,1960-61,"DET, BOS",L,70,4,9,13,-9,28,0.19,0,1,0,0,1,0,72,5.5,,--,--
82,Larry Hillman,1960-61,TOR,D,62,3,10,13,3,59,0.21,1,2,0,0,1,0,102,2.9,,--,--
83,Al Langlois,1960-61,MTL,D,61,1,12,13,24,56,0.21,0,0,0,0,0,0,57,1.8,,--,--
84,Phil Goyette,1960-61,MTL,C,62,7,4,11,-2,2,0.18,0,0,0,0,1,0,89,7.9,,--,--
85,Fern Flaman,1960-61,BOS,D,62,2,9,11,-12,59,0.18,0,2,0,0,0,0,50,4.0,,--,--
86,Dallas Smith,1960-61,BOS,D,70,1,9,10,-25,77,0.14,0,1,0,0,0,0,43,2.3,,--,--
87,Bob Armstrong,1960-61,BOS,D,54,0,10,10,-22,72,0.19,0,3,0,1,0,0,71,0.0,,--,--
88,Gerry Ouellette,1960-61,BOS,R,35,5,4,9,-7,0,0.26,0,0,0,0,0,0,41,12.2,,--,--
89,Tom McCarthy,1960-61,BOS,L,24,4,5,9,-16,0,0.38,0,0,0,0,0,0,38,10.5,,--,--
90,Irv Spencer,1960-61,NYR,D,56,1,8,9,-5,30,0.16,0,0,0,0,0,0,49,2.0,,--,--
91,John Hanna,1960-61,NYR,D,46,1,8,9,-2,34,0.20,0,0,0,1,0,0,49,2.0,,--,--
92,Reg Fleming,1960-61,CHI,D,66,4,4,8,3,143,0.12,0,0,2,4,2,0,61,6.6,,--,--
93,Larry Regan,1960-61,TOR,R,37,3,5,8,0,2,0.22,0,1,2,2,0,0,23,13.0,,--,--
94,John MacMillan,1960-61,TOR,R,31,3,5,8,0,8,0.26,1,1,0,0,1,0,34,8.8,,--,--
95,Aut Erickson,1960-61,BOS,D,68,2,6,8,-10,65,0.12,1,1,0,0,0,0,68,2.9,,--,--
96,Ken Schinkel,1960-61,NYR,R,38,2,6,8,-14,18,0.21,0,0,0,0,0,0,50,4.0,,--,--
97,Don Johns,1960-61,NYR,D,63,1,7,8,-7,34,0.13,0,0,1,1,0,0,44,2.3,,--,--
98,Jack Evans,1960-61,CHI,D,69,0,8,8,0,58,0.12,0,0,0,0,0,0,59,0.0,,--,--
99,Howie Young,1960-61,DET,D,29,0,8,8,-8,108,0.28,0,1,0,0,0,0,30,0.0,,--,--
100,Orval Tessier,1960-61,BOS,C,32,3,4,7,-3,0,0.22,2,5,0,0,1,0,41,7.3,,--,--
101,Jim Morrison,1960-61,NYR,D,19,1,6,7,-7,6,0.37,0,2,0,0,0,0,34,2.9,,--,--
102,Earl Balfour,1960-61,CHI,L,68,3,3,6,6,4,0.09,0,0,2,3,0,0,62,4.8,,--,--
103,Orland Kurtenbach,1960-61,NYR,C,11,0,6,6,-2,2,0.55,0,0,0,0,0,0,19,0.0,,--,--
104,Al Arbour,1960-61,CHI,D,53,3,2,5,6,38,0.09,0,0,0,0,0,0,25,12.0,,--,--
105,Lou Fontinato,1960-61,NYR,D,53,2,3,5,-10,100,0.09,0,0,0,0,1,0,73,2.7,,--,--
106,Gerry Odrowski,1960-61,DET,D,68,1,4,5,0,45,0.07,0,0,0,0,0,0,51,2.0,,--,--
107,John McKenzie,1960-61,DET,R,16,3,1,4,0,13,0.25,0,1,0,0,1,0,17,17.6,,--,--
108,Bob Turner,1960-61,MTL,D,60,2,2,4,-4,16,0.07,0,0,1,2,0,0,17,11.8,,--,--
109,J.C. Tremblay,1960-61,MTL,D,30,1,3,4,3,18,0.13,0,1,0,1,0,0,47,2.1,,--,--
110,Len Ronson,1960-61,NYR,L,13,2,1,3,-3,10,0.23,0,0,0,0,2,0,19,10.5,,--,--
111,Jean Ratelle,1960-61,NYR,C,3,2,1,3,1,0,1.00,0,0,0,0,0,0,7,28.6,,--,--
112,Dave Balon,1960-61,NYR,L,13,1,2,3,-7,8,0.23,0,2,0,0,0,0,10,10.0,,--,--
113,Bobby Rousseau,1960-61,MTL,R,15,1,2,3,0,4,0.20,0,0,0,0,0,0,34,2.9,,--,--
114,Danny Belisle,1960-61,NYR,R,4,2,0,2,3,0,0.50,0,0,0,0,0,0,8,25.0,,--,--
115,Gerry Ehman,1960-61,TOR,R,14,1,1,2,3,2,0.14,0,0,0,0,0,0,15,6.7,,--,--
116,Al LeBrun,1960-61,NYR,D,4,0,2,2,1,4,0.50,0,0,0,0,0,0,4,0.0,,--,--
117,Brian Smith,1960-61,DET,L,26,0,2,2,-2,10,0.08,0,0,0,0,0,0,21,0.0,,--,--
118,Bob Kabel,1960-61,NYR,C,4,0,2,2,3,2,0.50,0,0,0,0,0,0,8,0.0,,--,--
119,Cliff Pennington,1960-61,MTL,C,4,1,0,1,0,0,0.25,1,1,0,0,0,0,7,14.3,,--,--
120,Len Haley,1960-61,DET,R,3,1,0,1,0,2,0.33,0,0,0,0,0,0,3,33.3,,--,--
121,Claude Laforge,1960-61,DET,L,10,1,0,1,0,2,0.10,0,0,0,0,0,0,13,7.7,,--,--
122,Marc Reaume,1960-61,DET,D,38,0,1,1,-12,8,0.03,0,0,0,0,0,0,9,0.0,,--,--
123,Bruce MacGregor,1960-61,DET,C,12,0,1,1,-7,0,0.08,0,1,0,0,0,0,12,0.0,,--,--
124,Jean Gauthier,1960-61,MTL,D,4,0,1,1,2,8,0.25,0,0,0,0,0,0,3,0.0,,--,--
125,Dick Meissner,1960-61,BOS,R,9,0,1,1,-2,2,0.11,0,0,0,0,0,0,11,0.0,,--,--
126,Bob Cunningham,1960-61,NYR,C,3,0,1,1,2,0,0.33,0,0,0,0,0,0,3,0.0,,--,--
127,Larry Popein,1960-61,NYR,C,4,0,1,1,1,0,0.25,0,0,0,0,0,0,5,0.0,,--,--
128,Rod Gilbert,1960-61,NYR,R,1,0,1,1,1,2,1.00,0,0,0,0,0,0,3,0.0,,--,--
129,Leon Rochefort,1960-61,NYR,R,1,0,0,0,0,0,--,0,0,0,0,0,0,0,0.0,,--,--
130,Wayne Hall,1960-61,NYR,L,4,0,0,0,-1,0,--,0,0,0,0,0,0,4,0.0,,--,--
131,Garry Edmundson,1960-61,TOR,L,3,0,0,0,-1,0,--,0,0,0,0,0,0,0,0.0,,--,--
132,Billy Carter,1960-61,BOS,C,8,0,0,0,-3,0,--,0,0,0,0,0,0,3,0.0,,--,--
133,Edward Diachuk,1960-61,DET,L,12,0,0,0,-4,17,--,0,0,0,0,0,0,5,0.0,,--,--
134,Rich Healey,1960-61,DET,D,1,0,0,0,0,2,--,0,0,0,0,0,0,0,0.0,,--,--
135,Phil Latreille,1960-61,NYR,C,4,0,0,0,-2,2,--,0,0,0,0,0,0,3,0.0,,--,--
136,Ron Hutchinson,1960-61,NYR,C,9,0,0,0,-2,0,--,0,0,0,0,0,0,13,0.0,,--,--
137,Wayne Hicks,1960-61,CHI,R,1,0,0,0,0,0,--,0,0,0,0,0,0,2,0.0,,--,--
138,Noel Price,1960-61,NYR,D,1,0,0,0,0,2,--,0,0,0,0,0,0,4,0.0,,--,--
139,Art Chisholm,1960-61,BOS,C,3,0,0,0,-2,0,--,0,0,0,0,0,0,5,0.0,,--,--
140,Ted Green,1960-61,BOS,D,1,0,0,0,0,2,--,0,0,0,0,0,0,1,0.0,,--,--
141,Wayne Connelly,1960-61,MTL,C,3,0,0,0,-3,0,--,0,0,0,0,0,0,8,0.0,,--,--
142,Jack Martin,1960-61,TOR,C,1,0,0,0,0,0,--,0,0,0,0,0,0,0,0.0,,--,--
143,Glen Skov,1960-61,MTL,C,3,0,0,0,-1,0,--,0,0,0,0,0,0,4,0.0,,--,--
144,Gary Jarrett,1960-61,TOR,L,1,0,0,0,0,0,--,0,0,0,0,0,0,0,0.0,,--,--
