,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Mario Lemieux,1992-93,PIT,C,60,69,91,160,55,38,2.67,16,55,6,9,10,0,286,24.1,,--,--
2,Pat LaFontaine,1992-93,BUF,C,84,53,95,148,11,63,1.76,20,63,2,2,7,0,306,17.3,,--,--
3,Adam Oates,1992-93,BOS,C,84,45,97,142,15,32,1.69,24,62,1,2,11,0,254,17.7,,--,--
4,Steve Yzerman,1992-93,DET,C,84,58,79,137,33,44,1.63,13,41,7,9,6,0,307,18.9,,--,--
5,Teemu Selanne,1992-93,WIN,R,84,76,56,132,8,45,1.57,24,49,0,0,7,0,387,19.6,,--,--
6,Pierre Turgeon,1992-93,NYI,C,83,58,74,132,-1,26,1.59,24,54,0,1,10,2,301,19.3,,--,--
7,Alexander Mogilny,1992-93,BUF,R,77,76,51,127,7,40,1.65,27,48,0,1,11,0,360,21.1,,--,--
8,Doug Gilmour,1992-93,TOR,C,83,32,95,127,32,100,1.53,15,59,3,5,2,0,211,15.2,,--,--
9,Luc Robitaille,1992-93,LAK,L,84,63,62,125,18,100,1.49,24,45,2,4,8,0,265,23.8,,--,--
10,Mark Recchi,1992-93,PHI,R,84,53,70,123,1,95,1.46,15,42,4,5,6,0,274,19.3,,--,--
11,Mats Sundin,1992-93,QUE,C,80,47,67,114,21,96,1.43,13,47,4,9,9,1,215,21.9,,--,--
12,Kevin Stevens,1992-93,PIT,L,72,55,56,111,17,177,1.54,26,44,0,0,5,0,326,16.9,,--,--
13,Pavel Bure,1992-93,VAN,R,83,60,50,110,35,69,1.33,13,33,7,9,9,0,407,14.7,,--,--
14,Rick Tocchet,1992-93,PIT,R,80,48,61,109,28,252,1.36,20,40,4,4,5,0,240,20.0,,--,--
15,Jeremy Roenick,1992-93,CHI,C,84,50,57,107,15,86,1.27,22,51,3,3,3,0,255,19.6,,--,--
16,Craig Janney,1992-93,STL,C,84,24,82,106,-4,12,1.26,8,44,0,0,6,0,137,17.5,,--,--
17,Joe Sakic,1992-93,QUE,C,78,48,57,105,-3,40,1.35,20,47,2,3,4,0,264,18.2,,--,--
18,Joe Juneau,1992-93,BOS,C,84,32,70,102,23,33,1.21,9,37,0,0,3,1,229,14.0,,--,--
19,Brett Hull,1992-93,STL,R,80,54,47,101,-27,41,1.26,29,58,0,0,2,0,390,13.8,,--,--
20,Theo Fleury,1992-93,CGY,R,83,34,66,100,14,88,1.20,12,33,2,3,4,1,250,13.6,,--,--
21,Ron Francis,1992-93,PIT,C,84,24,76,100,6,68,1.19,9,50,2,9,4,0,215,11.2,,--,--
