,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
107,Jonas Hoglund,2000-01,TOR,R,82,23,26,49,1,14,0.60,5,13,0,0,5,0,196,11.7,15:08,17.9,50.0
108,Dan McGillis,2000-01,PHI,D,82,14,35,49,13,86,0.60,4,22,0,1,4,2,207,6.8,23:23,27.7,0.0
109,Alexei Zhamnov,2000-01,CHI,C,63,13,36,49,-12,40,0.78,3,20,1,2,3,0,117,11.1,21:15,25.0,48.0
110,Niklas Sundstrom,2000-01,SJS,R,82,10,39,49,10,28,0.60,4,13,1,3,0,0,100,10.0,16:44,21.7,30.8
111,Eric Desjardins,2000-01,PHI,D,79,15,33,48,-3,50,0.61,6,19,1,2,4,0,187,8.0,26:27,30.6,100.0
112,Ulf Dahlen,2000-01,WSH,R,73,15,33,48,11,6,0.66,6,12,0,0,2,0,145,10.3,14:48,18.2,66.7
113,Jeff Friesen,2000-01,"SJS, ANA",L,79,14,34,48,5,66,0.61,4,15,0,2,1,0,149,9.4,19:21,22.8,52.0
114,Steve Konowalchuk,2000-01,WSH,L,82,24,23,47,8,87,0.57,6,11,0,0,5,0,163,14.7,17:04,21.7,54.9
115,Oleg Petrov,2000-01,MTL,R,81,17,30,47,-11,24,0.58,4,13,2,2,1,0,158,10.8,18:33,22.8,25.0
116,Saku Koivu,2000-01,MTL,C,54,17,30,47,2,40,0.87,7,17,0,2,3,0,113,15.0,21:23,24.2,47.6
117,Ed Jovanovski,2000-01,VAN,D,79,12,35,47,-1,102,0.59,4,23,0,1,2,1,193,6.2,24:57,31.4,0.0
118,Darryl Sydor,2000-01,DAL,D,81,10,37,47,5,34,0.58,8,27,0,0,1,1,140,7.1,21:25,24.1,0.0
119,Wade Redden,2000-01,OTT,D,78,10,37,47,22,49,0.60,4,22,0,0,0,0,159,6.3,25:17,31.8,0.0
120,Chris Pronger,2000-01,STL,D,51,8,39,47,21,75,0.92,4,27,0,2,0,0,121,6.6,27:45,28.1,0.0
121,Roman Hamrlik,2000-01,NYI,D,76,16,30,46,-20,92,0.61,5,18,1,3,4,2,232,6.9,25:12,27.5,100.0
122,Janne Niinimaa,2000-01,EDM,D,82,12,34,46,6,90,0.56,8,23,0,1,1,0,122,9.8,25:20,26.5,0.0
123,Vincent Damphousse,2000-01,SJS,C,45,9,37,46,17,62,1.02,4,17,0,2,3,0,101,8.9,20:49,23.8,52.7
124,Brian Savage,2000-01,MTL,L,62,21,24,45,-13,26,0.73,12,20,0,0,1,1,172,12.2,18:50,22.7,56.7
125,Dave Scatchard,2000-01,NYI,C,81,21,24,45,-9,114,0.56,4,11,0,1,5,0,176,11.9,16:50,22.4,55.1
126,Pavol Demitra,2000-01,STL,R,44,20,25,45,27,16,1.02,5,11,0,0,5,0,124,16.1,18:03,21.6,37.5
127,Jere Lehtinen,2000-01,DAL,R,74,20,25,45,14,24,0.61,7,11,0,2,1,0,148,13.5,19:17,26.2,28.6
128,Patric Kjellberg,2000-01,NSH,L,81,14,31,45,-2,12,0.56,5,16,0,0,2,0,139,10.1,17:39,19.7,33.3
129,Tomas Kaberle,2000-01,TOR,D,82,6,39,45,10,24,0.55,0,17,0,1,1,0,96,6.3,22:41,24.5,0.0
130,Mike Ricci,2000-01,SJS,C,81,22,22,44,3,60,0.54,9,18,2,4,4,1,141,15.6,18:00,23.0,51.4
131,Shane Willis,2000-01,CAR,R,73,20,24,44,-6,45,0.60,9,18,0,0,6,1,172,11.6,15:58,20.1,20.0
132,Brenden Morrow,2000-01,DAL,L,82,20,24,44,18,128,0.54,7,12,0,0,6,0,121,16.5,15:29,20.9,45.5
133,Richard Zednik,2000-01,"WSH, MTL",R,74,19,25,44,-4,71,0.59,5,8,0,0,3,0,178,10.7,16:01,19.3,0.0
134,Jochen Hecht,2000-01,STL,C,72,19,25,44,11,48,0.61,8,15,3,3,1,1,208,9.1,17:56,23.8,43.8
135,Sandis Ozolinsh,2000-01,CAR,D,72,12,32,44,-25,71,0.61,4,19,2,3,2,1,145,8.3,22:12,24.8,0.0
136,Scott Pellerin,2000-01,"MIN, CAR",L,77,11,33,44,2,51,0.57,2,11,2,3,2,0,138,8.0,17:34,25.4,38.4
137,Randy McKay,2000-01,NJD,R,77,23,20,43,3,50,0.56,12,15,0,0,5,0,120,19.2,13:58,16.7,50.0
138,Stu Barnes,2000-01,BUF,C,75,19,24,43,-2,26,0.57,3,11,2,2,5,1,160,11.9,19:06,22.7,48.3
139,Jan Hrdina,2000-01,PIT,C,78,15,28,43,19,48,0.55,3,8,0,1,1,0,89,16.9,15:56,20.3,53.8
140,Mike Johnson,2000-01,"TBL, PHX",R,76,13,30,43,-10,42,0.57,4,14,1,3,0,0,124,10.5,17:16,20.5,0.0
141,Jeff Halpern,2000-01,WSH,C,80,21,21,42,13,60,0.53,2,8,1,1,5,0,110,19.1,16:08,21.5,52.3
142,Marty McInnis,2000-01,ANA,L,75,20,22,42,-21,40,0.56,10,21,0,0,1,0,136,14.7,18:30,23.5,47.1
143,Martin Havlat,2000-01,OTT,R,73,19,23,42,8,20,0.58,7,12,0,2,5,1,133,14.3,13:47,17.8,30.0
144,Anson Carter,2000-01,EDM,R,61,16,26,42,1,23,0.69,7,12,1,1,4,1,102,15.7,18:13,19.9,47.5
145,Mike Sillinger,2000-01,"FLA, OTT",C,68,16,25,41,-11,48,0.60,1,13,0,1,2,0,119,13.4,18:02,23.4,60.3
146,David Legwand,2000-01,NSH,C,81,13,28,41,1,38,0.51,3,9,0,0,3,2,172,7.5,15:14,19.3,40.3
147,Dallas Drake,2000-01,STL,R,82,12,29,41,18,71,0.50,2,11,0,0,3,0,142,8.5,14:44,20.7,45.5
148,Tim Connolly,2000-01,NYI,C,82,10,31,41,-14,42,0.50,5,19,0,1,0,0,171,5.8,20:02,24.0,41.6
149,Chris Gratton,2000-01,BUF,C,82,19,21,40,0,102,0.49,5,14,0,0,5,0,156,12.2,14:37,18.0,57.3
150,Martin St. Louis,2000-01,TBL,R,78,18,22,40,-4,12,0.51,3,7,3,4,4,0,141,12.8,15:14,19.3,41.7
151,Tomas Holmstrom,2000-01,DET,L,73,16,24,40,-12,40,0.55,9,19,0,0,2,0,74,21.6,11:41,14.3,50.0
152,Matt Cullen,2000-01,ANA,C,82,10,30,40,-23,38,0.49,4,15,0,0,1,0,159,6.3,18:15,23.5,48.0
153,Igor Larionov,2000-01,"FLA, DET",C,65,9,31,40,-5,38,0.62,4,16,0,0,1,0,46,19.6,16:35,19.8,46.6
154,Glen Murray,2000-01,LAK,R,64,18,21,39,9,32,0.61,3,4,1,3,1,0,138,13.0,18:12,23.2,42.9
155,Todd Marchant,2000-01,EDM,C,71,13,26,39,1,51,0.55,0,4,4,7,2,1,113,11.5,17:54,22.9,53.8
156,Lubomir Visnovsky,2000-01,LAK,D,81,7,32,39,16,36,0.48,3,14,0,0,3,0,105,6.7,16:58,20.1,0.0
157,John Madden,2000-01,NJD,C,80,23,15,38,24,12,0.47,0,0,3,3,4,0,163,14.1,15:35,20.0,46.6
158,Vyacheslav Kozlov,2000-01,DET,L,72,20,18,38,9,30,0.53,4,9,0,0,5,0,187,10.7,14:43,18.0,47.0
159,Martin Rucinsky,2000-01,MTL,L,57,16,22,38,-5,66,0.67,5,14,1,1,4,0,141,11.3,19:11,24.2,40.0
160,Andrei Nikolishin,2000-01,WSH,C,81,13,25,38,9,34,0.47,4,7,0,3,2,1,145,9.0,15:32,19.6,55.4
161,Dmitri Khristich,2000-01,"TOR, WSH",R,70,13,25,38,0,16,0.54,6,19,0,1,4,0,77,16.9,14:56,16.7,41.7
162,Tony Hrkac,2000-01,ANA,C,80,13,25,38,0,29,0.47,0,10,0,0,1,0,88,14.8,13:46,17.1,50.6
163,Doug Gilmour,2000-01,BUF,C,71,7,31,38,3,70,0.54,4,15,0,0,0,0,91,7.7,18:02,20.8,51.0
164,Rob Zamuner,2000-01,OTT,L,79,19,18,37,7,52,0.47,1,2,2,2,4,0,123,15.4,14:46,20.4,35.8
165,Andrei Kovalenko,2000-01,BOS,R,76,16,21,37,-14,27,0.49,7,10,1,1,3,1,119,13.4,15:27,18.6,29.4
166,Darcy Tucker,2000-01,TOR,R,82,16,21,37,6,141,0.45,2,4,0,0,4,0,122,13.1,16:09,18.6,47.0
167,Trevor Linden,2000-01,"MTL, WSH",C,69,15,22,37,0,60,0.54,6,14,0,0,3,0,126,11.9,20:19,25.4,53.2
168,Viktor Kozlov,2000-01,FLA,C,51,14,23,37,-4,10,0.73,6,13,0,0,2,0,139,10.1,18:23,22.2,41.6
169,Grant Marshall,2000-01,DAL,R,75,13,24,37,1,64,0.49,4,15,0,0,1,0,93,14.0,11:05,15.8,56.3
170,Alexei Zhitnik,2000-01,BUF,D,78,8,29,37,-3,75,0.47,5,22,0,0,1,0,149,5.4,24:15,25.1,0.0
171,Mike Grier,2000-01,EDM,R,74,20,16,36,11,20,0.49,2,2,3,6,2,0,124,16.1,16:44,21.9,38.9
172,Scott Thornton,2000-01,SJS,L,73,19,17,36,4,114,0.49,4,9,0,0,1,0,159,11.9,13:54,17.8,41.4
173,Marian Gaborik,2000-01,MIN,R,71,18,18,36,-6,32,0.51,6,12,0,0,3,0,179,10.1,15:26,21.3,33.3
174,Ruslan Fedotenko,2000-01,PHI,L,74,16,20,36,8,72,0.49,3,5,0,0,4,0,119,13.4,14:38,20.4,71.4
175,Peter Schaefer,2000-01,VAN,L,82,16,20,36,4,22,0.44,3,9,4,5,2,0,163,9.8,16:18,21.6,32.0
176,Patrice Brisebois,2000-01,MTL,D,77,15,21,36,-31,28,0.47,11,28,0,0,4,1,178,8.4,24:43,27.4,100.0
177,Rem Murray,2000-01,EDM,L,82,15,21,36,5,24,0.44,1,4,3,5,3,0,122,12.3,15:21,19.9,49.3
178,Steve Reinprecht,2000-01,"LAK, COL",C,80,15,21,36,10,14,0.45,3,4,2,5,3,0,100,15.0,13:26,19.0,43.7
179,Rick Tocchet,2000-01,PHI,R,60,14,22,36,10,83,0.60,5,9,0,0,2,0,76,18.4,15:20,19.7,0.0
180,Maxim Afinogenov,2000-01,BUF,R,78,14,22,36,1,40,0.46,3,10,0,0,5,2,190,7.4,14:32,17.2,0.0
181,Marcus Nilson,2000-01,FLA,L,78,12,24,36,-3,74,0.46,0,6,0,0,2,0,141,8.5,15:46,20.5,40.8
182,Brian Holzinger,2000-01,TBL,C,70,11,25,36,-9,64,0.51,3,9,0,0,2,0,87,12.6,16:03,20.9,47.3
183,Calle Johansson,2000-01,WSH,D,76,7,29,36,11,26,0.47,5,15,0,0,0,0,154,4.5,23:44,29.6,0.0
184,Dave Lowry,2000-01,CGY,L,79,18,17,35,-2,47,0.44,5,9,0,0,5,0,108,16.7,15:57,23.6,20.0
185,Mike Leclerc,2000-01,ANA,L,54,15,20,35,-1,26,0.65,3,11,0,0,3,0,130,11.5,17:36,22.8,20.0
186,Daniel Cleary,2000-01,EDM,R,81,14,21,35,5,37,0.43,2,9,0,0,2,0,107,13.1,12:58,15.9,23.1
187,Scott Niedermayer,2000-01,NJD,D,57,6,29,35,14,22,0.61,1,11,0,0,5,0,87,6.9,23:19,23.8,0.0
188,Daniel Sedin,2000-01,VAN,L,75,20,14,34,-3,24,0.45,10,14,0,0,3,0,127,15.7,13:00,17.5,60.0
189,Vitali Yachmenev,2000-01,NSH,R,78,15,19,34,-5,10,0.44,4,10,1,1,4,0,123,12.2,17:52,21.1,37.9
190,Valeri Kamensky,2000-01,NYR,L,65,14,20,34,-18,36,0.52,6,11,0,0,1,1,129,10.8,15:19,18.8,50.0
191,Lubomir Sekeras,2000-01,MIN,D,80,11,23,34,-8,52,0.42,4,12,0,1,2,0,102,10.8,21:13,26.7,0.0
192,Ray Whitney,2000-01,"FLA, CBJ",L,46,10,24,34,-17,30,0.74,5,15,0,0,0,0,120,8.3,17:51,21.7,38.6
193,Gary Suter,2000-01,SJS,D,68,10,24,34,8,84,0.50,4,20,0,0,1,1,157,6.4,21:27,23.7,50.0
194,Steve Thomas,2000-01,TOR,R,57,8,26,34,0,46,0.60,1,8,0,0,1,0,140,5.7,16:02,17.8,33.3
195,Jiri Slegr,2000-01,"PIT, ATL",D,75,8,26,34,-10,96,0.45,2,14,1,1,1,0,145,5.5,19:21,23.1,0.0
196,Phil Housley,2000-01,CGY,D,69,4,30,34,-15,24,0.49,0,15,0,0,0,0,115,3.5,18:10,20.5,0.0
197,Dave Andreychuk,2000-01,BUF,L,74,20,13,33,0,32,0.45,8,15,0,0,4,0,119,16.8,12:00,14.5,49.7
198,Magnus Arvedson,2000-01,OTT,L,51,17,16,33,23,24,0.65,1,1,2,2,4,0,79,21.5,16:01,22.2,28.6
199,Trent Klatt,2000-01,VAN,R,77,13,20,33,8,31,0.43,3,9,0,1,1,0,140,9.3,13:33,18.7,50.7
200,Joe Juneau,2000-01,PHX,C,69,10,23,33,-2,28,0.48,5,15,0,0,3,1,100,10.0,17:25,20.2,50.5
201,Karel Rachunek,2000-01,OTT,D,71,3,30,33,17,60,0.46,3,17,0,1,0,0,77,3.9,20:54,27.5,0.0
