,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Elmer Lach,1947-48,MTL,C,60,30,31,61,,72,1.02,11,18,0,0,6,0,,--,,--,--
2,Buddy O'Connor,1947-48,NYR,C,60,24,36,60,,8,1.00,5,18,1,1,3,0,,--,,--,--
3,Doug Bentley,1947-48,CHI,L,60,20,37,57,,16,0.95,2,9,0,0,3,0,,--,,--,--
4,Gaye Stewart,1947-48,"TOR, CHI",L,61,27,29,56,,83,0.92,2,12,0,0,1,0,,--,,--,--
5,Max Bentley,1947-48,"CHI, TOR",C,59,26,28,54,,14,0.92,5,20,0,0,5,0,,--,,--,--
6,Bud Poile,1947-48,"TOR, CHI",R,58,25,29,54,,17,0.93,8,12,0,0,0,0,,--,,--,--
7,Maurice Richard,1947-48,MTL,R,53,28,25,53,,91,1.00,2,6,2,3,3,0,,--,,--,--
8,Syl Apps,1947-48,TOR,C,55,26,27,53,,12,0.96,11,22,0,0,3,0,,--,,--,--
9,Ted Lindsay,1947-48,DET,L,60,33,19,52,,95,0.87,4,9,3,4,2,0,,--,,--,--
10,Roy Conacher,1947-48,CHI,L,52,22,27,49,,4,0.94,1,9,0,0,7,0,,--,,--,--
11,Jim McFadden,1947-48,DET,C,60,24,24,48,,12,0.80,6,12,0,0,5,0,,--,,--,--
12,Edgar Laprade,1947-48,NYR,C,59,13,34,47,,7,0.80,0,4,0,0,1,0,,--,,--,--
13,Ted Kennedy,1947-48,TOR,C,60,25,21,46,,32,0.77,3,8,0,0,7,0,,--,,--,--
14,Gordie Howe,1947-48,DET,R,60,16,28,44,,63,0.73,1,6,1,1,2,0,,--,,--,--
15,Sid Abel,1947-48,DET,C,60,14,30,44,,69,0.73,3,9,0,0,0,0,,--,,--,--
16,Harry Watson,1947-48,TOR,L,57,21,20,41,,16,0.72,8,17,0,0,3,0,,--,,--,--
17,Tony Leswick,1947-48,NYR,L,60,24,16,40,,76,0.67,1,2,0,0,3,0,,--,,--,--
18,Grant Warwick,1947-48,"NYR, BOS",R,58,23,17,40,,38,0.69,6,9,0,0,7,0,,--,,--,--
19,Jimmy Conacher,1947-48,DET,C,60,17,23,40,,2,0.67,6,6,0,0,6,0,,--,,--,--
20,George Gee,1947-48,CHI,C,60,14,25,39,,18,0.65,1,4,0,1,0,0,,--,,--,--
21,Woody Dumart,1947-48,BOS,L,59,21,16,37,,14,0.63,0,2,1,1,3,0,,--,,--,--
22,Gus Bodnar,1947-48,CHI,C,46,13,22,35,,23,0.76,2,6,0,0,3,0,,--,,--,--
23,Pete Babando,1947-48,BOS,L,60,23,11,34,,52,0.57,5,7,0,0,0,0,,--,,--,--
24,Howie Meeker,1947-48,TOR,R,58,14,20,34,,62,0.59,3,9,0,1,2,0,,--,,--,--
25,Vic Lynn,1947-48,TOR,L,60,12,22,34,,53,0.57,6,10,0,0,3,0,,--,,--,--
26,Phil Watson,1947-48,NYR,R,54,18,15,33,,54,0.61,3,7,0,0,2,0,,--,,--,--
27,Don Raleigh,1947-48,NYR,C,52,15,18,33,,2,0.63,2,6,0,0,1,0,,--,,--,--
