,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Guy Lafleur,1976-77,MTL,R,80,56,80,136,89,20,1.70,14,32,0,0,8,0,290,19.3,,--,--
2,Marcel Dionne,1976-77,LAK,C,80,53,69,122,11,12,1.52,14,46,1,2,5,0,376,14.1,,--,--
3,Steve Shutt,1976-77,MTL,L,80,60,45,105,89,28,1.31,8,18,0,0,9,0,293,20.5,,--,--
4,Rick MacLeish,1976-77,PHI,C,79,49,48,97,46,42,1.23,10,23,1,1,8,0,252,19.4,,--,--
5,Gilbert Perreault,1976-77,BUF,C,80,39,56,95,9,30,1.19,7,30,2,2,9,0,195,20.0,,--,--
6,Tim Young,1976-77,MNS,C,80,29,66,95,-31,58,1.19,10,34,0,0,2,0,223,13.0,,--,--
7,Jean Ratelle,1976-77,BOS,C,78,33,61,94,18,22,1.21,8,19,1,1,6,0,185,17.8,,--,--
8,Lanny McDonald,1976-77,TOR,R,80,46,44,90,12,77,1.13,16,30,4,6,5,0,293,15.7,,--,--
9,Darryl Sittler,1976-77,TOR,C,73,38,52,90,7,89,1.23,12,25,1,3,5,0,307,12.4,,--,--
10,Bobby Clarke,1976-77,PHI,C,80,27,63,90,40,71,1.13,6,22,6,7,3,0,158,17.1,,--,--
11,Peter McNab,1976-77,BOS,C,80,38,48,86,27,11,1.07,6,15,0,1,8,0,208,18.3,,--,--
12,Butch Goring,1976-77,LAK,C,78,30,55,85,10,6,1.09,13,37,0,2,3,0,216,13.9,,--,--
13,Larry Robinson,1976-77,MTL,D,77,19,66,85,120,45,1.10,3,18,0,0,3,0,196,9.7,,--,--
14,Guy Charron,1976-77,WSH,C,80,36,46,82,-28,10,1.02,6,27,1,2,4,0,262,13.7,,--,--
15,Wilf Paiement,1976-77,CLR,R,78,41,40,81,-14,101,1.04,9,19,5,5,2,0,285,14.4,,--,--
16,Tom Lysiak,1976-77,AFM,C,79,30,51,81,3,52,1.03,5,18,1,2,3,0,276,10.9,,--,--
17,Phil Esposito,1976-77,NYR,C,80,34,46,80,-27,52,1.00,15,31,0,1,4,0,344,9.9,,--,--
