,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Wayne Gretzky,1980-81,EDM,C,80,55,109,164,41,28,2.05,15,53,4,7,3,0,261,21.1,,--,--
2,Marcel Dionne,1980-81,LAK,C,80,58,77,135,54,70,1.69,23,45,4,4,9,0,342,17.0,,--,--
3,Kent Nilsson,1980-81,CGY,C,80,49,82,131,14,26,1.64,20,53,0,0,8,0,217,22.6,,--,--
4,Mike Bossy,1980-81,NYI,R,79,68,51,119,38,32,1.51,28,44,2,2,10,0,315,21.6,,--,--
5,Dave Taylor,1980-81,LAK,R,72,47,65,112,48,130,1.56,13,39,0,0,3,0,206,22.8,,--,--
6,Peter Stastny,1980-81,QUE,C,77,39,70,109,10,37,1.42,11,33,2,2,4,0,232,16.8,,--,--
7,Charlie Simmer,1980-81,LAK,L,65,56,49,105,32,62,1.62,23,41,0,0,10,0,171,32.7,,--,--
8,Mike Rogers,1980-81,HFD,C,80,40,65,105,-21,32,1.31,10,31,4,9,1,0,242,16.5,,--,--
9,Bernie Federko,1980-81,STL,C,78,31,73,104,9,47,1.33,9,45,2,2,4,0,170,18.2,,--,--
10,Jacques Richard,1980-81,QUE,L,78,52,51,103,-9,39,1.32,16,40,0,0,6,0,261,19.9,,--,--
11,Rick Middleton,1980-81,BOS,R,80,44,59,103,15,16,1.29,16,40,4,5,7,0,222,19.8,,--,--
12,Bryan Trottier,1980-81,NYI,C,73,31,72,103,50,74,1.41,9,31,2,7,5,0,156,19.9,,--,--
13,Dennis Maruk,1980-81,WSH,C,80,50,47,97,-6,87,1.21,16,30,2,2,5,0,242,20.7,,--,--
14,Wilf Paiement,1980-81,TOR,R,77,40,57,97,-9,145,1.26,13,34,3,3,2,0,302,13.2,,--,--
15,Wayne Babych,1980-81,STL,R,78,54,42,96,14,93,1.23,14,26,0,0,7,0,306,17.6,,--,--
16,Darryl Sittler,1980-81,TOR,C,80,43,53,96,-8,77,1.20,14,32,2,3,2,0,267,16.1,,--,--
17,Mike Gartner,1980-81,WSH,R,80,48,46,94,-4,100,1.18,13,25,0,0,3,0,326,14.7,,--,--
18,Bobby Smith,1980-81,MNS,C,78,29,64,93,1,73,1.19,13,44,0,0,7,0,242,12.0,,--,--
19,Rick Kehoe,1980-81,PIT,R,80,55,33,88,-8,6,1.10,20,39,0,0,5,0,299,18.4,,--,--
20,Blake Dunlop,1980-81,STL,C,80,20,67,87,15,40,1.09,6,30,0,0,2,0,134,14.9,,--,--
21,Dale McCourt,1980-81,DET,C,80,30,56,86,-17,50,1.07,11,33,2,2,2,0,286,10.5,,--,--
22,Danny Gare,1980-81,BUF,R,73,46,39,85,12,109,1.16,15,28,0,0,7,0,249,18.5,,--,--
