,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Gordie Howe,1962-63,DET,R,70,38,48,86,23,100,1.23,13,31,0,1,6,0,351,10.8,,--,--
2,Andy Bathgate,1962-63,NYR,R,70,35,46,81,-5,54,1.16,5,23,0,0,2,0,268,13.1,,--,--
3,Stan Mikita,1962-63,CHI,C,65,31,45,76,26,69,1.17,9,22,0,0,6,0,235,13.2,,--,--
4,Frank Mahovlich,1962-63,TOR,L,67,36,37,73,22,56,1.09,9,18,0,0,8,0,239,15.1,,--,--
5,Henri Richard,1962-63,MTL,C,67,23,50,73,24,57,1.09,2,11,0,1,2,0,289,8.0,,--,--
6,Jean Beliveau,1962-63,MTL,C,69,18,49,67,5,68,0.97,9,22,0,0,1,0,241,7.5,,--,--
7,Johnny Bucyk,1962-63,BOS,L,69,27,39,66,-22,36,0.96,4,14,1,1,3,0,162,16.7,,--,--
8,Alex Delvecchio,1962-63,DET,C,70,20,44,64,16,8,0.91,4,21,0,0,4,0,274,7.3,,--,--
9,Bobby Hull,1962-63,CHI,L,65,31,31,62,0,27,0.95,8,16,0,0,7,0,305,10.2,,--,--
10,Murray Oliver,1962-63,BOS,C,65,22,40,62,-20,36,0.95,7,13,0,0,1,0,230,9.6,,--,--
11,Parker MacDonald,1962-63,DET,C,69,33,28,61,20,32,0.88,16,25,0,0,8,0,209,15.8,,--,--
12,Ab McDonald,1962-63,CHI,L,69,20,41,61,21,12,0.88,4,13,0,0,4,0,174,11.5,,--,--
13,Camille Henry,1962-63,NYR,C,60,37,23,60,-9,8,1.00,13,20,0,0,2,0,139,26.6,,--,--
14,Red Kelly,1962-63,TOR,D,66,20,40,60,19,8,0.91,6,16,0,0,4,0,195,10.3,,--,--
15,Don McKenney,1962-63,"BOS, NYR",C,62,22,35,57,-2,6,0.92,6,17,0,0,1,0,128,17.2,,--,--
16,Dave Keon,1962-63,TOR,C,68,28,28,56,8,2,0.82,6,13,3,3,4,0,232,12.1,,--,--
17,Norm Ullman,1962-63,DET,C,70,26,30,56,-5,53,0.80,4,9,2,3,3,0,248,10.5,,--,--
18,Dean Prentice,1962-63,"NYR, BOS",L,68,19,34,53,-3,22,0.78,7,13,0,0,1,0,186,10.2,,--,--
19,Dickie Moore,1962-63,MTL,L,67,24,26,50,13,57,0.75,5,7,0,0,5,0,159,15.1,,--,--
20,Claude Provost,1962-63,MTL,R,67,20,30,50,11,26,0.75,2,7,0,0,0,0,219,9.1,,--,--
21,Gilles Tremblay,1962-63,MTL,L,60,25,24,49,24,42,0.82,4,9,1,1,1,0,167,15.0,,--,--
22,Bill Hay,1962-63,CHI,C,64,12,33,45,-4,38,0.70,4,19,0,0,2,0,162,7.4,,--,--
23,Bob Pulford,1962-63,TOR,L,70,19,25,44,10,49,0.63,2,5,0,1,3,0,231,8.2,,--,--
24,Tommy Williams,1962-63,BOS,R,69,23,20,43,-13,11,0.62,4,7,0,0,0,0,138,16.7,,--,--
25,Jean-Guy Gendron,1962-63,BOS,L,66,21,22,43,-23,42,0.65,3,8,0,1,2,0,145,14.5,,--,--
26,Earl Ingarfield,1962-63,NYR,C,69,19,24,43,-8,30,0.62,4,9,1,1,1,0,149,12.8,,--,--
27,George Armstrong,1962-63,TOR,R,70,19,24,43,5,27,0.61,3,10,3,5,1,0,204,9.3,,--,--
28,Bernie Geoffrion,1962-63,MTL,R,51,23,18,41,5,71,0.80,7,14,0,0,4,0,172,13.4,,--,--
29,Bill Hicke,1962-63,MTL,R,70,17,22,39,14,39,0.56,1,2,0,0,3,0,136,12.5,,--,--
30,Doug Harvey,1962-63,NYR,D,68,4,35,39,-1,92,0.57,0,11,1,2,1,0,65,6.2,,--,--
31,Kenny Wharram,1962-63,CHI,R,55,20,18,38,27,17,0.69,2,3,0,0,0,0,103,19.4,,--,--
32,Bobby Rousseau,1962-63,MTL,R,62,19,18,37,12,15,0.60,3,7,1,1,1,0,187,10.2,,--,--
33,Andy Hebenton,1962-63,NYR,R,70,15,22,37,-23,8,0.53,6,12,0,1,1,0,159,9.4,,--,--
34,Ralph Backstrom,1962-63,MTL,C,70,23,12,35,11,51,0.50,0,1,0,0,6,0,180,12.8,,--,--
35,Jerry Toppazzini,1962-63,BOS,R,65,17,18,35,-20,6,0.54,0,2,3,4,2,0,150,11.3,,--,--
36,Dick Duff,1962-63,TOR,L,69,16,19,35,-7,56,0.51,2,6,0,0,2,0,202,7.9,,--,--
37,Ron Murphy,1962-63,CHI,L,68,18,16,34,1,28,0.50,2,5,0,0,1,0,175,10.3,,--,--
