,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Nikita Kucherov,2018-19,TBL,R,53,22,59,81,14,30,1.53,9,30,0,0,3,0,145,15.2,19:29,21.8,0.0
2,Patrick Kane,2018-19,CHI,R,53,32,46,78,0,18,1.47,8,24,0,0,5,2,215,14.9,22:15,23.7,50.0
3,Connor McDavid,2018-19,EDM,C,52,31,47,78,2,16,1.50,8,26,0,0,7,1,167,18.6,22:50,25.4,46.0
4,Johnny Gaudreau,2018-19,CGY,L,53,29,45,74,19,16,1.40,5,22,0,0,6,3,168,17.3,20:18,23.9,50.0
5,Mikko Rantanen,2018-19,COL,R,52,23,51,74,11,36,1.42,11,26,0,0,3,1,134,17.2,21:08,23.0,51.8
6,Nathan MacKinnon,2018-19,COL,C,52,27,45,72,13,22,1.38,7,28,0,0,3,0,223,12.1,21:58,24.0,41.9
7,Brayden Point,2018-19,TBL,C,52,31,35,66,16,16,1.27,14,23,0,0,6,2,136,22.8,18:43,21.7,49.6
8,David Pastrnak,2018-19,BOS,R,54,31,34,65,3,20,1.20,15,29,0,0,2,0,204,15.2,19:03,21.6,0.0
9,Leon Draisaitl,2018-19,EDM,C,53,31,34,65,2,30,1.23,11,22,0,0,4,2,143,21.7,22:08,25.1,50.5
10,Mitchell Marner,2018-19,TOR,R,53,20,45,65,20,20,1.23,3,15,0,1,4,0,144,13.9,19:40,25.0,57.1
11,Blake Wheeler,2018-19,WPG,R,53,11,54,65,11,41,1.23,1,22,2,2,0,0,155,7.1,21:28,24.6,37.1
12,Sean Monahan,2018-19,CGY,C,53,27,35,62,11,10,1.17,11,18,0,0,4,0,161,16.8,19:38,23.9,51.4
13,Mark Scheifele,2018-19,WPG,C,53,26,36,62,20,28,1.17,7,18,0,3,5,3,132,19.7,22:39,24.5,46.1
14,Steven Stamkos,2018-19,TBL,C,53,28,33,61,-2,29,1.15,11,25,0,0,4,0,162,17.3,18:10,21.9,53.8
15,Sidney Crosby,2018-19,PIT,C,50,23,38,61,16,16,1.22,7,15,0,1,3,1,149,15.4,20:46,25.2,55.9
16,Brad Marchand,2018-19,BOS,L,53,19,42,61,4,82,1.15,7,24,0,1,5,1,156,12.2,19:49,23.3,42.7
17,Sebastian Aho,2018-19,CAR,C,53,24,36,60,19,16,1.13,3,16,3,4,4,2,157,15.3,19:52,24.3,50.1
18,Elias Lindholm,2018-19,CGY,C,53,23,37,60,26,16,1.13,8,22,1,3,5,0,127,18.1,20:32,26.0,54.4
19,Artemi Panarin,2018-19,CBJ,L,50,20,40,60,12,12,1.20,6,13,0,0,7,4,134,14.9,20:20,23.6,50.0
20,Alex Ovechkin,2018-19,WSH,L,52,37,21,58,8,30,1.12,10,16,0,0,2,0,202,18.3,21:02,20.9,25.0
21,John Tavares,2018-19,TOR,C,53,32,26,58,16,22,1.09,6,10,0,0,5,0,190,16.8,19:04,24.3,54.2
22,Brent Burns,2018-19,SJS,D,54,10,48,58,10,24,1.07,5,20,0,3,5,1,202,5.0,24:51,26.4,0.0
23,Matthew Tkachuk,2018-19,CGY,L,53,24,33,57,12,50,1.08,9,21,0,0,1,0,132,18.2,17:30,21.5,50.0
24,Phil Kessel,2018-19,PIT,R,53,21,36,57,-14,18,1.08,8,23,0,0,6,2,137,15.3,18:07,21.6,16.7
25,Jack Eichel,2018-19,BUF,C,49,17,39,56,6,16,1.14,4,15,0,0,2,2,200,8.5,20:04,22.3,48.6
26,Claude Giroux,2018-19,PHI,C,53,16,40,56,5,18,1.06,2,15,1,1,3,0,153,10.4,21:00,26.3,59.4
27,Evgeni Malkin,2018-19,PIT,C,50,14,41,55,-18,53,1.10,6,18,0,0,2,0,129,10.8,18:47,22.8,44.9
28,Gabriel Landeskog,2018-19,COL,L,52,29,25,54,9,35,1.04,10,20,0,0,8,0,172,16.9,21:19,23.1,53.0
29,Jonathan Toews,2018-19,CHI,C,54,23,30,53,4,22,0.98,5,16,1,1,2,1,140,16.4,20:40,25.6,56.6
30,Mika Zibanejad,2018-19,NYR,C,53,22,31,53,-6,30,1.00,8,19,2,2,5,0,157,14.0,20:07,25.6,49.5
31,Ryan O'Reilly,2018-19,STL,C,51,20,33,53,18,8,1.04,3,13,1,3,2,1,144,13.9,20:48,25.9,57.7
32,Morgan Rielly,2018-19,TOR,D,53,14,39,53,24,4,1.00,1,15,0,0,4,2,138,10.1,22:43,28.7,0.0
33,Nicklas Backstrom,2018-19,WSH,C,52,13,40,53,8,20,1.02,6,20,0,0,4,1,111,11.7,20:08,22.3,49.3
34,Mark Giordano,2018-19,CGY,D,51,11,42,53,30,51,1.04,2,19,3,4,1,0,139,7.9,24:43,28.7,0.0
35,Cam Atkinson,2018-19,CBJ,R,50,29,23,52,9,18,1.04,5,9,2,2,5,0,197,14.7,19:44,25.1,20.0
36,Mark Stone,2018-19,OTT,R,53,22,30,52,13,20,0.98,3,14,1,1,3,1,120,18.3,20:30,24.5,48.1
37,Tyler Seguin,2018-19,DAL,C,53,22,28,50,13,10,0.94,6,17,0,0,5,2,211,10.4,20:52,27.8,54.5
38,Aleksander Barkov,2018-19,FLA,C,51,19,31,50,-19,2,0.98,8,18,0,0,3,2,127,15.0,22:56,27.8,53.1
39,Jonathan Huberdeau,2018-19,FLA,L,51,13,37,50,-24,28,0.98,6,22,0,0,2,0,123,10.6,18:48,22.5,54.5
40,Jake Guentzel,2018-19,PIT,L,53,26,23,49,6,14,0.92,3,7,1,1,2,0,149,17.4,18:59,23.8,37.0
41,Dylan Larkin,2018-19,DET,C,52,22,27,49,-5,43,0.94,4,9,2,3,4,4,199,11.1,21:54,26.4,54.4
42,Matt Duchene,2018-19,OTT,C,44,22,27,49,-4,6,1.11,4,8,0,0,1,0,109,20.2,19:16,22.8,54.8
43,Logan Couture,2018-19,SJS,C,54,20,29,49,2,10,0.91,4,12,1,1,3,0,129,15.5,18:43,24.7,47.2
44,Ryan Nugent-Hopkins,2018-19,EDM,C,53,16,33,49,-6,18,0.92,4,19,1,3,1,0,141,11.3,20:13,24.4,45.4
45,Joe Pavelski,2018-19,SJS,C,54,29,19,48,1,16,0.89,8,16,1,1,2,1,140,20.7,19:16,24.4,53.3
46,Alex DeBrincat,2018-19,CHI,L,54,26,22,48,-2,15,0.89,8,17,0,0,1,1,151,17.2,17:25,20.4,46.9
47,Pierre-Luc Dubois,2018-19,CBJ,C,52,21,27,48,9,44,0.92,2,9,0,0,3,1,123,17.1,18:56,23.3,44.1
48,John Carlson,2018-19,WSH,D,52,8,40,48,19,26,0.92,1,20,0,0,0,0,123,6.5,25:21,26.1,0.0
49,Jeff Skinner,2018-19,BUF,L,52,31,16,47,12,20,0.90,7,11,0,0,7,3,172,18.0,18:35,21.0,50.3
