,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Wayne Gretzky,1982-83,EDM,C,80,71,125,196,61,59,2.45,18,54,6,10,9,0,348,20.4,,--,--
2,Peter Stastny,1982-83,QUE,C,75,47,77,124,29,78,1.65,5,33,0,1,4,0,201,23.4,,--,--
3,Denis Savard,1982-83,CHI,C,78,35,86,121,26,99,1.55,13,46,0,0,4,0,212,16.5,,--,--
4,Mike Bossy,1982-83,NYI,R,79,60,58,118,27,20,1.49,19,40,0,0,7,0,274,21.9,,--,--
5,Marcel Dionne,1982-83,LAK,C,80,56,51,107,10,22,1.34,17,37,1,2,7,0,346,16.2,,--,--
6,Barry Pederson,1982-83,BOS,C,77,46,61,107,37,47,1.39,15,39,1,2,10,0,213,21.6,,--,--
7,Mark Messier,1982-83,EDM,C,77,48,58,106,18,72,1.38,12,32,1,5,2,0,237,20.3,,--,--
8,Michel Goulet,1982-83,QUE,L,80,57,48,105,30,51,1.31,10,18,4,6,4,0,256,22.3,,--,--
9,Glenn Anderson,1982-83,EDM,R,72,48,56,104,40,70,1.44,11,29,0,1,10,0,243,19.8,,--,--
10,Kent Nilsson,1982-83,CGY,C,80,46,58,104,3,10,1.30,16,35,4,5,6,0,217,21.2,,--,--
11,Jari Kurri,1982-83,EDM,R,80,45,59,104,48,22,1.30,10,20,1,3,3,0,218,20.6,,--,--
12,Lanny McDonald,1982-83,CGY,R,80,66,32,98,-1,90,1.23,17,33,0,0,8,0,275,24.0,,--,--
13,Rick Middleton,1982-83,BOS,R,80,49,47,96,31,8,1.20,6,18,3,3,7,0,212,23.1,,--,--
14,Paul Coffey,1982-83,EDM,D,80,29,67,96,52,87,1.20,9,36,1,3,2,0,260,11.2,,--,--
15,Anton Stastny,1982-83,QUE,L,79,32,60,92,26,25,1.16,10,22,0,0,7,0,166,19.3,,--,--
16,Dale Hawerchuk,1982-83,WIN,C,79,40,51,91,-17,31,1.15,13,33,0,0,3,0,297,13.5,,--,--
17,Steve Larmer,1982-83,CHI,R,80,43,47,90,44,28,1.13,13,33,0,0,9,0,195,22.1,,--,--
18,Ron Francis,1982-83,HFD,C,79,31,59,90,-26,60,1.14,4,25,2,3,4,0,210,14.8,,--,--
19,Bryan Trottier,1982-83,NYI,C,80,34,55,89,36,68,1.11,13,27,0,0,5,0,179,19.0,,--,--
20,Stan Smyl,1982-83,VAN,R,74,38,50,88,-9,114,1.19,15,31,1,1,2,0,213,17.8,,--,--
21,Al Secord,1982-83,CHI,L,80,54,32,86,35,180,1.07,20,24,0,0,6,0,240,22.5,,--,--
22,Thomas Gradin,1982-83,VAN,C,80,32,54,86,-17,61,1.07,12,28,2,3,4,0,175,18.3,,--,--
23,John Ogrodnick,1982-83,DET,L,80,41,44,85,11,30,1.06,5,15,0,0,2,0,254,16.1,,--,--
24,Bobby Clarke,1982-83,PHI,C,80,23,62,85,37,115,1.06,6,17,1,5,2,0,164,14.0,,--,--
25,Bernie Federko,1982-83,STL,C,75,24,60,84,-9,24,1.12,9,30,0,0,1,0,184,13.0,,--,--
26,Darryl Sittler,1982-83,PHI,C,80,43,40,83,17,60,1.04,10,19,0,0,8,0,231,18.6,,--,--
27,Brian Propp,1982-83,PHI,L,80,40,42,82,34,72,1.02,13,21,1,4,12,0,250,16.0,,--,--
28,Darcy Rota,1982-83,VAN,L,73,42,39,81,13,88,1.11,9,20,0,0,5,0,173,24.3,,--,--
29,Dennis Maruk,1982-83,WSH,C,80,31,50,81,-22,71,1.01,12,26,0,0,2,0,185,16.8,,--,--
30,John Anderson,1982-83,TOR,R,80,31,49,80,-7,24,1.00,10,30,0,1,6,0,199,15.6,,--,--
31,Charlie Simmer,1982-83,LAK,L,80,29,51,80,0,51,1.00,11,26,1,1,1,0,182,15.9,,--,--
32,Rick Vaive,1982-83,TOR,R,78,51,28,79,-13,105,1.01,18,30,3,4,8,0,296,17.2,,--,--
33,Marian Stastny,1982-83,QUE,R,60,36,43,79,19,32,1.32,13,24,0,0,3,0,169,21.3,,--,--
34,Neal Broten,1982-83,MNS,C,79,32,45,77,25,43,0.97,8,20,2,4,4,0,163,19.6,,--,--
35,Bobby Smith,1982-83,MNS,C,77,24,53,77,-20,81,1.00,12,36,0,0,3,0,193,12.4,,--,--
36,Brian Sutter,1982-83,STL,L,79,46,30,76,-3,254,0.96,11,22,0,0,4,0,202,22.8,,--,--
37,Blaine Stoughton,1982-83,HFD,L,72,45,31,76,-23,27,1.06,10,17,0,0,8,0,207,21.7,,--,--
38,Mike Gartner,1982-83,WSH,R,73,38,38,76,-3,54,1.04,10,23,1,1,3,0,269,14.1,,--,--
39,Paul MacLean,1982-83,WIN,R,80,32,44,76,-5,121,0.95,15,34,0,0,2,0,164,19.5,,--,--
40,Gilbert Perreault,1982-83,BUF,C,77,30,46,76,-9,34,0.99,8,21,2,3,5,0,192,15.6,,--,--
41,Mike Rogers,1982-83,NYR,C,71,29,47,76,-10,28,1.07,7,28,5,7,5,0,200,14.5,,--,--
42,Tom McCarthy,1982-83,MNS,L,80,28,48,76,19,59,0.95,4,22,1,2,4,0,171,16.4,,--,--
43,Guy Lafleur,1982-83,MTL,R,68,27,49,76,5,12,1.12,9,22,0,0,1,0,176,15.3,,--,--
44,Dino Ciccarelli,1982-83,MNS,R,77,37,38,75,15,94,0.97,14,27,0,0,4,0,210,17.6,,--,--
45,Mark Pavelich,1982-83,NYR,C,78,37,38,75,19,52,0.96,10,20,2,2,6,0,154,24.0,,--,--
46,Ken Linseman,1982-83,EDM,C,72,33,42,75,15,181,1.04,10,20,4,4,3,0,141,23.4,,--,--
47,Ryan Walter,1982-83,MTL,C,80,29,46,75,15,40,0.94,8,19,1,1,4,0,169,17.2,,--,--
48,Paul Reinhart,1982-83,CGY,D,78,17,58,75,2,28,0.96,5,34,0,0,1,0,153,11.1,,--,--
49,Keith Crowder,1982-83,BOS,R,74,35,39,74,22,105,1.00,10,22,0,0,5,0,158,22.1,,--,--
50,Peter McNab,1982-83,BOS,C,74,22,52,74,16,23,1.00,6,28,0,0,2,0,159,13.8,,--,--
