,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Phil Esposito,1972-73,BOS,C,78,55,75,130,17,87,1.67,19,44,5,6,11,0,411,13.4,,--,--
2,Bobby Clarke,1972-73,PHI,C,78,37,67,104,32,80,1.33,10,33,2,4,4,0,231,16.0,,--,--
3,Bobby Orr,1972-73,BOS,D,63,29,72,101,55,99,1.60,7,35,1,5,3,0,282,10.3,,--,--
4,Rick MacLeish,1972-73,PHI,C,78,50,50,100,16,69,1.28,21,39,2,3,6,0,279,17.9,,--,--
5,Jacques Lemaire,1972-73,MTL,C,77,44,51,95,59,16,1.23,9,20,0,0,5,0,294,15.0,,--,--
6,Jean Ratelle,1972-73,NYR,C,78,41,53,94,24,12,1.21,11,25,0,0,4,0,241,17.0,,--,--
7,Mickey Redmond,1972-73,DET,R,76,52,41,93,6,24,1.22,15,30,0,0,7,0,363,14.3,,--,--
8,Johnny Bucyk,1972-73,BOS,L,78,40,53,93,17,12,1.19,10,35,0,0,10,0,168,23.8,,--,--
9,Frank Mahovlich,1972-73,MTL,L,78,38,55,93,42,51,1.19,8,27,2,3,5,0,242,15.7,,--,--
10,Jim Pappin,1972-73,CHI,R,76,41,51,92,25,82,1.21,7,14,2,2,4,0,182,22.5,,--,--
11,Marcel Dionne,1972-73,DET,C,77,40,50,90,-4,21,1.17,10,29,0,0,6,0,282,14.2,,--,--
12,Dennis Hull,1972-73,CHI,L,78,39,51,90,28,27,1.15,8,18,0,0,7,0,263,14.8,,--,--
13,Pit Martin,1972-73,CHI,C,78,29,61,90,27,30,1.15,4,17,0,1,3,0,185,15.7,,--,--
14,Gilbert Perreault,1972-73,BUF,C,78,28,60,88,11,10,1.13,8,27,0,0,7,0,234,12.0,,--,--
15,Syl Apps Jr.,1972-73,PIT,C,77,29,56,85,25,18,1.10,6,16,2,2,4,0,186,15.6,,--,--
16,Rod Gilbert,1972-73,NYR,R,76,25,59,84,12,25,1.11,6,23,0,0,4,0,183,13.7,,--,--
17,Rene Robert,1972-73,BUF,R,75,40,43,83,15,83,1.11,9,30,0,0,6,0,265,15.1,,--,--
18,Stan Mikita,1972-73,CHI,C,57,27,56,83,31,32,1.46,7,22,1,1,5,0,177,15.3,,--,--
19,Dennis Hextall,1972-73,MNS,C,78,30,52,82,29,140,1.05,3,11,0,0,4,0,140,21.4,,--,--
20,Ken Hodge,1972-73,BOS,R,73,37,44,81,11,58,1.11,16,27,0,0,5,0,197,18.8,,--,--
21,Garry Unger,1972-73,STL,C,78,41,39,80,7,119,1.03,13,24,1,1,5,0,342,12.0,,--,--
22,Yvan Cournoyer,1972-73,MTL,R,67,40,39,79,50,18,1.18,6,15,0,0,4,0,194,20.6,,--,--
23,Gary Dornhoefer,1972-73,PHI,R,77,30,49,79,18,168,1.03,3,18,0,1,4,0,187,16.0,,--,--
24,Fred Stanfield,1972-73,BOS,L,78,20,58,78,11,10,1.00,7,29,0,0,2,0,214,9.3,,--,--
25,Darryl Sittler,1972-73,TOR,C,78,29,48,77,-12,69,0.99,8,18,0,0,1,0,331,8.8,,--,--
26,Al McDonough,1972-73,PIT,R,78,35,41,76,20,26,0.97,7,22,0,0,4,0,285,12.3,,--,--
27,Lowell MacDonald,1972-73,PIT,L,78,34,41,75,36,8,0.96,6,11,0,1,3,0,244,13.9,,--,--
