,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Milt Schmidt,1939-40,BOS,C,48,22,30,52,,37,1.08,1,2,0,1,3,1,,--,,--,--
2,Woody Dumart,1939-40,BOS,L,48,22,21,43,,16,0.90,0,0,0,0,4,1,,--,,--,--
3,Bobby Bauer,1939-40,BOS,R,48,17,26,43,,4,0.90,0,0,0,0,2,1,,--,,--,--
4,Gordie Drillon,1939-40,TOR,R,44,21,20,41,,13,0.93,4,9,0,0,4,0,,--,,--,--
5,Bryan Hextall Sr.,1939-40,NYR,R,48,24,16,40,,52,0.83,1,5,2,5,5,0,,--,,--,--
6,Bill Cowley,1939-40,BOS,C,48,13,27,40,,24,0.83,0,0,0,0,1,0,,--,,--,--
7,Toe Blake,1939-40,MTL,L,48,17,21,38,,48,0.79,4,9,0,0,0,0,,--,,--,--
8,Neil Colville,1939-40,NYR,C,48,19,18,37,,22,0.77,3,5,4,5,5,0,,--,,--,--
9,Syd Howe,1939-40,DET,C,46,14,23,37,,17,0.80,4,8,2,2,2,0,,--,,--,--
10,Murray Armstrong,1939-40,NYA,C,47,16,20,36,,12,0.77,1,3,0,0,2,1,,--,,--,--
11,Phil Watson,1939-40,NYR,R,48,8,28,36,,62,0.75,0,1,2,4,0,0,,--,,--,--
12,Alex Shibicky,1939-40,NYR,R,44,11,21,32,,33,0.73,2,6,0,3,2,0,,--,,--,--
13,Dutch Hiller,1939-40,NYR,L,48,13,18,31,,57,0.65,3,4,1,2,2,0,,--,,--,--
14,Tom Anderson,1939-40,NYA,L,48,12,19,31,,26,0.65,0,1,1,1,1,2,,--,,--,--
15,Herb Cain,1939-40,BOS,L,48,21,9,30,,30,0.63,0,0,1,2,7,0,,--,,--,--
16,Roy Conacher,1939-40,BOS,L,31,18,12,30,,9,0.97,0,0,0,0,4,0,,--,,--,--
17,Syl Apps,1939-40,TOR,C,27,13,17,30,,5,1.11,1,5,0,0,2,0,,--,,--,--
18,Cully Dahlstrom,1939-40,CHI,C,45,11,19,30,,15,0.67,2,4,0,0,3,0,,--,,--,--
19,Ebbie Goodfellow,1939-40,DET,C,43,11,18,29,,31,0.67,2,9,1,2,1,0,,--,,--,--
20,Charlie Sands,1939-40,MTL,C,47,9,20,29,,10,0.62,0,1,0,1,0,1,,--,,--,--
21,Kilby MacDonald,1939-40,NYR,L,45,15,13,28,,19,0.62,0,2,0,1,4,1,,--,,--,--
22,Lynn Patrick,1939-40,NYR,C,48,12,16,28,,34,0.58,2,3,0,1,0,0,,--,,--,--
23,Dit Clapper,1939-40,BOS,R,44,10,18,28,,25,0.64,1,3,1,1,1,0,,--,,--,--
24,Charlie Conacher,1939-40,NYA,R,47,10,18,28,,41,0.60,3,8,0,0,0,0,,--,,--,--
25,Flash Hollett,1939-40,BOS,D,44,10,17,27,,18,0.61,1,3,0,0,1,1,,--,,--,--
26,Sweeney Schriner,1939-40,TOR,L,39,11,15,26,,10,0.67,1,2,0,0,3,1,,--,,--,--
27,Bob Davidson,1939-40,TOR,L,48,8,18,26,,56,0.54,0,0,1,2,2,0,,--,,--,--
28,Eddie Wiseman,1939-40,"NYA, BOS",R,49,7,19,26,,8,0.53,1,3,0,0,4,1,,--,,--,--
29,Lorne Carr,1939-40,NYA,R,48,8,17,25,,17,0.52,1,2,0,1,2,0,,--,,--,--
30,Art Jackson,1939-40,BOS,C,46,7,18,25,,6,0.54,1,1,1,1,2,0,,--,,--,--
31,Mud Bruneteau,1939-40,DET,R,46,10,14,24,,10,0.52,0,5,0,1,1,0,,--,,--,--
32,John Sorrell,1939-40,NYA,L,48,8,16,24,,4,0.50,0,0,0,0,0,0,,--,,--,--
33,Clint Smith,1939-40,NYR,C,41,8,16,24,,2,0.59,1,4,0,0,2,0,,--,,--,--
34,Ray Getliffe,1939-40,MTL,C,46,11,12,23,,29,0.50,1,4,0,0,0,0,,--,,--,--
35,Red Heron,1939-40,TOR,C,42,11,12,23,,12,0.55,1,3,1,2,1,0,,--,,--,--
36,Mush March,1939-40,CHI,R,47,9,14,23,,49,0.49,0,4,0,1,3,0,,--,,--,--
37,Johnny Gottselig,1939-40,CHI,L,39,8,15,23,,7,0.59,0,3,1,2,3,0,,--,,--,--
38,George Allen,1939-40,CHI,L,48,10,12,22,,26,0.46,3,6,0,0,0,0,,--,,--,--
39,Bill Carse,1939-40,CHI,C,48,10,12,22,,10,0.46,2,4,0,0,1,0,,--,,--,--
40,Bill Thoms,1939-40,CHI,C,48,9,13,22,,4,0.46,2,5,0,0,4,0,,--,,--,--
41,Murph Chamberlain,1939-40,TOR,L,40,5,17,22,,63,0.55,2,3,0,0,1,0,,--,,--,--
42,Georges Mantha,1939-40,MTL,D,42,9,12,21,,6,0.50,2,4,0,1,2,1,,--,,--,--
43,Mac Colville,1939-40,NYR,R,47,7,14,21,,12,0.45,1,5,1,4,2,0,,--,,--,--
44,Pete Langelle,1939-40,TOR,C,39,7,14,21,,2,0.54,0,1,1,2,1,0,,--,,--,--
45,Busher Jackson,1939-40,NYA,L,43,12,8,20,,10,0.47,1,2,0,0,1,0,,--,,--,--
46,Pep Kelly,1939-40,TOR,R,34,11,9,20,,15,0.59,0,2,0,0,3,0,,--,,--,--
47,Mel Hill,1939-40,BOS,R,38,9,11,20,,19,0.53,0,0,0,0,2,0,,--,,--,--
48,Phil Hergesheimer,1939-40,CHI,R,42,9,11,20,,6,0.48,2,3,0,0,2,0,,--,,--,--
49,Lou Trudel,1939-40,MTL,L,48,12,7,19,,24,0.40,2,4,1,1,1,1,,--,,--,--
50,Doug Bentley,1939-40,CHI,L,39,12,7,19,,12,0.49,1,1,0,0,2,0,,--,,--,--
51,Gus Marker,1939-40,TOR,R,42,10,9,19,,15,0.45,1,1,1,2,0,0,,--,,--,--
52,Alex Motter,1939-40,DET,C,37,7,12,19,,28,0.51,2,4,1,3,3,0,,--,,--,--
53,Red Hamill,1939-40,BOS,L,30,10,8,18,,16,0.60,0,1,0,0,2,0,,--,,--,--
54,Ken Kilrea,1939-40,DET,L,40,10,8,18,,4,0.45,0,0,0,0,2,0,,--,,--,--
55,Ott Heller,1939-40,NYR,D,47,4,14,18,,28,0.38,0,1,0,2,3,0,,--,,--,--
56,Alf Pike,1939-40,NYR,L,47,8,9,17,,38,0.36,0,1,0,0,1,0,,--,,--,--
57,Cecil Dillon,1939-40,DET,R,44,7,10,17,,12,0.39,2,4,0,0,1,0,,--,,--,--
58,Les Cunningham,1939-40,CHI,C,37,6,11,17,,2,0.46,0,1,0,0,0,0,,--,,--,--
59,Babe Pratt,1939-40,NYR,D,48,4,13,17,,61,0.35,0,2,0,0,1,0,,--,,--,--
60,Johnny Gagnon,1939-40,"MTL, NYA",R,34,8,8,16,,0,0.47,1,1,0,0,1,0,,--,,--,--
61,Polly Drouin,1939-40,MTL,L,42,4,12,16,,51,0.38,1,3,0,0,1,1,,--,,--,--
62,Hooley Smith,1939-40,NYA,C,48,7,8,15,,51,0.31,0,0,0,0,0,0,,--,,--,--
63,Bingo Kampman,1939-40,TOR,D,39,6,9,15,,59,0.38,1,4,0,0,0,0,,--,,--,--
64,Buzz Boll,1939-40,NYA,L,47,5,10,15,,18,0.32,0,0,0,0,3,0,,--,,--,--
65,Lex Chisholm,1939-40,TOR,C,31,6,8,14,,22,0.45,1,3,1,1,1,0,,--,,--,--
66,Marty Barry,1939-40,MTL,C,30,4,10,14,,2,0.47,1,2,0,0,1,0,,--,,--,--
67,Nels Stewart,1939-40,NYA,C,35,6,7,13,,4,0.37,1,5,0,0,1,0,,--,,--,--
68,Joffre Desilets,1939-40,CHI,R,26,6,7,13,,6,0.50,2,4,0,0,1,0,,--,,--,--
69,Joe Cooper,1939-40,CHI,D,44,4,8,12,,59,0.27,1,1,0,0,1,0,,--,,--,--
70,Doug Young,1939-40,MTL,D,47,3,9,12,,22,0.26,1,4,0,0,1,0,,--,,--,--
71,Red Goupille,1939-40,MTL,D,48,2,10,12,,48,0.25,0,2,0,0,1,0,,--,,--,--
72,John Chad,1939-40,CHI,R,22,8,3,11,,11,0.50,0,0,0,0,1,0,,--,,--,--
73,Connie Brown,1939-40,DET,C,36,8,3,11,,2,0.31,1,1,0,0,2,0,,--,,--,--
74,Nick Metz,1939-40,TOR,L,31,6,5,11,,2,0.35,1,3,1,1,2,0,,--,,--,--
75,Gus Giesebrecht,1939-40,DET,C,30,4,7,11,,2,0.37,1,1,0,0,0,0,,--,,--,--
76,Hank Goldup,1939-40,TOR,L,21,6,4,10,,2,0.48,1,2,0,0,2,2,,--,,--,--
77,Art Chapman,1939-40,NYA,C,25,4,6,10,,2,0.40,0,0,0,0,1,0,,--,,--,--
78,Earl Seibert,1939-40,CHI,D,37,3,7,10,,35,0.27,1,3,0,0,1,0,,--,,--,--
79,Paul Haynes,1939-40,MTL,C,23,2,8,10,,8,0.43,0,1,0,0,1,0,,--,,--,--
80,Red Horner,1939-40,TOR,D,31,1,9,10,,87,0.32,1,1,0,0,0,0,,--,,--,--
81,Jack Portland,1939-40,"BOS, CHI",D,51,1,9,10,,38,0.20,0,0,0,0,0,0,,--,,--,--
82,Art Coulter,1939-40,NYR,D,48,1,9,10,,68,0.21,1,2,0,0,0,0,,--,,--,--
83,Billy Taylor Sr.,1939-40,TOR,C,29,4,5,9,,9,0.31,0,0,0,0,1,0,,--,,--,--
84,Des Smith,1939-40,"CHI, BOS",D,43,3,6,9,,50,0.21,0,1,1,1,0,0,,--,,--,--
85,Carl Liscombe,1939-40,DET,L,25,2,7,9,,4,0.36,0,1,0,0,0,0,,--,,--,--
86,Wally Stanowski,1939-40,TOR,D,27,2,7,9,,11,0.33,0,1,0,0,0,0,,--,,--,--
87,Eddie Shore,1939-40,"BOS, NYA",D,14,4,4,8,,13,0.57,1,1,0,0,0,0,,--,,--,--
88,Bob Carse,1939-40,CHI,L,22,3,5,8,,11,0.36,0,0,0,0,1,0,,--,,--,--
89,Eddie Wares,1939-40,DET,R,33,2,6,8,,19,0.24,0,2,0,1,0,0,,--,,--,--
90,Pat Egan,1939-40,NYA,D,8,4,3,7,,6,0.88,0,0,0,0,1,0,,--,,--,--
91,Bucko McDonald,1939-40,TOR,D,34,2,5,7,,13,0.21,0,0,0,0,0,1,,--,,--,--
92,Gord Pettinger,1939-40,BOS,C,24,2,5,7,,2,0.29,0,0,0,0,1,0,,--,,--,--
93,Butch McDonald,1939-40,DET,L,37,1,6,7,,2,0.19,0,0,0,1,0,0,,--,,--,--
94,Don Deacon,1939-40,DET,L,17,5,1,6,,2,0.35,2,2,0,0,1,0,,--,,--,--
95,Tony Demers,1939-40,MTL,R,14,2,4,6,,2,0.43,1,2,0,0,0,0,,--,,--,--
96,Muzz Patrick,1939-40,NYR,D,44,2,4,6,,44,0.14,0,0,0,0,0,0,,--,,--,--
97,Joe Fisher,1939-40,DET,R,32,2,4,6,,2,0.19,0,0,0,0,1,0,,--,,--,--
98,Jack Shewchuk,1939-40,BOS,D,47,2,4,6,,55,0.13,0,0,0,1,0,0,,--,,--,--
99,Rod Lorrain,1939-40,MTL,R,36,1,5,6,,6,0.17,0,0,0,0,0,0,,--,,--,--
100,Sid Abel,1939-40,DET,C,24,1,5,6,,4,0.25,0,1,0,0,0,0,,--,,--,--
101,Bill Summerhill,1939-40,MTL,R,13,3,2,5,,24,0.38,0,1,0,0,0,0,,--,,--,--
102,Don Grosso,1939-40,DET,L,29,2,3,5,,9,0.17,0,0,0,0,1,0,,--,,--,--
103,Earl Robinson,1939-40,MTL,R,11,1,4,5,,2,0.45,0,2,0,0,1,0,,--,,--,--
104,Jack Church,1939-40,TOR,D,39,1,4,5,,62,0.13,0,2,0,0,1,0,,--,,--,--
105,Jack Crawford,1939-40,BOS,D,35,1,4,5,,26,0.14,0,0,0,0,0,0,,--,,--,--
106,Allan Murray,1939-40,NYA,D,36,1,4,5,,10,0.14,0,0,0,0,0,0,,--,,--,--
107,Ab DeMarco Sr.,1939-40,CHI,C,18,0,5,5,,17,0.28,0,0,0,0,0,0,,--,,--,--
108,Art Wiebe,1939-40,CHI,D,42,2,2,4,,20,0.10,0,0,1,2,0,0,,--,,--,--
109,Bill Meronek,1939-40,MTL,C,8,2,2,4,,0,0.50,1,1,0,0,0,0,,--,,--,--
110,Armand Mondou,1939-40,MTL,L,21,2,2,4,,0,0.19,0,0,0,0,0,0,,--,,--,--
111,Reg Hamilton,1939-40,TOR,D,23,2,2,4,,23,0.17,0,0,0,0,1,0,,--,,--,--
112,Wilf Field,1939-40,NYA,D,45,1,3,4,,28,0.09,0,0,0,0,0,0,,--,,--,--
113,Jimmy Orlando,1939-40,DET,D,48,1,3,4,,54,0.08,0,0,0,0,0,0,,--,,--,--
114,Cy Wentworth,1939-40,MTL,D,32,1,3,4,,6,0.13,1,2,0,0,0,0,,--,,--,--
115,Walt Buswell,1939-40,MTL,D,46,1,3,4,,10,0.09,0,1,0,0,0,0,,--,,--,--
116,John Doran,1939-40,MTL,D,6,0,3,3,,6,0.50,0,0,0,0,0,0,,--,,--,--
117,Jack Keating,1939-40,DET,L,11,2,0,2,,2,0.18,0,0,0,0,1,0,,--,,--,--
118,Don Metz,1939-40,TOR,R,10,1,1,2,,4,0.20,0,0,0,0,0,0,,--,,--,--
119,Ralph Bowman,1939-40,DET,D,11,0,2,2,,4,0.18,0,0,0,0,0,0,,--,,--,--
120,Jack Stewart,1939-40,DET,D,48,1,0,1,,40,0.02,0,0,0,0,0,0,,--,,--,--
121,Jack Tomson,1939-40,NYA,D,12,1,0,1,,0,0.08,0,0,0,0,0,0,,--,,--,--
122,Bill MacKenzie,1939-40,CHI,D,19,0,1,1,,14,0.05,0,0,0,0,0,0,,--,,--,--
123,Gordie Poirier,1939-40,MTL,C,10,0,1,1,,0,0.10,0,0,0,0,0,0,,--,,--,--
124,Armand Raymond,1939-40,MTL,D,11,0,1,1,,10,0.09,0,0,0,0,0,0,,--,,--,--
125,Doc Romnes,1939-40,NYA,L,15,0,1,1,,0,0.07,0,0,0,0,0,0,,--,,--,--
126,Buck Jones,1939-40,DET,D,2,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
127,Gus Mancuso,1939-40,MTL,R,7,0,0,0,,6,--,0,0,0,0,0,0,,--,,--,--
128,Chuck Shannon,1939-40,NYA,D,4,0,0,0,,2,--,0,0,0,0,0,0,,--,,--,--
129,Hec Kilrea,1939-40,DET,L,12,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
130,Frank Beisler,1939-40,NYA,D,1,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
131,Pat McReavy,1939-40,BOS,C,2,0,0,0,,2,--,0,0,0,0,0,0,,--,,--,--
132,Stan Smith,1939-40,NYR,C,1,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
133,Rhys Thomson,1939-40,MTL,D,7,0,0,0,,16,--,0,0,0,0,0,0,,--,,--,--
134,Ron Hudson,1939-40,DET,C,1,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
135,Bert Peer,1939-40,DET,R,1,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
136,Johnny Polich,1939-40,NYR,R,1,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
137,Cliff Barton,1939-40,NYR,R,3,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
