,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
81,German Titov,1996-97,CGY,C,79,22,30,52,-12,36,0.66,12,25,0,0,4,1,192,11.5,,--,--
82,Mike Ridley,1996-97,VAN,C,75,20,32,52,0,42,0.69,3,11,0,0,5,0,79,25.3,,--,--
83,Dmitri Mironov,1996-97,"PIT, ANA",D,77,13,39,52,16,101,0.68,3,24,1,1,2,0,177,7.3,,--,--
84,Joe Nieuwendyk,1996-97,DAL,C,66,30,21,51,-5,32,0.77,8,18,0,0,2,0,173,17.3,,--,--
85,Keith Primeau,1996-97,HFD,C,75,26,25,51,-3,161,0.68,6,10,3,5,2,0,169,15.4,,--,--
86,Alexandre Daigle,1996-97,OTT,R,82,26,25,51,-33,33,0.62,4,18,0,0,5,0,203,12.8,,--,--
87,Ted Donato,1996-97,BOS,L,67,25,26,51,-9,37,0.76,6,11,2,3,2,1,172,14.5,,--,--
88,Brian Holzinger,1996-97,BUF,C,81,22,29,51,9,54,0.63,2,7,2,3,6,0,142,15.5,,--,--
89,Cliff Ronning,1996-97,PHX,C,69,19,32,51,-9,26,0.74,8,23,0,0,2,0,171,11.1,,--,--
90,Donald Audette,1996-97,BUF,R,73,28,22,50,-6,48,0.68,8,14,0,0,5,1,182,15.4,,--,--
91,Jarome Iginla,1996-97,CGY,R,82,21,29,50,-4,37,0.61,8,17,1,4,3,0,169,12.4,,--,--
92,Ray Bourque,1996-97,BOS,D,62,19,31,50,-11,18,0.81,8,17,1,6,3,0,230,8.3,,--,--
93,Rob Zamuner,1996-97,TBL,L,82,17,33,50,3,56,0.61,0,0,4,8,3,1,216,7.9,,--,--
94,Wendel Clark,1996-97,TOR,L,65,30,19,49,-2,75,0.75,6,12,0,0,6,0,212,14.1,,--,--
95,Marty McInnis,1996-97,"NYI, CGY",L,80,23,26,49,-8,22,0.61,5,12,1,3,4,0,182,12.6,,--,--
96,Michael Peca,1996-97,BUF,C,79,20,29,49,26,80,0.62,5,9,6,9,4,1,137,14.6,,--,--
97,Stu Barnes,1996-97,"FLA, PIT",C,81,19,30,49,-23,26,0.60,5,12,0,1,3,0,176,10.8,,--,--
98,Darren McCarty,1996-97,DET,R,68,19,30,49,14,126,0.72,5,16,0,0,6,1,171,11.1,,--,--
99,Keith Jones,1996-97,"WSH, COL",R,78,25,23,48,3,118,0.62,14,20,1,1,7,0,170,14.7,,--,--
100,Luc Robitaille,1996-97,NYR,L,69,24,24,48,16,48,0.70,5,14,0,0,4,1,200,12.0,,--,--
101,Jason Dawe,1996-97,BUF,R,81,22,26,48,14,32,0.59,4,12,1,2,3,1,136,16.2,,--,--
102,Kevin Dineen,1996-97,HFD,R,78,19,29,48,-6,141,0.62,8,15,0,1,5,0,185,10.3,,--,--
103,Chris Chelios,1996-97,CHI,D,72,10,38,48,16,112,0.67,2,20,0,1,2,0,194,5.1,,--,--
104,Darryl Sydor,1996-97,DAL,D,82,8,40,48,37,51,0.59,2,23,0,0,2,0,142,5.6,,--,--
105,Bryan Berard,1996-97,NYI,D,82,8,40,48,1,86,0.59,3,20,0,0,1,1,172,4.7,,--,--
106,Bill Guerin,1996-97,NJD,R,82,29,18,47,-2,95,0.57,7,11,0,0,9,0,177,16.4,,--,--
107,Mariusz Czerkawski,1996-97,EDM,R,76,26,21,47,0,16,0.62,4,9,0,0,3,0,182,14.3,,--,--
108,Steve Duchesne,1996-97,OTT,D,78,19,28,47,-9,38,0.60,10,20,2,2,3,0,208,9.1,,--,--
109,Ray Ferraro,1996-97,LAK,C,81,25,21,46,-22,112,0.57,11,17,0,0,2,0,152,16.4,,--,--
110,Stephane Richer,1996-97,MTL,R,63,22,24,46,0,32,0.73,2,6,0,0,2,0,126,17.5,,--,--
111,Dale Hunter,1996-97,WSH,C,82,14,32,46,-2,125,0.56,3,12,0,0,5,0,110,12.7,,--,--
112,Eric Desjardins,1996-97,PHI,D,82,12,34,46,25,50,0.56,5,16,1,2,1,0,183,6.6,,--,--
113,Trent Klatt,1996-97,PHI,R,76,24,21,45,9,20,0.59,5,8,5,5,5,0,131,18.3,,--,--
114,Vyacheslav Kozlov,1996-97,DET,L,75,23,22,45,21,46,0.60,3,9,0,0,6,1,211,10.9,,--,--
115,Joe Murphy,1996-97,STL,R,75,20,25,45,-1,69,0.60,4,11,1,2,2,0,151,13.2,,--,--
116,Brian Rolston,1996-97,NJD,R,81,18,27,45,6,20,0.56,2,9,2,2,3,0,237,7.6,,--,--
117,Dixon Ward,1996-97,BUF,L,79,13,32,45,17,36,0.57,1,4,2,4,4,1,93,14.0,,--,--
118,Robert Svehla,1996-97,FLA,D,82,13,32,45,2,86,0.55,5,19,0,0,3,0,159,8.2,,--,--
119,Bernie Nicholls,1996-97,SJS,C,65,12,33,45,-21,63,0.69,2,14,1,4,0,0,137,8.8,,--,--
120,Larry Murphy,1996-97,"TOR, DET",D,81,9,36,45,3,20,0.56,5,23,0,0,1,1,158,5.7,,--,--
121,Janne Niinimaa,1996-97,PHI,D,77,4,40,44,12,58,0.57,1,24,0,0,2,0,141,2.8,,--,--
122,Jim Campbell,1996-97,STL,R,68,23,20,43,3,68,0.63,5,10,0,2,6,0,169,13.6,,--,--
123,Benoit Hogue,1996-97,DAL,L,73,19,24,43,8,54,0.59,5,11,0,0,5,0,131,14.5,,--,--
124,Matthew Barnaby,1996-97,BUF,R,68,19,24,43,16,249,0.63,2,4,0,0,1,0,121,15.7,,--,--
125,Jere Lehtinen,1996-97,DAL,R,63,16,27,43,26,2,0.68,3,6,1,4,2,0,134,11.9,,--,--
126,Al MacInnis,1996-97,STL,D,72,13,30,43,2,65,0.60,6,17,1,3,1,0,296,4.4,,--,--
127,Sergei Zubov,1996-97,DAL,D,78,13,30,43,19,24,0.55,1,10,0,2,3,0,133,9.8,,--,--
128,Niklas Andersson,1996-97,NYI,L,74,12,31,43,4,57,0.58,1,6,1,3,1,0,122,9.8,,--,--
129,Tomas Sandstrom,1996-97,"PIT, DET",R,74,18,24,42,6,69,0.57,1,8,2,2,2,1,139,12.9,,--,--
130,Steve Konowalchuk,1996-97,WSH,L,78,17,25,42,-3,67,0.54,2,7,1,2,3,2,155,11.0,,--,--
131,Joe Juneau,1996-97,WSH,C,58,15,27,42,-11,8,0.72,9,18,1,1,3,0,124,12.1,,--,--
132,Sergei Berezin,1996-97,TOR,L,73,25,16,41,-3,2,0.56,7,12,0,0,2,0,177,14.1,,--,--
133,Eric Daze,1996-97,CHI,L,71,22,19,41,-4,16,0.58,11,15,0,0,4,0,176,12.5,,--,--
134,Markus Naslund,1996-97,VAN,L,78,21,20,41,-15,30,0.53,4,9,0,0,4,0,120,17.5,,--,--
135,Viktor Kozlov,1996-97,SJS,C,78,16,25,41,-16,40,0.53,4,12,0,0,4,1,184,8.7,,--,--
136,Tony Granato,1996-97,SJS,R,76,25,15,40,-7,159,0.53,5,9,1,1,4,0,231,10.8,,--,--
137,Kirk Muller,1996-97,"TOR, FLA",L,76,21,19,40,-25,89,0.53,10,15,1,1,4,1,174,12.1,,--,--
138,Rick Tocchet,1996-97,"BOS, WSH",R,53,21,19,40,-3,98,0.75,4,6,0,0,2,1,157,13.4,,--,--
139,Roman Hamrlik,1996-97,TBL,D,79,12,28,40,-29,57,0.51,6,22,0,1,0,0,238,5.0,,--,--
140,Phil Housley,1996-97,WSH,D,77,11,29,40,-10,24,0.52,3,20,1,1,2,0,167,6.6,,--,--
141,Trevor Linden,1996-97,VAN,C,49,9,31,40,5,27,0.82,2,8,2,3,2,0,84,10.7,,--,--
142,Dave Reid,1996-97,DAL,L,82,19,20,39,12,10,0.48,1,2,1,3,4,0,135,14.1,,--,--
143,Radek Dvorak,1996-97,FLA,R,78,18,21,39,-2,30,0.50,2,7,0,0,1,0,139,12.9,,--,--
144,Vladimir Tsyplakov,1996-97,LAK,L,67,16,23,39,8,12,0.58,1,6,0,0,2,0,118,13.6,,--,--
145,Jamie Langenbrunner,1996-97,DAL,R,76,13,26,39,-2,51,0.51,3,9,0,0,3,0,112,11.6,,--,--
146,Miroslav Satan,1996-97,"EDM, BUF",R,76,25,13,38,-3,26,0.50,7,11,0,0,3,0,119,21.0,,--,--
147,Valeri Zelepukin,1996-97,NJD,L,71,14,24,38,-10,36,0.54,3,6,0,0,2,0,111,12.6,,--,--
148,Rob Niedermayer,1996-97,FLA,C,60,14,24,38,4,54,0.63,3,10,0,1,2,1,136,10.3,,--,--
149,Steve Sullivan,1996-97,"NJD, TOR",L,54,13,25,38,14,37,0.70,3,8,0,1,3,0,108,12.0,,--,--
150,Alexander Karpovtsev,1996-97,NYR,D,77,9,29,38,1,59,0.49,6,19,1,1,0,0,84,10.7,,--,--
151,Fredrik Olausson,1996-97,"ANA, PIT",D,71,9,29,38,16,32,0.54,3,16,0,0,3,1,110,8.2,,--,--
152,Nelson Emerson,1996-97,HFD,R,66,9,29,38,-21,34,0.58,2,17,1,1,2,0,194,4.6,,--,--
153,Kelly Buchberger,1996-97,EDM,R,81,8,30,38,4,159,0.47,0,0,0,4,3,0,78,10.3,,--,--
154,Vladimir Konstantinov,1996-97,DET,D,77,5,33,38,38,151,0.49,0,7,0,2,0,0,141,3.5,,--,--
155,Garry Galley,1996-97,BUF,D,71,4,34,38,10,102,0.54,1,14,1,1,1,0,84,4.8,,--,--
156,Scott Young,1996-97,COL,R,72,18,19,37,-5,14,0.51,7,20,0,0,0,0,164,11.0,,--,--
157,Mike Sillinger,1996-97,VAN,C,78,17,20,37,-3,25,0.47,3,4,3,4,2,1,112,15.2,,--,--
158,Darren Turcotte,1996-97,SJS,C,65,16,21,37,-8,16,0.57,3,11,1,1,4,1,126,12.7,,--,--
159,Greg Adams,1996-97,DAL,L,50,21,15,36,27,2,0.72,5,11,0,0,4,0,113,18.6,,--,--
160,Eric Lacroix,1996-97,COL,L,81,18,18,36,16,26,0.44,2,3,0,0,4,0,141,12.8,,--,--
161,Dallas Drake,1996-97,PHX,R,63,17,19,36,-11,52,0.57,5,9,1,3,1,0,113,15.0,,--,--
162,Stephane Matteau,1996-97,STL,L,74,16,20,36,11,50,0.49,1,1,2,3,2,0,98,16.3,,--,--
163,Michal Grosek,1996-97,BUF,L,82,15,21,36,25,71,0.44,1,5,0,0,2,1,117,12.8,,--,--
164,Randy Cunneyworth,1996-97,OTT,L,76,12,24,36,-7,99,0.47,6,10,0,0,3,0,115,10.4,,--,--
165,Johan Garpenlov,1996-97,FLA,L,53,11,25,36,10,47,0.68,1,8,0,0,1,0,83,13.3,,--,--
166,Jason Woolley,1996-97,"FLA, PIT",D,60,6,30,36,4,30,0.60,2,15,0,0,1,0,86,7.0,,--,--
167,Steven Rice,1996-97,HFD,R,78,21,14,35,-11,59,0.45,5,8,0,0,2,0,159,13.2,,--,--
168,Jonas Hoglund,1996-97,CGY,R,68,19,16,35,-4,12,0.51,3,14,0,0,6,0,189,10.1,,--,--
169,Valeri Bure,1996-97,MTL,R,64,14,21,35,4,6,0.55,4,12,0,0,2,0,131,10.7,,--,--
170,Shawn Burr,1996-97,TBL,L,74,14,21,35,5,106,0.47,1,5,0,0,3,1,128,10.9,,--,--
171,Jari Kurri,1996-97,ANA,R,82,13,22,35,-13,12,0.43,3,7,0,1,3,0,109,11.9,,--,--
172,Alex Kovalev,1996-97,NYR,R,45,13,22,35,11,42,0.78,1,9,0,0,0,0,110,11.8,,--,--
173,Russ Courtnall,1996-97,"VAN, NYR",R,61,11,24,35,1,26,0.57,2,9,1,2,2,0,125,8.8,,--,--
174,Chris Pronger,1996-97,STL,D,79,11,24,35,15,143,0.44,4,15,0,0,0,0,147,7.5,,--,--
175,Jyrki Lumme,1996-97,VAN,D,66,11,24,35,8,32,0.53,5,15,0,1,2,1,107,10.3,,--,--
176,Murray Craven,1996-97,CHI,L,75,8,27,35,0,12,0.47,2,9,0,0,1,0,122,6.6,,--,--
177,Alexei Zhitnik,1996-97,BUF,D,80,7,28,35,10,95,0.44,3,14,1,3,0,0,170,4.1,,--,--
178,Scott Niedermayer,1996-97,NJD,D,81,5,30,35,-4,64,0.43,3,18,0,0,3,1,159,3.1,,--,--
179,Steve Thomas,1996-97,NJD,R,57,15,19,34,9,46,0.60,1,3,0,0,2,0,124,12.1,,--,--
180,Kevin Stevens,1996-97,LAK,L,69,14,20,34,-27,96,0.49,4,6,0,0,1,0,175,8.0,,--,--
181,Brian Noonan,1996-97,"STL, NYR, VAN",R,73,12,22,34,-3,34,0.47,3,8,1,2,1,0,100,12.0,,--,--
182,Dale Hawerchuk,1996-97,PHI,C,51,12,22,34,9,32,0.67,6,11,0,0,2,0,102,11.8,,--,--
183,Bill Lindsay,1996-97,FLA,L,81,11,23,34,1,120,0.42,0,0,1,4,3,0,168,6.5,,--,--
184,Paul Coffey,1996-97,"HFD, PHI",D,57,9,25,34,11,38,0.60,1,9,1,1,2,0,110,8.2,,--,--
185,Jason Allison,1996-97,"WSH, BOS",C,72,8,26,34,-6,34,0.47,2,11,0,0,1,0,99,8.1,,--,--
186,Martin Lapointe,1996-97,DET,R,78,16,17,33,-14,167,0.42,5,10,1,1,1,0,149,10.7,,--,--
187,Alexander Selivanov,1996-97,TBL,R,69,15,18,33,-3,61,0.48,3,8,0,0,4,0,187,8.0,,--,--
188,Ulf Dahlen,1996-97,"SJS, CHI",R,73,14,19,33,-2,18,0.45,4,8,0,0,4,0,131,10.7,,--,--
189,Todd Marchant,1996-97,EDM,C,79,14,19,33,11,44,0.42,0,3,4,4,3,0,202,6.9,,--,--
190,Todd Warriner,1996-97,TOR,L,75,12,21,33,-3,41,0.44,2,7,2,2,0,0,146,8.2,,--,--
191,Mike Grier,1996-97,EDM,R,79,15,17,32,7,45,0.41,4,5,0,0,2,0,89,16.9,,--,--
192,Shjon Podein,1996-97,PHI,L,82,14,18,32,7,41,0.39,0,1,0,1,4,0,153,9.2,,--,--
193,Harry York,1996-97,STL,C,74,14,18,32,1,24,0.43,3,5,1,1,3,1,86,16.3,,--,--
194,Greg Johnson,1996-97,"DET, PIT",C,75,13,19,32,-18,26,0.43,1,5,0,2,0,0,108,12.0,,--,--
195,Joel Otto,1996-97,PHI,C,78,13,19,32,12,99,0.41,0,0,1,3,2,0,105,12.4,,--,--
196,Mike Ricci,1996-97,COL,C,63,13,19,32,-3,59,0.51,5,13,0,0,3,1,74,17.6,,--,--
197,Denis Pederson,1996-97,NJD,C,70,12,20,32,7,62,0.46,3,4,0,0,3,0,106,11.3,,--,--
198,Vitali Yachmenev,1996-97,LAK,R,65,10,22,32,-9,10,0.49,2,5,0,0,2,0,97,10.3,,--,--
199,Eric Weinrich,1996-97,CHI,D,81,7,25,32,19,62,0.40,1,7,0,0,0,0,115,6.1,,--,--
200,Glen Wesley,1996-97,HFD,D,68,6,26,32,0,40,0.47,3,14,1,1,0,0,126,4.8,,--,--
201,Boris Mironov,1996-97,EDM,D,55,6,26,32,2,85,0.58,2,18,0,0,1,0,147,4.1,,--,--
202,Brian Bellows,1996-97,"TBL, ANA",L,69,16,15,31,-15,22,0.45,8,11,0,0,1,0,168,9.5,,--,--
203,Ethan Moreau,1996-97,CHI,L,82,15,16,31,13,123,0.38,0,0,0,0,1,0,114,13.2,,--,--
204,Kevin Miller,1996-97,CHI,C,69,14,17,31,-10,41,0.45,5,9,1,1,2,0,139,10.1,,--,--
205,Andreas Dackell,1996-97,OTT,R,79,12,19,31,-6,8,0.39,2,3,0,0,3,0,79,15.2,,--,--
206,Rem Murray,1996-97,EDM,L,82,11,20,31,9,16,0.38,1,4,0,1,2,0,85,12.9,,--,--
207,Shawn McEachern,1996-97,OTT,L,65,11,20,31,-5,18,0.48,0,3,1,2,2,0,150,7.3,,--,--
208,Randy Burridge,1996-97,BUF,L,55,10,21,31,17,20,0.56,1,5,3,4,0,0,85,11.8,,--,--
209,Todd Harvey,1996-97,DAL,R,71,9,22,31,19,142,0.44,1,2,0,0,2,0,99,9.1,,--,--
210,Rob Blake,1996-97,LAK,D,62,8,23,31,-28,82,0.50,4,13,0,0,1,0,169,4.7,,--,--
211,Glen Murray,1996-97,"PIT, LAK",R,77,16,14,30,-21,32,0.39,3,5,0,0,1,0,153,10.4,,--,--
212,Jeff O'Neill,1996-97,HFD,C,72,14,16,30,-24,40,0.42,2,6,1,1,2,0,101,13.9,,--,--
213,Sergei Gonchar,1996-97,WSH,D,57,13,17,30,-11,36,0.53,3,10,0,1,3,0,129,10.1,,--,--
214,Esa Tikkanen,1996-97,"VAN, NYR",L,76,13,17,30,-9,72,0.39,4,12,2,3,2,1,133,9.8,,--,--
215,Richard Smehlik,1996-97,BUF,D,62,11,19,30,19,43,0.48,2,6,0,0,1,0,100,11.0,,--,--
216,Vladimir Malakhov,1996-97,MTL,D,65,10,20,30,3,43,0.46,5,14,0,1,1,0,177,5.6,,--,--
217,Brent Gilchrist,1996-97,DAL,L,67,10,20,30,6,24,0.45,2,5,0,0,2,0,116,8.6,,--,--
218,Kevin Todd,1996-97,ANA,C,65,9,21,30,-7,44,0.46,0,4,0,0,1,0,95,9.5,,--,--
219,Jeff Shantz,1996-97,CHI,C,69,9,21,30,11,28,0.43,0,2,1,2,1,1,86,10.5,,--,--
220,Steve Chiasson,1996-97,"CGY, HFD",D,65,8,22,30,-21,39,0.46,4,17,2,2,1,0,168,4.8,,--,--
221,Wade Redden,1996-97,OTT,D,82,6,24,30,1,41,0.37,2,10,0,1,1,0,102,5.9,,--,--
222,Bruce Driver,1996-97,NYR,D,79,5,25,30,8,48,0.38,2,14,0,0,2,0,154,3.2,,--,--
223,Dave Lowry,1996-97,FLA,L,77,15,14,29,2,51,0.38,2,5,0,0,2,0,96,15.6,,--,--
224,Joe Sacco,1996-97,ANA,L,77,12,17,29,1,35,0.38,1,2,1,2,2,0,131,9.2,,--,--
