,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Alex Ovechkin,2007-08,WSH,L,82,65,47,112,28,40,1.37,22,37,0,0,11,2,446,14.6,23:06,21.3,38.9
2,Evgeni Malkin,2007-08,PIT,C,82,47,59,106,16,78,1.29,17,40,0,0,5,0,272,17.3,21:19,24.2,39.3
3,Jarome Iginla,2007-08,CGY,R,82,50,48,98,27,83,1.20,15,33,0,0,9,2,338,14.8,21:26,24.6,55.0
4,Pavel Datsyuk,2007-08,DET,C,82,31,66,97,41,20,1.18,10,40,1,1,6,0,264,11.7,21:23,26.0,54.4
5,Joe Thornton,2007-08,SJS,C,82,29,67,96,18,59,1.17,11,37,0,0,5,2,178,16.3,21:24,24.6,52.9
6,Henrik Zetterberg,2007-08,DET,C,75,43,49,92,30,34,1.23,16,36,1,1,7,0,358,12.0,22:04,26.6,55.0
7,Vincent Lecavalier,2007-08,TBL,C,81,40,52,92,-17,89,1.14,10,29,1,4,7,0,318,12.6,22:57,24.9,48.8
8,Jason Spezza,2007-08,OTT,C,76,34,58,92,26,66,1.21,11,33,0,0,6,0,210,16.2,20:40,22.3,50.4
9,Daniel Alfredsson,2007-08,OTT,R,70,40,49,89,15,34,1.27,9,25,7,9,5,1,217,18.4,22:17,24.4,53.8
10,Ilya Kovalchuk,2007-08,ATL,L,79,52,35,87,-12,52,1.10,16,30,2,2,4,1,283,18.4,21:30,20.1,43.8
11,Alex Kovalev,2007-08,MTL,R,82,35,49,84,18,70,1.02,17,47,0,2,5,1,230,15.2,19:33,21.1,55.2
12,Marian Gaborik,2007-08,MIN,R,77,42,41,83,17,63,1.08,11,24,1,1,8,3,278,15.1,19:36,26.8,28.6
13,Mike Ribeiro,2007-08,DAL,C,76,27,56,83,21,46,1.09,7,31,0,0,5,1,107,25.2,18:26,18.8,45.0
14,Martin St. Louis,2007-08,TBL,R,82,25,58,83,-23,26,1.01,10,29,2,3,5,0,241,10.4,24:17,25.2,25.0
15,Dany Heatley,2007-08,OTT,L,71,41,41,82,33,76,1.15,13,25,0,0,8,1,224,18.3,21:44,23.0,57.7
16,Eric Staal,2007-08,CAR,C,82,38,44,82,-2,50,1.00,14,35,0,0,7,0,310,12.3,21:38,26.0,44.9
17,Ryan Getzlaf,2007-08,ANA,C,77,24,58,82,32,94,1.06,4,36,1,1,2,0,185,13.0,19:39,23.6,47.3
18,Derek Roy,2007-08,BUF,C,78,32,49,81,13,46,1.04,6,23,3,5,4,0,218,14.7,20:58,23.6,51.2
