,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Charlie Conacher,1934-35,TOR,R,47,36,21,57,,24,1.21,6,14,1,1,13,1,,--,,--,--
2,Syd Howe,1934-35,"SLE, DET",C,50,22,25,47,,34,0.94,4,10,1,1,1,0,,--,,--,--
3,Larry Aurie,1934-35,DET,R,48,17,29,46,,24,0.96,4,13,1,2,4,0,,--,,--,--
4,Frank Boucher,1934-35,NYR,C,48,13,32,45,,2,0.94,2,7,0,0,1,0,,--,,--,--
5,Busher Jackson,1934-35,TOR,L,42,22,22,44,,27,1.05,5,11,0,0,4,1,,--,,--,--
6,Herbie Lewis,1934-35,DET,L,47,16,27,43,,26,0.91,3,15,1,1,1,1,,--,,--,--
7,Art Chapman,1934-35,NYA,C,47,9,34,43,,4,0.91,2,9,1,1,2,0,,--,,--,--
8,Marty Barry,1934-35,BOS,C,48,19,21,40,,33,0.83,3,4,0,0,4,0,,--,,--,--
9,Sweeney Schriner,1934-35,NYA,L,48,18,22,40,,6,0.83,3,8,0,0,3,1,,--,,--,--
10,Nels Stewart,1934-35,BOS,C,47,21,18,39,,45,0.83,4,8,0,0,5,0,,--,,--,--
11,Paul Thompson,1934-35,CHI,L,48,16,23,39,,20,0.81,5,10,0,0,2,0,,--,,--,--
12,Dit Clapper,1934-35,BOS,R,48,22,16,38,,21,0.79,3,4,1,1,3,1,,--,,--,--
13,Cooney Weiland,1934-35,DET,C,48,13,25,38,,10,0.79,4,13,1,1,2,0,,--,,--,--
14,John Sorrell,1934-35,DET,L,47,20,17,37,,12,0.79,6,13,0,0,4,1,,--,,--,--
15,Johnny Gottselig,1934-35,CHI,L,48,19,18,37,,16,0.77,2,5,1,1,1,0,,--,,--,--
16,Ebbie Goodfellow,1934-35,DET,C,48,13,24,37,,44,0.77,7,17,0,0,2,0,,--,,--,--
17,Bill Cook,1934-35,NYR,R,48,21,15,36,,23,0.75,2,4,0,0,4,0,,--,,--,--
18,Earl Robinson,1934-35,MMR,R,48,17,18,35,,41,0.73,2,6,3,4,2,0,,--,,--,--
19,Cecil Dillon,1934-35,NYR,R,48,25,9,34,,4,0.71,4,8,6,6,3,1,,--,,--,--
20,Fred Cook,1934-35,NYR,L,48,13,21,34,,26,0.71,1,8,0,0,3,0,,--,,--,--
21,Howie Morenz,1934-35,CHI,C,48,8,26,34,,21,0.71,1,8,0,0,3,0,,--,,--,--
22,Eddie Shore,1934-35,BOS,D,48,7,26,33,,32,0.69,0,12,0,1,1,1,,--,,--,--
23,Lorne Carr,1934-35,NYA,R,48,17,15,32,,14,0.67,4,8,0,0,2,0,,--,,--,--
24,Mush March,1934-35,CHI,R,48,13,18,31,,48,0.65,2,6,0,1,2,0,,--,,--,--
25,Carl Voss,1934-35,SLE,C,48,13,18,31,,14,0.65,4,8,0,0,1,0,,--,,--,--
26,Pit Lepine,1934-35,MTL,C,48,12,19,31,,16,0.65,3,3,1,1,2,0,,--,,--,--
27,Charlie Sands,1934-35,BOS,C,41,15,15,30,,0,0.73,2,7,0,0,4,0,,--,,--,--
28,Tom Cook,1934-35,CHI,C,48,12,18,30,,33,0.63,2,3,0,0,5,0,,--,,--,--
29,Joe Primeau,1934-35,TOR,C,37,10,20,30,,16,0.81,5,10,0,0,1,0,,--,,--,--
30,Leroy Goldsworthy,1934-35,"CHI, MTL",R,40,20,9,29,,15,0.72,3,4,0,0,2,0,,--,,--,--
31,Aurel Joliat,1934-35,MTL,L,48,17,12,29,,18,0.60,1,3,0,0,4,1,,--,,--,--
32,Glenn Brydson,1934-35,SLE,R,48,11,18,29,,45,0.60,2,6,0,0,2,1,,--,,--,--
33,Joe Lamb,1934-35,"MTL, SLE",R,38,14,14,28,,23,0.74,1,5,0,0,2,1,,--,,--,--
34,Wildor Larochelle,1934-35,MTL,R,48,9,19,28,,12,0.58,0,3,0,0,0,0,,--,,--,--
35,Herb Cain,1934-35,MMR,L,44,20,7,27,,13,0.61,4,5,0,0,4,1,,--,,--,--
36,Russ Blinco,1934-35,MMR,C,48,13,14,27,,4,0.56,3,6,0,2,3,0,,--,,--,--
37,Max Kaminsky,1934-35,"SLE, BOS",C,50,12,15,27,,4,0.54,2,3,0,1,3,1,,--,,--,--
38,Red Beattie,1934-35,BOS,L,48,9,18,27,,27,0.56,3,6,0,0,0,0,,--,,--,--
39,Hooley Smith,1934-35,MMR,C,46,5,22,27,,41,0.59,1,7,0,0,2,0,,--,,--,--
40,Flash Hollett,1934-35,TOR,D,48,10,16,26,,38,0.54,1,2,0,0,1,0,,--,,--,--
41,Murray Murdoch,1934-35,NYR,L,48,14,11,25,,6,0.52,2,5,2,4,4,1,,--,,--,--
42,Baldy Cotton,1934-35,TOR,L,47,11,14,25,,36,0.53,4,8,0,0,1,0,,--,,--,--
43,Earl Seibert,1934-35,NYR,D,48,6,19,25,,86,0.52,1,3,0,1,0,0,,--,,--,--
44,Hec Kilrea,1934-35,TOR,L,46,11,13,24,,16,0.52,1,3,0,0,3,0,,--,,--,--
45,Armand Mondou,1934-35,MTL,L,46,9,15,24,,6,0.52,0,2,0,0,2,0,,--,,--,--
46,Doc Romnes,1934-35,CHI,L,35,9,15,24,,8,0.69,0,3,0,0,2,0,,--,,--,--
47,Babe Siebert,1934-35,BOS,L,48,6,18,24,,80,0.50,1,7,0,0,2,0,,--,,--,--
48,Eddie Wiseman,1934-35,DET,R,39,10,13,23,,14,0.59,3,4,0,0,2,0,,--,,--,--
49,Baldy Northcott,1934-35,MMR,D,47,9,14,23,,44,0.49,1,3,0,1,1,0,,--,,--,--
50,Lou Trudel,1934-35,CHI,L,47,12,10,22,,28,0.47,0,2,0,0,4,0,,--,,--,--
51,Georges Mantha,1934-35,MTL,D,42,12,10,22,,14,0.52,0,1,0,0,2,0,,--,,--,--
52,Bill Thoms,1934-35,TOR,C,47,9,13,22,,15,0.47,1,5,0,0,0,0,,--,,--,--
53,Lynn Patrick,1934-35,NYR,C,48,9,13,22,,17,0.46,2,3,1,1,1,0,,--,,--,--
54,Bob Gracie,1934-35,"NYA, MMR",C,46,12,9,21,,15,0.46,1,4,0,0,1,0,,--,,--,--
55,Bert Connelly,1934-35,NYR,L,47,10,11,21,,23,0.45,0,1,0,0,3,0,,--,,--,--
