,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Stan Mikita,1964-65,CHI,C,70,28,59,87,29,154,1.24,8,28,0,0,6,0,256,10.9,,--,--
2,Norm Ullman,1964-65,DET,C,70,42,41,83,15,70,1.19,10,27,1,3,10,0,251,16.7,,--,--
3,Gordie Howe,1964-65,DET,R,70,29,47,76,22,104,1.09,13,33,3,3,2,0,341,8.5,,--,--
4,Bobby Hull,1964-65,CHI,L,61,39,32,71,23,32,1.16,10,15,2,4,5,0,368,10.6,,--,--
5,Alex Delvecchio,1964-65,DET,C,68,25,42,67,10,16,0.99,6,26,0,2,7,0,259,9.7,,--,--
6,Claude Provost,1964-65,MTL,R,70,27,37,64,13,28,0.91,12,22,1,1,5,0,304,8.9,,--,--
7,Rod Gilbert,1964-65,NYR,R,70,25,36,61,-23,54,0.87,10,24,0,0,3,0,238,10.5,,--,--
8,Pierre Pilote,1964-65,CHI,D,68,14,45,59,25,162,0.87,7,22,1,3,2,0,109,12.8,,--,--
9,Johnny Bucyk,1964-65,BOS,L,68,26,29,55,-25,24,0.81,7,14,0,0,2,0,196,13.3,,--,--
10,Ralph Backstrom,1964-65,MTL,C,70,25,30,55,2,44,0.79,7,15,0,0,2,0,225,11.1,,--,--
11,Phil Esposito,1964-65,CHI,C,70,23,32,55,5,44,0.79,5,11,1,1,9,0,187,12.3,,--,--
12,Henri Richard,1964-65,MTL,C,53,23,29,52,16,43,0.98,5,11,0,0,5,0,199,11.6,,--,--
13,Frank Mahovlich,1964-65,TOR,L,59,23,28,51,9,76,0.86,7,23,0,0,4,0,182,12.6,,--,--
14,Dave Keon,1964-65,TOR,C,65,21,29,50,15,10,0.77,6,16,1,3,2,0,191,11.0,,--,--
15,Bobby Rousseau,1964-65,MTL,R,66,12,35,47,-1,24,0.71,5,20,1,1,2,0,173,6.9,,--,--
16,Red Kelly,1964-65,TOR,D,70,18,28,46,6,8,0.66,6,16,1,1,1,0,182,9.9,,--,--
17,Parker MacDonald,1964-65,DET,C,69,13,33,46,16,38,0.67,6,17,0,0,1,0,169,7.7,,--,--
18,Phil Goyette,1964-65,NYR,C,52,12,34,46,-13,6,0.88,5,23,0,0,2,0,91,13.2,,--,--
19,Andy Bathgate,1964-65,TOR,R,55,16,29,45,5,34,0.82,6,20,0,0,1,0,151,10.6,,--,--
20,Floyd Smith,1964-65,DET,R,67,16,29,45,11,40,0.67,6,17,1,1,5,0,186,8.6,,--,--
21,Camille Henry,1964-65,"NYR, CHI",C,70,26,18,44,-10,20,0.63,16,22,0,0,5,0,108,24.1,,--,--
22,Kenny Wharram,1964-65,CHI,R,68,24,20,44,19,27,0.65,4,11,0,0,2,0,148,16.2,,--,--
23,John Ferguson,1964-65,MTL,L,69,17,27,44,-4,156,0.64,6,14,0,0,3,0,164,10.4,,--,--
24,Jean Beliveau,1964-65,MTL,C,58,20,23,43,-15,76,0.74,9,18,0,0,1,0,185,10.8,,--,--
25,Murray Oliver,1964-65,BOS,C,65,20,23,43,-30,30,0.66,6,12,0,0,4,0,190,10.5,,--,--
26,Bruce MacGregor,1964-65,DET,C,66,21,20,41,12,19,0.62,3,5,1,1,4,0,119,17.6,,--,--
27,Dave Balon,1964-65,MTL,L,63,18,23,41,18,61,0.65,1,4,0,0,5,0,121,14.9,,--,--
28,Reg Fleming,1964-65,BOS,D,67,18,23,41,2,140,0.61,1,4,2,3,4,0,178,10.1,,--,--
29,Chico Maki,1964-65,CHI,R,65,16,24,40,3,58,0.62,1,7,0,0,2,0,142,11.3,,--,--
30,Ron Ellis,1964-65,TOR,R,62,23,16,39,10,14,0.63,7,11,1,1,3,0,126,18.3,,--,--
31,Ron Murphy,1964-65,DET,L,58,20,19,39,1,32,0.67,10,16,0,0,2,0,143,14.0,,--,--
32,Bob Pulford,1964-65,TOR,L,65,19,20,39,10,46,0.60,1,4,4,4,4,0,175,10.8,,--,--
33,Vic Hadfield,1964-65,NYR,L,70,18,20,38,-30,102,0.54,6,12,0,0,1,0,169,10.7,,--,--
34,Claude Larose,1964-65,MTL,R,69,21,16,37,-1,82,0.54,4,6,0,0,4,0,139,15.1,,--,--
35,George Armstrong,1964-65,TOR,R,59,15,22,37,12,14,0.63,3,9,0,3,3,0,135,11.1,,--,--
36,Bill Hay,1964-65,CHI,C,69,11,26,37,-4,36,0.54,3,13,2,6,0,0,152,7.2,,--,--
37,Donnie Marshall,1964-65,NYR,L,69,20,15,35,-11,2,0.51,2,8,3,5,1,0,122,16.4,,--,--
38,Jean Ratelle,1964-65,NYR,C,54,14,21,35,-20,14,0.65,2,8,0,0,1,0,104,13.5,,--,--
39,Ted Green,1964-65,BOS,D,70,8,27,35,-44,156,0.50,2,12,0,0,0,0,129,6.2,,--,--
40,Tommy Williams,1964-65,BOS,R,65,13,21,34,-18,28,0.52,2,3,0,0,3,0,145,9.0,,--,--
41,Doug Mohns,1964-65,CHI,L,49,13,20,33,17,89,0.67,2,11,0,0,0,0,108,12.0,,--,--
42,Doug Robinson,1964-65,"CHI, NYR",L,61,10,23,33,1,10,0.54,2,5,0,0,0,0,107,9.3,,--,--
43,Bob Nevin,1964-65,NYR,R,64,16,14,30,-19,28,0.47,6,10,2,2,3,0,162,9.9,,--,--
44,Eric Nesterenko,1964-65,CHI,R,56,14,16,30,6,63,0.54,2,5,6,7,3,0,86,16.3,,--,--
45,Earl Ingarfield,1964-65,NYR,C,69,15,13,28,-26,40,0.41,3,5,1,1,1,0,140,10.7,,--,--
46,Ted Lindsay,1964-65,DET,L,69,14,14,28,10,173,0.41,1,5,0,0,1,0,105,13.3,,--,--
47,Dick Duff,1964-65,"NYR, MTL",L,69,12,16,28,-13,36,0.41,1,3,0,0,3,0,113,10.6,,--,--
48,Tim Horton,1964-65,TOR,D,70,12,16,28,8,97,0.40,3,5,1,2,2,0,156,7.7,,--,--
49,Kent Douglas,1964-65,TOR,D,67,5,23,28,7,129,0.42,5,17,0,1,0,0,126,4.0,,--,--
50,Ron Stewart,1964-65,TOR,R,65,16,11,27,2,33,0.42,2,3,0,0,5,0,120,13.3,,--,--
51,Ed Westfall,1964-65,BOS,R,68,12,15,27,-16,65,0.40,0,1,2,4,2,0,130,9.2,,--,--
52,Jacques Laperriere,1964-65,MTL,D,67,5,22,27,-2,92,0.40,0,12,0,0,0,0,127,3.9,,--,--
