,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
77,Fido Purpur,1944-45,CHI,R,21,2,7,9,,11,0.43,0,1,0,1,0,0,,--,,--,--
78,Lude Check,1944-45,CHI,L,26,6,2,8,,4,0.31,0,0,1,1,2,0,,--,,--,--
79,Wilf Field,1944-45,"MTL, CHI",D,48,4,4,8,,30,0.17,0,1,0,0,1,0,,--,,--,--
80,Fern Majeau,1944-45,MTL,C,12,2,6,8,,4,0.67,0,0,0,0,0,0,,--,,--,--
81,Jack Shewchuk,1944-45,BOS,D,47,1,7,8,,31,0.17,0,0,0,0,0,0,,--,,--,--
82,Ross Johnstone,1944-45,TOR,D,24,3,4,7,,8,0.29,1,2,0,0,0,0,,--,,--,--
83,Jack Mann,1944-45,NYR,C,6,3,4,7,,0,1.17,0,0,0,0,1,0,,--,,--,--
84,Red Mitchell,1944-45,CHI,D,40,3,4,7,,16,0.17,0,0,0,0,0,0,,--,,--,--
85,Tom O'Neill,1944-45,TOR,R,33,2,5,7,,24,0.21,0,1,0,0,0,0,,--,,--,--
86,Jack McGill,1944-45,BOS,C,14,4,2,6,,0,0.43,0,0,0,0,1,0,,--,,--,--
87,John McCreedy,1944-45,TOR,R,17,2,4,6,,11,0.35,0,0,0,0,0,0,,--,,--,--
88,Bill Moe,1944-45,NYR,D,35,2,4,6,,14,0.17,0,0,0,0,0,0,,--,,--,--
89,Chuck Scherza,1944-45,NYR,L,22,2,3,5,,18,0.23,0,0,0,0,0,0,,--,,--,--
90,Bill Ezinicki,1944-45,TOR,R,8,1,4,5,,17,0.63,1,1,0,0,0,0,,--,,--,--
91,Norm Calladine,1944-45,BOS,C,11,3,1,4,,0,0.36,0,0,0,0,1,0,,--,,--,--
92,Roly Rossignol,1944-45,MTL,R,5,2,2,4,,2,0.80,0,0,0,0,0,0,,--,,--,--
93,Guy Labrie,1944-45,NYR,D,27,2,2,4,,14,0.15,0,0,0,0,0,0,,--,,--,--
94,Les Ramsay,1944-45,CHI,L,11,2,2,4,,2,0.36,0,0,0,0,0,0,,--,,--,--
95,Jack McLean,1944-45,TOR,C,8,2,1,3,,13,0.38,0,0,0,0,1,0,,--,,--,--
96,Cully Simon,1944-45,"DET, CHI",D,50,0,3,3,,35,0.06,0,0,0,0,0,0,,--,,--,--
97,Moe Morris,1944-45,TOR,D,29,0,2,2,,18,0.07,0,1,0,0,0,0,,--,,--,--
98,Lorrain Thibeault,1944-45,DET,L,4,0,2,2,,2,0.50,0,0,0,0,0,0,,--,,--,--
99,Rosario Joanette,1944-45,MTL,C,2,0,1,1,,4,0.50,0,0,0,0,0,0,,--,,--,--
100,Joe Papike,1944-45,CHI,R,2,0,1,1,,2,0.50,0,0,0,0,0,0,,--,,--,--
101,Tom Brennan,1944-45,BOS,R,1,0,1,1,,0,1.00,0,0,0,0,0,0,,--,,--,--
102,Nils Tremblay,1944-45,MTL,C,1,0,1,1,,0,1.00,0,0,0,0,0,0,,--,,--,--
103,Virgil Johnson,1944-45,CHI,D,2,0,1,1,,2,0.50,0,0,0,0,0,0,,--,,--,--
104,Neil Colville,1944-45,NYR,C,4,0,1,1,,2,0.25,0,1,0,0,0,0,,--,,--,--
105,Murray Henderson,1944-45,BOS,D,5,0,1,1,,4,0.20,0,0,0,0,0,0,,--,,--,--
106,Hy Buller,1944-45,DET,D,2,0,0,0,,2,--,0,0,0,0,0,0,,--,,--,--
107,Pete Leswick,1944-45,BOS,L,2,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
108,Billy Reay,1944-45,DET,C,2,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
109,Marcel Fillion,1944-45,BOS,L,1,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
110,Marty Zoborosky,1944-45,CHI,D,1,0,0,0,,2,--,0,0,0,0,0,0,,--,,--,--
111,Fern Flaman,1944-45,BOS,D,1,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
112,Joe Bretto,1944-45,CHI,D,3,0,0,0,,4,--,0,0,0,0,0,0,,--,,--,--
113,Jim Drummond,1944-45,NYR,D,2,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
114,Alex Ritson,1944-45,NYR,C,1,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
115,Johnny Gottselig,1944-45,CHI,L,1,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
116,Len Wharton,1944-45,NYR,D,1,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
117,Hal Cooper,1944-45,NYR,R,8,0,0,0,,2,--,0,0,0,0,0,0,,--,,--,--
