,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Herb Cain,1943-44,BOS,L,49,36,46,82,,4,1.67,2,6,1,2,3,0,,--,,--,--
2,Doug Bentley,1943-44,CHI,L,50,38,39,77,,22,1.54,8,17,0,0,5,0,,--,,--,--
3,Lorne Carr,1943-44,TOR,R,50,36,38,74,,9,1.48,8,12,0,0,3,0,,--,,--,--
4,Carl Liscombe,1943-44,DET,L,50,36,37,73,,17,1.46,3,8,0,0,7,0,,--,,--,--
5,Elmer Lach,1943-44,MTL,C,48,24,48,72,,23,1.50,5,12,0,0,5,0,,--,,--,--
6,Clint Smith,1943-44,CHI,C,50,23,49,72,,4,1.44,5,14,0,0,1,0,,--,,--,--
7,Bill Cowley,1943-44,BOS,C,36,30,41,71,,12,1.97,3,6,0,0,4,0,,--,,--,--
8,Bill Mosienko,1943-44,CHI,R,50,32,38,70,,10,1.40,4,9,0,1,4,0,,--,,--,--
9,Art Jackson,1943-44,BOS,C,49,28,41,69,,8,1.41,1,3,1,2,2,0,,--,,--,--
10,Gus Bodnar,1943-44,TOR,C,50,22,40,62,,18,1.24,1,4,0,0,2,0,,--,,--,--
11,Syd Howe,1943-44,DET,C,48,32,28,60,,6,1.25,3,5,0,0,5,0,,--,,--,--
12,Toe Blake,1943-44,MTL,L,41,26,33,59,,10,1.44,1,5,1,1,3,0,,--,,--,--
13,Babe Pratt,1943-44,TOR,D,50,17,41,58,,48,1.16,2,11,0,0,2,0,,--,,--,--
14,Maurice Richard,1943-44,MTL,R,46,32,22,54,,45,1.17,4,5,0,0,5,0,,--,,--,--
15,Joe Carveth,1943-44,DET,R,46,21,33,54,,6,1.17,0,0,0,0,1,0,,--,,--,--
16,Bryan Hextall Sr.,1943-44,NYR,R,50,21,33,54,,41,1.08,2,6,0,0,1,0,,--,,--,--
17,Buddy O'Connor,1943-44,MTL,C,44,12,42,54,,6,1.23,1,12,0,0,2,0,,--,,--,--
18,Mud Bruneteau,1943-44,DET,R,39,35,18,53,,4,1.36,2,4,0,0,3,0,,--,,--,--
19,Ray Getliffe,1943-44,MTL,C,44,28,25,53,,54,1.20,4,6,2,3,2,0,,--,,--,--
20,Ted Kennedy,1943-44,TOR,C,49,25,24,49,,2,1.00,5,6,0,0,2,0,,--,,--,--
21,Phil Watson,1943-44,MTL,R,44,17,32,49,,71,1.11,0,3,0,0,3,0,,--,,--,--
22,Gerry Heffernan,1943-44,MTL,R,43,28,20,48,,12,1.12,4,7,0,0,5,0,,--,,--,--
23,Bob Davidson,1943-44,TOR,L,47,19,28,47,,21,1.00,3,6,0,0,2,0,,--,,--,--
24,Don Grosso,1943-44,DET,L,42,16,31,47,,13,1.12,2,4,0,0,1,0,,--,,--,--
25,Murph Chamberlain,1943-44,MTL,L,47,15,32,47,,105,1.00,1,4,1,2,3,0,,--,,--,--
26,Buzz Boll,1943-44,BOS,L,39,19,25,44,,2,1.13,0,2,0,0,0,0,,--,,--,--
27,Norm Calladine,1943-44,BOS,C,49,16,27,43,,8,0.88,1,1,0,0,1,0,,--,,--,--
28,Pat Egan,1943-44,"DET, BOS",D,48,15,28,43,,95,0.90,1,1,0,0,1,0,,--,,--,--
29,Adam Brown,1943-44,DET,L,50,24,18,42,,56,0.84,0,0,0,0,2,0,,--,,--,--
30,Cully Dahlstrom,1943-44,CHI,C,50,20,22,42,,8,0.84,1,3,0,0,3,0,,--,,--,--
31,Bep Guidolin,1943-44,BOS,L,47,17,25,42,,58,0.89,0,1,1,1,3,0,,--,,--,--
32,George Allen,1943-44,CHI,L,45,17,24,41,,38,0.91,4,11,0,0,5,0,,--,,--,--
33,Dutch Hiller,1943-44,NYR,L,50,18,22,40,,15,0.80,2,2,0,0,0,0,,--,,--,--
34,Fern Majeau,1943-44,MTL,C,44,20,18,38,,39,0.86,6,8,0,0,3,0,,--,,--,--
35,Jack Hamilton,1943-44,TOR,C,49,20,17,37,,4,0.76,2,4,1,1,4,0,,--,,--,--
