,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Bobby Orr,1974-75,BOS,D,80,46,89,135,80,101,1.69,16,52,2,4,4,0,384,12.0,,--,--
2,Phil Esposito,1974-75,BOS,C,79,61,66,127,17,62,1.61,27,54,4,5,8,0,346,17.6,,--,--
3,Marcel Dionne,1974-75,DET,C,80,47,74,121,-15,14,1.51,15,44,10,12,1,0,378,12.4,,--,--
4,Guy Lafleur,1974-75,MTL,R,70,53,66,119,53,37,1.70,15,41,2,3,11,0,260,20.4,,--,--
5,Peter Mahovlich,1974-75,MTL,C,80,35,82,117,41,64,1.46,14,42,1,2,3,0,241,14.5,,--,--
6,Bobby Clarke,1974-75,PHI,C,80,27,89,116,79,125,1.45,10,34,3,5,4,0,195,13.8,,--,--
7,Rene Robert,1974-75,BUF,R,74,40,60,100,7,75,1.35,14,41,0,0,3,0,264,15.2,,--,--
8,Rod Gilbert,1974-75,NYR,R,76,36,61,97,1,22,1.28,11,43,0,0,1,0,243,14.8,,--,--
9,Gilbert Perreault,1974-75,BUF,C,68,39,57,96,1,36,1.41,12,38,0,0,8,0,243,16.0,,--,--
10,Richard Martin,1974-75,BUF,L,68,52,43,95,5,72,1.40,21,37,0,0,6,0,297,17.5,,--,--
11,Jacques Lemaire,1974-75,MTL,C,80,36,56,92,25,20,1.15,12,38,0,0,8,0,260,13.8,,--,--
12,Jean Ratelle,1974-75,NYR,C,79,36,55,91,1,26,1.15,16,39,0,0,6,0,205,17.6,,--,--
13,Steve Vickers,1974-75,NYR,L,80,41,48,89,10,64,1.11,16,31,0,0,6,0,188,21.8,,--,--
14,Danny Grant,1974-75,DET,L,80,50,37,87,-12,28,1.09,19,30,1,6,6,0,238,21.0,,--,--
15,Stan Mikita,1974-75,CHI,C,79,36,50,86,14,48,1.09,13,35,0,0,6,0,253,14.2,,--,--
16,Ron Schock,1974-75,PIT,C,80,23,63,86,22,36,1.07,3,13,2,6,3,0,172,13.4,,--,--
17,Johnny Bucyk,1974-75,BOS,L,78,29,52,81,11,10,1.04,9,32,0,0,4,0,167,17.4,,--,--
18,Garry Unger,1974-75,STL,C,80,36,44,80,-2,123,1.00,10,24,0,0,8,0,347,10.4,,--,--
19,Darryl Sittler,1974-75,TOR,C,72,36,44,80,-10,47,1.11,12,24,1,2,2,0,273,13.2,,--,--
20,Rick MacLeish,1974-75,PHI,C,80,38,41,79,29,50,0.99,11,24,3,4,8,0,307,12.4,,--,--
21,Syl Apps Jr.,1974-75,PIT,C,79,24,55,79,8,43,1.00,4,17,1,2,6,0,181,13.3,,--,--
22,Reggie Leach,1974-75,PHI,R,80,45,33,78,53,63,0.97,12,22,0,0,10,0,289,15.6,,--,--
23,Gregg Sheppard,1974-75,BOS,C,76,30,48,78,43,19,1.03,5,15,7,8,4,0,251,11.9,,--,--
24,Andre Boudrias,1974-75,VAN,L,77,16,62,78,7,46,1.01,9,31,0,0,2,0,166,9.6,,--,--
25,Tom Lysiak,1974-75,AFM,C,77,25,52,77,23,73,1.00,9,29,0,2,2,0,206,12.1,,--,--
26,Don Luce,1974-75,BUF,C,80,33,43,76,61,45,0.95,1,4,8,13,6,0,245,13.5,,--,--
27,Denis Potvin,1974-75,NYI,D,79,21,55,76,27,105,0.96,5,31,2,4,4,0,211,10.0,,--,--
28,Jean Pronovost,1974-75,PIT,R,78,43,32,75,15,37,0.96,11,17,1,2,9,0,277,15.5,,--,--
29,Guy Lapointe,1974-75,MTL,D,80,28,47,75,46,88,0.94,11,33,1,3,0,0,220,12.7,,--,--
30,Yvan Cournoyer,1974-75,MTL,R,76,29,45,74,17,32,0.97,11,29,0,0,2,0,175,16.6,,--,--
31,Carol Vadnais,1974-75,BOS,D,79,18,56,74,10,129,0.94,6,36,0,2,2,0,258,7.0,,--,--
32,Dennis Hextall,1974-75,MNS,C,80,17,57,74,-44,147,0.93,4,17,0,0,2,0,164,10.4,,--,--
33,Vic Hadfield,1974-75,PIT,L,78,31,42,73,5,72,0.94,7,25,4,6,3,0,248,12.5,,--,--
34,Bill Goldsworthy,1974-75,MNS,R,71,37,35,72,-37,77,1.01,11,24,1,1,3,0,273,13.6,,--,--
35,Bob Nevin,1974-75,LAK,R,80,31,41,72,36,19,0.90,7,12,2,5,3,0,159,19.5,,--,--
36,Bill Barber,1974-75,PHI,L,79,34,37,71,45,66,0.90,8,21,5,7,4,0,273,12.4,,--,--
37,Rick Dudley,1974-75,BUF,L,78,31,39,70,29,116,0.90,4,8,0,0,6,0,229,13.5,,--,--
38,Jim Lorentz,1974-75,BUF,C,72,25,45,70,17,18,0.97,6,20,0,0,6,0,145,17.2,,--,--
39,Don Lever,1974-75,VAN,C,80,38,30,68,-13,49,0.85,11,20,0,0,4,0,213,17.8,,--,--
40,Pierre Larouche,1974-75,PIT,C,79,31,37,68,2,52,0.86,5,12,0,0,4,0,177,17.5,,--,--
41,Mike Murphy,1974-75,LAK,R,78,30,38,68,32,44,0.87,3,12,3,4,6,0,175,17.1,,--,--
42,Yvon Lambert,1974-75,MTL,L,80,32,35,67,26,74,0.84,10,19,0,0,3,0,150,21.3,,--,--
43,Ivan Boldirev,1974-75,CHI,C,80,24,43,67,-3,54,0.84,6,14,0,0,1,0,196,12.2,,--,--
44,Pierre Plante,1974-75,STL,R,80,34,32,66,16,125,0.82,4,8,0,0,4,0,161,21.1,,--,--
