,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Phil Esposito,1968-69,BOS,C,74,49,77,126,55,79,1.70,10,39,2,4,9,0,351,14.0,,--,--
2,Bobby Hull,1968-69,CHI,L,74,58,49,107,12,48,1.45,20,36,2,2,11,0,414,14.0,,--,--
3,Gordie Howe,1968-69,DET,R,76,44,59,103,45,58,1.36,9,25,0,0,6,0,284,15.5,,--,--
4,Stan Mikita,1968-69,CHI,C,74,30,67,97,14,52,1.31,7,30,3,3,2,0,299,10.0,,--,--
5,Ken Hodge,1968-69,BOS,R,75,45,45,90,50,75,1.20,9,15,1,3,7,0,236,19.1,,--,--
6,Yvan Cournoyer,1968-69,MTL,R,76,43,44,87,18,31,1.14,14,28,0,0,8,0,245,17.5,,--,--
7,Alex Delvecchio,1968-69,DET,C,72,25,58,83,42,8,1.15,7,17,0,1,2,0,221,11.3,,--,--
8,Red Berenson,1968-69,STL,C,76,35,47,82,26,43,1.08,7,21,1,1,6,0,288,12.2,,--,--
9,Jean Beliveau,1968-69,MTL,C,69,33,49,82,15,55,1.19,7,20,0,0,5,0,235,14.0,,--,--
10,Frank Mahovlich,1968-69,DET,L,76,49,29,78,44,38,1.03,7,13,0,0,5,0,293,16.7,,--,--
11,Jean Ratelle,1968-69,NYR,C,75,32,46,78,16,26,1.04,8,22,0,0,4,0,204,15.7,,--,--
12,Norm Ullman,1968-69,TOR,C,75,35,42,77,20,39,1.03,13,21,0,0,2,0,247,14.2,,--,--
13,Rod Gilbert,1968-69,NYR,R,66,28,49,77,13,22,1.17,8,24,0,0,5,0,301,9.3,,--,--
14,Ted Hampson,1968-69,OAK,C,76,26,49,75,-13,6,0.99,9,23,0,0,3,0,189,13.8,,--,--
15,Jim Pappin,1968-69,CHI,R,75,30,40,70,7,49,0.93,3,15,0,0,4,0,208,14.4,,--,--
16,Bobby Rousseau,1968-69,MTL,R,76,30,40,70,28,59,0.92,3,14,0,0,8,0,278,10.8,,--,--
17,Kenny Wharram,1968-69,CHI,R,76,30,39,69,18,19,0.91,5,19,0,0,4,0,167,18.0,,--,--
18,Vic Hadfield,1968-69,NYR,L,73,26,40,66,10,108,0.90,10,21,0,0,4,0,321,8.1,,--,--
19,Johnny Bucyk,1968-69,BOS,L,70,24,42,66,-4,18,0.94,11,25,0,0,3,0,192,12.5,,--,--
20,Danny Grant,1968-69,MNS,L,75,34,31,65,-13,46,0.87,11,18,0,0,2,0,189,18.0,,--,--
21,Dennis Hull,1968-69,CHI,L,72,30,34,64,8,25,0.89,3,10,0,0,3,0,233,12.9,,--,--
22,Ray Cullen,1968-69,MNS,C,67,26,38,64,-25,44,0.96,3,15,0,0,2,0,195,13.3,,--,--
23,Bobby Orr,1968-69,BOS,D,67,21,43,64,55,133,0.96,4,18,0,2,2,0,285,7.4,,--,--
24,Jacques Lemaire,1968-69,MTL,C,75,29,34,63,29,29,0.84,5,14,0,0,4,0,330,8.8,,--,--
25,Claude Larose,1968-69,MNS,R,67,25,37,62,-11,106,0.93,5,16,0,0,3,0,268,9.3,,--,--
26,Dave Keon,1968-69,TOR,C,75,27,34,61,18,12,0.81,3,6,6,8,6,0,281,9.6,,--,--
27,Bill Hicke,1968-69,OAK,R,67,25,36,61,-13,68,0.91,5,13,0,0,3,0,171,14.6,,--,--
28,Pit Martin,1968-69,CHI,C,76,23,38,61,9,73,0.80,5,10,0,0,4,0,173,13.3,,--,--
29,Paul Henderson,1968-69,TOR,L,74,27,32,59,20,16,0.80,4,12,0,0,5,0,223,12.1,,--,--
30,Bob Nevin,1968-69,NYR,R,71,31,25,56,4,14,0.79,11,19,0,1,6,0,236,13.1,,--,--
31,John McKenzie,1968-69,BOS,R,60,29,27,56,12,99,0.93,8,18,1,1,7,0,123,23.6,,--,--
32,Andre Lacroix,1968-69,PHI,C,75,24,32,56,-12,4,0.75,13,25,0,0,1,0,217,11.1,,--,--
33,Pat Stapleton,1968-69,CHI,D,75,6,50,56,19,44,0.75,0,18,0,2,0,0,112,5.3,,--,--
34,Jean-Guy Gendron,1968-69,PHI,L,74,20,35,55,-10,65,0.74,5,20,1,1,3,0,198,10.1,,--,--
35,Norm Ferguson,1968-69,OAK,R,76,34,20,54,-11,31,0.71,7,9,0,0,3,0,217,15.7,,--,--
36,Fred Stanfield,1968-69,BOS,L,71,25,29,54,-5,22,0.76,6,13,0,0,1,0,199,12.6,,--,--
37,Ron Murphy,1968-69,BOS,L,60,16,38,54,26,26,0.90,5,11,0,0,0,0,113,14.1,,--,--
38,Eddie Joyal,1968-69,LAK,C,73,33,19,52,-30,24,0.71,9,13,0,0,5,0,222,14.9,,--,--
39,John Ferguson,1968-69,MTL,L,71,29,23,52,31,185,0.73,2,5,0,0,7,0,185,15.7,,--,--
40,Pete Stemkowski,1968-69,DET,C,71,21,31,52,3,81,0.73,3,6,2,2,4,0,209,10.0,,--,--
41,Ken Schinkel,1968-69,PIT,R,76,18,34,52,-39,18,0.68,8,19,1,1,2,0,226,8.0,,--,--
42,Henri Richard,1968-69,MTL,C,64,15,37,52,24,47,0.81,2,4,0,0,0,0,210,7.1,,--,--
43,Charlie Burns,1968-69,PIT,C,76,13,38,51,-8,22,0.67,1,8,1,4,1,0,133,9.8,,--,--
44,Murray Oliver,1968-69,TOR,C,76,14,36,50,13,16,0.66,3,7,2,6,3,0,192,7.3,,--,--
45,Bill Flett,1968-69,LAK,R,72,24,25,49,-22,53,0.68,4,12,0,0,6,0,198,12.1,,--,--
46,J.P. Parise,1968-69,MNS,L,76,22,27,49,-45,57,0.64,7,12,1,1,2,0,196,11.2,,--,--
47,Danny O'Shea,1968-69,MNS,C,74,15,34,49,-28,88,0.66,4,14,0,0,3,0,157,9.6,,--,--
48,Derek Sanderson,1968-69,BOS,C,61,26,22,48,26,146,0.79,1,3,3,3,3,0,194,13.4,,--,--
49,Keith McCreary,1968-69,PIT,R,70,25,23,48,-19,42,0.69,8,16,0,0,4,0,209,12.0,,--,--
50,Gary Sabourin,1968-69,STL,R,75,25,23,48,23,58,0.64,3,9,0,0,3,0,228,11.0,,--,--
51,Ron Ellis,1968-69,TOR,R,72,25,21,46,4,12,0.64,4,7,0,1,5,0,180,13.9,,--,--
52,Dick Sarrazin,1968-69,PHI,R,54,16,30,46,-7,14,0.85,6,15,1,3,2,0,128,12.5,,--,--
53,Earl Ingarfield,1968-69,"PIT, OAK",C,66,16,30,46,-19,12,0.70,6,11,0,1,0,0,131,12.2,,--,--
54,Ted Green,1968-69,BOS,D,65,8,38,46,11,99,0.71,3,14,0,1,0,0,131,6.1,,--,--
55,Gary Jarrett,1968-69,OAK,L,63,22,23,45,-8,22,0.71,3,10,0,0,1,0,201,10.9,,--,--
56,Gerry Ehman,1968-69,OAK,R,70,21,24,45,-13,12,0.64,4,12,0,0,3,0,160,13.1,,--,--
57,Phil Goyette,1968-69,NYR,C,67,13,32,45,11,8,0.67,2,11,0,0,3,0,135,9.6,,--,--
58,Garry Unger,1968-69,DET,C,76,24,20,44,7,33,0.58,5,10,1,1,4,0,186,12.9,,--,--
59,Jim Johnson,1968-69,PHI,C,69,17,27,44,-6,20,0.64,1,3,1,1,5,0,146,11.6,,--,--
60,Jim Neilson,1968-69,NYR,D,76,10,34,44,8,95,0.58,3,14,0,1,2,0,274,3.6,,--,--
61,Mike Walton,1968-69,TOR,C,66,22,21,43,-10,34,0.65,8,17,0,0,5,0,205,10.7,,--,--
62,Mike Laughton,1968-69,OAK,C,53,20,23,43,0,22,0.81,3,6,0,0,5,0,103,19.4,,--,--
63,Wayne Connelly,1968-69,"MNS, DET",C,74,18,25,43,-37,11,0.58,5,15,0,0,1,0,251,7.2,,--,--
64,Ab McDonald,1968-69,STL,L,68,21,21,42,18,12,0.62,2,7,0,0,4,0,138,15.2,,--,--
65,Ed Westfall,1968-69,BOS,R,70,18,24,42,21,22,0.60,1,2,4,5,4,0,139,12.9,,--,--
66,Carol Vadnais,1968-69,OAK,D,76,15,27,42,-17,151,0.55,4,13,0,1,4,0,274,5.5,,--,--
67,Doug Mohns,1968-69,CHI,L,65,22,19,41,7,47,0.63,7,9,0,0,2,0,149,14.8,,--,--
68,Bruce MacGregor,1968-69,DET,C,69,18,23,41,6,14,0.59,2,3,3,3,3,0,168,10.7,,--,--
