,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Roy Conacher,1948-49,CHI,L,60,26,42,68,,8,1.13,8,22,0,0,5,0,,--,,--,--
2,Doug Bentley,1948-49,CHI,L,58,23,43,66,,38,1.14,3,13,0,2,2,0,,--,,--,--
3,Sid Abel,1948-49,DET,C,60,28,26,54,,49,0.90,8,15,1,2,5,0,,--,,--,--
4,Ted Lindsay,1948-49,DET,L,50,26,28,54,,97,1.08,6,13,1,1,4,0,,--,,--,--
5,Jimmy Conacher,1948-49,"DET, CHI",C,59,26,23,49,,43,0.83,5,11,0,0,2,0,,--,,--,--
6,Paul Ronty,1948-49,BOS,C,60,20,29,49,,11,0.82,5,12,0,1,4,0,,--,,--,--
7,Harry Watson,1948-49,TOR,L,60,26,19,45,,0,0.75,6,9,0,1,2,0,,--,,--,--
8,Billy Reay,1948-49,MTL,C,60,22,23,45,,33,0.75,7,14,0,1,5,0,,--,,--,--
9,Gus Bodnar,1948-49,CHI,C,59,19,26,45,,14,0.76,4,11,0,0,2,0,,--,,--,--
10,Johnny Peirson,1948-49,BOS,R,59,22,21,43,,43,0.73,4,11,0,0,4,0,,--,,--,--
11,Bud Poile,1948-49,"CHI, DET",R,60,21,21,42,,8,0.70,6,16,0,0,5,0,,--,,--,--
12,Bill Mosienko,1948-49,CHI,R,60,17,25,42,,6,0.70,0,3,1,1,2,0,,--,,--,--
13,Max Bentley,1948-49,TOR,C,60,19,22,41,,18,0.68,3,12,0,0,6,0,,--,,--,--
14,Ken Smith,1948-49,BOS,L,59,20,20,40,,6,0.68,7,14,2,2,5,0,,--,,--,--
15,Ted Kennedy,1948-49,TOR,C,59,18,21,39,,25,0.66,7,14,2,3,4,0,,--,,--,--
16,Maurice Richard,1948-49,MTL,R,59,20,18,38,,110,0.64,2,5,0,0,1,0,,--,,--,--
17,Gaye Stewart,1948-49,CHI,L,54,20,18,38,,57,0.70,5,8,0,0,4,0,,--,,--,--
18,Grant Warwick,1948-49,BOS,R,58,22,15,37,,14,0.64,1,5,0,0,3,0,,--,,--,--
19,Joe Carveth,1948-49,MTL,R,60,15,22,37,,8,0.62,5,15,1,1,3,0,,--,,--,--
20,Gordie Howe,1948-49,DET,R,40,12,25,37,,57,0.93,2,6,0,0,2,0,,--,,--,--
21,Ed Sandford,1948-49,BOS,L,56,16,20,36,,57,0.64,2,3,0,0,2,0,,--,,--,--
22,Cal Gardner,1948-49,TOR,C,53,13,22,35,,35,0.66,3,8,0,1,2,0,,--,,--,--
23,Buddy O'Connor,1948-49,NYR,C,46,11,24,35,,0,0.76,1,9,0,0,2,0,,--,,--,--
24,Pete Babando,1948-49,BOS,L,58,19,14,33,,34,0.57,2,3,0,1,4,0,,--,,--,--
25,Jim McFadden,1948-49,DET,C,55,12,20,32,,10,0.58,4,9,0,1,3,0,,--,,--,--
26,Milt Schmidt,1948-49,BOS,C,44,10,22,32,,25,0.73,2,9,0,0,1,0,,--,,--,--
27,Jimmy Peters,1948-49,BOS,R,60,16,15,31,,8,0.52,1,2,0,0,2,0,,--,,--,--
28,Alex Kaleta,1948-49,NYR,L,56,12,19,31,,18,0.55,2,8,0,0,2,0,,--,,--,--
29,Edgar Laprade,1948-49,NYR,C,56,18,12,30,,12,0.54,2,6,1,1,4,0,,--,,--,--
30,Pentti Lund,1948-49,NYR,R,59,14,16,30,,16,0.51,1,4,0,0,1,0,,--,,--,--
31,Pete Horeck,1948-49,DET,L,60,14,16,30,,46,0.50,3,7,0,0,4,0,,--,,--,--
32,Gerry Couture,1948-49,DET,R,51,19,10,29,,6,0.57,4,6,0,0,4,0,,--,,--,--
33,Elmer Lach,1948-49,MTL,C,36,11,18,29,,59,0.81,4,7,0,0,2,0,,--,,--,--
34,Bill Ezinicki,1948-49,TOR,R,52,13,15,28,,143,0.54,2,4,1,2,2,0,,--,,--,--
35,Tony Leswick,1948-49,NYR,L,60,13,14,27,,70,0.45,5,6,0,0,3,0,,--,,--,--
36,Ken Mosdell,1948-49,MTL,C,60,17,9,26,,50,0.43,1,1,3,4,3,0,,--,,--,--
37,Don Raleigh,1948-49,NYR,C,41,10,16,26,,8,0.63,2,4,0,0,2,0,,--,,--,--
38,Marty Pavelich,1948-49,DET,L,60,10,16,26,,40,0.43,2,3,0,0,2,0,,--,,--,--
39,Dunc Fisher,1948-49,NYR,R,60,9,16,25,,40,0.42,3,7,0,1,0,0,,--,,--,--
40,Pat Egan,1948-49,BOS,D,60,6,18,24,,92,0.40,3,6,0,1,0,0,,--,,--,--
41,Woody Dumart,1948-49,BOS,L,59,11,12,23,,6,0.39,0,0,0,0,1,0,,--,,--,--
42,Max McNab,1948-49,DET,C,51,10,13,23,,14,0.45,1,4,0,0,1,0,,--,,--,--
43,Bill Quackenbush,1948-49,DET,D,60,6,17,23,,0,0.38,2,6,0,0,1,0,,--,,--,--
44,Nick Mickoski,1948-49,NYR,L,54,13,9,22,,18,0.41,3,5,0,0,2,0,,--,,--,--
45,Joe Klukay,1948-49,TOR,L,45,11,10,21,,11,0.47,3,3,0,0,2,0,,--,,--,--
46,George Gee,1948-49,"CHI, DET",C,51,7,14,21,,33,0.41,0,2,0,0,0,0,,--,,--,--
47,Bep Guidolin,1948-49,"DET, CHI",L,60,4,17,21,,116,0.35,0,4,1,1,1,0,,--,,--,--
48,Glen Harmon,1948-49,MTL,D,59,8,12,20,,44,0.34,2,5,1,1,2,0,,--,,--,--
49,Adam Brown,1948-49,CHI,L,58,8,12,20,,69,0.34,3,7,0,0,1,0,,--,,--,--
50,Jimmy Thomson,1948-49,TOR,D,60,4,16,20,,56,0.33,1,9,0,1,1,0,,--,,--,--
51,Clint Albright,1948-49,NYR,C,59,14,5,19,,19,0.32,4,7,0,0,1,0,,--,,--,--
52,Metro Prystai,1948-49,CHI,C,59,12,7,19,,19,0.32,4,4,0,0,0,0,,--,,--,--
53,Enio Sclisizzi,1948-49,DET,L,50,9,8,17,,24,0.34,1,3,0,0,0,0,,--,,--,--
54,Norm Dussault,1948-49,MTL,C,47,9,8,17,,6,0.36,4,7,0,0,2,0,,--,,--,--
55,Rip Riopelle,1948-49,MTL,L,48,10,6,16,,34,0.33,2,4,0,0,2,0,,--,,--,--
