,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Bobby Hull,1959-60,CHI,L,70,39,42,81,27,68,1.16,6,12,0,0,8,0,319,12.2,,--,--
2,Bronco Horvath,1959-60,BOS,C,68,39,41,80,-12,60,1.18,20,30,0,0,5,0,238,16.4,,--,--
3,Jean Beliveau,1959-60,MTL,C,60,34,40,74,20,57,1.23,12,28,0,0,10,0,285,11.9,,--,--
4,Andy Bathgate,1959-60,NYR,R,70,26,48,74,4,28,1.06,3,14,0,0,1,0,275,9.4,,--,--
5,Henri Richard,1959-60,MTL,C,70,30,43,73,21,66,1.04,6,16,0,0,3,0,223,13.5,,--,--
6,Gordie Howe,1959-60,DET,R,70,28,45,73,16,46,1.04,5,22,2,3,5,0,354,7.9,,--,--
7,Bernie Geoffrion,1959-60,MTL,R,59,30,41,71,8,36,1.20,6,27,1,1,5,0,267,11.2,,--,--
8,Don McKenney,1959-60,BOS,C,70,20,49,69,-18,28,0.99,2,19,0,0,1,0,182,11.0,,--,--
9,Vic Stasiuk,1959-60,BOS,L,69,29,39,68,-4,121,0.99,7,20,0,0,7,0,162,17.9,,--,--
10,Dean Prentice,1959-60,NYR,L,70,32,34,66,-1,43,0.94,4,10,0,0,1,0,251,12.7,,--,--
11,Dickie Moore,1959-60,MTL,L,62,22,42,64,27,54,1.03,10,24,0,0,2,0,176,12.5,,--,--
12,Norm Ullman,1959-60,DET,C,70,24,34,58,-19,46,0.83,3,10,1,1,2,0,226,10.6,,--,--
13,Bill Hay,1959-60,CHI,C,70,18,37,55,17,29,0.79,4,7,0,0,2,0,149,12.1,,--,--
14,Bob Pulford,1959-60,TOR,L,70,24,28,52,7,81,0.74,1,2,6,8,2,0,231,10.4,,--,--
15,Johnny Bucyk,1959-60,BOS,L,56,16,36,52,-14,26,0.93,5,18,0,0,1,0,149,10.7,,--,--
16,George Armstrong,1959-60,TOR,R,70,23,28,51,-4,62,0.73,3,9,1,1,2,0,183,12.6,,--,--
17,Gary Aldcorn,1959-60,DET,L,70,22,29,51,20,32,0.73,1,3,0,1,3,0,161,13.7,,--,--
18,Marcel Bonin,1959-60,MTL,L,59,17,34,51,28,59,0.86,5,12,0,0,3,0,136,12.5,,--,--
19,Alex Delvecchio,1959-60,DET,C,70,19,28,47,-26,8,0.67,5,10,1,2,3,0,261,7.3,,--,--
20,Andy Hebenton,1959-60,NYR,R,70,19,27,46,-27,4,0.66,8,16,0,1,1,0,172,11.0,,--,--
21,Claude Provost,1959-60,MTL,R,70,17,29,46,7,42,0.66,0,1,2,3,2,0,218,7.8,,--,--
22,Doug Mohns,1959-60,BOS,L,65,20,25,45,-6,64,0.69,4,10,0,0,5,0,136,14.7,,--,--
23,Jerry Toppazzini,1959-60,BOS,R,69,12,33,45,-24,26,0.65,1,13,1,1,0,0,146,8.2,,--,--
24,Pierre Pilote,1959-60,CHI,D,70,7,38,45,20,100,0.64,5,16,0,0,1,0,89,7.9,,--,--
25,Leo Labine,1959-60,BOS,R,63,16,28,44,-6,58,0.70,1,6,0,0,4,0,188,8.5,,--,--
26,Phil Goyette,1959-60,MTL,C,65,21,22,43,10,4,0.66,1,2,0,0,5,0,128,16.4,,--,--
27,Dick Duff,1959-60,TOR,L,67,19,22,41,5,53,0.61,4,6,0,0,2,0,180,10.5,,--,--
28,Tod Sloan,1959-60,CHI,C,69,20,20,40,-1,52,0.58,5,9,0,0,4,0,185,10.8,,--,--
29,Murray Oliver,1959-60,DET,C,54,20,19,39,9,16,0.72,4,10,0,0,3,0,156,12.8,,--,--
30,Frank Mahovlich,1959-60,TOR,L,70,18,21,39,-2,61,0.56,3,10,0,0,2,0,200,9.0,,--,--
31,Donnie Marshall,1959-60,MTL,L,70,16,22,38,19,4,0.54,1,5,1,2,2,0,125,12.8,,--,--
