,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Jaromir Jagr,1994-95,PIT,R,48,32,38,70,23,37,1.46,8,22,3,3,7,0,192,16.7,,--,--
2,Eric Lindros,1994-95,PHI,C,46,29,41,70,27,60,1.52,7,24,0,0,4,1,144,20.1,,--,--
3,Alexei Zhamnov,1994-95,WIN,C,48,30,35,65,5,20,1.35,9,25,0,0,4,0,155,19.4,,--,--
4,Joe Sakic,1994-95,QUE,C,47,19,43,62,7,30,1.32,3,22,2,3,5,0,157,12.1,,--,--
5,Ron Francis,1994-95,PIT,C,44,11,48,59,30,18,1.34,3,21,0,1,1,0,94,11.7,,--,--
6,Theo Fleury,1994-95,CGY,R,47,29,29,58,6,112,1.23,9,20,2,3,5,1,173,16.8,,--,--
7,Paul Coffey,1994-95,DET,D,45,14,44,58,18,72,1.29,4,31,1,1,2,0,181,7.7,,--,--
8,Mikael Renberg,1994-95,PHI,R,47,26,31,57,20,20,1.21,8,12,0,0,4,0,143,18.2,,--,--
9,John LeClair,1994-95,"MTL, PHI",L,46,26,28,54,20,30,1.17,6,17,0,0,7,1,131,19.8,,--,--
10,Mark Messier,1994-95,NYR,C,46,14,39,53,8,40,1.15,3,20,3,3,2,0,126,11.1,,--,--
11,Adam Oates,1994-95,BOS,C,48,12,41,53,-11,8,1.10,4,23,1,1,2,1,109,11.0,,--,--
12,Bernie Nicholls,1994-95,CHI,C,48,22,29,51,4,32,1.06,11,28,2,2,5,0,114,19.3,,--,--
13,Keith Tkachuk,1994-95,WIN,L,48,22,29,51,-4,152,1.06,7,17,2,5,2,0,129,17.1,,--,--
14,Brett Hull,1994-95,STL,R,48,29,21,50,13,10,1.04,9,16,3,6,6,1,200,14.5,,--,--
15,Joe Nieuwendyk,1994-95,CGY,C,46,21,29,50,11,33,1.09,3,15,0,0,4,0,122,17.2,,--,--
16,Sergei Fedorov,1994-95,DET,C,42,20,30,50,6,24,1.19,7,16,3,3,5,0,147,13.6,,--,--
17,Peter Forsberg,1994-95,QUE,C,47,15,35,50,17,16,1.06,3,15,0,1,3,0,86,17.4,,--,--
18,Owen Nolan,1994-95,QUE,R,46,30,19,49,21,46,1.07,13,17,2,2,8,1,137,21.9,,--,--
19,Teemu Selanne,1994-95,WIN,R,45,22,26,48,1,2,1.07,8,18,2,2,1,0,167,13.2,,--,--
20,Mark Recchi,1994-95,"PHI, MTL",R,49,16,32,48,-9,28,0.98,9,16,0,0,3,0,121,13.2,,--,--
21,Wayne Gretzky,1994-95,LAK,C,48,11,37,48,-20,6,1.00,3,22,0,3,1,0,142,7.7,,--,--
22,Pierre Turgeon,1994-95,"NYI, MTL",C,49,24,23,47,0,14,0.96,5,17,2,2,4,0,160,15.0,,--,--
23,Mats Sundin,1994-95,TOR,C,47,23,24,47,-5,14,1.00,9,19,0,0,4,0,173,13.3,,--,--
24,Alexander Mogilny,1994-95,BUF,R,44,19,28,47,0,36,1.07,12,26,0,1,2,0,148,12.8,,--,--
25,Alexei Yashin,1994-95,OTT,C,47,21,23,44,-20,20,0.94,11,21,0,0,1,0,154,13.6,,--,--
26,Tomas Sandstrom,1994-95,PIT,R,47,21,23,44,1,42,0.94,4,9,1,3,3,0,116,18.1,,--,--
27,Peter Bondra,1994-95,WSH,R,47,34,9,43,9,24,0.91,12,18,6,6,3,0,177,19.2,,--,--
28,Ray Ferraro,1994-95,NYI,C,47,22,21,43,1,30,0.91,2,7,0,0,1,1,94,23.4,,--,--
29,Pavel Bure,1994-95,VAN,R,44,20,23,43,-8,47,0.98,6,13,2,6,2,0,198,10.1,,--,--
30,Dino Ciccarelli,1994-95,DET,R,42,16,27,43,12,39,1.02,6,17,0,0,3,0,106,15.1,,--,--
31,Ray Bourque,1994-95,BOS,D,46,12,31,43,3,20,0.93,9,29,0,0,2,0,210,5.7,,--,--
32,Phil Housley,1994-95,CGY,D,43,8,35,43,17,18,1.00,3,20,0,0,0,0,135,5.9,,--,--
33,Joe Juneau,1994-95,WSH,C,44,5,38,43,-1,8,0.98,3,25,0,1,0,0,70,7.1,,--,--
34,Luc Robitaille,1994-95,PIT,L,46,23,19,42,10,37,0.91,5,8,0,0,3,0,109,21.1,,--,--
35,Keith Primeau,1994-95,DET,C,45,15,27,42,17,99,0.93,1,9,0,1,3,0,96,15.6,,--,--
36,Dave Gagner,1994-95,DAL,C,48,14,28,42,2,42,0.88,7,19,0,1,2,0,138,10.1,,--,--
37,Cam Neely,1994-95,BOS,R,42,27,14,41,7,72,0.98,16,19,0,0,5,0,178,15.2,,--,--
38,Joe Murphy,1994-95,CHI,R,40,23,18,41,7,89,1.02,7,15,0,1,3,0,120,19.2,,--,--
39,Brendan Shanahan,1994-95,STL,L,45,20,21,41,7,136,0.91,6,11,2,3,6,0,153,13.1,,--,--
40,Brian Leetch,1994-95,NYR,D,48,9,32,41,0,18,0.85,3,21,0,1,2,0,182,4.9,,--,--
41,Ray Sheppard,1994-95,DET,R,43,30,10,40,11,17,0.93,11,13,0,0,5,0,125,24.0,,--,--
42,Trevor Linden,1994-95,VAN,C,48,18,22,40,-5,40,0.83,9,23,0,0,1,0,129,14.0,,--,--
43,Brian Bradley,1994-95,TBL,C,46,13,27,40,-6,42,0.87,3,10,0,0,2,1,111,11.7,,--,--
44,Vincent Damphousse,1994-95,MTL,C,48,10,30,40,15,42,0.83,4,14,0,0,4,0,123,8.1,,--,--
45,Doug Weight,1994-95,EDM,C,48,7,33,40,-17,69,0.83,1,21,0,0,1,0,104,6.7,,--,--
46,Stephane Richer,1994-95,NJD,R,45,23,16,39,8,10,0.87,1,3,2,2,5,1,133,17.3,,--,--
47,Scott Young,1994-95,QUE,R,48,18,21,39,9,14,0.81,3,12,3,3,0,0,167,10.8,,--,--
48,Paul Kariya,1994-95,ANA,L,47,18,21,39,-17,4,0.83,7,15,1,1,3,0,134,13.4,,--,--
49,Rod Brind'Amour,1994-95,PHI,C,48,12,27,39,-4,33,0.81,4,16,1,2,2,1,86,14.0,,--,--
50,Dave Andreychuk,1994-95,TOR,L,48,22,16,38,-7,34,0.79,8,14,0,0,2,0,168,13.1,,--,--
51,Larry Murphy,1994-95,PIT,D,48,13,25,38,12,18,0.79,4,11,0,3,3,1,124,10.5,,--,--
52,Steve Yzerman,1994-95,DET,C,47,12,26,38,6,40,0.81,4,19,0,0,1,0,134,8.9,,--,--
53,Steve Duchesne,1994-95,STL,D,47,12,26,38,29,36,0.81,1,13,0,1,1,0,116,10.3,,--,--
54,Chris Chelios,1994-95,CHI,D,48,5,33,38,17,72,0.79,3,23,1,2,0,0,166,3.0,,--,--
55,Donald Audette,1994-95,BUF,R,46,24,13,37,-3,27,0.80,13,23,0,0,7,0,124,19.4,,--,--
56,Alexandre Daigle,1994-95,OTT,R,47,16,21,37,-22,14,0.79,4,14,1,1,2,0,105,15.2,,--,--
57,Joe Mullen,1994-95,PIT,R,45,16,21,37,15,6,0.82,5,9,2,3,3,0,78,20.5,,--,--
58,Jason Arnott,1994-95,EDM,C,42,15,22,37,-14,128,0.88,7,18,0,1,1,0,156,9.6,,--,--
