,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Sweeney Schriner,1935-36,NYA,L,48,19,26,45,,8,0.94,4,12,0,0,3,3,,--,,--,--
2,Marty Barry,1935-36,DET,C,48,21,19,40,,16,0.83,6,10,0,0,2,0,,--,,--,--
3,Paul Thompson,1935-36,CHI,L,45,17,23,40,,19,0.89,8,16,0,0,7,0,,--,,--,--
4,Charlie Conacher,1935-36,TOR,R,44,23,15,38,,74,0.86,4,9,0,0,6,1,,--,,--,--
5,Bill Thoms,1935-36,TOR,C,48,23,15,38,,29,0.79,2,3,0,1,3,1,,--,,--,--
6,Hooley Smith,1935-36,MMR,C,47,19,19,38,,75,0.81,3,6,0,0,5,0,,--,,--,--
7,Doc Romnes,1935-36,CHI,L,48,13,25,38,,6,0.79,1,11,0,0,2,0,,--,,--,--
8,Art Chapman,1935-36,NYA,C,48,10,28,38,,14,0.79,1,10,0,0,1,0,,--,,--,--
9,Herbie Lewis,1935-36,DET,L,45,14,23,37,,25,0.82,4,10,0,0,4,1,,--,,--,--
10,Baldy Northcott,1935-36,MMR,D,48,15,21,36,,41,0.75,1,6,1,1,2,0,,--,,--,--
11,Mush March,1935-36,CHI,R,48,16,19,35,,42,0.73,2,12,0,0,2,0,,--,,--,--
12,Larry Aurie,1935-36,DET,R,44,16,18,34,,17,0.77,4,11,0,0,3,0,,--,,--,--
13,Cecil Dillon,1935-36,NYR,R,48,18,14,32,,12,0.67,5,7,0,0,3,1,,--,,--,--
14,Red Beattie,1935-36,BOS,L,48,14,18,32,,27,0.67,0,2,0,0,2,0,,--,,--,--
15,Jimmy Ward,1935-36,MMR,R,48,12,19,31,,30,0.65,2,3,1,4,4,1,,--,,--,--
16,Syd Howe,1935-36,DET,C,48,16,14,30,,26,0.63,2,4,0,0,2,0,,--,,--,--
17,Nels Stewart,1935-36,NYA,C,48,14,15,29,,16,0.60,2,7,0,0,1,2,,--,,--,--
