,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Sidney Crosby,2006-07,PIT,C,79,36,84,120,10,60,1.52,13,61,0,0,4,0,250,14.4,20:46,24.4,49.8
2,Joe Thornton,2006-07,SJS,C,82,22,92,114,24,44,1.39,10,54,0,0,5,0,213,10.3,20:19,23.4,51.1
3,Vincent Lecavalier,2006-07,TBL,C,82,52,56,108,2,44,1.32,16,36,5,9,7,1,339,15.3,22:36,25.7,46.6
4,Dany Heatley,2006-07,OTT,L,82,50,55,105,31,74,1.28,17,39,3,4,10,0,310,16.1,21:02,23.9,38.3
5,Martin St. Louis,2006-07,TBL,R,82,43,59,102,7,28,1.24,14,30,5,11,7,2,273,15.8,24:09,26.6,35.0
6,Marian Hossa,2006-07,ATL,R,82,43,57,100,18,49,1.22,17,44,3,4,5,0,340,12.6,21:41,26.8,22.2
7,Joe Sakic,2006-07,COL,C,82,36,64,100,2,46,1.22,16,43,0,0,4,1,258,14.0,20:11,25.8,53.1
8,Jaromir Jagr,2006-07,NYR,R,82,30,66,96,26,78,1.17,7,41,0,0,5,1,324,9.3,21:46,23.9,16.7
9,Marc Savard,2006-07,BOS,C,82,22,74,96,-19,96,1.17,10,49,1,1,3,0,221,10.0,20:13,23.8,50.1
10,Daniel Briere,2006-07,BUF,C,81,32,63,95,17,89,1.17,9,30,0,0,6,3,234,13.7,19:19,22.5,49.6
11,Teemu Selanne,2006-07,ANA,R,82,48,46,94,26,82,1.15,25,48,0,0,10,2,257,18.7,17:42,22.3,50.7
12,Jarome Iginla,2006-07,CGY,R,70,39,55,94,12,40,1.34,13,33,1,1,7,0,264,14.8,22:04,25.6,52.9
13,Alex Ovechkin,2006-07,WSH,L,82,46,46,92,-19,52,1.12,16,37,0,0,8,1,392,11.7,21:23,24.2,47.0
14,Olli Jokinen,2006-07,FLA,C,82,39,52,91,18,78,1.11,9,28,1,1,8,1,351,11.1,20:32,25.8,44.3
15,Jason Spezza,2006-07,OTT,C,67,34,53,87,19,45,1.30,13,33,1,2,5,0,162,21.0,19:17,22.3,53.0
16,Daniel Alfredsson,2006-07,OTT,R,77,29,58,87,42,42,1.13,7,25,2,4,7,0,240,12.1,21:35,25.6,34.9
17,Pavel Datsyuk,2006-07,DET,C,79,27,60,87,36,20,1.10,5,29,2,3,5,1,207,13.0,19:57,25.0,56.2
18,Evgeni Malkin,2006-07,PIT,C,78,33,52,85,2,80,1.09,16,40,0,0,6,1,242,13.6,19:10,22.4,43.3
19,Thomas Vanek,2006-07,BUF,L,82,43,41,84,47,40,1.02,15,22,0,0,5,1,237,18.1,16:47,19.4,28.2
20,Daniel Sedin,2006-07,VAN,L,81,36,48,84,19,36,1.04,16,34,0,0,8,4,236,15.3,18:04,22.6,22.7
21,Ray Whitney,2006-07,CAR,L,81,32,51,83,-5,46,1.02,6,30,0,0,6,1,215,14.9,18:42,22.5,28.6
22,Andrew Brunette,2006-07,COL,L,82,27,56,83,-8,36,1.01,9,36,0,0,2,0,173,15.6,17:31,23.7,62.5
23,Michael Nylander,2006-07,NYR,C,79,26,57,83,12,42,1.05,14,37,0,0,4,1,193,13.5,20:23,22.5,47.5
24,Rod Brind'Amour,2006-07,CAR,C,78,26,56,82,7,46,1.05,9,30,2,5,5,1,181,14.4,23:19,27.7,59.3
25,Alex Tanguay,2006-07,CGY,L,81,22,59,81,12,44,1.00,5,21,0,0,0,0,107,20.6,17:40,21.8,25.0
26,Henrik Sedin,2006-07,VAN,C,82,10,71,81,19,66,0.99,1,35,0,0,2,1,134,7.5,18:26,23.1,52.5
27,Michael Cammalleri,2006-07,LAK,L,81,34,46,80,5,48,0.99,16,37,0,0,5,1,299,11.4,18:03,24.2,54.1
28,Vyacheslav Kozlov,2006-07,ATL,L,81,28,52,80,9,36,0.99,8,37,0,2,8,2,190,14.7,20:29,25.1,46.9
29,Patrick Marleau,2006-07,SJS,C,77,32,46,78,9,33,1.01,14,37,0,0,9,0,180,17.8,18:34,21.3,50.5
30,Paul Stastny,2006-07,COL,C,82,28,50,78,4,42,0.95,11,31,0,1,6,0,185,15.1,18:10,25.5,48.4
31,Andy McDonald,2006-07,ANA,L,82,27,51,78,16,46,0.95,8,33,0,0,3,1,252,10.7,17:35,22.1,55.4
32,Kristian Huselius,2006-07,CGY,L,81,34,43,77,21,26,0.95,14,34,2,4,6,0,173,19.7,17:23,20.7,28.6
33,Daymond Langkow,2006-07,CGY,C,81,33,44,77,23,44,0.95,10,27,1,3,6,0,247,13.4,20:07,25.2,45.9
34,Ilya Kovalchuk,2006-07,ATL,L,82,42,34,76,-2,66,0.93,18,32,0,0,7,2,336,12.5,21:32,22.8,39.4
35,Mats Sundin,2006-07,TOR,C,75,27,49,76,-2,62,1.01,6,34,1,1,3,1,321,8.4,20:28,27.4,55.2
36,Paul Kariya,2006-07,NSH,L,82,24,52,76,6,36,0.93,5,25,0,0,2,0,224,10.7,20:23,24.5,0.0
37,Saku Koivu,2006-07,MTL,C,81,22,53,75,-21,74,0.93,11,43,1,3,4,0,154,14.3,18:07,22.2,54.9
38,Alexander Semin,2006-07,WSH,R,77,38,35,73,-7,90,0.95,17,38,0,0,6,1,243,15.6,18:24,21.1,27.3
39,Alex Frolov,2006-07,LAK,L,82,35,36,71,-8,34,0.87,10,28,1,3,6,1,195,17.9,19:56,25.2,36.8
40,Milan Hejduk,2006-07,COL,R,80,35,35,70,10,44,0.88,12,24,1,1,6,1,257,13.6,17:53,24.7,45.0
