,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Wayne Gretzky,1984-85,EDM,C,80,73,135,208,100,52,2.60,8,44,11,18,7,0,354,20.6,,--,--
2,Jari Kurri,1984-85,EDM,R,73,71,64,135,78,30,1.85,14,28,3,6,13,0,267,26.6,,--,--
3,Dale Hawerchuk,1984-85,WIN,C,80,53,77,130,20,74,1.63,17,43,3,4,4,1,280,18.9,,--,--
4,Marcel Dionne,1984-85,LAK,C,80,46,80,126,11,46,1.57,16,52,1,4,2,1,316,14.5,,--,--
5,Paul Coffey,1984-85,EDM,D,80,37,84,121,57,97,1.51,12,39,2,6,6,0,285,13.0,,--,--
6,Mike Bossy,1984-85,NYI,R,76,58,59,117,37,38,1.54,14,28,4,4,7,1,285,20.3,,--,--
7,John Ogrodnick,1984-85,DET,L,79,55,50,105,-5,30,1.33,15,32,1,4,6,0,301,18.3,,--,--
8,Denis Savard,1984-85,CHI,C,79,38,67,105,16,56,1.33,7,38,0,0,1,0,265,14.3,,--,--
9,Bernie Federko,1984-85,STL,C,76,30,73,103,-10,27,1.36,6,38,0,0,3,0,175,17.1,,--,--
10,Mike Gartner,1984-85,WSH,R,80,50,52,102,16,71,1.27,17,36,0,0,11,1,331,15.1,,--,--
11,Brent Sutter,1984-85,NYI,C,72,42,60,102,42,51,1.42,12,26,0,1,4,0,195,21.5,,--,--
12,Paul MacLean,1984-85,WIN,R,79,41,60,101,3,119,1.28,14,30,0,0,6,2,185,22.2,,--,--
13,Bernie Nicholls,1984-85,LAK,C,80,46,54,100,-5,76,1.25,15,34,0,0,6,1,329,14.0,,--,--
14,Mario Lemieux,1984-85,PIT,C,73,43,57,100,-33,54,1.37,11,33,0,0,2,1,209,20.6,,--,--
15,John Tonelli,1984-85,NYI,L,80,42,58,100,49,95,1.25,8,24,1,3,3,0,197,21.3,,--,--
16,Peter Stastny,1984-85,QUE,C,75,32,68,100,21,95,1.33,7,29,1,1,9,0,208,15.4,,--,--
17,Kent Nilsson,1984-85,CGY,C,77,37,62,99,-4,14,1.29,9,39,3,7,3,0,201,18.4,,--,--
18,Tim Kerr,1984-85,PHI,R,74,54,44,98,31,57,1.32,21,36,0,0,8,0,278,19.4,,--,--
19,Brian Propp,1984-85,PHI,L,76,43,54,97,44,38,1.28,12,25,7,10,4,0,266,16.2,,--,--
20,Michel Goulet,1984-85,QUE,L,69,55,40,95,10,55,1.38,17,28,0,0,5,1,260,21.1,,--,--
21,Bobby Carpenter,1984-85,WSH,C,80,53,42,95,20,87,1.19,12,28,0,0,7,0,260,20.4,,--,--
22,Dave Taylor,1984-85,LAK,R,79,41,51,92,17,132,1.16,11,34,2,2,6,1,172,23.8,,--,--
23,Joe Mullen,1984-85,STL,R,79,40,52,92,7,6,1.16,13,29,0,0,4,1,253,15.8,,--,--
24,Ron Duguay,1984-85,DET,C,80,38,51,89,-21,51,1.11,10,21,3,4,4,0,201,18.9,,--,--
25,Steve Yzerman,1984-85,DET,C,80,30,59,89,-17,58,1.11,9,33,0,0,3,0,231,13.0,,--,--
26,Mike Krushelnyski,1984-85,EDM,C,80,43,45,88,60,60,1.10,12,20,0,1,4,0,191,22.5,,--,--
27,Steve Larmer,1984-85,CHI,R,80,46,40,86,17,16,1.07,14,23,0,0,6,0,209,22.0,,--,--
28,Ray Bourque,1984-85,BOS,D,73,20,66,86,30,53,1.18,10,35,1,4,1,0,333,6.0,,--,--
29,Brian MacLellan,1984-85,LAK,L,80,31,54,85,2,53,1.06,14,34,0,0,3,0,171,18.1,,--,--
30,Thomas Steen,1984-85,WIN,C,79,30,54,84,-1,80,1.06,7,21,2,4,5,0,239,12.6,,--,--
31,Gilbert Perreault,1984-85,BUF,C,78,30,53,83,8,42,1.06,10,31,1,2,1,0,172,17.4,,--,--
32,Jim Fox,1984-85,LAK,R,79,30,53,83,1,10,1.05,6,15,0,0,2,0,173,17.3,,--,--
33,Glenn Anderson,1984-85,EDM,R,80,42,39,81,26,69,1.01,12,24,1,3,6,0,258,16.3,,--,--
34,Ron Francis,1984-85,HFD,C,80,24,57,81,-24,64,1.01,4,31,0,0,1,0,199,12.1,,--,--
35,Anton Stastny,1984-85,QUE,L,79,38,42,80,16,30,1.01,9,20,0,0,3,0,176,21.6,,--,--
36,Mats Naslund,1984-85,MTL,L,80,42,37,79,19,14,0.99,9,22,2,2,8,1,179,23.5,,--,--
37,Laurie Boschman,1984-85,WIN,C,80,32,44,76,-5,180,0.95,5,15,2,4,4,0,167,19.2,,--,--
38,Rick Middleton,1984-85,BOS,R,80,30,46,76,3,6,0.95,12,24,3,6,3,0,168,17.8,,--,--
39,Doug Wilson,1984-85,CHI,D,78,22,54,76,24,44,0.97,7,35,0,1,1,1,237,9.3,,--,--
40,Brian Sutter,1984-85,STL,L,77,37,37,74,10,121,0.96,14,27,0,0,7,1,182,20.3,,--,--
41,Dave Poulin,1984-85,PHI,C,73,30,44,74,45,59,1.01,1,5,4,12,5,1,182,16.5,,--,--
42,Ken Linseman,1984-85,BOS,C,74,25,49,74,22,126,1.00,5,23,1,1,5,2,162,15.4,,--,--
43,Ilkka Sinisalo,1984-85,PHI,R,70,36,37,73,31,16,1.04,8,24,1,3,9,0,170,21.2,,--,--
44,Tom Fergus,1984-85,BOS,C,79,30,43,73,16,75,0.92,4,19,0,0,2,0,188,16.0,,--,--
45,Reijo Ruotsalainen,1984-85,NYR,D,80,28,45,73,-22,32,0.91,10,30,0,1,2,1,256,10.9,,--,--
46,Warren Young,1984-85,PIT,C,80,40,32,72,-18,174,0.90,9,17,0,0,3,0,131,30.5,,--,--
47,Hakan Loob,1984-85,CGY,R,78,37,35,72,14,14,0.92,8,19,1,2,5,0,224,16.5,,--,--
48,Carey Wilson,1984-85,CGY,C,74,24,48,72,25,27,0.97,4,9,0,0,3,0,128,18.8,,--,--
49,Dale Hunter,1984-85,QUE,C,80,20,52,72,25,209,0.90,3,10,3,5,3,1,118,16.9,,--,--
50,Brian Mullen,1984-85,WIN,R,69,32,39,71,15,32,1.03,8,20,0,0,3,0,189,16.9,,--,--
51,Keith Crowder,1984-85,BOS,R,79,32,38,70,31,152,0.89,14,22,0,0,1,0,173,18.5,,--,--
52,Dave Christian,1984-85,WSH,R,80,26,43,69,21,14,0.86,5,16,0,1,2,1,152,17.1,,--,--
53,Paul Reinhart,1984-85,CGY,D,75,23,46,69,1,18,0.92,12,36,2,4,5,1,173,13.3,,--,--
54,Phil Housley,1984-85,BUF,D,73,16,53,69,15,28,0.95,3,29,0,1,5,0,189,8.5,,--,--
55,Rick Vaive,1984-85,TOR,R,72,35,33,68,-29,112,0.94,13,21,0,0,2,1,259,13.5,,--,--
56,Eddy Beers,1984-85,CGY,L,74,28,40,68,6,94,0.92,13,22,0,0,0,0,171,16.4,,--,--
57,Patrik Sundstrom,1984-85,VAN,C,71,25,43,68,-17,46,0.96,5,20,0,0,2,0,186,13.4,,--,--
58,Denis Potvin,1984-85,NYI,D,77,17,51,68,32,96,0.88,6,27,0,1,1,0,199,8.5,,--,--
59,Doug Shedden,1984-85,PIT,C,80,35,32,67,-51,30,0.84,12,25,0,0,3,0,203,17.2,,--,--
60,Mario Tremblay,1984-85,MTL,R,75,31,35,66,21,120,0.88,14,17,0,0,6,0,193,16.1,,--,--
61,Doug Smail,1984-85,WIN,L,80,31,35,66,10,45,0.82,0,3,3,4,5,0,154,20.1,,--,--
62,Troy Murray,1984-85,CHI,C,80,26,40,66,18,82,0.82,6,9,4,5,6,0,159,16.4,,--,--
63,Al MacInnis,1984-85,CGY,D,67,14,52,66,7,75,0.98,8,41,0,0,0,0,259,5.4,,--,--
64,Scott Stevens,1984-85,WSH,D,80,21,44,65,19,221,0.81,16,32,0,0,5,0,170,12.3,,--,--
