,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Mario Lemieux,1995-96,PIT,C,70,69,92,161,10,54,2.30,31,79,8,9,8,2,338,20.4,,--,--
2,Jaromir Jagr,1995-96,PIT,R,82,62,87,149,31,96,1.82,20,51,1,3,12,1,403,15.4,,--,--
3,Joe Sakic,1995-96,COL,C,82,51,69,120,14,44,1.46,17,50,6,8,7,0,339,15.0,,--,--
4,Ron Francis,1995-96,PIT,C,77,27,92,119,25,56,1.55,12,54,1,2,4,0,158,17.1,,--,--
5,Peter Forsberg,1995-96,COL,C,82,30,86,116,26,47,1.41,7,39,3,7,3,0,217,13.8,,--,--
6,Eric Lindros,1995-96,PHI,C,73,47,68,115,26,163,1.58,15,39,0,1,4,0,294,16.0,,--,--
7,Paul Kariya,1995-96,ANA,L,82,50,58,108,9,20,1.32,20,41,3,6,9,3,349,14.3,,--,--
8,Teemu Selanne,1995-96,"WIN, ANA",R,79,40,68,108,5,22,1.37,9,48,1,1,5,0,267,15.0,,--,--
9,Alexander Mogilny,1995-96,VAN,R,79,55,52,107,14,16,1.35,10,29,5,7,6,0,292,18.8,,--,--
10,Sergei Fedorov,1995-96,DET,C,78,39,68,107,49,48,1.37,11,37,3,5,11,1,306,12.7,,--,--
11,Doug Weight,1995-96,EDM,C,82,25,79,104,-19,95,1.27,9,46,0,0,2,1,204,12.3,,--,--
12,Wayne Gretzky,1995-96,"LAK, STL",C,80,23,79,102,-13,34,1.27,6,47,1,1,3,0,195,11.8,,--,--
13,Mark Messier,1995-96,NYR,C,74,47,52,99,29,122,1.34,14,37,1,4,5,1,241,19.5,,--,--
14,Petr Nedved,1995-96,PIT,C,80,45,54,99,37,68,1.24,8,20,1,3,5,0,204,22.1,,--,--
15,Keith Tkachuk,1995-96,WIN,L,76,50,48,98,11,156,1.29,20,41,2,3,6,0,249,20.1,,--,--
16,John LeClair,1995-96,PHI,L,82,51,46,97,21,64,1.18,19,37,0,0,10,0,270,18.9,,--,--
17,Theo Fleury,1995-96,CGY,R,80,46,50,96,17,112,1.20,17,34,5,6,4,1,353,13.0,,--,--
18,Pierre Turgeon,1995-96,MTL,C,80,38,58,96,19,44,1.20,17,35,1,2,6,0,297,12.8,,--,--
19,Steve Yzerman,1995-96,DET,C,80,36,59,95,29,64,1.19,16,38,2,7,8,1,220,16.4,,--,--
20,Vincent Damphousse,1995-96,MTL,C,80,38,56,94,5,158,1.18,11,35,4,5,3,0,254,15.0,,--,--
21,Adam Oates,1995-96,BOS,C,70,25,67,92,16,18,1.31,7,31,1,3,2,0,183,13.7,,--,--
22,Pat LaFontaine,1995-96,BUF,C,76,40,51,91,-8,36,1.20,15,39,3,3,7,0,224,17.8,,--,--
23,Ziggy Palffy,1995-96,NYI,R,81,43,44,87,-17,56,1.07,17,39,1,2,6,0,257,16.7,,--,--
24,Rod Brind'Amour,1995-96,PHI,C,82,26,61,87,20,110,1.06,4,26,4,6,5,0,213,12.2,,--,--
25,Valeri Kamensky,1995-96,COL,L,81,38,47,85,14,85,1.05,18,31,1,2,5,1,220,17.3,,--,--
26,Brian Leetch,1995-96,NYR,D,82,15,70,85,12,30,1.04,7,44,0,0,3,0,276,5.4,,--,--
27,Brett Hull,1995-96,STL,R,70,43,40,83,4,30,1.19,16,33,5,6,6,0,327,13.1,,--,--
28,Mats Sundin,1995-96,TOR,C,76,33,50,83,8,46,1.09,7,30,6,6,7,1,301,11.0,,--,--
