,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
42,Jarome Iginla,1999-00,CGY,R,77,29,34,63,0,26,0.82,12,23,0,0,4,0,256,11.3,18:24,21.3,52.9
43,Steve Thomas,1999-00,TOR,R,81,26,37,63,1,68,0.78,9,24,0,0,9,2,151,17.2,16:19,17.6,50.0
44,Jeff O'Neill,1999-00,CAR,C,80,25,38,63,-9,72,0.79,4,19,0,0,7,2,189,13.2,19:20,22.4,49.5
45,Glen Murray,1999-00,LAK,R,78,29,33,62,13,60,0.79,10,18,1,1,2,1,202,14.3,18:30,22.4,80.0
46,Sergei Fedorov,1999-00,DET,C,68,27,35,62,8,22,0.91,4,19,4,5,7,1,263,10.3,20:05,22.8,53.8
47,Cliff Ronning,1999-00,NSH,C,82,26,36,62,-13,34,0.76,7,24,0,0,2,1,248,10.5,18:11,18.5,45.7
48,Andrew Cassels,1999-00,VAN,C,79,17,45,62,8,16,0.78,6,23,0,1,1,0,109,15.6,19:19,23.5,48.3
49,Chris Pronger,1999-00,STL,D,79,14,48,62,52,92,0.78,8,26,0,3,3,0,192,7.3,30:14,27.1,0.0
50,Jeff Friesen,1999-00,SJS,L,82,26,35,61,-2,47,0.74,11,24,3,6,7,2,191,13.6,19:48,21.6,66.7
51,Alexei Zhamnov,1999-00,CHI,C,71,23,37,60,7,61,0.84,5,14,0,4,7,1,175,13.1,22:08,24.9,45.8
52,Radek Bonk,1999-00,OTT,C,80,23,37,60,-2,53,0.75,10,20,0,1,5,0,167,13.8,18:14,24.7,52.0
53,Joe Thornton,1999-00,BOS,C,81,23,37,60,-5,82,0.74,5,13,0,0,3,0,171,13.5,21:18,23.3,49.5
54,Eric Lindros,1999-00,PHI,C,55,27,32,59,11,83,1.07,10,21,1,1,2,0,187,14.4,22:02,23.5,57.8
55,Brett Hull,1999-00,DAL,R,79,24,35,59,-21,43,0.75,11,27,0,0,3,0,223,10.8,18:37,23.2,40.0
56,Daniel Alfredsson,1999-00,OTT,R,57,21,38,59,11,28,1.03,4,13,2,4,0,0,164,12.8,18:45,23.3,66.7
57,Martin Straka,1999-00,PIT,C,71,20,39,59,24,26,0.83,3,15,1,1,2,0,146,13.7,23:58,24.2,42.9
58,Jozef Stumpel,1999-00,LAK,L,57,17,41,58,23,10,1.02,3,17,0,0,7,3,126,13.5,19:16,21.8,50.6
59,Steve Rucchin,1999-00,ANA,C,71,19,38,57,9,16,0.80,10,16,0,0,2,0,131,14.5,22:12,26.1,53.4
60,Rob Blake,1999-00,LAK,D,77,18,39,57,10,112,0.74,12,26,0,1,5,0,327,5.5,28:30,28.0,0.0
61,Marian Hossa,1999-00,OTT,R,78,29,27,56,5,32,0.72,5,16,0,0,4,1,240,12.1,17:12,22.7,57.1
62,Jonas Hoglund,1999-00,TOR,R,82,29,27,56,-2,10,0.68,9,18,1,1,3,0,215,13.5,17:10,19.5,50.0
63,Jason Arnott,1999-00,NJD,C,76,22,34,56,22,51,0.74,7,15,0,0,4,1,244,9.0,17:05,18.1,46.9
64,Bryan Smolinski,1999-00,LAK,C,79,20,36,56,2,48,0.71,2,14,0,1,0,0,160,12.5,18:35,23.3,50.9
65,Vinny Prospal,1999-00,OTT,L,79,22,33,55,-2,40,0.70,5,17,0,1,4,0,204,10.8,16:26,20.6,49.6
66,Eric Desjardins,1999-00,PHI,D,81,14,41,55,20,32,0.68,8,24,0,0,4,1,207,6.8,27:01,27.9,0.0
67,Phil Housley,1999-00,CGY,D,78,11,44,55,-12,24,0.71,5,35,0,0,2,1,176,6.3,23:29,24.4,0.0
68,Ryan Smyth,1999-00,EDM,L,82,28,26,54,-2,58,0.66,11,15,0,1,4,0,238,11.8,19:12,21.4,54.2
69,Michael Nylander,1999-00,"TBL, CHI",C,77,24,30,54,6,30,0.70,5,13,0,0,2,0,122,19.7,15:46,18.7,47.5
70,Sergei Gonchar,1999-00,WSH,D,73,18,36,54,26,52,0.74,5,19,0,0,3,0,181,9.9,21:46,24.2,0.0
71,Mark Messier,1999-00,VAN,C,66,17,37,54,-15,30,0.82,6,19,0,1,4,2,131,13.0,21:12,25.7,56.8
72,Michal Handzus,1999-00,STL,C,81,25,28,53,19,44,0.65,3,7,4,6,5,0,166,15.1,17:43,23.6,51.5
73,Gary Roberts,1999-00,CAR,L,69,23,30,53,-10,62,0.77,12,16,0,0,1,0,150,15.3,18:31,21.6,28.6
74,Marc Savard,1999-00,CGY,C,78,22,31,53,-2,56,0.68,4,13,0,0,3,2,184,11.9,16:36,19.7,49.5
75,Mike Sillinger,1999-00,"TBL, FLA",C,80,23,29,52,-30,102,0.65,8,17,3,5,2,0,146,15.8,19:40,23.8,57.8
76,Ray Bourque,1999-00,"BOS, COL",D,79,18,34,52,-2,26,0.66,13,37,0,0,0,0,260,6.9,27:11,26.0,0.0
77,Sandis Ozolinsh,1999-00,COL,D,82,16,36,52,17,46,0.63,6,23,0,0,1,0,210,7.6,22:41,24.9,0.0
78,Shawn McEachern,1999-00,OTT,L,69,29,22,51,2,24,0.74,10,16,0,0,4,0,219,13.2,17:50,22.9,50.0
79,Shane Doan,1999-00,PHX,R,81,26,25,51,6,66,0.63,1,3,1,1,4,0,221,11.8,16:51,20.2,36.0
80,Curtis Brown,1999-00,BUF,C,74,22,29,51,19,42,0.69,5,9,0,0,4,1,149,14.8,18:11,22.4,48.5
81,Darcy Tucker,1999-00,"TBL, TOR",R,77,21,30,51,-12,163,0.66,1,9,2,3,5,0,138,15.2,18:49,21.1,49.1
82,Alex Tanguay,1999-00,COL,L,76,17,34,51,6,22,0.67,5,10,0,0,3,0,74,23.0,15:38,21.9,45.5
83,Oleg Tverdovsky,1999-00,ANA,D,82,15,36,51,5,30,0.62,5,19,0,1,5,2,153,9.8,22:46,25.6,0.0
84,Peter Forsberg,1999-00,COL,C,49,14,37,51,9,52,1.04,3,15,0,0,2,0,105,13.3,20:55,26.4,46.6
85,Mike York,1999-00,NYR,L,82,26,24,50,-17,18,0.61,8,12,0,0,4,0,177,14.7,15:51,18.7,48.1
86,Todd Bertuzzi,1999-00,VAN,R,80,25,25,50,-2,126,0.63,4,11,0,0,2,1,173,14.4,15:24,20.4,46.6
87,Andrew Brunette,1999-00,ATL,L,81,23,27,50,-32,30,0.62,9,21,0,0,2,0,107,21.5,15:42,18.1,25.0
88,Daymond Langkow,1999-00,PHI,C,82,18,32,50,1,56,0.61,5,18,0,1,7,0,222,8.1,16:57,20.8,45.1
89,Radek Dvorak,1999-00,"FLA, NYR",R,81,18,32,50,5,16,0.62,2,11,1,4,1,0,157,11.5,17:07,20.9,36.0
90,Chris Simon,1999-00,WSH,L,75,29,20,49,11,146,0.65,7,11,0,0,5,1,201,14.4,15:32,16.9,28.6
91,Martin Rucinsky,1999-00,MTL,L,80,25,24,49,1,70,0.61,7,20,1,1,4,1,242,10.3,18:54,23.0,54.8
92,Chris Gratton,1999-00,"TBL, BUF",C,72,15,34,49,-23,136,0.68,4,12,0,0,1,0,202,7.4,19:23,21.9,55.6
93,Robert Svehla,1999-00,FLA,D,82,9,40,49,23,64,0.60,3,21,0,0,1,0,143,6.3,24:33,28.1,0.0
94,Sami Kapanen,1999-00,CAR,R,76,24,24,48,10,12,0.63,7,16,0,0,5,0,229,10.5,19:53,21.6,50.0
95,Pat Verbeek,1999-00,DET,R,68,22,26,48,22,95,0.71,7,13,0,0,5,0,138,15.9,16:04,18.2,0.0
96,Freddy Modin,1999-00,TBL,L,80,22,26,48,-26,18,0.60,3,12,0,0,5,0,167,13.2,15:32,19.0,50.0
97,Simon Gagne,1999-00,PHI,L,80,20,28,48,11,22,0.60,8,21,1,1,4,0,159,12.6,14:59,18.0,42.2
98,Alexander Selivanov,1999-00,EDM,R,67,27,20,47,2,46,0.70,10,15,0,0,5,0,122,22.1,14:28,16.2,0.0
99,Anson Carter,1999-00,BOS,R,59,22,25,47,8,14,0.80,4,13,0,0,1,0,144,15.3,20:31,22.3,48.2
100,Mike Johnson,1999-00,"TOR, TBL",R,80,21,26,47,6,27,0.59,6,11,1,1,3,0,132,15.9,17:11,19.2,57.1
101,Claude Lemieux,1999-00,"COL, NJD",R,83,20,27,47,-3,90,0.57,7,13,0,2,3,0,257,7.8,18:02,20.2,29.4
102,Igor Larionov,1999-00,DET,C,79,9,38,47,13,28,0.59,3,15,0,0,4,0,69,13.0,16:05,18.4,43.6
103,Travis Green,1999-00,PHX,C,78,25,21,46,-4,45,0.59,6,10,0,0,2,0,157,15.9,16:36,20.5,55.6
104,Bill Guerin,1999-00,EDM,R,70,24,22,46,4,123,0.66,11,17,0,0,2,0,188,12.8,18:01,19.9,46.2
105,Bobby Holik,1999-00,NJD,C,79,23,23,46,7,106,0.58,7,13,0,0,4,0,257,8.9,16:53,18.7,55.6
106,Patric Kjellberg,1999-00,NSH,L,82,23,23,46,-11,14,0.56,9,11,0,0,3,0,129,17.8,18:12,19.2,31.8
107,Igor Korolev,1999-00,TOR,C,80,20,26,46,12,22,0.57,5,11,3,5,4,1,101,19.8,17:56,18.9,41.3
108,Greg Adams,1999-00,PHX,L,69,19,27,46,-1,14,0.67,5,12,0,0,0,0,129,14.7,16:58,20.0,45.4
109,Scott Mellanby,1999-00,FLA,R,77,18,28,46,14,126,0.60,6,10,0,0,2,0,134,13.4,14:51,19.4,60.0
110,German Titov,1999-00,"PIT, EDM",C,70,17,29,46,-1,38,0.66,4,11,2,3,3,0,122,13.9,19:39,21.2,37.3
111,Jan Hrdina,1999-00,PIT,C,70,13,33,46,13,43,0.66,3,9,0,1,1,0,84,15.5,18:47,22.4,53.7
112,Stu Barnes,1999-00,BUF,C,82,20,25,45,-3,16,0.55,8,16,2,2,2,1,137,14.6,17:23,20.6,48.4
113,Sergei Samsonov,1999-00,BOS,L,77,19,26,45,-6,4,0.58,6,14,0,0,3,0,145,13.1,16:32,17.8,0.0
114,Yanic Perreault,1999-00,TOR,C,58,18,27,45,3,22,0.78,5,15,0,0,4,0,114,15.8,15:18,16.7,61.8
115,Adam Deadmarsh,1999-00,COL,R,71,18,27,45,-10,106,0.63,5,19,0,1,4,1,153,11.8,20:27,26.3,46.5
116,Dallas Drake,1999-00,PHX,R,79,15,30,45,11,62,0.57,0,1,2,5,5,0,127,11.8,15:48,20.6,25.0
117,Roman Hamrlik,1999-00,EDM,D,80,8,37,45,1,68,0.56,5,26,0,0,0,0,180,4.4,25:18,24.8,0.0
118,Mark Parrish,1999-00,FLA,R,81,26,18,44,1,39,0.54,6,9,0,0,3,0,152,17.1,14:04,17.8,75.0
119,Alexander Mogilny,1999-00,"VAN, NJD",R,59,24,20,44,3,20,0.75,5,8,1,1,1,0,161,14.9,19:04,22.5,11.1
120,Mike Ricci,1999-00,SJS,C,82,20,24,44,14,60,0.54,10,14,0,2,5,1,134,14.9,16:52,20.8,50.7
121,Ray Ferraro,1999-00,ATL,C,81,19,25,44,-33,88,0.54,10,18,0,0,3,0,170,11.2,16:10,18.7,51.2
122,Sean Hill,1999-00,CAR,D,62,13,31,44,3,59,0.71,8,26,0,2,2,0,150,8.7,24:31,26.4,0.0
123,Greg Johnson,1999-00,NSH,C,82,11,33,44,-15,40,0.54,2,5,0,0,1,1,133,8.3,19:13,23.1,50.8
124,Keith Tkachuk,1999-00,PHX,L,50,22,21,43,7,82,0.86,5,8,1,4,1,0,183,12.0,19:21,22.5,50.4
125,Donald Audette,1999-00,"LAK, ATL",R,63,19,24,43,2,57,0.68,1,10,1,1,4,0,162,11.7,16:25,19.7,50.0
126,Steve Konowalchuk,1999-00,WSH,L,82,16,27,43,19,80,0.52,3,6,0,0,1,0,146,10.9,17:36,20.8,49.6
127,Brad Isbister,1999-00,NYI,L,64,22,20,42,-18,100,0.66,9,17,0,0,1,0,135,16.3,16:58,19.8,54.5
128,Jan Hlavac,1999-00,NYR,L,67,19,23,42,3,16,0.63,6,10,0,0,2,0,134,14.2,15:09,16.6,33.3
129,John MacLean,1999-00,NYR,R,77,18,24,42,-2,52,0.55,6,7,2,2,3,0,158,11.4,14:44,18.2,55.0
130,Dainius Zubrus,1999-00,MTL,C,73,14,28,42,-1,54,0.58,3,9,0,0,1,0,139,10.1,17:37,20.8,39.1
131,Kip Miller,1999-00,"PIT, ANA",C,74,10,32,42,0,14,0.57,2,9,0,0,2,0,82,12.2,14:04,17.4,40.3
132,Sergei Zubov,1999-00,DAL,D,77,9,33,42,-2,18,0.55,3,22,1,3,3,1,179,5.0,28:50,27.7,0.0
133,Teppo Numminen,1999-00,PHX,D,79,8,34,42,21,16,0.53,2,13,0,3,2,0,126,6.3,23:37,26.8,0.0
134,Michael Peca,1999-00,BUF,C,73,20,21,41,6,67,0.56,2,7,0,3,3,0,144,13.9,19:57,24.8,48.6
135,Martin Lapointe,1999-00,DET,R,82,16,25,41,17,121,0.50,1,9,1,1,2,1,127,12.6,14:43,18.3,54.4
136,Steve Duchesne,1999-00,DET,D,79,10,31,41,12,42,0.52,1,15,0,0,1,1,154,6.5,21:14,24.0,0.0
137,Adam Graves,1999-00,NYR,L,77,23,17,40,-15,14,0.52,11,18,0,0,4,2,194,11.8,18:46,21.8,49.0
138,Todd Marchant,1999-00,EDM,C,82,17,23,40,7,70,0.49,0,5,1,3,0,0,170,10.0,17:08,21.5,52.9
139,Patrick Marleau,1999-00,SJS,C,81,17,23,40,-9,36,0.49,3,10,0,0,3,1,161,10.5,14:11,16.0,41.9
140,Robert Kron,1999-00,CAR,C,81,13,27,40,-4,8,0.49,2,6,1,1,3,0,134,9.7,15:14,19.3,43.0
141,Michal Grosek,1999-00,"BUF, CHI",L,75,13,27,40,11,47,0.53,3,4,0,0,2,1,114,11.4,15:41,18.7,22.2
142,Paul Coffey,1999-00,CAR,D,69,11,29,40,-6,40,0.58,6,22,0,0,3,0,155,7.1,22:35,24.1,0.0
143,Larry Murphy,1999-00,DET,D,81,10,30,40,4,45,0.49,7,16,0,0,0,0,146,6.8,21:50,23.4,100.0
144,Jyrki Lumme,1999-00,PHX,D,74,8,32,40,9,44,0.54,4,16,0,3,3,2,142,5.6,23:36,26.5,0.0
145,Tomas Kaberle,1999-00,TOR,D,82,7,33,40,3,24,0.49,2,15,0,1,0,0,82,8.5,22:55,23.8,0.0
146,Sergei Berezin,1999-00,TOR,L,61,26,13,39,8,2,0.64,5,8,0,0,4,0,241,10.8,16:52,16.8,45.5
147,Scott Young,1999-00,STL,R,75,24,15,39,12,18,0.52,6,14,1,1,7,0,244,9.8,16:06,19.8,50.0
148,Trevor Letowski,1999-00,PHX,R,82,19,20,39,2,20,0.48,3,4,4,7,3,0,125,15.2,16:03,20.3,47.7
149,Jamie Langenbrunner,1999-00,DAL,R,65,18,21,39,16,68,0.60,4,9,2,2,6,1,153,11.8,17:33,22.8,50.0
150,Lubos Bartecko,1999-00,STL,L,67,16,23,39,24,51,0.58,3,5,0,0,3,0,75,21.3,13:33,17.6,50.0
151,Randy McKay,1999-00,NJD,R,67,16,23,39,8,80,0.58,3,7,0,0,4,0,116,13.8,15:39,17.6,0.0
152,Andrei Kovalenko,1999-00,CAR,R,76,15,24,39,-13,38,0.51,2,8,0,0,3,0,114,13.2,14:59,19.0,75.0
153,Matt Cullen,1999-00,ANA,C,80,13,26,39,5,24,0.49,1,8,0,1,1,0,137,9.5,16:54,21.6,44.6
154,Al MacInnis,1999-00,STL,D,61,11,28,39,20,34,0.64,6,19,0,1,7,1,245,4.5,26:07,25.3,0.0
155,Sergei Zholtok,1999-00,MTL,C,68,26,12,38,2,28,0.56,9,12,0,0,7,0,163,16.0,17:17,19.9,48.9
156,Peter Bondra,1999-00,WSH,R,62,21,17,38,5,30,0.61,5,11,3,3,5,0,187,11.2,18:48,20.4,50.0
157,Ulf Dahlen,1999-00,WSH,R,75,15,23,38,11,8,0.51,5,7,0,0,4,0,106,14.1,12:40,15.0,48.7
158,Derek Morris,1999-00,CGY,D,78,9,29,38,2,80,0.49,3,14,0,0,2,1,193,4.7,24:51,28.5,0.0
159,Scott Niedermayer,1999-00,NJD,D,71,7,31,38,19,48,0.54,1,9,0,0,0,0,109,6.4,24:21,21.7,37.5
160,Stephane Richer,1999-00,"TBL, STL",R,56,15,22,37,9,18,0.66,5,12,0,0,1,0,110,13.6,13:50,17.5,57.1
161,Joe Juneau,1999-00,OTT,C,65,13,24,37,3,22,0.57,2,8,0,0,2,0,126,10.3,18:28,24.6,51.6
162,Niklas Sundstrom,1999-00,SJS,R,79,12,25,37,9,22,0.47,2,8,1,1,2,0,90,13.3,15:10,18.8,50.0
163,Sergei Krivokrasov,1999-00,"NSH, CGY",R,75,10,27,37,-5,44,0.49,3,15,0,0,2,1,159,6.3,13:11,15.8,0.0
164,Vaclav Varada,1999-00,BUF,R,76,10,27,37,12,62,0.49,0,3,0,0,0,0,140,7.1,14:58,19.6,0.0
165,Boris Mironov,1999-00,CHI,D,58,9,28,37,-3,72,0.64,4,15,2,2,1,0,144,6.3,24:53,26.0,100.0
166,Eric Daze,1999-00,CHI,L,59,23,13,36,-16,28,0.61,6,11,0,1,1,0,143,16.1,16:15,21.1,22.2
167,Dave Andreychuk,1999-00,"BOS, COL",L,77,20,16,36,-20,30,0.47,8,16,0,0,3,0,233,8.6,19:22,22.5,52.3
168,Vyacheslav Kozlov,1999-00,DET,L,72,18,18,36,11,28,0.50,4,8,0,0,3,0,165,10.9,15:30,18.3,35.7
169,Brad Stuart,1999-00,SJS,D,82,10,26,36,3,32,0.44,5,14,1,3,3,0,133,7.5,20:24,21.3,0.0
170,Wade Redden,1999-00,OTT,D,81,10,26,36,-1,49,0.44,3,16,0,0,2,0,163,6.1,23:43,29.0,0.0
171,Jaroslav Spacek,1999-00,FLA,D,82,10,26,36,7,53,0.44,4,16,0,0,1,1,111,9.0,22:40,26.8,0.0
172,Richard Zednik,1999-00,WSH,R,69,19,16,35,6,54,0.51,1,2,0,0,2,0,179,10.6,15:34,18.0,100.0
173,Rick Tocchet,1999-00,"PHX, PHI",R,80,15,20,35,-1,90,0.44,4,6,0,0,1,0,130,11.5,15:41,18.6,0.0
174,Nelson Emerson,1999-00,"ATL, LAK",R,63,15,20,35,-23,47,0.56,4,9,0,1,0,0,196,7.6,18:49,23.4,39.5
175,Alexander Korolyuk,1999-00,SJS,L,57,14,21,35,4,35,0.61,3,9,0,0,1,0,124,11.3,13:36,14.8,100.0
176,Tomas Holmstrom,1999-00,DET,L,72,13,22,35,4,43,0.49,4,10,0,0,1,0,71,18.3,12:06,14.6,0.0
177,Andreas Dackell,1999-00,OTT,R,82,10,25,35,5,18,0.43,0,5,0,0,1,0,99,10.1,16:17,22.3,100.0
178,Mikael Renberg,1999-00,"PHI, PHX",R,72,10,25,35,-1,32,0.49,3,10,0,0,1,0,122,8.2,13:44,16.8,33.3
179,Patrice Brisebois,1999-00,MTL,D,54,10,25,35,-1,18,0.65,5,17,0,0,2,0,88,11.4,23:14,26.7,0.0
180,Tom Poti,1999-00,EDM,D,76,9,26,35,8,65,0.46,2,13,1,1,1,1,125,7.2,24:10,24.5,0.0
181,Sylvain Cote,1999-00,"TOR, CHI, DAL",D,76,8,27,35,3,28,0.46,5,18,0,0,2,1,128,6.3,21:23,24.4,100.0
182,Brendan Morrison,1999-00,"NJD, VAN",C,56,7,28,35,12,18,0.63,2,11,0,0,1,1,96,7.3,15:50,18.4,51.3
183,Mike Eastwood,1999-00,STL,C,79,19,15,34,5,32,0.43,1,1,3,5,3,1,83,22.9,15:08,22.1,52.2
184,Maxim Afinogenov,1999-00,BUF,R,65,16,18,34,-4,41,0.52,2,8,0,0,2,0,128,12.5,13:09,15.5,0.0
185,Bates Battaglia,1999-00,CAR,L,77,16,18,34,20,39,0.44,3,4,0,0,3,0,86,18.6,15:12,18.5,26.1
186,Fredrik Olausson,1999-00,ANA,D,70,15,19,34,-13,28,0.49,8,22,0,0,1,0,120,12.5,20:01,23.5,0.0
187,Joe Nieuwendyk,1999-00,DAL,C,48,15,19,34,-1,26,0.71,7,14,0,0,2,0,110,13.6,16:15,21.7,59.1
188,Tim Connolly,1999-00,NYI,C,81,14,20,34,-25,44,0.42,2,6,1,1,1,1,114,12.3,16:18,19.8,36.3
189,Mike Keane,1999-00,DAL,R,81,13,21,34,9,41,0.42,0,0,4,4,3,0,85,15.3,16:10,22.4,50.0
190,Jochen Hecht,1999-00,STL,C,63,13,21,34,20,28,0.54,5,11,0,0,1,0,140,9.3,15:25,19.4,49.3
191,Darryl Sydor,1999-00,DAL,D,74,8,26,34,6,32,0.46,5,16,0,1,1,0,132,6.1,23:09,26.3,0.0
192,Gary Suter,1999-00,SJS,D,76,6,28,34,7,52,0.45,2,22,1,4,0,0,175,3.4,23:30,23.5,0.0
193,Chris Chelios,1999-00,DET,D,81,3,31,34,48,103,0.42,0,4,0,2,0,0,135,2.2,25:16,26.0,0.0
194,Brenden Morrow,1999-00,DAL,L,64,14,19,33,8,81,0.52,3,8,0,0,3,0,113,12.4,15:51,20.6,48.0
195,Stan Drulia,1999-00,TBL,R,68,11,22,33,-18,24,0.49,1,6,2,2,1,0,94,11.7,16:37,22.3,18.2
196,Rob Niedermayer,1999-00,FLA,C,81,10,23,33,-5,46,0.41,1,9,0,0,4,0,135,7.4,19:04,23.5,47.9
197,Kimmo Timonen,1999-00,NSH,D,51,8,25,33,-5,26,0.65,2,16,1,1,2,0,97,8.2,21:06,23.2,0.0
198,Janne Niinimaa,1999-00,EDM,D,81,8,25,33,14,89,0.41,2,14,2,2,0,0,133,6.0,24:28,25.9,0.0
199,Jason Woolley,1999-00,BUF,D,74,8,25,33,14,52,0.45,2,18,0,0,2,1,113,7.1,17:51,20.6,0.0
200,Vitali Yachmenev,1999-00,NSH,R,68,16,16,32,5,12,0.47,1,1,1,1,3,0,120,13.3,15:26,19.3,25.0
201,Dean McAmmond,1999-00,CHI,C,76,14,18,32,11,72,0.42,1,2,0,1,1,0,118,11.9,16:25,21.0,39.7
