,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Gordie Drillon,1937-38,TOR,R,48,26,26,52,,4,1.08,3,9,2,2,1,0,,--,,--,--
2,Syl Apps,1937-38,TOR,C,47,21,29,50,,9,1.06,4,9,0,2,2,1,,--,,--,--
3,Paul Thompson,1937-38,CHI,L,48,22,22,44,,14,0.92,7,14,0,0,3,1,,--,,--,--
4,Georges Mantha,1937-38,MTL,D,47,23,19,42,,12,0.89,5,12,1,1,4,1,,--,,--,--
5,Cecil Dillon,1937-38,NYR,R,48,21,18,39,,6,0.81,3,6,0,0,3,1,,--,,--,--
6,Bill Cowley,1937-38,BOS,C,48,17,22,39,,8,0.81,1,1,0,0,1,0,,--,,--,--
7,Sweeney Schriner,1937-38,NYA,L,48,21,17,38,,22,0.79,3,6,1,1,6,0,,--,,--,--
8,Bill Thoms,1937-38,TOR,C,48,14,24,38,,14,0.79,0,0,0,2,3,0,,--,,--,--
9,Neil Colville,1937-38,NYR,C,45,18,19,37,,11,0.82,0,3,1,1,4,0,,--,,--,--
10,Clint Smith,1937-38,NYR,C,48,14,23,37,,0,0.77,2,5,0,0,3,1,,--,,--,--
11,Nels Stewart,1937-38,NYA,C,48,19,17,36,,29,0.75,3,7,0,0,4,0,,--,,--,--
12,Paul Haynes,1937-38,MTL,C,48,13,22,35,,25,0.73,1,6,0,0,3,0,,--,,--,--
13,Busher Jackson,1937-38,TOR,L,48,17,17,34,,18,0.71,3,8,0,2,1,0,,--,,--,--
14,Alex Shibicky,1937-38,NYR,R,48,16,18,34,,26,0.71,4,5,0,0,1,0,,--,,--,--
15,Lynn Patrick,1937-38,NYR,C,48,15,19,34,,24,0.71,4,7,1,1,1,0,,--,,--,--
16,Bobby Bauer,1937-38,BOS,R,48,20,13,33,,9,0.69,1,1,0,1,4,0,,--,,--,--
17,Toe Blake,1937-38,MTL,L,43,17,16,33,,33,0.77,2,5,0,0,1,0,,--,,--,--
18,Eddie Wiseman,1937-38,NYA,R,48,18,14,32,,32,0.67,3,7,0,0,1,0,,--,,--,--
19,Rod Lorrain,1937-38,MTL,R,48,13,19,32,,14,0.67,3,7,0,0,4,0,,--,,--,--
20,Johnny Gottselig,1937-38,CHI,L,48,13,19,32,,22,0.67,5,12,1,1,3,0,,--,,--,--
21,Doc Romnes,1937-38,CHI,L,44,10,22,32,,4,0.73,3,11,0,0,2,0,,--,,--,--
22,Phil Watson,1937-38,NYR,R,48,7,25,32,,52,0.67,0,2,1,2,1,0,,--,,--,--
23,Herbie Lewis,1937-38,DET,L,42,13,18,31,,12,0.74,1,2,0,0,2,0,,--,,--,--
24,Bob Gracie,1937-38,MMR,C,48,12,19,31,,32,0.65,3,8,0,0,1,0,,--,,--,--
25,Johnny Gagnon,1937-38,MTL,R,47,13,17,30,,9,0.64,4,9,0,0,1,1,,--,,--,--
26,Herb Cain,1937-38,MMR,L,47,11,19,30,,10,0.64,1,6,0,0,2,0,,--,,--,--
27,Charlie Sands,1937-38,BOS,C,46,17,12,29,,12,0.63,0,0,0,0,3,0,,--,,--,--
28,Marty Barry,1937-38,DET,C,48,9,20,29,,34,0.60,2,3,0,0,0,0,,--,,--,--
29,Art Chapman,1937-38,NYA,C,45,2,27,29,,8,0.64,1,7,0,1,0,0,,--,,--,--
30,Mac Colville,1937-38,NYR,R,48,14,14,28,,18,0.58,1,3,0,0,4,1,,--,,--,--
31,Mush March,1937-38,CHI,R,41,11,17,28,,16,0.68,2,7,0,1,0,1,,--,,--,--
32,Milt Schmidt,1937-38,BOS,C,44,13,14,27,,15,0.61,0,0,1,1,1,0,,--,,--,--
33,Woody Dumart,1937-38,BOS,L,48,13,14,27,,6,0.56,1,2,0,0,7,0,,--,,--,--
34,Syd Howe,1937-38,DET,C,48,8,19,27,,14,0.56,0,0,0,0,0,0,,--,,--,--
35,Jimmy Ward,1937-38,MMR,R,48,11,15,26,,34,0.54,2,4,1,1,1,0,,--,,--,--
36,Buzz Boll,1937-38,TOR,L,44,14,11,25,,18,0.57,1,1,2,3,3,0,,--,,--,--
37,Tom Anderson,1937-38,NYA,L,45,4,21,25,,22,0.56,0,0,0,0,0,1,,--,,--,--
38,Carl Liscombe,1937-38,DET,L,41,14,10,24,,30,0.59,1,1,0,0,2,0,,--,,--,--
39,Ray Getliffe,1937-38,BOS,C,36,11,13,24,,16,0.67,1,1,0,0,2,0,,--,,--,--
40,Gus Marker,1937-38,MMR,R,48,9,15,24,,35,0.50,2,4,0,0,0,0,,--,,--,--
41,Red Horner,1937-38,TOR,D,47,4,20,24,,82,0.51,0,0,0,0,1,0,,--,,--,--
42,Lorne Carr,1937-38,NYA,R,48,16,7,23,,12,0.48,0,1,0,0,1,0,,--,,--,--
43,Cooney Weiland,1937-38,BOS,C,48,11,12,23,,16,0.48,1,2,1,1,4,0,,--,,--,--
44,Baldy Northcott,1937-38,MMR,D,46,11,12,23,,50,0.50,1,4,0,0,1,0,,--,,--,--
45,Nick Metz,1937-38,TOR,L,48,15,7,22,,12,0.46,1,2,0,0,0,0,,--,,--,--
46,Jimmy Fowler,1937-38,TOR,D,48,10,12,22,,8,0.46,2,6,0,0,2,0,,--,,--,--
47,Lou Trudel,1937-38,CHI,L,42,6,16,22,,15,0.52,0,3,0,0,1,0,,--,,--,--
48,Alex Motter,1937-38,DET,C,32,5,17,22,,6,0.69,1,1,0,0,2,0,,--,,--,--
49,Bryan Hextall Sr.,1937-38,NYR,R,48,17,4,21,,6,0.44,1,2,1,1,2,1,,--,,--,--
50,Earl Seibert,1937-38,CHI,D,48,8,13,21,,38,0.44,2,4,0,0,2,0,,--,,--,--
51,Gord Pettinger,1937-38,"DET, BOS",C,47,8,13,21,,14,0.45,1,1,0,0,1,1,,--,,--,--
52,John Sorrell,1937-38,"DET, NYA",L,40,11,9,20,,9,0.50,0,1,0,0,2,0,,--,,--,--
53,Hooley Smith,1937-38,NYA,C,47,10,10,20,,23,0.43,1,2,0,0,2,0,,--,,--,--
54,Polly Drouin,1937-38,MTL,L,31,7,13,20,,8,0.65,2,2,0,0,1,0,,--,,--,--
55,Bob Davidson,1937-38,TOR,L,48,3,17,20,,52,0.42,0,2,0,1,1,0,,--,,--,--
56,Russ Blinco,1937-38,MMR,C,47,10,9,19,,4,0.40,5,5,1,1,3,0,,--,,--,--
57,Larry Aurie,1937-38,DET,R,47,10,9,19,,19,0.40,0,1,0,0,0,0,,--,,--,--
58,Cully Dahlstrom,1937-38,CHI,C,48,10,9,19,,11,0.40,2,5,0,0,2,1,,--,,--,--
59,Leroy Goldsworthy,1937-38,BOS,R,46,9,10,19,,14,0.41,0,0,1,1,3,1,,--,,--,--
60,Dave Trottier,1937-38,MMR,L,47,9,10,19,,42,0.40,0,3,1,1,1,1,,--,,--,--
61,Pep Kelly,1937-38,TOR,R,43,9,10,19,,25,0.44,1,2,2,2,3,1,,--,,--,--
62,Babe Siebert,1937-38,MTL,L,37,8,11,19,,56,0.51,2,4,0,0,1,0,,--,,--,--
63,Babe Pratt,1937-38,NYR,D,47,5,14,19,,56,0.40,0,0,1,2,2,0,,--,,--,--
64,Pit Lepine,1937-38,MTL,C,47,5,14,19,,24,0.40,0,2,0,0,0,1,,--,,--,--
65,Hec Kilrea,1937-38,DET,L,48,9,9,18,,10,0.38,0,0,0,0,2,0,,--,,--,--
66,Butch Keeling,1937-38,NYR,L,38,8,9,17,,12,0.45,0,0,0,0,3,0,,--,,--,--
67,Eddie Shore,1937-38,BOS,D,48,3,14,17,,42,0.35,0,1,1,1,0,0,,--,,--,--
68,Joe Jerwa,1937-38,NYA,D,48,3,14,17,,53,0.35,0,0,0,0,0,0,,--,,--,--
69,Walt Buswell,1937-38,MTL,D,48,2,15,17,,24,0.35,1,5,0,0,1,0,,--,,--,--
70,Eddie Wares,1937-38,DET,R,21,9,7,16,,2,0.76,0,1,0,0,2,0,,--,,--,--
71,Charlie Conacher,1937-38,TOR,R,19,7,9,16,,6,0.84,2,3,0,0,2,0,,--,,--,--
72,Stewart Evans,1937-38,MMR,D,48,5,11,16,,59,0.33,1,4,0,1,1,0,,--,,--,--
73,Murph Chamberlain,1937-38,TOR,L,43,4,12,16,,51,0.37,0,1,0,0,1,0,,--,,--,--
74,Ott Heller,1937-38,NYR,D,48,2,14,16,,68,0.33,0,1,0,0,0,0,,--,,--,--
75,Dit Clapper,1937-38,BOS,R,46,6,9,15,,24,0.33,0,1,0,1,1,1,,--,,--,--
76,Art Coulter,1937-38,NYR,D,43,5,10,15,,90,0.35,0,0,1,3,2,0,,--,,--,--
77,Flash Hollett,1937-38,BOS,D,48,4,10,14,,54,0.29,0,1,1,2,1,0,,--,,--,--
78,Joffre Desilets,1937-38,MTL,R,32,6,7,13,,6,0.41,0,0,0,0,2,0,,--,,--,--
79,Aurel Joliat,1937-38,MTL,L,44,6,7,13,,24,0.30,1,2,0,0,0,0,,--,,--,--
80,Art Jackson,1937-38,BOS,C,48,9,3,12,,24,0.25,0,0,0,0,2,0,,--,,--,--
81,Al Shields,1937-38,MMR,D,48,5,7,12,,67,0.25,0,1,0,0,1,0,,--,,--,--
82,Paul Runge,1937-38,MMR,C,39,5,7,12,,21,0.31,1,1,0,0,0,0,,--,,--,--
83,Bobby Kirk,1937-38,NYR,R,39,4,8,12,,14,0.31,2,3,0,0,0,0,,--,,--,--
