,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
68,Eric Pettinger,1929-30,TOR,L,43,4,9,13,,42,0.30,,,,,0,0,,--,,--,--
69,Marty Burke,1929-30,MTL,D,44,2,11,13,,76,0.30,,,,,1,0,,--,,--,--
70,Baldy Northcott,1929-30,MMR,D,43,10,1,11,,6,0.26,,,,,0,0,,--,,--,--
71,Stan McCabe,1929-30,DCG,L,25,7,4,11,,23,0.44,,,,,0,0,,--,,--,--
72,Bill Carson,1929-30,BOS,C,44,7,4,11,,24,0.25,,,,,2,0,,--,,--,--
73,Art Gagne,1929-30,"BOS, SEN",R,39,6,5,11,,40,0.28,,,,,0,0,,--,,--,--
74,Frank Fredrickson,1929-30,PIR,C,9,4,7,11,,20,1.22,,,,,0,0,,--,,--,--
75,Bert McCaffrey,1929-30,"PIR, MTL",R,43,4,7,11,,40,0.26,,,,,0,0,,--,,--,--
76,Billy Burch,1929-30,NYA,C,35,7,3,10,,24,0.29,,,,,0,0,,--,,--,--
77,George Massecar,1929-30,NYA,L,43,7,3,10,,20,0.23,,,,,0,0,,--,,--,--
78,Gord Fraser,1929-30,"MTL, PIR",D,40,6,4,10,,41,0.25,,,,,0,0,,--,,--,--
79,Reg Noble,1929-30,DCG,C,43,6,4,10,,72,0.23,,,,,0,0,,--,,--,--
80,Lionel Conacher,1929-30,NYA,D,40,4,6,10,,75,0.25,,,,,2,0,,--,,--,--
81,Danny Cox,1929-30,"TOR, SEN",L,42,4,6,10,,20,0.24,,,,,3,0,,--,,--,--
82,Stew Adams,1929-30,CHI,L,24,4,6,10,,18,0.42,,,,,1,0,,--,,--,--
83,Bob Connors,1929-30,DCG,L,31,3,7,10,,42,0.32,,,,,0,0,,--,,--,--
84,Tex White,1929-30,PIR,R,29,8,1,9,,18,0.31,,,,,2,0,,--,,--,--
85,Dunc Munro,1929-30,MMR,D,40,7,2,9,,10,0.23,,,,,1,0,,--,,--,--
86,Al Shields,1929-30,SEN,D,44,6,3,9,,39,0.20,,,,,2,0,,--,,--,--
87,Bill Holmes,1929-30,NYA,C,42,5,4,9,,33,0.21,,,,,0,0,,--,,--,--
88,Mickey MacKay,1929-30,BOS,C,37,4,5,9,,13,0.24,,,,,0,0,,--,,--,--
89,Art Duncan,1929-30,TOR,D,38,4,5,9,,53,0.24,,,,,2,1,,--,,--,--
90,Lionel Hitchman,1929-30,BOS,D,39,2,7,9,,58,0.23,,,,,0,0,,--,,--,--
91,Red Horner,1929-30,TOR,D,33,2,7,9,,96,0.27,,,,,0,0,,--,,--,--
92,Georges Mantha,1929-30,MTL,D,44,6,2,8,,16,0.18,,,,,0,0,,--,,--,--
93,Cliff Barton,1929-30,PIR,R,39,4,4,8,,4,0.21,,,,,0,0,,--,,--,--
94,Archie Wilcox,1929-30,MMR,R,42,3,5,8,,40,0.19,,,,,0,0,,--,,--,--
95,Armand Mondou,1929-30,MTL,L,44,3,5,8,,24,0.18,,,,,0,0,,--,,--,--
96,Alex Smith,1929-30,SEN,D,43,2,6,8,,91,0.19,,,,,0,0,,--,,--,--
97,George Boucher,1929-30,MMR,D,37,2,6,8,,46,0.22,,,,,2,0,,--,,--,--
98,Bill Brydge,1929-30,NYA,D,41,2,6,8,,64,0.20,,,,,0,0,,--,,--,--
99,Pete Bellefeuille,1929-30,DCG,R,24,5,2,7,,10,0.29,,,,,1,0,,--,,--,--
100,Archie Briden,1929-30,PIR,L,29,4,3,7,,20,0.24,,,,,0,0,,--,,--,--
101,Cy Wentworth,1929-30,CHI,D,37,3,4,7,,30,0.19,,,,,0,0,,--,,--,--
102,Wally Kilrea,1929-30,SEN,R,38,4,2,6,,4,0.16,,,,,0,0,,--,,--,--
103,Ivan Johnson,1929-30,NYR,D,30,3,3,6,,84,0.20,,,,,2,0,,--,,--,--
104,Art Smith,1929-30,TOR,D,43,3,3,6,,79,0.14,,,,,1,0,,--,,--,--
105,Leo Reise Sr.,1929-30,"NYA, NYR",D,38,3,3,6,,20,0.16,,,,,0,0,,--,,--,--
106,Clarence Abel,1929-30,CHI,D,38,3,3,6,,46,0.16,,,,,0,0,,--,,--,--
107,Rennison Manners,1929-30,PIR,C,33,3,3,6,,14,0.18,,,,,0,0,,--,,--,--
108,Harvey Rockburn,1929-30,DCG,D,36,4,1,5,,101,0.14,,,,,1,0,,--,,--,--
109,Leroy Goldsworthy,1929-30,NYR,R,44,4,1,5,,16,0.11,,,,,0,0,,--,,--,--
110,Henry Hicks,1929-30,DCG,D,30,3,2,5,,34,0.17,,,,,0,0,,--,,--,--
111,Jimmy Herberts,1929-30,DCG,C,23,1,3,4,,4,0.17,,,,,0,0,,--,,--,--
112,Ralph Taylor,1929-30,"CHI, NYR",D,39,3,0,3,,74,0.08,,,,,0,0,,--,,--,--
113,Harold Starr,1929-30,SEN,D,28,2,1,3,,12,0.11,,,,,1,0,,--,,--,--
114,Rodger Smith,1929-30,PIR,D,42,2,1,3,,69,0.07,,,,,0,0,,--,,--,--
115,Bill Hutton,1929-30,"BOS, SEN",D,34,2,1,3,,2,0.09,,,,,0,0,,--,,--,--
116,Harry Connor,1929-30,"SEN, BOS",L,38,1,2,3,,26,0.08,,,,,0,0,,--,,--,--
117,Ted Graham,1929-30,CHI,D,26,1,2,3,,25,0.12,,,,,1,0,,--,,--,--
118,Earl Robinson,1929-30,MMR,R,31,1,2,3,,10,0.10,,,,,0,0,,--,,--,--
119,Len Grosvenor,1929-30,SEN,C,15,0,3,3,,21,0.20,,,,,0,0,,--,,--,--
120,Leo Quenneville,1929-30,NYR,L,25,0,3,3,,10,0.12,,,,,0,0,,--,,--,--
121,Bernie Brophy,1929-30,DCG,L,15,2,0,2,,2,0.13,,,,,1,0,,--,,--,--
122,Frank Nighbor,1929-30,"SEN, TOR",C,41,2,0,2,,10,0.05,,,,,0,0,,--,,--,--
123,Herb Drury,1929-30,PIR,D,27,2,0,2,,18,0.07,,,,,0,0,,--,,--,--
124,Gord Brydson,1929-30,TOR,C,8,2,0,2,,8,0.25,,,,,0,0,,--,,--,--
125,Syd Howe,1929-30,SEN,C,12,1,1,2,,0,0.17,,,,,0,0,,--,,--,--
126,Bill Phillips,1929-30,MMR,C,27,1,1,2,,6,0.07,,,,,0,0,,--,,--,--
127,Roy Burmister,1929-30,NYA,L,40,1,1,2,,0,0.05,,,,,0,0,,--,,--,--
128,Sparky Vail,1929-30,NYR,D,32,1,1,2,,10,0.06,,,,,0,0,,--,,--,--
129,Bobby Burns,1929-30,CHI,L,12,1,0,1,,2,0.08,,,,,1,0,,--,,--,--
130,Gus Rivers,1929-30,MTL,R,19,1,0,1,,2,0.05,,,,,0,0,,--,,--,--
131,Orville Heximer,1929-30,NYR,L,19,1,0,1,,4,0.05,,,,,0,0,,--,,--,--
132,Jesse Spring,1929-30,PIR,D,22,1,0,1,,22,0.05,,,,,0,0,,--,,--,--
133,Gerry Carson,1929-30,MTL,D,35,1,0,1,,8,0.03,,,,,0,0,,--,,--,--
134,Helge Bostrom,1929-30,CHI,D,20,0,1,1,,16,0.05,,,,,0,0,,--,,--,--
135,James Hughes,1929-30,DCG,D,40,0,1,1,,60,0.03,,,,,0,0,,--,,--,--
136,Joe Matte,1929-30,DCG,D,12,0,1,1,,0,0.08,,,,,0,0,,--,,--,--
137,Cliff McBride,1929-30,TOR,R,1,0,0,0,,0,--,,,,,0,0,,--,,--,--
138,Chuck Dinsmore,1929-30,MMR,C,9,0,0,0,,0,--,,,,,0,0,,--,,--,--
139,Harry Foster,1929-30,NYR,D,31,0,0,0,,16,--,,,,,0,0,,--,,--,--
140,Myles Lane,1929-30,BOS,D,3,0,0,0,,0,--,,,,,0,0,,--,,--,--
141,Bill Regan,1929-30,NYR,D,9,0,0,0,,2,--,,,,,0,0,,--,,--,--
142,Bob Taylor,1929-30,BOS,R,6,0,0,0,,4,--,,,,,0,0,,--,,--,--
