,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Phil Esposito,1973-74,BOS,C,78,68,77,145,51,58,1.86,14,40,4,6,9,0,393,17.3,,--,--
2,Bobby Orr,1973-74,BOS,D,74,32,90,122,84,82,1.65,11,35,0,4,4,0,384,8.3,,--,--
3,Ken Hodge,1973-74,BOS,R,76,50,55,105,40,43,1.38,15,35,0,0,11,0,251,19.9,,--,--
4,Wayne Cashman,1973-74,BOS,L,78,30,59,89,48,111,1.14,5,12,2,2,2,0,156,19.2,,--,--
5,Bobby Clarke,1973-74,PHI,C,77,35,52,87,35,113,1.13,10,28,5,6,5,0,221,15.8,,--,--
6,Richard Martin,1973-74,BUF,L,78,52,34,86,-22,38,1.10,8,23,0,0,6,0,320,16.3,,--,--
7,Syl Apps Jr.,1973-74,PIT,C,75,24,61,85,21,37,1.13,7,23,4,9,2,0,177,13.6,,--,--
8,Darryl Sittler,1973-74,TOR,C,78,38,46,84,12,55,1.08,11,22,0,0,6,0,270,14.1,,--,--
9,Lowell MacDonald,1973-74,PIT,L,78,43,39,82,17,14,1.05,9,23,0,0,2,0,260,16.5,,--,--
10,Brad Park,1973-74,NYR,D,78,25,57,82,23,148,1.05,4,28,0,3,4,0,234,10.7,,--,--
11,Dennis Hextall,1973-74,MNS,C,78,20,62,82,5,138,1.05,2,12,1,2,3,0,152,13.2,,--,--
12,Frank Mahovlich,1973-74,MTL,L,71,31,49,80,16,47,1.13,8,25,2,3,3,0,221,14.0,,--,--
13,Stan Mikita,1973-74,CHI,C,76,30,50,80,24,46,1.05,6,19,2,2,1,0,171,17.5,,--,--
14,Marcel Dionne,1973-74,DET,C,74,24,54,78,-31,10,1.05,3,26,0,0,1,0,280,8.6,,--,--
15,Mickey Redmond,1973-74,DET,R,76,51,26,77,-20,14,1.01,21,34,0,0,9,0,296,17.2,,--,--
16,Rod Gilbert,1973-74,NYR,R,75,36,41,77,11,20,1.03,16,26,0,0,8,0,171,21.1,,--,--
17,Rick MacLeish,1973-74,PHI,C,78,32,45,77,21,42,0.99,13,27,4,5,5,0,270,11.8,,--,--
18,Pit Martin,1973-74,CHI,C,78,30,47,77,29,43,0.99,8,15,2,4,4,0,175,17.1,,--,--
19,Johnny Bucyk,1973-74,BOS,L,76,31,44,75,13,8,0.99,12,30,0,0,9,0,139,22.3,,--,--
20,Andre Boudrias,1973-74,VAN,L,78,16,59,75,-6,18,0.96,3,25,1,2,1,0,180,8.9,,--,--
21,Bill Goldsworthy,1973-74,MNS,R,74,48,26,74,3,73,1.00,12,19,1,1,4,0,321,14.9,,--,--
22,Yvan Cournoyer,1973-74,MTL,R,67,40,33,73,16,18,1.09,10,19,0,0,9,0,187,21.4,,--,--
23,Peter Mahovlich,1973-74,MTL,C,78,36,37,73,42,122,0.94,7,12,4,6,7,0,178,20.2,,--,--
24,Jim Pappin,1973-74,CHI,R,78,32,41,73,25,76,0.94,8,19,1,4,8,0,160,20.0,,--,--
25,Jean Pronovost,1973-74,PIT,R,77,40,32,72,8,22,0.94,8,18,4,6,2,0,248,16.1,,--,--
26,Pete Stemkowski,1973-74,NYR,C,78,25,45,70,5,74,0.90,2,3,0,1,2,0,239,10.5,,--,--
27,Bill Barber,1973-74,PHI,L,75,34,35,69,33,54,0.92,9,23,2,7,5,0,290,11.7,,--,--
28,Norm Ullman,1973-74,TOR,C,78,22,47,69,11,12,0.88,4,12,0,0,2,0,178,12.3,,--,--
29,Garry Unger,1973-74,STL,C,78,33,35,68,-18,96,0.87,9,22,1,1,4,0,327,10.1,,--,--
30,Dennis Hull,1973-74,CHI,L,74,29,39,68,25,15,0.92,5,18,1,1,6,0,220,13.2,,--,--
31,Jacques Lemaire,1973-74,MTL,C,66,29,38,67,4,10,1.02,10,24,0,0,7,0,219,13.2,,--,--
32,Jean Ratelle,1973-74,NYR,C,68,28,39,67,5,16,0.99,6,20,0,0,3,0,165,17.0,,--,--
33,Joey Johnston,1973-74,CGS,L,78,27,40,67,-39,67,0.86,10,21,2,3,0,0,204,13.2,,--,--
34,Red Berenson,1973-74,DET,C,76,24,42,66,-24,28,0.87,6,18,1,3,2,0,179,13.4,,--,--
35,Bobby Schmautz,1973-74,"VAN, BOS",R,76,33,32,65,6,89,0.86,9,18,2,3,4,0,226,14.6,,--,--
36,Rene Robert,1973-74,BUF,R,76,21,44,65,-18,71,0.86,3,21,0,0,5,0,245,8.6,,--,--
37,Danny Grant,1973-74,MNS,L,78,29,35,64,-1,16,0.82,3,12,0,0,3,0,185,15.7,,--,--
38,Tom Lysiak,1973-74,AFM,C,77,19,45,64,-15,54,0.83,4,25,0,0,2,0,216,8.8,,--,--
39,Walt Tkaczuk,1973-74,NYR,C,71,21,42,63,16,58,0.89,3,13,3,4,0,0,220,9.5,,--,--
40,Bill Fairbairn,1973-74,NYR,R,78,18,44,62,13,12,0.79,4,12,3,3,3,0,186,9.7,,--,--
41,Butch Goring,1973-74,LAK,C,70,28,33,61,1,2,0.87,5,15,3,3,5,0,161,17.4,,--,--
42,Dick Redmond,1973-74,CHI,D,76,17,42,59,26,69,0.78,5,22,0,1,4,0,247,6.9,,--,--
43,Carol Vadnais,1973-74,BOS,D,78,16,43,59,34,123,0.76,6,25,0,1,1,0,187,8.6,,--,--
44,Steve Vickers,1973-74,NYR,L,75,34,24,58,7,18,0.77,5,14,0,1,5,0,170,20.0,,--,--
