,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Nels Stewart,1925-26,MMR,C,36,34,8,42,,121,1.17,,,,,7,1,,--,,--,--
2,Carson Cooper,1925-26,BOS,R,36,28,8,36,,10,1.00,,,,,5,0,,--,,--,--
3,Cy Denneny,1925-26,SEN,L,36,24,12,36,,18,1.00,,,,,9,0,,--,,--,--
4,Jimmy Herberts,1925-26,BOS,C,36,26,9,35,,53,0.97,,,,,7,0,,--,,--,--
5,Jack Adams,1925-26,TSP,C,36,21,8,29,,56,0.81,,,,,1,0,,--,,--,--
6,Howie Morenz,1925-26,MTL,C,31,23,3,26,,41,0.84,,,,,3,1,,--,,--,--
7,Aurel Joliat,1925-26,MTL,L,35,17,9,26,,62,0.74,,,,,1,0,,--,,--,--
8,Frank Nighbor,1925-26,SEN,C,35,12,14,26,,40,0.74,,,,,4,0,,--,,--,--
9,Hooley Smith,1925-26,SEN,C,28,16,9,25,,58,0.89,,,,,4,0,,--,,--,--
10,Billy Burch,1925-26,NYA,C,36,21,3,24,,33,0.67,,,,,5,1,,--,,--,--
11,Babe Dye,1925-26,TSP,R,31,18,6,24,,26,0.77,,,,,1,0,,--,,--,--
12,Babe Siebert,1925-26,MMR,L,35,16,7,23,,110,0.66,,,,,5,2,,--,,--,--
13,Bert McCaffrey,1925-26,TSP,R,36,14,9,23,,44,0.64,,,,,2,0,,--,,--,--
14,Hib Milks,1925-26,PIR,L,36,14,5,19,,17,0.53,,,,,2,0,,--,,--,--
15,Pete Bellefeuille,1925-26,TSP,R,36,14,4,18,,22,0.50,,,,,4,0,,--,,--,--
16,Duke McCurry,1925-26,PIR,L,36,13,5,18,,32,0.50,,,,,3,0,,--,,--,--
17,Punch Broadbent,1925-26,MMR,R,36,12,6,18,,116,0.50,,,,,2,0,,--,,--,--
18,Reg Noble,1925-26,MMR,C,33,9,9,18,,98,0.55,,,,,0,0,,--,,--,--
19,Red Green,1925-26,NYA,L,35,13,4,17,,44,0.49,,,,,2,0,,--,,--,--
20,Harold Darragh,1925-26,PIR,L,35,10,7,17,,2,0.49,,,,,4,2,,--,,--,--
21,Hap Day,1925-26,TSP,D,36,14,2,16,,30,0.44,,,,,2,0,,--,,--,--
22,Lionel Conacher,1925-26,PIR,D,33,9,6,15,,66,0.45,,,,,2,0,,--,,--,--
23,Sprague Cleghorn,1925-26,BOS,D,28,6,8,14,,59,0.50,,,,,0,0,,--,,--,--
24,Albert Leduc,1925-26,MTL,D,32,10,3,13,,64,0.41,,,,,0,0,,--,,--,--
25,Billy Boucher,1925-26,MTL,R,34,8,5,13,,118,0.38,,,,,3,0,,--,,--,--
26,George Boucher,1925-26,SEN,D,36,8,4,12,,66,0.33,,,,,2,0,,--,,--,--
27,King Clancy,1925-26,SEN,D,35,8,4,12,,82,0.34,,,,,4,1,,--,,--,--
28,Shorty Green,1925-26,NYA,R,32,7,5,12,,44,0.38,,,,,2,1,,--,,--,--
29,Lionel Hitchman,1925-26,BOS,D,36,7,4,11,,82,0.31,,,,,3,2,,--,,--,--
30,Hago Harrington,1925-26,BOS,L,26,7,4,11,,12,0.42,,,,,1,0,,--,,--,--
31,Charlie Langlois,1925-26,NYA,R,36,9,1,10,,78,0.28,,,,,2,1,,--,,--,--
32,Rodger Smith,1925-26,PIR,D,36,9,1,10,,20,0.28,,,,,1,0,,--,,--,--
33,Pit Lepine,1925-26,MTL,C,27,9,1,10,,18,0.37,,,,,2,0,,--,,--,--
34,Bert Corbeau,1925-26,TSP,D,36,5,5,10,,125,0.28,,,,,1,0,,--,,--,--
35,Dunc Munro,1925-26,MMR,D,33,4,6,10,,62,0.30,,,,,0,0,,--,,--,--
36,Baldy Cotton,1925-26,PIR,L,33,7,2,9,,27,0.27,,,,,2,0,,--,,--,--
37,Alex McKinnon,1925-26,NYA,R,35,5,4,9,,34,0.26,,,,,0,0,,--,,--,--
38,Tex White,1925-26,PIR,R,36,7,1,8,,16,0.22,,,,,1,0,,--,,--,--
39,Herb Drury,1925-26,PIR,D,35,6,2,8,,48,0.23,,,,,1,0,,--,,--,--
40,Billy Stuart,1925-26,BOS,D,33,6,1,7,,45,0.21,,,,,1,0,,--,,--,--
41,Hobie Kitchen,1925-26,MMR,D,30,5,2,7,,16,0.23,,,,,2,0,,--,,--,--
42,Hec Lepine,1925-26,MTL,C,33,5,2,7,,2,0.21,,,,,1,0,,--,,--,--
43,Mike Neville,1925-26,TSP,C,35,3,4,7,,8,0.20,,,,,1,0,,--,,--,--
44,Stan Jackson,1925-26,BOS,L,28,3,4,7,,34,0.25,,,,,0,0,,--,,--,--
45,Hec Kilrea,1925-26,SEN,L,35,5,1,6,,12,0.17,,,,,1,0,,--,,--,--
46,Gerry Geran,1925-26,BOS,C,33,5,1,6,,6,0.18,,,,,0,0,,--,,--,--
47,Ken Randall,1925-26,NYA,R,34,4,2,6,,94,0.18,,,,,0,0,,--,,--,--
48,Norm Shay,1925-26,"BOS, TSP",D,35,4,2,6,,20,0.17,,,,,0,0,,--,,--,--
49,Billy Coutu,1925-26,MTL,D,33,2,4,6,,97,0.18,,,,,0,0,,--,,--,--
50,Jesse Spring,1925-26,PIR,D,32,5,0,5,,23,0.16,,,,,2,0,,--,,--,--
51,Chuck Dinsmore,1925-26,MMR,C,33,3,2,5,,18,0.15,,,,,1,0,,--,,--,--
52,Merlyn Phillips,1925-26,MMR,C,12,3,1,4,,6,0.33,,,,,1,0,,--,,--,--
53,Edmond Bouchard,1925-26,NYA,L,35,3,1,4,,10,0.11,,,,,0,0,,--,,--,--
54,Sam Rothschild,1925-26,MMR,L,33,2,2,4,,8,0.12,,,,,2,0,,--,,--,--
55,Sylvio Mantha,1925-26,MTL,D,34,2,2,4,,68,0.12,,,,,0,0,,--,,--,--
56,Joe Simpson,1925-26,NYA,D,32,2,2,4,,20,0.13,,,,,1,0,,--,,--,--
57,Mickey Roach,1925-26,NYA,C,25,3,0,3,,4,0.12,,,,,0,0,,--,,--,--
58,Herb Mitchell,1925-26,BOS,L,26,3,0,3,,16,0.12,,,,,0,0,,--,,--,--
59,Wildor Larochelle,1925-26,MTL,R,33,2,1,3,,10,0.09,,,,,1,0,,--,,--,--
60,Odie Cleghorn,1925-26,PIR,R,17,2,1,3,,4,0.18,,,,,1,0,,--,,--,--
61,Frank Finnigan,1925-26,SEN,R,36,2,1,3,,24,0.08,,,,,0,0,,--,,--,--
