,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Marcel Dionne,1979-80,LAK,C,80,53,84,137,34,32,1.71,17,46,0,0,6,0,348,15.2,,--,--
2,Wayne Gretzky,1979-80,EDM,C,79,51,86,137,14,21,1.73,13,35,1,2,6,0,284,17.9,,--,--
3,Guy Lafleur,1979-80,MTL,R,74,50,75,125,40,12,1.69,15,41,0,0,7,0,323,15.5,,--,--
4,Gilbert Perreault,1979-80,BUF,C,80,40,66,106,33,57,1.32,10,39,0,0,5,0,180,22.2,,--,--
5,Mike Rogers,1979-80,HFD,C,80,44,61,105,28,10,1.31,3,22,2,2,0,0,229,19.2,,--,--
6,Bryan Trottier,1979-80,NYI,C,78,42,62,104,31,68,1.33,15,30,0,0,7,0,186,22.6,,--,--
7,Charlie Simmer,1979-80,LAK,L,64,56,45,101,47,65,1.58,21,37,0,0,8,0,213,26.3,,--,--
8,Blaine Stoughton,1979-80,HFD,L,80,56,44,100,10,16,1.25,16,24,2,3,9,0,234,23.9,,--,--
9,Darryl Sittler,1979-80,TOR,C,73,40,57,97,3,62,1.33,17,34,1,1,5,0,315,12.7,,--,--
10,Blair MacDonald,1979-80,EDM,R,80,46,48,94,0,6,1.18,13,28,2,3,6,0,266,17.3,,--,--
11,Bernie Federko,1979-80,STL,C,79,38,56,94,3,24,1.19,7,26,0,0,4,0,183,20.8,,--,--
12,Al MacAdam,1979-80,MNS,R,80,42,51,93,36,24,1.16,13,29,0,0,3,0,170,24.7,,--,--
13,Kent Nilsson,1979-80,AFM,C,80,40,53,93,-3,10,1.16,14,36,0,0,3,0,217,18.4,,--,--
14,Mike Bossy,1979-80,NYI,R,75,51,41,92,28,12,1.23,15,31,0,0,8,0,246,20.7,,--,--
15,Rick Middleton,1979-80,BOS,R,80,40,52,92,30,24,1.15,9,31,0,2,4,0,223,17.9,,--,--
16,Pierre Larouche,1979-80,MTL,C,73,50,41,91,35,16,1.25,12,26,0,0,7,0,220,22.7,,--,--
17,Dave Taylor,1979-80,LAK,R,61,37,53,90,38,72,1.48,12,25,0,0,7,0,170,21.8,,--,--
18,Danny Gare,1979-80,BUF,R,76,56,33,89,48,90,1.17,17,28,0,0,11,0,270,20.7,,--,--
19,Steve Shutt,1979-80,MTL,L,77,47,42,89,45,34,1.16,17,23,0,0,4,0,224,21.0,,--,--
