,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Ted Lindsay,1949-50,DET,L,69,23,55,78,,141,1.13,4,18,0,0,4,0,,--,,--,--
2,Sid Abel,1949-50,DET,C,69,34,35,69,,46,1.00,11,24,0,0,3,0,,--,,--,--
3,Gordie Howe,1949-50,DET,R,70,35,33,68,,69,0.97,5,17,0,0,4,0,,--,,--,--
4,Maurice Richard,1949-50,MTL,R,70,43,22,65,,114,0.93,13,19,0,0,8,0,,--,,--,--
5,Paul Ronty,1949-50,BOS,C,70,23,36,59,,8,0.84,6,7,0,0,0,0,,--,,--,--
6,Roy Conacher,1949-50,CHI,L,70,25,31,56,,16,0.80,2,10,0,0,3,0,,--,,--,--
7,Doug Bentley,1949-50,CHI,L,63,20,33,53,,28,0.84,5,13,0,0,3,0,,--,,--,--
8,Johnny Peirson,1949-50,BOS,R,57,27,25,52,,49,0.91,4,8,0,0,5,0,,--,,--,--
9,Metro Prystai,1949-50,CHI,C,65,29,22,51,,31,0.78,8,9,0,0,4,0,,--,,--,--
10,Bep Guidolin,1949-50,CHI,L,70,17,34,51,,42,0.73,2,8,0,1,1,0,,--,,--,--
11,Bert Olmstead,1949-50,CHI,L,70,20,29,49,,40,0.70,2,8,0,0,3,0,,--,,--,--
12,Elmer Lach,1949-50,MTL,C,64,15,33,48,,33,0.75,6,13,1,1,5,0,,--,,--,--
13,Bill Mosienko,1949-50,CHI,R,69,18,28,46,,10,0.67,3,10,0,0,0,0,,--,,--,--
14,Phil Maloney,1949-50,BOS,C,70,15,31,46,,6,0.66,3,6,0,0,0,0,,--,,--,--
15,Sid Smith,1949-50,TOR,L,68,22,23,45,,6,0.66,6,9,0,0,3,0,,--,,--,--
16,Billy Reay,1949-50,MTL,C,68,19,26,45,,48,0.66,6,13,0,0,3,0,,--,,--,--
