,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Wayne Gretzky,1986-87,EDM,C,79,62,121,183,69,28,2.32,13,46,7,13,4,0,288,21.5,,--,--
2,Jari Kurri,1986-87,EDM,R,79,54,54,108,35,41,1.37,12,25,5,7,10,1,211,25.6,,--,--
3,Mario Lemieux,1986-87,PIT,C,63,54,53,107,12,57,1.70,19,38,0,0,4,2,267,20.2,,--,--
4,Mark Messier,1986-87,EDM,C,77,37,70,107,22,73,1.39,7,28,4,11,5,0,210,17.6,,--,--
5,Doug Gilmour,1986-87,STL,C,80,42,63,105,-4,58,1.31,17,42,1,2,2,0,208,20.2,,--,--
6,Dino Ciccarelli,1986-87,MNS,R,80,52,51,103,11,88,1.29,22,35,0,0,5,0,255,20.4,,--,--
7,Dale Hawerchuk,1986-87,WIN,C,80,47,53,100,2,52,1.25,10,28,0,0,4,0,267,17.6,,--,--
8,Michel Goulet,1986-87,QUE,L,75,49,47,96,-10,61,1.28,17,38,0,0,6,0,276,17.8,,--,--
9,Tim Kerr,1986-87,PHI,R,75,58,37,95,37,57,1.27,26,36,0,0,10,0,261,22.2,,--,--
10,Ray Bourque,1986-87,BOS,D,78,23,72,95,44,36,1.22,6,33,1,3,3,0,334,6.9,,--,--
11,Ron Francis,1986-87,HFD,C,75,30,63,93,11,45,1.24,7,29,0,0,7,1,189,15.9,,--,--
12,Denis Savard,1986-87,CHI,C,70,40,50,90,17,108,1.29,7,25,0,0,7,0,235,17.0,,--,--
13,Steve Yzerman,1986-87,DET,C,80,31,59,90,-2,43,1.13,9,33,1,2,2,0,217,14.3,,--,--
14,Joe Mullen,1986-87,CGY,R,79,47,40,87,19,14,1.10,15,30,0,0,12,0,206,22.8,,--,--
15,Walt Poddubny,1986-87,NYR,L,75,40,47,87,15,49,1.16,11,29,0,0,5,1,253,15.8,,--,--
16,Bryan Trottier,1986-87,NYI,C,80,23,64,87,4,50,1.09,13,38,0,2,1,0,195,11.8,,--,--
17,Luc Robitaille,1986-87,LAK,L,79,45,39,84,-19,28,1.06,18,34,0,0,3,0,199,22.6,,--,--
