,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Joe Malone,1919-20,QBD,C,24,39,10,49,,12,2.04,,,,,2,1,,--,,--,--
2,Newsy Lalonde,1919-20,MTL,C,23,37,10,47,,34,2.04,,,,,5,1,,--,,--,--
3,Frank Nighbor,1919-20,SEN,C,23,26,16,42,,20,1.83,,,,,6,1,,--,,--,--
4,Jack Darragh,1919-20,SEN,R,23,23,14,37,,22,1.61,,,,,3,0,,--,,--,--
5,Corb Denneny,1919-20,TSP,C,24,24,12,36,,20,1.50,,,,,3,0,,--,,--,--
6,Reg Noble,1919-20,TSP,C,24,24,7,31,,49,1.29,,,,,1,0,,--,,--,--
7,Cully Wilson,1919-20,TSP,R,23,20,7,27,,86,1.17,,,,,0,0,,--,,--,--
8,Didier Pitre,1919-20,MTL,R,22,14,12,26,,6,1.18,,,,,3,0,,--,,--,--
9,Amos Arbour,1919-20,MTL,L,22,21,4,25,,13,1.14,,,,,2,0,,--,,--,--
10,Punch Broadbent,1919-20,SEN,R,21,19,6,25,,38,1.19,,,,,2,0,,--,,--,--
11,Odie Cleghorn,1919-20,MTL,R,21,20,4,24,,30,1.14,,,,,3,0,,--,,--,--
12,Cy Denneny,1919-20,SEN,L,24,16,6,22,,31,0.92,,,,,4,1,,--,,--,--
13,Sprague Cleghorn,1919-20,SEN,D,21,16,5,21,,83,1.00,,,,,2,0,,--,,--,--
14,Harry Cameron,1919-20,"TSP, MTL",D,23,15,6,21,,35,0.91,,,,,1,0,,--,,--,--
15,George Carey,1919-20,QBD,R,20,11,8,19,,6,0.95,,,,,2,0,,--,,--,--
16,Thomas McCarthy,1919-20,QBD,R,12,12,6,18,,0,1.50,,,,,0,0,,--,,--,--
17,Ken Randall,1919-20,TSP,R,22,10,8,18,,44,0.82,,,,,3,0,,--,,--,--
18,Harry Mummery,1919-20,QBD,D,24,9,9,18,,38,0.75,,,,,0,0,,--,,--,--
19,Eddie Gerard,1919-20,SEN,L,22,9,8,17,,19,0.77,,,,,2,0,,--,,--,--
20,George Boucher,1919-20,SEN,D,22,9,7,16,,55,0.73,,,,,0,0,,--,,--,--
21,Louis Berlinquette,1919-20,MTL,L,24,8,8,16,,36,0.67,,,,,0,0,,--,,--,--
22,Bert Corbeau,1919-20,MTL,D,23,11,3,14,,65,0.61,,,,,0,0,,--,,--,--
23,Goldie Prodgers,1919-20,TSP,C,16,8,6,14,,4,0.88,,,,,1,0,,--,,--,--
24,Babe Dye,1919-20,TSP,R,23,11,2,13,,10,0.57,,,,,0,0,,--,,--,--
25,Mickey Roach,1919-20,TSP,C,21,11,2,13,,4,0.62,,,,,1,0,,--,,--,--
26,Jack McDonald,1919-20,QBD,L,24,6,7,13,,4,0.54,,,,,0,0,,--,,--,--
27,Ed Carpenter,1919-20,QBD,D,24,8,4,12,,24,0.50,,,,,0,0,,--,,--,--
28,Joe Matte,1919-20,TSP,D,17,8,3,11,,19,0.65,,,,,2,0,,--,,--,--
29,Dave Ritchie,1919-20,QBD,D,23,6,3,9,,18,0.39,,,,,0,0,,--,,--,--
30,Billy Coutu,1919-20,MTL,D,20,4,0,4,,65,0.20,,,,,0,0,,--,,--,--
31,Jack MacKell,1919-20,SEN,R,23,2,1,3,,28,0.13,,,,,0,0,,--,,--,--
32,Howard McNamara,1919-20,MTL,D,10,1,0,1,,4,0.10,,,,,0,0,,--,,--,--
33,Morley Bruce,1919-20,SEN,D,21,1,0,1,,2,0.05,,,,,0,0,,--,,--,--
34,Don Smith,1919-20,MTL,L,12,1,0,1,,6,0.08,,,,,0,0,,--,,--,--
35,Tommy Smith,1919-20,QBD,C,10,0,1,1,,11,0.10,,,,,0,0,,--,,--,--
36,Frank Heffernan,1919-20,TSP,D,19,0,1,1,,10,0.05,,,,,0,0,,--,,--,--
37,Alex Wellington,1919-20,QBD,R,1,0,0,0,,0,--,,,,,0,0,,--,,--,--
38,Jack Marks,1919-20,QBD,L,1,0,0,0,,4,--,,,,,0,0,,--,,--,--
39,Jack Coughlin,1919-20,"QBD, MTL",R,12,0,0,0,,0,--,,,,,0,0,,--,,--,--
40,Fred McLean,1919-20,QBD,D,8,0,0,0,,2,--,,,,,0,0,,--,,--,--
41,George McNaughton,1919-20,QBD,R,1,0,0,0,,0,--,,,,,0,0,,--,,--,--
42,Horace Merrill,1919-20,SEN,D,5,0,0,0,,0,--,,,,,0,0,,--,,--,--
