,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Evgeni Malkin,2008-09,PIT,C,82,35,78,113,17,80,1.38,14,41,2,2,4,2,290,12.1,22:31,23.7,42.4
2,Alex Ovechkin,2008-09,WSH,L,79,56,54,110,8,72,1.39,19,46,1,1,10,2,528,10.6,23:00,21.4,25.0
3,Sidney Crosby,2008-09,PIT,C,77,33,70,103,3,76,1.34,7,40,0,1,3,1,238,13.9,21:57,23.8,51.3
4,Pavel Datsyuk,2008-09,DET,C,81,32,65,97,34,22,1.20,11,36,1,2,3,0,248,12.9,19:13,25.0,56.0
5,Zach Parise,2008-09,NJD,L,82,45,49,94,30,24,1.15,14,30,0,3,8,3,364,12.4,18:45,21.5,44.6
6,Ilya Kovalchuk,2008-09,ATL,L,79,43,48,91,-12,50,1.15,12,36,0,1,6,1,275,15.6,21:48,19.7,35.7
7,Ryan Getzlaf,2008-09,ANA,C,81,25,66,91,5,121,1.12,9,37,0,0,2,0,227,11.0,20:08,23.2,50.2
8,Jarome Iginla,2008-09,CGY,R,82,35,54,89,-2,37,1.09,10,32,0,0,4,0,289,12.1,21:37,23.7,52.5
9,Marc Savard,2008-09,BOS,C,82,25,63,88,25,70,1.07,9,30,0,2,5,0,213,11.7,19:32,22.9,49.9
10,Nicklas Backstrom,2008-09,WSH,C,82,22,66,88,16,46,1.07,14,42,0,0,1,0,174,12.6,19:57,21.1,48.7
11,Joe Thornton,2008-09,SJS,C,82,25,61,86,16,56,1.05,11,35,0,0,3,1,139,18.0,19:28,25.0,55.4
12,Jeff Carter,2008-09,PHI,C,82,46,38,84,23,68,1.02,13,24,4,4,12,3,342,13.5,20:57,27.1,48.3
13,Michael Cammalleri,2008-09,CGY,L,81,39,43,82,-2,44,1.01,19,34,0,0,6,1,255,15.3,17:33,21.5,60.3
14,Daniel Sedin,2008-09,VAN,L,82,31,51,82,24,36,1.00,9,24,0,0,7,0,285,10.9,18:48,23.7,40.0
15,Henrik Sedin,2008-09,VAN,C,82,22,60,82,22,48,1.00,4,26,0,0,8,2,143,15.4,19:31,24.7,49.6
