,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Connor McDavid,2016-17,EDM,C,82,30,70,100,27,26,1.22,3,27,1,2,6,1,251,11.9,21:08,24.4,43.2
2,Sidney Crosby,2016-17,PIT,C,75,44,45,89,17,24,1.19,14,25,0,0,5,1,255,17.3,19:53,24.7,48.2
3,Patrick Kane,2016-17,CHI,R,82,34,55,89,11,32,1.09,7,23,0,0,5,1,292,11.6,21:24,23.3,13.7
4,Nicklas Backstrom,2016-17,WSH,C,82,23,63,86,17,38,1.05,8,35,0,0,5,2,162,14.2,18:16,22.5,51.4
5,Nikita Kucherov,2016-17,TBL,R,74,40,45,85,13,38,1.15,17,32,0,0,7,1,246,16.3,19:26,23.4,0.0
6,Brad Marchand,2016-17,BOS,L,80,39,46,85,18,81,1.06,9,24,3,5,8,1,226,17.3,19:26,24.3,36.1
7,Mark Scheifele,2016-17,WPG,C,79,32,50,82,18,38,1.04,7,15,0,2,5,2,160,20.0,20:34,24.9,43.5
8,Leon Draisaitl,2016-17,EDM,C,82,29,48,77,7,20,0.94,10,27,0,0,5,3,172,16.9,18:53,22.7,49.0
9,Brent Burns,2016-17,SJS,D,82,29,47,76,19,40,0.93,8,25,0,1,6,3,320,9.1,24:52,28.0,0.0
10,Vladimir Tarasenko,2016-17,STL,R,82,39,36,75,-1,12,0.91,9,22,0,0,8,3,286,13.6,18:28,25.2,50.0
11,Artemi Panarin,2016-17,CHI,L,82,31,43,74,18,21,0.90,9,17,0,0,5,1,211,14.7,19:28,22.2,20.0
12,Blake Wheeler,2016-17,WPG,R,82,26,48,74,6,47,0.90,5,21,2,3,4,0,259,10.0,20:09,26.2,45.7
13,Ryan Getzlaf,2016-17,ANA,C,74,15,58,73,7,49,0.99,6,20,2,3,3,0,138,10.9,21:04,26.7,50.3
14,Evgeni Malkin,2016-17,PIT,C,62,33,39,72,18,77,1.16,11,23,0,0,6,1,191,17.3,18:37,22.8,43.1
15,Tyler Seguin,2016-17,DAL,C,82,26,46,72,-15,22,0.88,11,29,0,0,4,1,301,8.6,18:28,24.3,51.0
16,Victor Hedman,2016-17,TBL,D,79,16,56,72,3,47,0.91,4,33,0,0,5,2,166,9.6,24:31,27.9,0.0
17,Erik Karlsson,2016-17,OTT,D,77,17,54,71,10,28,0.92,4,27,0,2,5,1,218,7.8,26:50,31.5,0.0
18,David Pastrnak,2016-17,BOS,R,75,34,36,70,11,34,0.93,10,24,0,0,6,2,262,13.0,17:59,21.3,66.7
19,Phil Kessel,2016-17,PIT,R,82,23,47,70,3,20,0.85,8,30,0,0,4,1,229,10.0,17:56,21.9,33.3
20,Auston Matthews,2016-17,TOR,C,82,40,29,69,2,14,0.84,8,21,0,0,8,1,279,14.3,17:38,23.1,46.8
21,Alex Ovechkin,2016-17,WSH,L,82,33,36,69,6,50,0.84,17,26,0,0,7,2,313,10.5,18:22,21.2,0.0
22,Jamie Benn,2016-17,DAL,L,77,26,43,69,-9,66,0.90,12,26,1,1,4,2,201,12.9,19:22,27.1,51.4
23,Mikael Granlund,2016-17,MIN,R,81,26,43,69,23,12,0.85,7,20,3,4,4,1,177,14.7,18:49,23.7,48.5
24,Joe Pavelski,2016-17,SJS,C,81,29,39,68,11,34,0.84,7,22,1,1,7,0,233,12.4,19:07,24.2,52.4
25,Henrik Zetterberg,2016-17,DET,C,82,17,51,68,15,22,0.83,2,13,0,0,0,0,195,8.7,19:43,24.1,51.8
26,Max Pacioretty,2016-17,MTL,L,81,35,32,67,15,38,0.83,8,13,1,2,7,2,268,13.1,19:11,24.8,54.0
27,Jeff Carter,2016-17,LAK,C,82,32,34,66,2,41,0.80,10,22,1,1,9,4,250,12.8,18:02,23.4,51.9
28,John Tavares,2016-17,NYI,C,77,28,38,66,4,38,0.86,7,18,1,2,3,1,260,10.8,20:25,24.8,50.6
29,Eric Staal,2016-17,MIN,C,82,28,37,65,17,34,0.79,4,16,1,2,8,0,211,13.3,18:36,23.5,49.1
30,Patrik Laine,2016-17,WPG,R,73,36,28,64,7,26,0.88,9,14,0,0,5,1,204,17.6,17:55,22.4,0.0
31,Nikolaj Ehlers,2016-17,WPG,L,82,25,39,64,1,38,0.78,5,12,0,0,4,0,204,12.3,17:29,22.5,0.0
32,Jeff Skinner,2016-17,CAR,L,79,37,26,63,-3,28,0.80,7,15,0,0,4,0,281,13.2,17:44,21.8,37.0
33,Cam Atkinson,2016-17,CBJ,R,82,35,27,62,13,22,0.76,10,21,3,3,9,3,240,14.6,18:05,24.0,66.7
34,James van Riemsdyk,2016-17,TOR,L,82,29,33,62,-2,37,0.76,6,19,0,0,5,0,238,12.2,15:53,21.6,20.0
35,Nazem Kadri,2016-17,TOR,C,82,32,29,61,-7,95,0.74,12,17,0,0,6,2,236,13.6,16:35,23.0,48.0
36,Viktor Arvidsson,2016-17,NSH,R,80,31,30,61,16,28,0.76,4,9,5,7,6,1,246,12.6,17:09,23.8,25.0
37,Mike Hoffman,2016-17,OTT,L,74,26,35,61,17,51,0.82,13,26,0,0,8,1,224,11.6,17:36,21.4,57.1
38,William Nylander,2016-17,TOR,R,81,22,39,61,-3,32,0.75,9,26,0,0,2,0,205,10.7,16:01,21.8,40.2
39,Jakub Voracek,2016-17,PHI,R,82,20,41,61,-24,56,0.74,5,23,0,0,3,2,253,7.9,19:05,24.3,21.4
40,Mitchell Marner,2016-17,TOR,R,77,19,42,61,0,38,0.79,4,21,0,0,5,0,176,10.8,16:49,21.9,37.8
41,Johnny Gaudreau,2016-17,CGY,L,72,18,43,61,-7,4,0.85,4,16,0,0,3,1,182,9.9,18:29,22.2,0.0
42,Ryan Johansen,2016-17,NSH,C,82,14,47,61,1,60,0.74,4,23,1,1,3,0,154,9.1,18:50,24.4,54.5
43,Evgeny Kuznetsov,2016-17,WSH,C,82,19,40,59,18,46,0.72,3,14,0,0,4,0,170,11.2,16:57,20.3,44.0
44,Mats Zuccarello,2016-17,NYR,R,80,15,44,59,15,26,0.74,5,14,0,0,3,0,189,7.9,18:50,24.0,46.2
