,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Jean Beliveau,1955-56,MTL,C,70,47,41,88,,143,1.26,19,39,0,1,8,0,,--,,--,--
2,Gordie Howe,1955-56,DET,R,70,38,41,79,,100,1.13,14,36,0,1,8,0,,--,,--,--
3,Maurice Richard,1955-56,MTL,R,70,38,33,71,,89,1.01,13,29,0,0,12,0,,--,,--,--
4,Bert Olmstead,1955-56,MTL,L,70,14,56,70,,99,1.00,4,30,0,0,3,0,,--,,--,--
5,Tod Sloan,1955-56,TOR,C,70,37,29,66,,100,0.94,9,21,0,0,11,0,,--,,--,--
6,Andy Bathgate,1955-56,NYR,R,70,19,47,66,,59,0.94,6,17,1,1,3,0,,--,,--,--
7,Bernie Geoffrion,1955-56,MTL,R,59,29,33,62,,66,1.05,12,23,0,0,8,0,,--,,--,--
8,Dutch Reibel,1955-56,DET,C,68,17,39,56,,10,0.82,2,22,0,0,3,0,,--,,--,--
9,Alex Delvecchio,1955-56,DET,C,70,25,26,51,,24,0.73,8,16,0,1,7,0,,--,,--,--
10,Dave Creighton,1955-56,NYR,C,70,20,31,51,,43,0.73,5,13,0,0,4,0,,--,,--,--
11,Bill Gadsby,1955-56,NYR,D,70,9,42,51,,84,0.73,3,23,0,0,2,0,,--,,--,--
12,Ted Lindsay,1955-56,DET,L,67,27,23,50,,161,0.75,14,24,0,0,4,0,,--,,--,--
13,Red Kelly,1955-56,DET,D,70,16,34,50,,39,0.71,9,27,0,0,3,0,,--,,--,--
14,Dickie Moore,1955-56,MTL,L,70,11,38,49,,55,0.70,6,14,0,0,3,0,,--,,--,--
15,George Armstrong,1955-56,TOR,R,67,16,32,48,,97,0.72,2,13,0,0,3,0,,--,,--,--
16,Danny Lewicki,1955-56,NYR,L,70,18,27,45,,26,0.64,2,11,0,0,2,0,,--,,--,--
17,Ron Murphy,1955-56,NYR,L,66,16,28,44,,69,0.67,4,13,0,0,3,0,,--,,--,--
18,Doug Harvey,1955-56,MTL,D,62,5,39,44,,60,0.71,2,28,0,1,1,0,,--,,--,--
19,Dean Prentice,1955-56,NYR,L,70,24,18,42,,47,0.60,0,1,0,1,3,0,,--,,--,--
20,Wally Hergesheimer,1955-56,NYR,R,70,22,18,40,,26,0.57,5,7,0,0,5,0,,--,,--,--
21,Henri Richard,1955-56,MTL,C,64,19,21,40,,46,0.63,2,5,0,0,5,0,,--,,--,--
22,Red Sullivan,1955-56,CHI,C,63,14,26,40,,58,0.63,4,8,0,0,2,0,,--,,--,--
23,Nick Mickoski,1955-56,CHI,L,70,19,20,39,,52,0.56,1,3,1,2,2,0,,--,,--,--
24,Larry Popein,1955-56,NYR,C,64,14,25,39,,37,0.61,0,0,0,0,0,0,,--,,--,--
25,Ed Litzenberger,1955-56,CHI,C,70,10,29,39,,36,0.56,1,8,0,0,1,0,,--,,--,--
26,Andy Hebenton,1955-56,NYR,R,70,24,14,38,,8,0.54,9,11,0,0,4,0,,--,,--,--
27,Vic Stasiuk,1955-56,BOS,L,59,19,18,37,,118,0.63,5,8,1,2,1,0,,--,,--,--
28,Dick Duff,1955-56,TOR,L,69,18,19,37,,74,0.54,7,10,0,0,3,0,,--,,--,--
29,Cal Gardner,1955-56,BOS,C,70,15,21,36,,59,0.51,5,9,0,0,4,0,,--,,--,--
30,Leo Labine,1955-56,BOS,R,68,16,18,34,,104,0.50,8,13,0,0,4,0,,--,,--,--
31,Don McKenney,1955-56,BOS,C,65,10,24,34,,18,0.52,3,10,0,0,3,0,,--,,--,--
32,Johnny Wilson,1955-56,CHI,L,70,24,9,33,,12,0.47,4,5,1,1,5,0,,--,,--,--
33,Floyd Curry,1955-56,MTL,R,70,14,18,32,,12,0.46,1,2,2,2,2,0,,--,,--,--
34,Metro Prystai,1955-56,"CHI, DET",C,71,13,19,32,,18,0.45,1,3,0,0,0,0,,--,,--,--
35,Hank Ciesla,1955-56,CHI,C,70,8,23,31,,22,0.44,0,3,0,0,3,0,,--,,--,--
36,Ken Mosdell,1955-56,MTL,C,67,13,17,30,,48,0.45,2,4,1,1,1,0,,--,,--,--
37,Claude Provost,1955-56,MTL,R,60,13,16,29,,30,0.48,1,3,0,0,0,0,,--,,--,--
38,Bronco Horvath,1955-56,NYR,C,66,12,17,29,,38,0.44,4,10,0,0,3,0,,--,,--,--
39,Rudy Migay,1955-56,TOR,C,70,12,16,28,,52,0.40,1,4,2,3,1,0,,--,,--,--
40,Lorne Ferguson,1955-56,"BOS, DET",L,63,15,12,27,,30,0.43,1,1,1,2,3,0,,--,,--,--
41,Ron Stewart,1955-56,TOR,R,69,13,14,27,,35,0.39,2,5,3,4,0,0,,--,,--,--
42,Glen Skov,1955-56,CHI,C,70,7,20,27,,26,0.39,0,0,0,1,0,0,,--,,--,--
43,Real Chevrefils,1955-56,"DET, BOS",L,63,14,12,26,,30,0.41,2,7,0,0,2,0,,--,,--,--
44,Hec Lalande,1955-56,CHI,C,65,8,18,26,,70,0.40,0,4,0,0,2,0,,--,,--,--
45,Johnny Peirson,1955-56,BOS,R,33,11,14,25,,10,0.76,3,5,1,2,1,0,,--,,--,--
46,Harry Watson,1955-56,CHI,L,55,11,14,25,,6,0.45,1,4,0,0,0,0,,--,,--,--
47,Bill Quackenbush,1955-56,BOS,D,70,3,22,25,,4,0.36,0,7,1,4,1,0,,--,,--,--
48,Tony Leswick,1955-56,CHI,L,70,11,11,22,,71,0.31,0,0,0,0,0,0,,--,,--,--
49,Pete Conacher,1955-56,NYR,L,41,11,11,22,,8,0.54,2,5,0,0,3,0,,--,,--,--
50,Billy Harris,1955-56,TOR,C,70,9,13,22,,8,0.31,1,5,0,0,0,0,,--,,--,--
51,Jerry Toppazzini,1955-56,"DET, BOS",R,68,8,14,22,,49,0.32,3,5,2,4,1,0,,--,,--,--
52,Ed Sandford,1955-56,"DET, CHI",L,61,12,9,21,,56,0.34,3,4,0,0,1,0,,--,,--,--
53,Fern Flaman,1955-56,BOS,D,62,4,17,21,,70,0.34,2,4,1,2,0,0,,--,,--,--
54,Sid Smith,1955-56,TOR,L,55,4,17,21,,8,0.38,0,3,0,0,0,0,,--,,--,--
55,Hugh Bolton,1955-56,TOR,D,67,4,16,20,,65,0.30,0,1,0,0,0,0,,--,,--,--
56,Leo Boivin,1955-56,BOS,D,68,4,16,20,,80,0.29,0,3,1,2,1,0,,--,,--,--
57,Jim Morrison,1955-56,TOR,D,63,2,18,20,,75,0.32,0,3,0,0,1,0,,--,,--,--
58,Earl Balfour,1955-56,TOR,L,59,14,5,19,,40,0.32,4,5,1,1,3,0,,--,,--,--
59,Bill Dineen,1955-56,DET,R,70,12,7,19,,28,0.27,1,1,0,0,0,0,,--,,--,--
60,Bob Goldham,1955-56,DET,D,68,3,16,19,,34,0.28,0,1,2,3,0,0,,--,,--,--
61,Doug Mohns,1955-56,BOS,L,64,10,8,18,,48,0.28,3,8,0,0,1,0,,--,,--,--
62,Marcel Bonin,1955-56,BOS,L,67,9,9,18,,49,0.27,3,6,0,0,0,0,,--,,--,--
63,Norm Ullman,1955-56,DET,C,66,9,9,18,,26,0.27,0,1,0,0,1,0,,--,,--,--
64,Marty Pavelich,1955-56,DET,L,70,5,13,18,,38,0.26,0,1,1,2,1,0,,--,,--,--
65,Allan Stanley,1955-56,CHI,D,59,4,14,18,,70,0.30,1,6,0,0,0,0,,--,,--,--
66,Lou Fontinato,1955-56,NYR,D,70,3,15,18,,206,0.26,1,4,0,0,0,0,,--,,--,--
67,Harry Howell,1955-56,NYR,D,70,3,15,18,,77,0.26,0,2,0,0,0,0,,--,,--,--
68,Marcel Pronovost,1955-56,DET,D,68,4,13,17,,46,0.25,0,3,2,2,0,0,,--,,--,--
