,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
34,Charley McVeigh,1927-28,CHI,C,40,6,8,14,,10,0.35,,,,,0,0,,--,,--,--
35,Alex Smith,1927-28,SEN,D,44,9,4,13,,90,0.30,,,,,3,0,,--,,--,--
36,Albert Leduc,1927-28,MTL,D,42,8,5,13,,75,0.31,,,,,0,0,,--,,--,--
37,Frank Nighbor,1927-28,SEN,C,42,8,5,13,,48,0.31,,,,,1,0,,--,,--,--
38,Joe Lamb,1927-28,MMR,R,21,8,5,13,,37,0.62,,,,,0,0,,--,,--,--
39,Red Dutton,1927-28,MMR,D,42,7,6,13,,97,0.31,,,,,1,0,,--,,--,--
40,Jimmy Ward,1927-28,MMR,R,42,10,2,12,,44,0.29,,,,,1,0,,--,,--,--
41,Billy Burch,1927-28,NYA,C,32,10,2,12,,34,0.38,,,,,2,0,,--,,--,--
42,Baldy Cotton,1927-28,PIR,L,42,9,3,12,,40,0.29,,,,,1,0,,--,,--,--
43,Dutch Gainor,1927-28,BOS,C,43,8,4,12,,35,0.28,,,,,1,1,,--,,--,--
44,George Boucher,1927-28,SEN,D,44,7,5,12,,80,0.27,,,,,2,0,,--,,--,--
45,Merlyn Phillips,1927-28,MMR,C,40,7,5,12,,27,0.30,,,,,2,0,,--,,--,--
46,Art Duncan,1927-28,TOR,D,43,7,5,12,,101,0.28,,,,,1,0,,--,,--,--
47,Bert McCaffrey,1927-28,"TOR, PIR",R,45,7,5,12,,21,0.27,,,,,1,0,,--,,--,--
48,Ace Bailey,1927-28,TOR,R,43,9,2,11,,72,0.26,,,,,2,1,,--,,--,--
49,Russell Oatman,1927-28,MMR,L,43,7,4,11,,36,0.26,,,,,1,0,,--,,--,--
50,Percy Galbraith,1927-28,BOS,L,42,6,5,11,,32,0.26,,,,,1,0,,--,,--,--
51,Gerry Lowrey,1927-28,TOR,L,25,6,5,11,,27,0.44,,,,,0,0,,--,,--,--
52,Eddie Rodden,1927-28,"CHI, TOR",C,41,3,8,11,,42,0.27,,,,,0,0,,--,,--,--
53,Harry Connor,1927-28,BOS,L,42,9,1,10,,36,0.24,,,,,1,0,,--,,--,--
54,Leo Reise Sr.,1927-28,NYA,D,43,8,2,10,,66,0.23,,,,,2,1,,--,,--,--
55,Murray Murdoch,1927-28,NYR,L,44,7,3,10,,16,0.23,,,,,1,0,,--,,--,--
56,Cy Wentworth,1927-28,CHI,D,43,5,5,10,,31,0.23,,,,,0,0,,--,,--,--
57,Ty Arbour,1927-28,"PIR, CHI",L,39,5,5,10,,32,0.26,,,,,1,0,,--,,--,--
58,Frank Foyston,1927-28,DCG,C,23,7,2,9,,14,0.39,,,,,1,0,,--,,--,--
59,Dick Irvin,1927-28,CHI,C,12,5,4,9,,14,0.75,,,,,0,0,,--,,--,--
60,Alex Gray,1927-28,NYR,R,43,7,1,8,,28,0.19,,,,,0,0,,--,,--,--
61,Herb Drury,1927-28,PIR,D,44,6,2,8,,46,0.18,,,,,2,0,,--,,--,--
62,Leo Gaudreault,1927-28,MTL,L,32,6,2,8,,30,0.25,,,,,1,0,,--,,--,--
63,Duke McCurry,1927-28,PIR,L,44,5,3,8,,62,0.18,,,,,1,0,,--,,--,--
64,Lionel Hitchman,1927-28,BOS,D,44,5,3,8,,87,0.18,,,,,1,0,,--,,--,--
65,Art Smith,1927-28,TOR,D,15,5,3,8,,22,0.53,,,,,1,0,,--,,--,--
66,Tex White,1927-28,PIR,R,44,5,3,8,,54,0.18,,,,,1,0,,--,,--,--
67,Leo Bourgeault,1927-28,NYR,D,37,7,0,7,,72,0.19,,,,,2,0,,--,,--,--
68,Red Green,1927-28,NYA,L,40,6,1,7,,67,0.17,,,,,1,0,,--,,--,--
69,Dunc Munro,1927-28,MMR,D,43,5,2,7,,35,0.16,,,,,2,0,,--,,--,--
70,Herb Gardiner,1927-28,MTL,D,44,4,3,7,,22,0.16,,,,,1,0,,--,,--,--
71,Paul Thompson,1927-28,NYR,L,42,4,3,7,,24,0.17,,,,,1,0,,--,,--,--
72,Dit Clapper,1927-28,BOS,R,42,4,2,6,,18,0.14,,,,,2,0,,--,,--,--
73,Gord Fraser,1927-28,"CHI, DCG",D,41,4,2,6,,58,0.15,,,,,3,0,,--,,--,--
74,Alex McKinnon,1927-28,NYA,R,43,3,3,6,,71,0.14,,,,,1,0,,--,,--,--
75,Jack Walker,1927-28,DCG,L,43,2,4,6,,10,0.14,,,,,0,0,,--,,--,--
76,Billy Boucher,1927-28,NYA,R,43,5,0,5,,60,0.12,,,,,1,1,,--,,--,--
77,Corb Denneny,1927-28,CHI,C,18,5,0,5,,12,0.28,,,,,1,0,,--,,--,--
78,Pit Lepine,1927-28,MTL,C,20,4,1,5,,6,0.25,,,,,1,0,,--,,--,--
79,Punch Broadbent,1927-28,SEN,R,43,3,2,5,,62,0.12,,,,,1,0,,--,,--,--
80,Gizzy Hart,1927-28,MTL,L,44,3,2,5,,4,0.11,,,,,0,0,,--,,--,--
81,Fred Gordon,1927-28,BOS,R,43,3,2,5,,42,0.12,,,,,2,0,,--,,--,--
82,Billy Boyd,1927-28,NYR,R,43,4,0,4,,11,0.09,,,,,2,0,,--,,--,--
83,Wildor Larochelle,1927-28,MTL,R,41,3,1,4,,32,0.10,,,,,0,0,,--,,--,--
84,John McKinnon,1927-28,PIR,D,43,3,1,4,,42,0.09,,,,,2,1,,--,,--,--
85,Percy Traub,1927-28,DCG,D,44,3,1,4,,92,0.09,,,,,1,0,,--,,--,--
86,Marty Burke,1927-28,"MTL, PIR",D,46,2,2,4,,67,0.09,,,,,0,0,,--,,--,--
87,Clarence Boucher,1927-28,NYA,D,36,2,2,4,,131,0.11,,,,,0,0,,--,,--,--
88,Sprague Cleghorn,1927-28,BOS,D,37,2,2,4,,14,0.11,,,,,1,0,,--,,--,--
89,Cy Denneny,1927-28,SEN,L,44,3,0,3,,12,0.07,,,,,1,0,,--,,--,--
90,Pete Palangio,1927-28,DCG,L,14,3,0,3,,8,0.21,,,,,0,0,,--,,--,--
91,Len Grosvenor,1927-28,SEN,C,44,1,2,3,,18,0.07,,,,,1,0,,--,,--,--
92,Clem Loughlin,1927-28,DCG,D,43,1,2,3,,21,0.07,,,,,1,0,,--,,--,--
93,Bill Touhey,1927-28,MMR,L,29,2,0,2,,2,0.07,,,,,1,0,,--,,--,--
94,Leo Lafrance,1927-28,"MTL, CHI",L,30,2,0,2,,6,0.07,,,,,0,0,,--,,--,--
95,Eddie McCalmon,1927-28,CHI,R,23,2,0,2,,6,0.09,,,,,0,0,,--,,--,--
96,Cecil Browne,1927-28,CHI,L,13,2,0,2,,4,0.15,,,,,0,0,,--,,--,--
97,Joe Simpson,1927-28,NYA,D,24,2,0,2,,30,0.08,,,,,0,0,,--,,--,--
98,Stan Brown,1927-28,DCG,D,26,2,0,2,,4,0.08,,,,,0,0,,--,,--,--
99,George Patterson,1927-28,"TOR, MTL",L,28,1,1,2,,14,0.07,,,,,1,0,,--,,--,--
100,Ralph Taylor,1927-28,CHI,D,25,1,1,2,,36,0.08,,,,,0,0,,--,,--,--
101,Amby Moran,1927-28,CHI,D,23,1,1,2,,14,0.09,,,,,1,0,,--,,--,--
102,Earl Miller,1927-28,CHI,L,22,1,1,2,,34,0.09,,,,,0,0,,--,,--,--
103,Bob Trapp,1927-28,CHI,D,38,0,2,2,,37,0.05,,,,,0,0,,--,,--,--
104,Beattie Ramsay,1927-28,TOR,D,43,0,2,2,,10,0.05,,,,,0,0,,--,,--,--
105,Edmond Bouchard,1927-28,NYA,L,43,1,0,1,,37,0.02,,,,,1,0,,--,,--,--
106,Fred Brown,1927-28,MMR,L,15,1,0,1,,0,0.07,,,,,0,0,,--,,--,--
107,Rodger Smith,1927-28,PIR,D,43,1,0,1,,28,0.02,,,,,0,0,,--,,--,--
108,Hago Harrington,1927-28,BOS,L,22,1,0,1,,7,0.05,,,,,0,0,,--,,--,--
109,Frank Sheppard,1927-28,DCG,C,9,1,0,1,,0,0.11,,,,,0,0,,--,,--,--
110,Ted Graham,1927-28,CHI,D,20,1,0,1,,8,0.05,,,,,0,0,,--,,--,--
111,Nick Wasnie,1927-28,CHI,R,14,1,0,1,,22,0.07,,,,,0,0,,--,,--,--
112,Marty Barry,1927-28,NYA,C,7,1,0,1,,2,0.14,,,,,0,0,,--,,--,--
113,Hap Emms,1927-28,MMR,L,10,0,1,1,,8,0.10,,,,,0,0,,--,,--,--
114,Al Shields,1927-28,SEN,D,8,0,1,1,,2,0.13,,,,,0,0,,--,,--,--
115,Laurie Scott,1927-28,NYR,L,23,0,1,1,,6,0.04,,,,,0,0,,--,,--,--
116,Clarence Abel,1927-28,NYR,D,23,0,1,1,,28,0.04,,,,,0,0,,--,,--,--
117,Frank Carson,1927-28,MMR,R,21,0,1,1,,10,0.05,,,,,0,0,,--,,--,--
118,Ed Gorman,1927-28,TOR,D,19,0,1,1,,30,0.05,,,,,0,0,,--,,--,--
119,Val Hoffinger,1927-28,CHI,D,18,0,1,1,,18,0.06,,,,,0,0,,--,,--,--
120,Nobby Clark,1927-28,BOS,D,2,0,0,0,,0,--,,,,,0,0,,--,,--,--
121,Odie Cleghorn,1927-28,PIR,R,2,0,0,0,,4,--,,,,,0,0,,--,,--,--
122,Sam Rothschild,1927-28,"PIR, NYA",L,17,0,0,0,,6,--,,,,,0,0,,--,,--,--
123,Gene Chouinard,1927-28,SEN,D,8,0,0,0,,0,--,,,,,0,0,,--,,--,--
124,Barney Stanley,1927-28,CHI,R,1,0,0,0,,0,--,,,,,0,0,,--,,--,--
125,Joe Primeau,1927-28,TOR,C,2,0,0,0,,0,--,,,,,0,0,,--,,--,--
126,Mickey McGuire,1927-28,PIR,L,4,0,0,0,,0,--,,,,,0,0,,--,,--,--
127,Babe Dye,1927-28,CHI,R,11,0,0,0,,0,--,,,,,0,0,,--,,--,--
128,Frank Callighen,1927-28,NYR,D,36,0,0,0,,32,--,,,,,0,0,,--,,--,--
129,Milt Halliday,1927-28,SEN,L,13,0,0,0,,2,--,,,,,0,0,,--,,--,--
130,Martin Lauder,1927-28,BOS,D,3,0,0,0,,2,--,,,,,0,0,,--,,--,--
131,Charlie Langlois,1927-28,"PIR, MTL",R,40,0,0,0,,28,--,,,,,0,0,,--,,--,--
132,Sam Godin,1927-28,SEN,R,20,0,0,0,,0,--,,,,,0,0,,--,,--,--
