,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Wayne Gretzky,1993-94,LAK,C,81,38,92,130,-25,20,1.60,14,61,4,7,0,0,233,16.3,,--,--
2,Sergei Fedorov,1993-94,DET,C,82,56,64,120,48,34,1.46,13,28,4,11,10,2,337,16.6,,--,--
3,Adam Oates,1993-94,BOS,C,77,32,80,112,10,45,1.45,16,45,2,5,3,0,197,16.2,,--,--
4,Doug Gilmour,1993-94,TOR,C,83,27,84,111,25,105,1.34,10,40,1,5,3,0,167,16.2,,--,--
5,Pavel Bure,1993-94,VAN,R,76,60,47,107,1,86,1.41,25,43,4,6,9,1,374,16.0,,--,--
6,Jeremy Roenick,1993-94,CHI,C,84,46,61,107,21,125,1.27,24,41,5,7,5,0,281,16.4,,--,--
7,Mark Recchi,1993-94,PHI,R,84,40,67,107,-2,46,1.27,11,36,0,2,5,0,217,18.4,,--,--
8,Brendan Shanahan,1993-94,STL,L,81,52,50,102,-9,211,1.26,15,42,7,8,8,0,397,13.1,,--,--
9,Dave Andreychuk,1993-94,TOR,L,83,53,46,99,22,98,1.19,21,44,5,5,8,0,333,15.9,,--,--
10,Jaromir Jagr,1993-94,PIT,R,80,32,67,99,15,61,1.24,9,29,0,0,6,1,298,10.7,,--,--
11,Brett Hull,1993-94,STL,R,81,57,40,97,-3,38,1.20,25,41,3,5,6,0,392,14.5,,--,--
12,Eric Lindros,1993-94,PHI,C,65,44,53,97,16,103,1.49,13,27,2,3,9,1,197,22.3,,--,--
13,Rod Brind'Amour,1993-94,PHI,C,84,35,62,97,-9,85,1.15,14,31,1,4,4,1,230,15.2,,--,--
14,Pierre Turgeon,1993-94,NYI,C,69,38,56,94,14,18,1.36,10,32,4,7,6,2,254,15.0,,--,--
15,Ray Sheppard,1993-94,DET,R,82,52,41,93,13,26,1.13,19,34,0,2,5,1,260,20.0,,--,--
16,Mike Modano,1993-94,DAL,C,76,50,43,93,-8,54,1.22,18,39,0,0,4,0,281,17.8,,--,--
17,Robert Reichel,1993-94,CGY,C,84,40,53,93,20,58,1.11,14,35,0,0,6,0,249,16.1,,--,--
18,Ron Francis,1993-94,PIT,C,82,27,66,93,-3,62,1.13,8,41,0,3,2,1,216,12.5,,--,--
19,Joe Sakic,1993-94,QUE,C,84,28,64,92,-8,18,1.10,10,33,1,2,9,0,279,10.0,,--,--
20,Vincent Damphousse,1993-94,MTL,C,84,40,51,91,0,75,1.08,13,37,0,1,10,0,274,14.6,,--,--
21,Ray Bourque,1993-94,BOS,D,72,20,71,91,26,58,1.26,10,52,3,5,1,0,386,5.2,,--,--
22,Sergei Zubov,1993-94,NYR,D,78,12,77,89,20,39,1.14,9,49,0,1,1,0,222,5.4,,--,--
23,Kevin Stevens,1993-94,PIT,L,83,41,47,88,-24,155,1.06,21,41,0,0,4,1,284,14.4,,--,--
24,Luc Robitaille,1993-94,LAK,L,83,44,42,86,-20,86,1.04,24,40,0,0,3,0,267,16.5,,--,--
25,Dale Hawerchuk,1993-94,BUF,C,81,35,51,86,10,91,1.06,13,41,1,1,7,0,227,15.4,,--,--
26,Theo Fleury,1993-94,CGY,R,83,40,45,85,30,186,1.02,16,28,1,3,6,0,278,14.4,,--,--
27,Mats Sundin,1993-94,QUE,C,84,32,53,85,1,60,1.01,6,27,2,5,4,0,226,14.1,,--,--
28,Joe Juneau,1993-94,"BOS, WSH",C,74,19,66,85,11,41,1.15,6,34,0,0,2,1,164,11.6,,--,--
29,Gary Roberts,1993-94,CGY,L,73,41,43,84,37,145,1.15,12,29,3,4,5,0,202,20.3,,--,--
30,Mark Messier,1993-94,NYR,C,76,26,58,84,25,76,1.11,6,36,2,9,5,1,216,12.0,,--,--
31,Craig Janney,1993-94,STL,C,69,16,68,84,-14,24,1.22,8,40,0,0,7,1,95,16.8,,--,--
32,Mikael Renberg,1993-94,PHI,R,83,38,44,82,8,36,0.99,9,23,0,0,1,0,195,19.5,,--,--
33,Al MacInnis,1993-94,CGY,D,75,28,54,82,35,95,1.09,12,46,1,3,5,1,324,8.6,,--,--
34,Steve Yzerman,1993-94,DET,C,58,24,58,82,11,36,1.41,7,24,3,6,3,0,217,11.1,,--,--
35,Keith Tkachuk,1993-94,WIN,L,84,41,40,81,-12,255,0.96,22,38,3,4,3,0,218,18.8,,--,--
36,Russ Courtnall,1993-94,DAL,R,84,23,57,80,6,59,0.95,5,21,0,0,4,0,231,10.0,,--,--
37,Adam Graves,1993-94,NYR,L,84,52,27,79,27,127,0.94,20,28,4,5,4,0,291,17.9,,--,--
38,Alexander Mogilny,1993-94,BUF,R,66,32,47,79,8,22,1.20,17,39,0,0,7,0,258,12.4,,--,--
39,Alexei Yashin,1993-94,OTT,C,83,30,49,79,-49,22,0.95,11,27,2,3,3,0,232,12.9,,--,--
40,Brian Leetch,1993-94,NYR,D,84,23,56,79,28,67,0.94,17,53,1,3,4,0,328,7.0,,--,--
41,Scott Stevens,1993-94,NJD,D,83,18,60,78,53,112,0.94,5,26,1,2,4,0,215,8.4,,--,--
42,Jari Kurri,1993-94,LAK,R,81,31,46,77,-24,48,0.95,14,39,4,7,3,0,198,15.7,,--,--
43,Paul Coffey,1993-94,DET,D,80,14,63,77,28,106,0.96,5,36,0,2,3,0,278,5.0,,--,--
44,Wendel Clark,1993-94,TOR,L,64,46,30,76,10,115,1.19,21,32,0,0,8,2,275,16.7,,--,--
45,Steve Thomas,1993-94,NYI,R,78,42,33,75,-9,139,0.96,17,30,0,0,5,0,249,16.9,,--,--
46,Pat Verbeek,1993-94,HFD,R,84,37,38,75,-15,177,0.89,15,25,1,2,3,0,226,16.4,,--,--
47,Joe Nieuwendyk,1993-94,CGY,C,64,36,39,75,19,51,1.17,14,28,1,1,7,0,191,18.8,,--,--
48,Cam Neely,1993-94,BOS,R,49,50,24,74,12,54,1.51,20,27,0,0,13,0,185,27.0,,--,--
49,Nelson Emerson,1993-94,WIN,R,83,33,41,74,-38,80,0.89,4,29,5,6,6,1,282,11.7,,--,--
50,Doug Weight,1993-94,EDM,C,84,24,50,74,-22,47,0.88,4,28,1,1,1,0,188,12.8,,--,--
51,Vyacheslav Kozlov,1993-94,DET,L,77,34,39,73,27,50,0.95,8,19,2,3,6,1,202,16.8,,--,--
52,Keith Primeau,1993-94,DET,C,78,31,42,73,34,173,0.94,7,14,3,6,4,0,155,20.0,,--,--
53,Larry Murphy,1993-94,PIT,D,84,17,56,73,10,44,0.87,7,31,0,1,4,0,236,7.2,,--,--
54,Stephane Richer,1993-94,NJD,R,80,36,36,72,31,16,0.90,7,12,3,3,9,0,217,16.6,,--,--
55,Brian Bellows,1993-94,MTL,L,77,33,38,71,9,36,0.92,13,27,0,0,2,0,251,13.1,,--,--
56,Alexei Zhamnov,1993-94,WIN,C,61,26,45,71,-20,62,1.16,7,29,0,0,1,0,196,13.3,,--,--
57,Bob Kudelski,1993-94,"OTT, FLA",R,86,40,30,70,-33,24,0.81,17,30,0,0,3,1,251,15.9,,--,--
58,Joe Mullen,1993-94,PIT,R,84,38,32,70,9,41,0.83,6,13,2,3,9,1,231,16.4,,--,--
59,John MacLean,1993-94,NJD,R,80,37,33,70,30,95,0.88,8,19,0,1,4,1,277,13.4,,--,--
60,Joe Murphy,1993-94,CHI,R,81,31,39,70,1,111,0.86,7,26,4,5,4,0,222,14.0,,--,--
61,Derek King,1993-94,NYI,L,78,30,40,70,18,59,0.90,10,26,0,0,7,0,171,17.5,,--,--
62,Mike Ridley,1993-94,WSH,C,81,26,44,70,15,24,0.86,10,22,2,3,4,0,144,18.1,,--,--
63,Geoff Courtnall,1993-94,VAN,L,82,26,44,70,15,123,0.85,12,29,1,3,2,1,264,9.8,,--,--
64,Garry Galley,1993-94,PHI,D,81,10,60,70,-11,91,0.86,5,35,1,2,0,0,186,5.4,,--,--
65,Benoit Hogue,1993-94,NYI,L,83,36,33,69,-7,73,0.83,9,18,5,5,3,2,218,16.5,,--,--
66,Ulf Dahlen,1993-94,"DAL, SJS",R,78,25,44,69,-1,10,0.88,15,38,0,0,5,0,190,13.2,,--,--
67,Jason Arnott,1993-94,EDM,C,78,33,35,68,1,104,0.87,10,23,0,0,4,1,194,17.0,,--,--
68,Sergei Makarov,1993-94,SJS,R,80,30,38,68,11,78,0.85,10,21,0,0,5,1,155,19.4,,--,--
69,Cliff Ronning,1993-94,VAN,C,76,25,43,68,7,42,0.89,10,28,0,0,4,1,197,12.7,,--,--
70,Rob Blake,1993-94,LAK,D,84,20,48,68,-7,137,0.81,7,33,0,3,6,1,304,6.6,,--,--
71,Geoff Sanderson,1993-94,HFD,L,82,41,26,67,-13,42,0.82,15,24,1,1,6,1,266,15.4,,--,--
72,Todd Elik,1993-94,"EDM, SJS",L,79,25,41,66,-3,95,0.84,9,30,0,0,4,0,185,13.5,,--,--
73,Jeff Brown,1993-94,"STL, VAN",D,74,14,52,66,-11,56,0.89,7,41,0,3,3,0,237,5.9,,--,--
74,Valeri Kamensky,1993-94,QUE,L,76,28,37,65,12,42,0.86,6,14,0,1,1,0,170,16.5,,--,--
75,Mike Gartner,1993-94,"NYR, TOR",R,81,34,30,64,20,62,0.79,11,20,5,6,4,1,275,12.4,,--,--
76,Martin Straka,1993-94,PIT,C,84,30,34,64,24,24,0.76,2,4,0,0,6,0,130,23.1,,--,--
77,Sandis Ozolinsh,1993-94,SJS,D,81,26,38,64,16,24,0.79,4,17,0,1,3,0,157,16.6,,--,--
78,Brian Bradley,1993-94,TBL,C,78,24,40,64,-8,56,0.82,6,21,0,0,2,1,180,13.3,,--,--
79,Dave Gagner,1993-94,DAL,C,76,32,29,61,13,83,0.80,10,19,0,0,6,2,213,15.0,,--,--
80,Trevor Linden,1993-94,VAN,C,84,32,29,61,6,73,0.73,10,20,2,2,3,0,234,13.7,,--,--
81,Scott Mellanby,1993-94,FLA,R,80,30,30,60,0,149,0.75,17,24,0,0,4,0,204,14.7,,--,--
82,Steve Larmer,1993-94,NYR,R,68,21,39,60,14,41,0.88,6,21,4,6,7,0,146,14.4,,--,--
83,Chris Chelios,1993-94,CHI,D,76,16,44,60,12,212,0.79,7,33,1,4,2,0,219,7.3,,--,--
84,Donald Audette,1993-94,BUF,R,77,29,30,59,2,41,0.77,16,28,1,1,4,0,207,14.0,,--,--
85,Dmitri Khristich,1993-94,WSH,R,83,29,29,58,-2,73,0.70,10,15,0,0,4,0,195,14.9,,--,--
86,Yuri Khmylev,1993-94,BUF,L,72,27,31,58,13,49,0.81,11,28,0,2,4,0,171,15.8,,--,--
87,Tomas Sandstrom,1993-94,"LAK, PIT",R,78,23,35,58,-7,83,0.74,4,14,0,0,3,0,193,11.9,,--,--
88,Darrin Shannon,1993-94,WIN,L,77,21,37,58,-18,87,0.75,9,18,0,1,2,0,124,16.9,,--,--
89,Andrew Cassels,1993-94,HFD,C,79,16,42,58,-21,37,0.73,8,26,1,4,3,1,126,12.7,,--,--
90,Al Iafrate,1993-94,"WSH, BOS",D,79,15,43,58,16,163,0.73,6,25,0,1,4,0,299,5.0,,--,--
91,Glen Wesley,1993-94,BOS,D,81,14,44,58,1,64,0.72,6,39,1,1,1,0,265,5.3,,--,--
92,Dino Ciccarelli,1993-94,DET,R,66,28,29,57,10,73,0.86,12,20,0,0,1,0,153,18.3,,--,--
93,Valeri Zelepukin,1993-94,NJD,L,82,26,31,57,36,70,0.70,8,12,0,0,0,0,155,16.8,,--,--
94,Kirk Muller,1993-94,MTL,L,76,23,34,57,-1,96,0.75,9,23,2,2,3,0,168,13.7,,--,--
95,Zdeno Ciger,1993-94,EDM,L,84,22,35,57,-11,8,0.68,8,18,0,1,1,0,158,13.9,,--,--
96,Vladimir Malakhov,1993-94,NYI,D,76,10,47,57,29,80,0.75,4,27,0,0,2,1,235,4.3,,--,--
97,Marty McInnis,1993-94,NYI,L,81,25,31,56,31,24,0.69,3,8,5,6,3,0,136,18.4,,--,--
98,Alex Kovalev,1993-94,NYR,R,76,23,33,56,18,154,0.74,7,13,0,0,3,0,184,12.5,,--,--
99,Derek Plante,1993-94,BUF,C,77,21,35,56,4,24,0.73,8,26,1,1,2,0,147,14.3,,--,--
100,Igor Larionov,1993-94,SJS,C,60,18,38,56,20,40,0.93,3,16,2,2,2,0,72,25.0,,--,--
