,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Gordie Howe,1952-53,DET,R,70,49,46,95,,57,1.36,11,27,1,1,6,0,,--,,--,--
2,Ted Lindsay,1952-53,DET,L,70,32,39,71,,111,1.01,9,17,0,0,3,0,,--,,--,--
3,Maurice Richard,1952-53,MTL,R,70,28,33,61,,112,0.87,7,17,0,0,1,0,,--,,--,--
4,Wally Hergesheimer,1952-53,NYR,R,70,30,29,59,,10,0.84,7,12,0,0,4,0,,--,,--,--
5,Alex Delvecchio,1952-53,DET,C,70,16,43,59,,28,0.84,3,18,0,0,1,0,,--,,--,--
6,Paul Ronty,1952-53,NYR,C,70,16,38,54,,20,0.77,4,13,0,0,3,0,,--,,--,--
7,Metro Prystai,1952-53,DET,C,70,16,34,50,,12,0.71,5,9,0,0,5,0,,--,,--,--
8,Red Kelly,1952-53,DET,D,70,19,27,46,,8,0.66,4,15,0,0,1,0,,--,,--,--
9,Bert Olmstead,1952-53,MTL,L,69,17,28,45,,83,0.65,8,21,0,0,3,0,,--,,--,--
10,Fleming MacKell,1952-53,BOS,C,65,27,17,44,,63,0.68,4,6,2,2,5,0,,--,,--,--
11,Jim McFadden,1952-53,CHI,C,70,23,21,44,,29,0.63,3,8,3,4,2,0,,--,,--,--
12,Johnny Wilson,1952-53,DET,L,70,23,19,42,,22,0.60,6,10,0,0,1,0,,--,,--,--
13,Jimmy Peters,1952-53,CHI,R,69,22,19,41,,16,0.59,3,6,0,0,3,0,,--,,--,--
14,Elmer Lach,1952-53,MTL,C,53,16,25,41,,56,0.77,8,21,0,0,6,0,,--,,--,--
15,Bernie Geoffrion,1952-53,MTL,R,65,22,17,39,,37,0.60,4,12,0,0,3,0,,--,,--,--
16,Sid Smith,1952-53,TOR,L,70,20,19,39,,6,0.56,6,10,1,2,4,0,,--,,--,--
17,George Gee,1952-53,CHI,C,67,18,21,39,,99,0.58,1,3,1,2,3,0,,--,,--,--
18,Gerry Couture,1952-53,CHI,R,70,19,18,37,,20,0.53,4,6,0,1,2,0,,--,,--,--
19,Bill Mosienko,1952-53,CHI,R,65,17,20,37,,20,0.57,0,4,0,0,2,0,,--,,--,--
20,Ted Kennedy,1952-53,TOR,C,43,14,23,37,,42,0.86,3,10,1,2,2,0,,--,,--,--
