,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Doug Bentley,1942-43,CHI,L,50,33,40,73,,18,1.46,5,13,0,0,4,0,,--,,--,--
2,Bill Cowley,1942-43,BOS,C,48,27,45,72,,10,1.50,9,15,0,0,6,0,,--,,--,--
3,Max Bentley,1942-43,CHI,C,47,26,44,70,,2,1.49,4,14,0,0,3,0,,--,,--,--
4,Lynn Patrick,1942-43,NYR,C,50,22,39,61,,28,1.22,4,13,1,1,1,1,,--,,--,--
5,Lorne Carr,1942-43,TOR,R,50,27,33,60,,15,1.20,3,10,0,0,3,0,,--,,--,--
6,Billy Taylor Sr.,1942-43,TOR,C,50,18,42,60,,2,1.20,3,11,0,0,1,0,,--,,--,--
7,Bryan Hextall Sr.,1942-43,NYR,R,50,27,32,59,,28,1.18,5,10,0,0,1,1,,--,,--,--
8,Toe Blake,1942-43,MTL,L,48,23,36,59,,26,1.23,7,12,0,0,2,0,,--,,--,--
9,Elmer Lach,1942-43,MTL,C,45,18,40,58,,14,1.29,5,17,0,0,2,0,,--,,--,--
10,Buddy O'Connor,1942-43,MTL,C,50,15,43,58,,2,1.16,3,11,0,0,1,0,,--,,--,--
11,Joe Benoit,1942-43,MTL,R,49,30,27,57,,23,1.16,4,19,0,0,2,0,,--,,--,--
12,Syd Howe,1942-43,DET,C,50,20,35,55,,10,1.10,5,12,0,0,2,0,,--,,--,--
13,Art Jackson,1942-43,BOS,C,50,22,31,53,,20,1.06,4,9,0,0,2,0,,--,,--,--
14,Buzz Boll,1942-43,BOS,L,43,25,27,52,,20,1.21,5,13,0,0,2,0,,--,,--,--
15,Gordie Drillon,1942-43,MTL,R,49,28,22,50,,14,1.02,2,4,0,0,3,0,,--,,--,--
16,Gaye Stewart,1942-43,TOR,L,48,24,23,47,,40,0.98,1,2,0,0,3,0,,--,,--,--
17,Ray Getliffe,1942-43,MTL,C,50,18,28,46,,26,0.92,3,6,0,0,2,0,,--,,--,--
18,Mud Bruneteau,1942-43,DET,R,50,23,22,45,,2,0.90,5,9,1,1,3,0,,--,,--,--
19,Red Hamill,1942-43,CHI,L,50,28,16,44,,44,0.88,4,7,1,1,2,0,,--,,--,--
20,Flash Hollett,1942-43,BOS,D,50,19,25,44,,19,0.88,2,12,1,1,4,0,,--,,--,--
21,Mel Hill,1942-43,TOR,R,49,17,27,44,,47,0.90,1,3,0,0,2,0,,--,,--,--
22,Bill Thoms,1942-43,CHI,C,46,15,28,43,,11,0.93,3,8,0,0,2,0,,--,,--,--
23,Carl Liscombe,1942-43,DET,L,50,19,23,42,,19,0.84,2,9,0,0,3,0,,--,,--,--
24,Sid Abel,1942-43,DET,C,49,18,24,42,,33,0.86,3,11,0,0,2,0,,--,,--,--
25,Phil Watson,1942-43,NYR,R,47,14,28,42,,44,0.89,1,7,0,1,0,0,,--,,--,--
26,Syl Apps,1942-43,TOR,C,29,23,17,40,,2,1.38,5,6,1,1,5,0,,--,,--,--
27,Babe Pratt,1942-43,"NYR, TOR",D,44,12,27,39,,50,0.89,2,8,0,0,0,0,,--,,--,--
28,Hank Goldup,1942-43,"TOR, NYR",L,44,12,27,39,,37,0.89,1,5,0,0,2,0,,--,,--,--
29,Sweeney Schriner,1942-43,TOR,L,37,19,17,36,,13,0.97,5,7,0,0,1,0,,--,,--,--
30,Joe Carveth,1942-43,DET,R,43,18,18,36,,6,0.84,3,11,0,0,0,0,,--,,--,--
31,Herb Cain,1942-43,BOS,L,45,18,18,36,,19,0.80,0,1,0,0,1,0,,--,,--,--
32,Bob Davidson,1942-43,TOR,L,50,13,23,36,,20,0.72,0,1,0,0,1,0,,--,,--,--
33,Mush March,1942-43,CHI,R,50,7,29,36,,46,0.72,0,2,0,0,0,0,,--,,--,--
34,Grant Warwick,1942-43,NYR,R,50,17,18,35,,31,0.70,5,7,0,0,0,0,,--,,--,--
35,Bud Poile,1942-43,TOR,R,48,16,19,35,,24,0.73,0,0,0,0,4,0,,--,,--,--
36,Busher Jackson,1942-43,BOS,L,44,19,15,34,,38,0.77,1,1,0,0,2,0,,--,,--,--
37,Don Gallinger,1942-43,BOS,C,48,14,20,34,,16,0.71,0,2,0,0,1,0,,--,,--,--
38,Clint Smith,1942-43,NYR,C,47,12,21,33,,4,0.70,2,4,0,0,1,0,,--,,--,--
39,Murph Chamberlain,1942-43,BOS,L,45,9,24,33,,67,0.73,1,2,0,0,2,0,,--,,--,--
40,Don Grosso,1942-43,DET,L,50,15,17,32,,10,0.64,3,5,0,0,3,0,,--,,--,--
41,Bob Carse,1942-43,CHI,L,46,10,22,32,,6,0.70,1,3,0,0,1,0,,--,,--,--
42,Earl Seibert,1942-43,CHI,D,44,5,27,32,,48,0.73,3,10,0,1,1,0,,--,,--,--
43,Harry Watson,1942-43,DET,L,50,13,18,31,,10,0.62,5,10,0,0,2,0,,--,,--,--
44,Eddie Wares,1942-43,DET,R,47,12,18,30,,10,0.64,0,5,0,0,3,0,,--,,--,--
45,Fido Purpur,1942-43,CHI,R,50,13,16,29,,14,0.58,2,2,0,0,1,0,,--,,--,--
46,Bob Kirkpatrick,1942-43,NYR,C,49,12,12,24,,6,0.49,1,4,0,0,0,0,,--,,--,--
47,Cully Dahlstrom,1942-43,CHI,C,38,11,13,24,,10,0.63,3,5,0,0,1,0,,--,,--,--
48,George Allen,1942-43,CHI,L,47,10,14,24,,26,0.51,0,1,0,0,1,0,,--,,--,--
49,Jack Crawford,1942-43,BOS,D,49,5,18,23,,24,0.47,0,1,0,1,0,0,,--,,--,--
50,Dit Clapper,1942-43,BOS,R,38,5,18,23,,12,0.61,2,4,0,0,1,0,,--,,--,--
51,Bep Guidolin,1942-43,BOS,L,42,7,15,22,,53,0.52,1,3,0,0,0,0,,--,,--,--
52,Alf Pike,1942-43,NYR,L,41,6,16,22,,48,0.54,1,4,0,0,2,1,,--,,--,--
53,Connie Brown,1942-43,DET,C,23,5,16,21,,6,0.91,1,4,0,0,2,0,,--,,--,--
54,Reg Hamilton,1942-43,TOR,D,48,4,17,21,,68,0.44,0,1,0,0,0,0,,--,,--,--
55,Scotty Cameron,1942-43,NYR,C,35,8,11,19,,0,0.54,2,5,0,0,0,0,,--,,--,--
56,Ott Heller,1942-43,NYR,D,45,4,14,18,,14,0.40,0,1,0,0,0,0,,--,,--,--
57,Leo Lamoureux,1942-43,MTL,C,46,2,16,18,,53,0.39,0,2,0,0,1,0,,--,,--,--
58,Butch Bouchard,1942-43,MTL,D,45,2,16,18,,47,0.40,1,2,0,0,1,0,,--,,--,--
59,George Johnston,1942-43,CHI,R,30,10,7,17,,0,0.57,3,4,0,0,1,0,,--,,--,--
60,Jack McLean,1942-43,TOR,C,27,9,8,17,,33,0.63,0,0,0,0,1,0,,--,,--,--
61,Jack Portland,1942-43,MTL,D,49,3,14,17,,52,0.35,1,3,0,0,0,0,,--,,--,--
62,Jack Forsey,1942-43,TOR,R,19,7,9,16,,10,0.84,1,1,0,0,0,0,,--,,--,--
63,Dutch Hiller,1942-43,"BOS, MTL",L,42,8,6,14,,4,0.33,2,4,0,0,0,0,,--,,--,--
64,Gus Mancuso,1942-43,NYR,R,21,6,8,14,,13,0.67,0,0,0,0,2,0,,--,,--,--
65,Vic Myles,1942-43,NYR,D,45,6,8,14,,57,0.31,1,2,0,0,0,0,,--,,--,--
66,Glen Harmon,1942-43,MTL,D,27,5,9,14,,25,0.52,3,5,0,0,0,0,,--,,--,--
67,Joe Shack,1942-43,NYR,L,20,5,9,14,,6,0.70,0,0,0,0,1,0,,--,,--,--
68,Jackie Schmidt,1942-43,BOS,L,45,6,7,13,,6,0.29,0,0,0,0,1,0,,--,,--,--
69,Les Douglas,1942-43,DET,C,21,5,8,13,,4,0.62,2,4,0,0,1,0,,--,,--,--
70,Bucko McDonald,1942-43,TOR,D,40,2,11,13,,39,0.33,0,1,0,1,0,0,,--,,--,--
71,Terry Reardon,1942-43,MTL,C,13,6,6,12,,2,0.92,3,5,0,0,0,0,,--,,--,--
72,Bob Copp,1942-43,TOR,D,28,3,9,12,,24,0.43,0,1,0,0,1,0,,--,,--,--
73,Charlie Sands,1942-43,MTL,C,31,3,9,12,,0,0.39,0,1,0,0,0,0,,--,,--,--
74,Irwin Boyd,1942-43,BOS,R,20,6,5,11,,6,0.55,0,0,0,0,0,0,,--,,--,--
75,Maurice Richard,1942-43,MTL,R,16,5,6,11,,4,0.69,0,1,0,0,2,0,,--,,--,--
76,Jack Stewart,1942-43,DET,D,44,2,9,11,,68,0.25,0,0,0,0,0,0,,--,,--,--
77,Alex Motter,1942-43,DET,C,50,6,4,10,,42,0.20,2,2,0,0,2,0,,--,,--,--
78,Aud Tuten,1942-43,CHI,D,34,3,7,10,,38,0.29,0,1,0,0,0,0,,--,,--,--
79,Bill Meronek,1942-43,MTL,C,12,3,6,9,,0,0.75,1,2,0,0,0,0,,--,,--,--
80,Johnny Gottselig,1942-43,CHI,L,10,2,6,8,,22,0.80,0,0,0,0,0,0,,--,,--,--
81,Jack Shewchuk,1942-43,BOS,D,48,2,6,8,,50,0.17,0,2,0,0,0,0,,--,,--,--
82,Art Wiebe,1942-43,CHI,D,33,1,7,8,,25,0.24,0,1,0,0,0,0,,--,,--,--
83,Alex Smart,1942-43,MTL,L,8,5,2,7,,0,0.88,0,0,0,0,1,0,,--,,--,--
84,Ab DeMarco Sr.,1942-43,"TOR, BOS",C,7,4,3,7,,0,1.00,0,0,0,0,0,0,,--,,--,--
85,Jimmy Orlando,1942-43,DET,D,40,3,4,7,,109,0.17,2,2,0,0,0,0,,--,,--,--
86,Joe Bell,1942-43,NYR,L,15,2,5,7,,6,0.47,0,0,0,0,0,0,,--,,--,--
87,John Mahaffy,1942-43,MTL,C,9,2,5,7,,4,0.78,0,0,0,0,0,0,,--,,--,--
88,Tony Demers,1942-43,MTL,R,9,2,5,7,,0,0.78,0,0,0,0,1,0,,--,,--,--
89,Jack Hamilton,1942-43,TOR,C,13,1,6,7,,4,0.54,0,0,0,0,0,0,,--,,--,--
90,Hub Macey,1942-43,NYR,L,9,3,3,6,,0,0.67,1,2,0,0,0,0,,--,,--,--
91,Bill Jennings,1942-43,DET,R,8,3,3,6,,2,0.75,1,1,0,0,1,0,,--,,--,--
92,Bill Shill,1942-43,BOS,R,7,4,1,5,,4,0.71,1,2,0,0,1,0,,--,,--,--
93,Gord Davidson,1942-43,NYR,D,35,2,3,5,,4,0.14,0,0,0,0,0,0,,--,,--,--
94,Ebbie Goodfellow,1942-43,DET,C,11,1,4,5,,4,0.45,0,1,0,0,1,0,,--,,--,--
95,Lin Bend,1942-43,NYR,C,8,3,1,4,,2,0.50,0,0,0,0,0,0,,--,,--,--
96,Phil Hergesheimer,1942-43,CHI,R,9,1,3,4,,0,0.44,0,1,0,0,0,0,,--,,--,--
97,Harold Jackson,1942-43,DET,D,4,0,4,4,,6,1.00,0,0,0,0,0,0,,--,,--,--
98,Billy Gooden,1942-43,NYR,L,12,0,4,4,,0,0.33,0,0,0,0,0,0,,--,,--,--
99,Ozzie Aubuchon,1942-43,BOS,L,3,3,0,3,,0,1.00,0,0,0,0,1,0,,--,,--,--
100,Reg Bentley,1942-43,CHI,L,11,1,2,3,,2,0.27,0,0,0,0,0,0,,--,,--,--
101,Marcel Dheere,1942-43,MTL,L,11,1,2,3,,2,0.27,0,0,0,0,0,0,,--,,--,--
102,Shep Mayer,1942-43,TOR,R,2,1,2,3,,4,1.50,0,0,0,0,0,0,,--,,--,--
103,John Holota,1942-43,DET,C,12,2,0,2,,0,0.17,0,0,0,0,0,0,,--,,--,--
104,Bill Mosienko,1942-43,CHI,R,2,2,0,2,,0,1.00,0,0,0,0,0,0,,--,,--,--
105,Red Goupille,1942-43,MTL,D,6,2,0,2,,8,0.33,0,0,0,0,1,0,,--,,--,--
106,George Boothman,1942-43,TOR,C,9,1,1,2,,4,0.22,0,0,0,0,0,0,,--,,--,--
107,Bill Quackenbush,1942-43,DET,D,10,1,1,2,,4,0.20,0,0,0,0,0,0,,--,,--,--
108,Red Garrett,1942-43,NYR,D,23,1,1,2,,18,0.09,0,0,0,0,1,0,,--,,--,--
109,Cully Simon,1942-43,DET,D,34,1,1,2,,34,0.06,0,0,0,0,0,0,,--,,--,--
110,Red Mitchell,1942-43,CHI,D,42,1,1,2,,47,0.05,0,0,0,0,0,0,,--,,--,--
111,Tony Graboski,1942-43,MTL,L,9,0,2,2,,4,0.22,0,0,0,0,0,0,,--,,--,--
112,Joe Matte,1942-43,CHI,D,12,0,2,2,,8,0.17,0,0,0,0,0,0,,--,,--,--
113,Rhys Thomson,1942-43,TOR,D,18,0,2,2,,22,0.11,0,0,0,0,0,0,,--,,--,--
