,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
24,Eddie Wiseman,1941-42,BOS,R,45,12,22,34,,8,0.76,3,6,0,0,3,2,,--,,--,--
25,Flash Hollett,1941-42,BOS,D,48,19,14,33,,21,0.69,2,3,0,0,5,0,,--,,--,--
26,Lorne Carr,1941-42,TOR,R,47,16,17,33,,4,0.70,0,3,1,1,4,1,,--,,--,--
27,Grant Warwick,1941-42,NYR,R,44,16,17,33,,36,0.75,1,4,0,0,1,0,,--,,--,--
28,Mud Bruneteau,1941-42,DET,R,48,14,19,33,,8,0.69,1,1,0,1,2,0,,--,,--,--
29,Neil Colville,1941-42,NYR,C,48,8,25,33,,37,0.69,1,5,0,2,0,0,,--,,--,--
30,Pete Langelle,1941-42,TOR,C,48,10,22,32,,9,0.67,0,1,0,1,3,0,,--,,--,--
31,Mush March,1941-42,CHI,R,48,6,26,32,,22,0.67,1,10,0,1,2,1,,--,,--,--
32,Mac Colville,1941-42,NYR,R,46,14,16,30,,26,0.65,2,5,1,1,3,1,,--,,--,--
33,Max Bentley,1941-42,CHI,C,39,13,17,30,,2,0.77,5,7,0,0,1,0,,--,,--,--
34,Carl Liscombe,1941-42,DET,L,47,13,17,30,,14,0.64,1,4,0,1,2,0,,--,,--,--
35,Hank Goldup,1941-42,TOR,L,44,12,18,30,,13,0.68,0,1,1,1,2,1,,--,,--,--
36,Woody Dumart,1941-42,BOS,L,35,14,15,29,,8,0.83,0,1,0,0,0,0,,--,,--,--
37,Bill Benson,1941-42,BRK,C,45,8,20,28,,31,0.62,1,5,0,0,1,0,,--,,--,--
38,Pat Egan,1941-42,BRK,D,48,8,20,28,,124,0.58,2,4,1,2,2,0,,--,,--,--
39,Alex Kaleta,1941-42,CHI,L,48,7,21,28,,24,0.58,0,1,0,0,1,1,,--,,--,--
40,Murray Armstrong,1941-42,BRK,C,45,6,22,28,,15,0.62,0,1,0,0,1,0,,--,,--,--
41,Babe Pratt,1941-42,NYR,D,47,4,24,28,,65,0.60,0,2,0,0,1,0,,--,,--,--
42,Cully Dahlstrom,1941-42,CHI,C,34,13,14,27,,6,0.79,3,5,0,0,2,0,,--,,--,--
43,Bill Carse,1941-42,CHI,C,43,13,14,27,,16,0.63,1,2,0,0,2,0,,--,,--,--
44,Charlie Sands,1941-42,MTL,C,39,11,16,27,,6,0.69,2,6,0,0,3,0,,--,,--,--
45,Alf Pike,1941-42,NYR,L,34,8,19,27,,16,0.79,2,3,0,0,0,0,,--,,--,--
46,Bill Cowley,1941-42,BOS,C,28,4,23,27,,6,0.96,0,3,0,0,0,0,,--,,--,--
47,Doug Bentley,1941-42,CHI,L,38,12,14,26,,11,0.68,1,7,1,1,1,0,,--,,--,--
48,Buzz Boll,1941-42,BRK,L,48,11,15,26,,23,0.54,2,4,0,0,2,1,,--,,--,--
49,Ray Getliffe,1941-42,MTL,C,47,11,15,26,,55,0.55,1,3,0,0,0,0,,--,,--,--
50,Bob Davidson,1941-42,TOR,L,37,6,20,26,,39,0.70,0,6,1,1,3,0,,--,,--,--
51,Norm Larson,1941-42,BRK,R,40,16,9,25,,6,0.63,2,2,0,0,2,0,,--,,--,--
52,Buddy O'Connor,1941-42,MTL,C,36,9,16,25,,4,0.69,0,10,0,0,2,1,,--,,--,--
53,Murph Chamberlain,1941-42,"MTL, BRK",L,37,12,12,24,,46,0.65,1,2,0,1,1,0,,--,,--,--
54,John Quilty,1941-42,MTL,C,48,12,12,24,,44,0.50,1,1,0,0,2,0,,--,,--,--
55,Art Jackson,1941-42,BOS,C,47,6,18,24,,25,0.51,1,3,0,0,0,0,,--,,--,--
56,John McCreedy,1941-42,TOR,R,47,15,8,23,,14,0.49,2,2,0,0,5,0,,--,,--,--
57,Bob Carse,1941-42,CHI,L,33,7,16,23,,10,0.70,2,4,1,1,1,0,,--,,--,--
58,Pete Morin,1941-42,MTL,L,32,10,12,22,,7,0.69,4,9,0,0,2,0,,--,,--,--
59,Gus Giesebrecht,1941-42,DET,C,34,6,16,22,,2,0.65,3,3,0,0,2,0,,--,,--,--
60,Alan Kuntz,1941-42,NYR,L,31,10,11,21,,10,0.68,1,1,0,0,2,1,,--,,--,--
61,Earl Seibert,1941-42,CHI,D,46,7,14,21,,52,0.46,1,4,1,1,1,0,,--,,--,--
62,Bucko McDonald,1941-42,TOR,D,48,2,19,21,,24,0.44,0,4,0,0,0,0,,--,,--,--
63,Nick Metz,1941-42,TOR,L,30,11,9,20,,20,0.67,4,8,0,0,2,1,,--,,--,--
64,George Allen,1941-42,CHI,L,43,7,13,20,,31,0.47,0,1,0,0,2,0,,--,,--,--
65,Joe Cooper,1941-42,CHI,D,47,6,14,20,,58,0.43,1,9,0,0,1,0,,--,,--,--
66,Gerry Heffernan,1941-42,MTL,R,41,5,15,20,,15,0.49,3,8,0,0,1,1,,--,,--,--
67,Jack McGill,1941-42,BOS,C,13,8,11,19,,2,1.46,0,4,0,0,1,0,,--,,--,--
68,Harry Watson,1941-42,BRK,L,47,10,8,18,,6,0.38,0,1,0,0,2,0,,--,,--,--
69,Herb Cain,1941-42,BOS,L,35,8,10,18,,2,0.51,0,1,0,0,0,0,,--,,--,--
70,Dutch Hiller,1941-42,"DET, BOS",L,50,7,10,17,,19,0.34,1,1,0,0,2,0,,--,,--,--
71,Joe Carveth,1941-42,DET,R,29,6,11,17,,2,0.59,1,2,0,0,0,0,,--,,--,--
72,Art Coulter,1941-42,NYR,D,47,1,16,17,,31,0.36,0,2,0,0,0,0,,--,,--,--
73,Ken Mosdell,1941-42,BRK,C,41,7,9,16,,16,0.39,1,1,0,0,0,0,,--,,--,--
74,Ken Kilrea,1941-42,DET,L,21,3,13,16,,4,0.76,0,1,0,0,0,0,,--,,--,--
75,Des Smith,1941-42,BOS,D,48,7,8,15,,80,0.31,0,1,0,0,2,0,,--,,--,--
76,Adam Brown,1941-42,DET,L,28,6,9,15,,15,0.54,0,0,0,0,1,0,,--,,--,--
77,Wilf Field,1941-42,BRK,D,41,6,9,15,,23,0.37,0,1,1,1,1,0,,--,,--,--
78,Ken Reardon,1941-42,MTL,D,41,3,12,15,,93,0.37,1,4,0,0,1,0,,--,,--,--
79,Dit Clapper,1941-42,BOS,R,32,3,12,15,,31,0.47,1,4,0,0,0,0,,--,,--,--
80,Fred Thurier,1941-42,BRK,C,27,7,7,14,,4,0.52,1,4,1,1,2,2,,--,,--,--
81,Bill Mosienko,1941-42,CHI,R,12,6,8,14,,4,1.17,0,3,0,0,0,0,,--,,--,--
82,Phil Hergesheimer,1941-42,"CHI, BOS",R,26,3,11,14,,14,0.54,1,1,0,0,0,0,,--,,--,--
83,John Mariucci,1941-42,CHI,D,47,5,8,13,,64,0.28,2,5,0,0,0,0,,--,,--,--
84,Joe Krol,1941-42,BRK,L,24,9,3,12,,8,0.50,0,0,0,0,0,0,,--,,--,--
85,Busher Jackson,1941-42,BOS,L,26,5,7,12,,18,0.46,1,2,0,0,1,0,,--,,--,--
86,Pat McReavy,1941-42,"BOS, DET",C,40,5,7,12,,0,0.30,0,0,0,0,1,0,,--,,--,--
87,Bill Juzda,1941-42,NYR,D,45,4,8,12,,29,0.27,0,0,0,0,2,0,,--,,--,--
88,Gordie Bruce,1941-42,BOS,L,15,4,8,12,,11,0.80,0,0,0,0,0,0,,--,,--,--
89,Ott Heller,1941-42,NYR,D,35,6,5,11,,22,0.31,0,0,2,3,2,0,,--,,--,--
90,Bingo Kampman,1941-42,TOR,D,38,4,7,11,,67,0.29,0,1,0,0,0,0,,--,,--,--
91,Bob Goldham,1941-42,TOR,D,19,4,7,11,,25,0.58,1,1,0,0,0,0,,--,,--,--
92,Jack Stewart,1941-42,DET,D,44,4,7,11,,93,0.25,0,0,0,0,1,1,,--,,--,--
93,Jack Portland,1941-42,MTL,D,46,2,9,11,,53,0.24,0,0,0,0,1,1,,--,,--,--
94,Jack Crawford,1941-42,BOS,D,43,2,9,11,,37,0.26,1,1,0,0,0,1,,--,,--,--
95,Bill Summerhill,1941-42,BRK,R,16,5,5,10,,18,0.63,1,2,0,0,0,0,,--,,--,--
96,Eddie Bush,1941-42,DET,D,18,4,6,10,,60,0.56,1,3,0,0,0,0,,--,,--,--
97,Gerry Brown,1941-42,DET,L,13,4,4,8,,0,0.62,0,1,0,0,0,0,,--,,--,--
98,Hub Macey,1941-42,NYR,L,9,3,5,8,,0,0.89,1,1,0,0,1,0,,--,,--,--
99,Jimmy Orlando,1941-42,DET,D,48,1,7,8,,141,0.17,0,1,0,0,0,0,,--,,--,--
100,Wally Stanowski,1941-42,TOR,D,24,1,7,8,,10,0.33,0,1,0,0,0,0,,--,,--,--
101,Tony Demers,1941-42,MTL,R,7,3,4,7,,4,1.00,1,2,0,0,0,0,,--,,--,--
102,Bunny Dame,1941-42,MTL,L,31,2,5,7,,4,0.23,0,1,0,0,0,0,,--,,--,--
103,Tony Graboski,1941-42,MTL,L,23,2,5,7,,8,0.30,1,4,0,0,0,0,,--,,--,--
104,Gus Marker,1941-42,BRK,R,17,2,5,7,,2,0.41,0,0,1,1,1,0,,--,,--,--
105,Jack Church,1941-42,"TOR, BRK",D,42,1,6,7,,40,0.17,0,1,0,0,0,0,,--,,--,--
106,Alex Motter,1941-42,DET,C,29,2,4,6,,20,0.21,0,1,0,0,0,0,,--,,--,--
107,Norm Tustin,1941-42,NYR,L,18,2,4,6,,0,0.33,0,1,0,0,1,0,,--,,--,--
108,Art Wiebe,1941-42,CHI,D,44,2,4,6,,20,0.14,0,0,0,0,0,0,,--,,--,--
109,Red Goupille,1941-42,MTL,D,48,1,5,6,,51,0.13,0,0,0,0,0,0,,--,,--,--
110,Butch Bouchard,1941-42,MTL,D,44,0,6,6,,38,0.14,0,0,0,0,0,0,,--,,--,--
111,Don Metz,1941-42,TOR,R,25,2,3,5,,8,0.20,0,1,0,0,1,0,,--,,--,--
112,Nick Knott,1941-42,BRK,D,14,3,1,4,,9,0.29,2,2,0,0,0,1,,--,,--,--
113,Ernie Dickens,1941-42,TOR,D,10,2,2,4,,6,0.40,0,1,0,0,0,0,,--,,--,--
114,Ebbie Goodfellow,1941-42,DET,C,9,2,2,4,,2,0.44,0,0,0,0,0,0,,--,,--,--
115,Reg Hamilton,1941-42,TOR,D,22,0,4,4,,27,0.18,0,0,0,0,0,0,,--,,--,--
116,Norm Burns,1941-42,NYR,C,11,0,4,4,,2,0.36,0,2,0,0,0,0,,--,,--,--
117,Bill Jennings,1941-42,DET,R,16,2,1,3,,6,0.19,0,0,0,0,0,0,,--,,--,--
118,Buck Jones,1941-42,DET,D,21,2,1,3,,8,0.14,0,0,0,0,1,0,,--,,--,--
119,Lloyd Gronsdahl,1941-42,BOS,R,10,1,2,3,,0,0.30,0,0,0,0,0,0,,--,,--,--
120,Red Heron,1941-42,"BRK, MTL",C,23,1,2,3,,14,0.13,0,1,0,0,0,0,,--,,--,--
121,Connie Brown,1941-42,DET,C,9,0,3,3,,4,0.33,0,0,0,0,0,0,,--,,--,--
122,Jack Shewchuk,1941-42,BOS,D,22,2,0,2,,14,0.09,1,1,0,0,0,0,,--,,--,--
123,George Johnston,1941-42,CHI,R,2,2,0,2,,0,1.00,0,0,0,0,1,0,,--,,--,--
124,Aud Tuten,1941-42,CHI,D,5,1,1,2,,10,0.40,0,0,0,0,0,0,,--,,--,--
125,Frank Mario,1941-42,BOS,C,9,1,1,2,,0,0.22,0,0,0,0,0,0,,--,,--,--
126,Ken Stewart,1941-42,CHI,D,6,1,1,2,,0,0.33,0,0,0,0,1,0,,--,,--,--
127,Peanuts O'Flaherty,1941-42,BRK,R,11,1,1,2,,0,0.18,0,0,0,0,0,0,,--,,--,--
128,Jim Haggarty,1941-42,MTL,L,5,1,1,2,,0,0.40,1,1,0,0,0,0,,--,,--,--
129,Andy Branigan,1941-42,BRK,D,21,0,2,2,,26,0.10,0,0,0,0,0,0,,--,,--,--
130,Ralph Wycherley,1941-42,BRK,L,2,0,2,2,,2,1.00,0,1,0,0,0,0,,--,,--,--
131,Rod Lorrain,1941-42,MTL,R,4,1,0,1,,0,0.25,0,0,0,0,0,0,,--,,--,--
132,Pep Kelly,1941-42,BRK,R,8,1,0,1,,0,0.13,0,0,0,0,0,0,,--,,--,--
133,Joe Papike,1941-42,CHI,R,9,1,0,1,,0,0.11,0,0,0,0,1,0,,--,,--,--
134,Connie Tudin,1941-42,MTL,C,4,0,1,1,,4,0.25,0,1,0,0,0,0,,--,,--,--
135,Jim O'Neil,1941-42,MTL,C,4,0,1,1,,4,0.25,0,0,0,0,0,0,,--,,--,--
136,Pete Kelly,1941-42,BRK,R,8,0,1,1,,4,0.13,0,0,0,0,0,0,,--,,--,--
137,Elmer Lach,1941-42,MTL,C,1,0,1,1,,0,1.00,0,0,0,0,0,0,,--,,--,--
138,Stu Smith,1941-42,MTL,L,1,0,1,1,,0,1.00,0,0,0,0,0,0,,--,,--,--
139,Doug McCaig,1941-42,DET,D,9,0,1,1,,6,0.11,0,0,0,0,0,0,,--,,--,--
140,Clare Martin,1941-42,BOS,D,13,0,1,1,,4,0.08,0,0,0,0,0,0,,--,,--,--
141,Hazen McAndrew,1941-42,BRK,D,7,0,1,1,,6,0.14,0,0,0,0,0,0,,--,,--,--
142,Leo Lamoureux,1941-42,MTL,C,1,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
143,Bob Whitelaw,1941-42,DET,D,9,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
144,Cliff Thompson,1941-42,BOS,D,6,0,0,0,,2,--,0,0,0,0,0,0,,--,,--,--
145,Fido Purpur,1941-42,CHI,R,8,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
146,Red Mitchell,1941-42,CHI,D,1,0,0,0,,4,--,0,0,0,0,0,0,,--,,--,--
147,Joe Fisher,1941-42,DET,R,3,0,0,0,,0,--,0,0,0,0,0,0,,--,,--,--
