,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Babe Dye,1924-25,TSP,R,29,38,8,46,,38,1.59,,,,,8,0,,--,,--,--
2,Aurel Joliat,1924-25,MTL,L,25,30,12,42,,81,1.68,,,,,6,1,,--,,--,--
3,Cy Denneny,1924-25,SEN,L,29,27,14,41,,16,1.41,,,,,5,2,,--,,--,--
4,Howie Morenz,1924-25,MTL,C,30,27,12,39,,46,1.30,,,,,2,0,,--,,--,--
5,Jack Adams,1924-25,TSP,C,27,21,14,35,,67,1.30,,,,,6,0,,--,,--,--
6,Red Green,1924-25,HAM,L,30,19,16,35,,67,1.17,,,,,4,0,,--,,--,--
7,Billy Boucher,1924-25,MTL,R,30,18,12,30,,92,1.00,,,,,4,0,,--,,--,--
8,Shorty Green,1924-25,HAM,R,28,18,9,27,,73,0.96,,,,,2,0,,--,,--,--
9,Hap Day,1924-25,TSP,D,26,10,17,27,,29,1.04,,,,,1,0,,--,,--,--
10,Billy Burch,1924-25,HAM,C,27,20,6,26,,10,0.96,,,,,3,1,,--,,--,--
11,Hooley Smith,1924-25,SEN,C,30,10,14,24,,87,0.80,,,,,4,0,,--,,--,--
12,Jimmy Herberts,1924-25,BOS,C,30,17,6,23,,53,0.77,,,,,1,0,,--,,--,--
13,King Clancy,1924-25,SEN,D,29,14,8,22,,63,0.76,,,,,2,0,,--,,--,--
14,George Boucher,1924-25,SEN,D,28,15,6,21,,90,0.75,,,,,3,0,,--,,--,--
15,Reg Noble,1924-25,"TSP, MMR",C,30,9,12,21,,62,0.70,,,,,1,0,,--,,--,--
16,Punch Broadbent,1924-25,MMR,R,30,14,6,20,,83,0.67,,,,,3,0,,--,,--,--
17,Sprague Cleghorn,1924-25,MTL,D,27,8,10,18,,87,0.67,,,,,0,0,,--,,--,--
18,Bert McCaffrey,1924-25,TSP,R,30,10,7,17,,12,0.57,,,,,1,0,,--,,--,--
19,Ken Randall,1924-25,HAM,R,30,8,9,17,,52,0.57,,,,,2,0,,--,,--,--
20,Ed Gorman,1924-25,SEN,D,28,11,4,15,,51,0.54,,,,,2,1,,--,,--,--
21,Mickey Roach,1924-25,HAM,C,30,6,6,12,,8,0.40,,,,,3,0,,--,,--,--
22,Alex McKinnon,1924-25,HAM,R,29,8,3,11,,47,0.38,,,,,1,0,,--,,--,--
23,Frank Nighbor,1924-25,SEN,C,26,5,5,10,,18,0.38,,,,,1,0,,--,,--,--
24,Bert Corbeau,1924-25,TSP,D,30,4,6,10,,76,0.33,,,,,0,0,,--,,--,--
25,Charlie Langlois,1924-25,HAM,R,30,6,3,9,,55,0.30,,,,,1,0,,--,,--,--
26,Sam Rothschild,1924-25,MMR,L,28,5,4,9,,5,0.32,,,,,0,0,,--,,--,--
27,Carson Cooper,1924-25,BOS,R,12,5,3,8,,4,0.67,,,,,1,0,,--,,--,--
