,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Charlie Conacher,1933-34,TOR,R,42,32,20,52,,38,1.24,2,6,0,0,5,0,,--,,--,--
2,Joe Primeau,1933-34,TOR,C,45,14,32,46,,8,1.02,0,6,1,1,1,0,,--,,--,--
3,Frank Boucher,1933-34,NYR,C,48,14,30,44,,4,0.92,1,7,1,1,3,1,,--,,--,--
4,Marty Barry,1933-34,BOS,C,48,27,12,39,,12,0.81,1,2,0,0,5,0,,--,,--,--
5,Nels Stewart,1933-34,BOS,C,48,22,17,39,,68,0.81,4,6,0,0,3,0,,--,,--,--
6,Cecil Dillon,1933-34,NYR,R,48,13,26,39,,10,0.81,4,10,2,3,1,0,,--,,--,--
7,Busher Jackson,1933-34,TOR,L,38,20,18,38,,38,1.00,4,5,0,0,4,0,,--,,--,--
8,Hooley Smith,1933-34,MMR,C,47,18,19,37,,58,0.79,2,5,0,1,3,2,,--,,--,--
9,Aurel Joliat,1933-34,MTL,L,48,21,15,36,,27,0.75,4,8,0,1,7,1,,--,,--,--
10,Paul Thompson,1933-34,CHI,L,48,20,16,36,,17,0.75,4,9,1,1,5,1,,--,,--,--
11,Larry Aurie,1933-34,DET,R,48,16,19,35,,36,0.73,3,10,1,2,3,0,,--,,--,--
12,Baldy Northcott,1933-34,MMR,D,47,20,13,33,,27,0.70,3,5,0,0,4,1,,--,,--,--
13,Fred Cook,1933-34,NYR,L,48,18,15,33,,36,0.69,3,7,1,1,4,0,,--,,--,--
14,Cooney Weiland,1933-34,"SEN, DET",C,48,13,19,32,,10,0.67,3,12,0,0,4,1,,--,,--,--
15,John Sorrell,1933-34,DET,L,47,21,10,31,,8,0.66,10,12,0,0,3,0,,--,,--,--
16,Herbie Lewis,1933-34,DET,L,43,16,15,31,,15,0.72,2,7,1,1,5,3,,--,,--,--
17,Eddie Burke,1933-34,NYA,R,46,20,10,30,,24,0.65,1,3,0,0,5,1,,--,,--,--
18,Johnny Gottselig,1933-34,CHI,L,48,16,14,30,,4,0.63,5,7,0,0,3,1,,--,,--,--
19,Earl Roche,1933-34,SEN,L,45,13,16,29,,22,0.64,1,2,0,0,3,1,,--,,--,--
20,Doc Romnes,1933-34,CHI,L,47,8,21,29,,6,0.62,0,5,0,0,0,0,,--,,--,--
21,Earl Robinson,1933-34,MMR,R,47,12,16,28,,14,0.60,1,4,0,1,2,2,,--,,--,--
22,King Clancy,1933-34,TOR,D,46,11,17,28,,62,0.61,0,3,3,3,2,0,,--,,--,--
