,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Mario Lemieux,1991-92,PIT,C,64,44,87,131,27,94,2.05,12,47,4,10,5,0,249,17.7,,--,--
2,Kevin Stevens,1991-92,PIT,L,80,54,69,123,8,254,1.54,19,42,0,0,4,1,325,16.6,,--,--
3,Wayne Gretzky,1991-92,LAK,C,74,31,90,121,-12,34,1.64,12,54,2,4,2,0,215,14.4,,--,--
4,Brett Hull,1991-92,STL,R,73,70,39,109,-2,48,1.49,20,40,5,5,9,1,408,17.2,,--,--
5,Luc Robitaille,1991-92,LAK,L,80,44,63,107,-4,95,1.34,26,47,0,0,6,0,240,18.3,,--,--
6,Mark Messier,1991-92,NYR,C,79,35,72,107,31,76,1.35,12,33,4,9,6,1,212,16.5,,--,--
7,Jeremy Roenick,1991-92,CHI,C,80,53,50,103,23,98,1.29,22,44,3,3,13,0,234,22.6,,--,--
8,Steve Yzerman,1991-92,DET,C,79,45,58,103,26,64,1.30,9,27,8,10,9,0,295,15.3,,--,--
9,Brian Leetch,1991-92,NYR,D,80,22,80,102,25,26,1.27,10,46,1,1,3,1,245,9.0,,--,--
10,Adam Oates,1991-92,"STL, BOS",C,80,20,79,99,-9,22,1.24,6,36,0,2,4,0,191,10.5,,--,--
11,Dale Hawerchuk,1991-92,BUF,C,77,23,75,98,-22,27,1.27,13,56,0,0,4,0,242,9.5,,--,--
12,Mark Recchi,1991-92,"PIT, PHI",R,80,43,54,97,-21,96,1.21,20,48,1,1,5,0,210,20.5,,--,--
13,Pierre Turgeon,1991-92,"BUF, NYI",C,77,40,55,95,7,20,1.23,13,33,0,0,6,0,207,19.3,,--,--
14,Joe Sakic,1991-92,QUE,C,69,29,65,94,5,20,1.36,6,31,3,7,1,0,217,13.4,,--,--
15,Pat LaFontaine,1991-92,BUF,C,57,46,47,93,10,98,1.63,23,48,0,0,5,0,203,22.7,,--,--
16,Dave Andreychuk,1991-92,BUF,L,80,41,50,91,-9,71,1.14,28,51,0,0,2,0,337,12.2,,--,--
17,Gary Roberts,1991-92,CGY,L,76,53,37,90,32,207,1.18,15,22,0,1,2,0,196,27.0,,--,--
18,Vincent Damphousse,1991-92,EDM,C,80,38,51,89,10,53,1.11,12,32,1,3,8,0,247,15.4,,--,--
19,Joe Mullen,1991-92,PIT,R,77,42,45,87,12,30,1.13,14,26,0,0,4,0,226,18.6,,--,--
20,Doug Gilmour,1991-92,"CGY, TOR",C,78,26,61,87,25,78,1.12,10,29,1,2,4,0,168,15.5,,--,--
21,Craig Janney,1991-92,"BOS, STL",C,78,18,69,87,6,22,1.12,6,31,0,0,2,0,127,14.2,,--,--
