,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Wayne Gretzky,1989-90,LAK,C,73,40,102,142,8,42,1.95,10,40,4,6,4,1,236,16.9,,--,--
2,Mark Messier,1989-90,EDM,C,79,45,84,129,19,79,1.63,13,47,6,11,3,1,211,21.3,,--,--
3,Steve Yzerman,1989-90,DET,C,79,62,65,127,-6,79,1.61,16,37,7,11,8,1,332,18.7,,--,--
4,Mario Lemieux,1989-90,PIT,C,59,45,78,123,-18,78,2.08,14,49,3,3,4,0,226,19.9,,--,--
5,Brett Hull,1989-90,STL,R,80,72,41,113,-1,24,1.41,27,44,0,0,12,0,385,18.7,,--,--
6,Bernie Nicholls,1989-90,"LAK, NYR",C,79,39,73,112,-9,86,1.42,15,52,0,1,1,1,287,13.6,,--,--
7,Pierre Turgeon,1989-90,BUF,C,80,40,66,106,10,29,1.32,17,46,1,2,10,1,193,20.7,,--,--
8,Pat LaFontaine,1989-90,NYI,C,74,54,51,105,-13,38,1.42,13,40,2,2,8,0,286,18.9,,--,--
9,Paul Coffey,1989-90,PIT,D,80,29,74,103,-25,95,1.29,10,48,0,1,3,0,324,8.9,,--,--
10,Joe Sakic,1989-90,QUE,C,80,39,63,102,-40,27,1.27,8,35,1,1,2,0,234,16.7,,--,--
11,Adam Oates,1989-90,STL,C,80,23,79,102,9,30,1.27,6,34,2,3,3,0,168,13.7,,--,--
12,Luc Robitaille,1989-90,LAK,L,80,52,49,101,8,38,1.26,20,33,0,1,7,0,210,24.8,,--,--
13,Ron Francis,1989-90,HFD,C,80,32,69,101,13,73,1.26,15,43,1,1,5,0,170,18.8,,--,--
14,Brian Bellows,1989-90,MNS,L,80,55,44,99,-3,72,1.24,21,40,1,2,9,1,300,18.3,,--,--
15,Rick Tocchet,1989-90,PHI,R,75,37,59,96,4,196,1.28,15,33,1,3,0,0,269,13.8,,--,--
