,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Stan Mikita,1963-64,CHI,C,70,39,50,89,21,146,1.27,14,34,1,1,7,0,305,12.8,,--,--
2,Bobby Hull,1963-64,CHI,L,70,43,44,87,14,48,1.24,12,32,4,4,5,0,408,10.5,,--,--
3,Jean Beliveau,1963-64,MTL,C,68,28,50,78,9,42,1.15,13,32,0,0,2,0,228,12.3,,--,--
4,Andy Bathgate,1963-64,"NYR, TOR",R,71,19,58,77,-12,34,1.08,5,25,0,0,1,0,284,6.7,,--,--
5,Gordie Howe,1963-64,DET,R,69,26,47,73,-10,70,1.06,12,29,1,1,3,0,345,7.5,,--,--
6,Kenny Wharram,1963-64,CHI,R,70,39,32,71,25,18,1.01,14,20,0,0,8,0,191,20.4,,--,--
7,Murray Oliver,1963-64,BOS,C,70,24,44,68,-6,41,0.97,5,16,0,0,2,0,251,9.6,,--,--
8,Phil Goyette,1963-64,NYR,C,67,24,41,65,-8,15,0.97,6,17,0,0,4,0,194,12.4,,--,--
9,Rod Gilbert,1963-64,NYR,R,70,24,40,64,-5,62,0.91,7,19,0,0,0,0,185,13.0,,--,--
10,Dave Keon,1963-64,TOR,C,70,23,37,60,2,6,0.86,7,18,0,1,2,0,240,9.6,,--,--
11,Bobby Rousseau,1963-64,MTL,R,70,25,31,56,24,32,0.80,2,9,0,0,7,0,243,10.3,,--,--
12,Bill Hay,1963-64,CHI,C,70,23,33,56,5,30,0.80,5,14,0,0,2,0,204,11.3,,--,--
13,Camille Henry,1963-64,NYR,C,68,29,26,55,-17,8,0.81,9,18,0,0,3,0,153,18.9,,--,--
14,Frank Mahovlich,1963-64,TOR,L,70,26,29,55,8,66,0.79,6,15,0,0,4,0,205,12.7,,--,--
15,Johnny Bucyk,1963-64,BOS,L,62,18,36,54,-12,36,0.87,1,9,0,0,2,0,142,12.7,,--,--
16,Alex Delvecchio,1963-64,DET,C,70,23,30,53,-12,11,0.76,6,17,0,0,2,0,229,10.0,,--,--
17,Henri Richard,1963-64,MTL,C,66,14,39,53,10,73,0.80,1,5,0,0,1,0,258,5.4,,--,--
18,Pierre Pilote,1963-64,CHI,D,70,7,46,53,31,84,0.76,0,15,0,1,2,0,104,6.7,,--,--
19,Norm Ullman,1963-64,DET,C,61,21,30,51,-14,55,0.84,3,15,1,1,5,0,213,9.8,,--,--
20,Bob Pulford,1963-64,TOR,L,70,18,30,48,14,73,0.69,1,4,4,4,1,0,237,7.6,,--,--
21,Parker MacDonald,1963-64,DET,C,68,21,25,46,-12,25,0.68,6,13,0,0,5,0,206,10.2,,--,--
22,Ab McDonald,1963-64,CHI,L,70,14,32,46,21,17,0.66,4,15,0,0,3,0,193,7.2,,--,--
23,John Ferguson,1963-64,MTL,L,59,18,27,45,18,125,0.76,3,9,0,0,4,0,135,13.3,,--,--
24,Red Kelly,1963-64,TOR,D,70,11,34,45,-5,16,0.64,1,12,0,0,2,0,198,5.5,,--,--
25,Dave Balon,1963-64,MTL,L,70,24,18,42,13,80,0.60,7,12,0,3,2,0,220,10.9,,--,--
26,Don McKenney,1963-64,"NYR, TOR",C,70,18,23,41,-6,8,0.59,6,9,0,0,2,0,117,15.4,,--,--
27,Dean Prentice,1963-64,BOS,L,70,23,16,39,-7,37,0.56,5,7,1,1,3,0,205,11.2,,--,--
28,Bernie Geoffrion,1963-64,MTL,R,55,21,18,39,7,41,0.71,5,13,0,0,9,0,170,12.3,,--,--
29,Gilles Tremblay,1963-64,MTL,L,61,22,15,37,11,21,0.61,7,13,0,0,1,0,141,15.6,,--,--
30,George Armstrong,1963-64,TOR,R,67,20,17,37,-3,14,0.55,7,12,0,0,3,0,170,11.8,,--,--
31,Orland Kurtenbach,1963-64,BOS,C,70,12,25,37,0,91,0.53,2,6,0,0,2,0,180,6.7,,--,--
32,Harry Howell,1963-64,NYR,D,70,5,31,36,-9,75,0.51,2,14,0,0,2,0,208,2.4,,--,--
33,Claude Provost,1963-64,MTL,R,68,15,17,32,0,39,0.47,2,6,1,1,3,0,235,6.4,,--,--
34,Bruce MacGregor,1963-64,DET,C,63,11,21,32,14,15,0.51,2,3,0,1,3,0,116,9.5,,--,--
35,Doug Barkley,1963-64,DET,D,67,11,21,32,2,115,0.48,3,8,0,0,1,0,206,5.3,,--,--
36,Floyd Smith,1963-64,DET,R,52,18,13,31,-11,22,0.60,4,7,0,0,3,0,147,12.2,,--,--
37,Jacques Laperriere,1963-64,MTL,D,65,2,28,30,25,102,0.46,1,14,1,2,1,0,196,1.0,,--,--
38,Tim Horton,1963-64,TOR,D,70,9,20,29,10,71,0.41,2,8,0,1,7,0,180,5.0,,--,--
39,Ralph Backstrom,1963-64,MTL,C,70,8,21,29,10,41,0.41,0,0,0,0,1,0,168,4.8,,--,--
40,Jim Neilson,1963-64,NYR,D,69,5,24,29,-24,93,0.42,1,8,1,1,1,0,113,4.4,,--,--
41,Bob Nevin,1963-64,"TOR, NYR",R,63,12,16,28,1,35,0.44,3,7,1,2,1,0,146,8.2,,--,--
42,Larry Jeffrey,1963-64,DET,L,58,10,18,28,-3,87,0.48,0,3,0,0,2,0,120,8.3,,--,--
43,Allan Stanley,1963-64,TOR,D,70,6,21,27,15,60,0.39,1,1,0,2,1,0,121,5.0,,--,--
