,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Sweeney Schriner,1936-37,NYA,L,48,21,25,46,,17,0.96,1,12,0,0,2,0,,--,,--,--
2,Syl Apps,1936-37,TOR,C,48,16,29,45,,10,0.94,2,9,1,2,1,0,,--,,--,--
3,Marty Barry,1936-37,DET,C,47,17,27,44,,6,0.94,1,2,0,0,4,1,,--,,--,--
4,Larry Aurie,1936-37,DET,R,45,23,19,42,,20,0.93,1,1,1,1,6,0,,--,,--,--
5,Busher Jackson,1936-37,TOR,L,46,21,19,40,,12,0.87,4,5,0,2,6,1,,--,,--,--
6,Johnny Gagnon,1936-37,MTL,R,48,20,16,36,,38,0.75,3,7,1,1,6,4,,--,,--,--
7,Bob Gracie,1936-37,MMR,C,48,11,25,36,,18,0.75,0,5,0,0,1,1,,--,,--,--
8,Nels Stewart,1936-37,"BOS, NYA",C,43,23,12,35,,37,0.81,10,11,0,0,2,0,,--,,--,--
9,Paul Thompson,1936-37,CHI,L,47,17,18,35,,28,0.74,1,4,0,1,3,0,,--,,--,--
10,Lorne Carr,1936-37,NYA,R,48,18,16,34,,22,0.71,3,7,0,0,3,0,,--,,--,--
11,Earl Robinson,1936-37,MMR,R,48,16,18,34,,19,0.71,7,8,2,3,3,0,,--,,--,--
12,Bill Cowley,1936-37,BOS,C,46,13,21,34,,4,0.74,0,1,0,0,2,0,,--,,--,--
13,Gordie Drillon,1936-37,TOR,R,41,16,17,33,,2,0.80,4,8,0,0,5,0,,--,,--,--
14,Eddie Wiseman,1936-37,NYA,R,44,14,19,33,,12,0.75,3,8,0,0,1,0,,--,,--,--
15,Aurel Joliat,1936-37,MTL,L,47,17,15,32,,30,0.68,1,3,0,1,4,0,,--,,--,--
16,Herbie Lewis,1936-37,DET,L,45,14,18,32,,14,0.71,0,0,0,0,1,0,,--,,--,--
17,Cecil Dillon,1936-37,NYR,R,48,20,11,31,,13,0.65,5,7,1,1,3,2,,--,,--,--
18,Ray Getliffe,1936-37,BOS,C,48,16,15,31,,28,0.65,2,2,1,1,4,0,,--,,--,--
19,Art Chapman,1936-37,NYA,C,39,8,23,31,,36,0.79,1,6,0,0,0,0,,--,,--,--
20,Herb Cain,1936-37,MMR,L,42,13,17,30,,18,0.71,2,4,0,0,0,0,,--,,--,--
21,Johnny Gottselig,1936-37,CHI,L,47,9,21,30,,10,0.64,2,6,0,2,2,0,,--,,--,--
22,Baldy Northcott,1936-37,MMR,D,48,15,14,29,,18,0.60,2,3,2,3,4,0,,--,,--,--
23,Jimmy Ward,1936-37,MMR,R,40,14,14,28,,34,0.70,0,2,0,2,3,1,,--,,--,--
24,Phil Watson,1936-37,NYR,R,48,11,17,28,,22,0.58,0,3,0,0,2,1,,--,,--,--
