,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Dickie Moore,1957-58,MTL,L,70,36,48,84,,65,1.20,14,34,1,1,9,0,,--,,--,--
2,Henri Richard,1957-58,MTL,C,67,28,52,80,,58,1.19,6,20,0,0,3,0,,--,,--,--
3,Andy Bathgate,1957-58,NYR,R,65,30,48,78,,42,1.20,6,30,1,4,4,0,,--,,--,--
4,Gordie Howe,1957-58,DET,R,64,33,44,77,,38,1.20,10,24,3,4,7,0,,--,,--,--
5,Bronco Horvath,1957-58,BOS,C,67,30,36,66,,71,0.98,3,10,0,0,3,0,,--,,--,--
6,Ed Litzenberger,1957-58,CHI,C,70,32,30,62,,63,0.89,8,16,0,3,4,0,,--,,--,--
7,Fleming MacKell,1957-58,BOS,C,70,20,40,60,,72,0.86,6,12,3,10,2,0,,--,,--,--
8,Jean Beliveau,1957-58,MTL,C,55,27,32,59,,93,1.07,6,23,0,0,5,0,,--,,--,--
9,Alex Delvecchio,1957-58,DET,C,70,21,38,59,,22,0.84,1,15,4,4,4,0,,--,,--,--
10,Don McKenney,1957-58,BOS,C,70,28,30,58,,22,0.83,6,12,1,2,4,0,,--,,--,--
11,Camille Henry,1957-58,NYR,C,70,32,24,56,,0,0.80,19,31,0,0,5,0,,--,,--,--
12,Vic Stasiuk,1957-58,BOS,L,70,21,35,56,,55,0.80,4,8,0,0,3,0,,--,,--,--
13,Johnny Bucyk,1957-58,BOS,L,68,21,31,52,,57,0.76,1,5,0,0,4,0,,--,,--,--
14,Dave Creighton,1957-58,NYR,C,70,17,35,52,,40,0.74,6,23,0,0,2,0,,--,,--,--
15,Norm Ullman,1957-58,DET,C,69,23,28,51,,38,0.74,8,14,0,1,3,0,,--,,--,--
16,Claude Provost,1957-58,MTL,R,70,19,32,51,,73,0.73,2,4,0,0,5,0,,--,,--,--
17,Bernie Geoffrion,1957-58,MTL,R,42,27,23,50,,51,1.19,10,16,0,0,1,0,,--,,--,--
18,Dick Duff,1957-58,TOR,L,65,26,23,49,,79,0.75,3,8,1,1,1,0,,--,,--,--
19,Jerry Toppazzini,1957-58,BOS,R,64,25,24,49,,51,0.77,5,10,8,10,2,0,,--,,--,--
20,Bobby Hull,1957-58,CHI,L,70,13,34,47,,60,0.67,3,11,0,0,1,0,,--,,--,--
21,Bill Gadsby,1957-58,NYR,D,65,14,32,46,,48,0.71,8,22,1,2,1,0,,--,,--,--
22,Red Sullivan,1957-58,NYR,C,70,11,35,46,,61,0.66,0,2,2,2,2,0,,--,,--,--
23,Phil Goyette,1957-58,MTL,C,70,9,37,46,,6,0.66,1,5,0,0,1,0,,--,,--,--
24,Andy Hebenton,1957-58,NYR,R,70,21,24,45,,17,0.64,2,12,0,0,3,0,,--,,--,--
25,Billy Harris,1957-58,TOR,C,68,16,28,44,,32,0.65,5,9,0,0,4,0,,--,,--,--
26,Brian Cullen,1957-58,TOR,C,67,20,23,43,,25,0.64,6,13,0,0,2,0,,--,,--,--
27,George Armstrong,1957-58,TOR,R,59,17,25,42,,93,0.71,4,13,0,1,1,0,,--,,--,--
28,Donnie Marshall,1957-58,MTL,L,68,22,19,41,,14,0.60,7,11,2,2,1,0,,--,,--,--
29,Barry Cullen,1957-58,TOR,R,70,16,25,41,,31,0.59,4,10,0,0,3,0,,--,,--,--
30,Doug Harvey,1957-58,MTL,D,68,9,32,41,,131,0.60,4,19,0,1,5,0,,--,,--,--
31,Ron Stewart,1957-58,TOR,R,70,15,24,39,,51,0.56,4,12,1,2,4,0,,--,,--,--
32,Ted Lindsay,1957-58,CHI,L,68,15,24,39,,110,0.57,5,12,0,0,3,0,,--,,--,--
33,Marcel Bonin,1957-58,MTL,L,66,15,24,39,,37,0.59,1,7,0,0,3,0,,--,,--,--
34,Johnny Wilson,1957-58,DET,L,70,12,27,39,,14,0.56,3,10,0,1,3,0,,--,,--,--
35,Larry Regan,1957-58,BOS,R,59,11,28,39,,22,0.66,2,11,0,1,4,0,,--,,--,--
36,Eric Nesterenko,1957-58,CHI,R,70,20,18,38,,104,0.54,5,9,2,3,2,0,,--,,--,--
37,Tod Sloan,1957-58,TOR,C,59,13,25,38,,61,0.64,3,10,0,0,0,0,,--,,--,--
38,Bert Olmstead,1957-58,MTL,L,57,9,28,37,,69,0.65,3,12,0,0,2,0,,--,,--,--
39,Frank Mahovlich,1957-58,TOR,L,67,20,16,36,,67,0.54,5,11,0,0,2,0,,--,,--,--
40,Glen Skov,1957-58,CHI,C,70,17,18,35,,35,0.50,2,6,1,2,3,0,,--,,--,--
41,Maurice Richard,1957-58,MTL,R,28,15,19,34,,28,1.21,5,9,0,0,2,0,,--,,--,--
42,Larry Popein,1957-58,NYR,C,70,12,22,34,,22,0.49,0,2,1,3,1,0,,--,,--,--
43,Bob Pulford,1957-58,TOR,L,70,14,17,31,,48,0.44,3,10,0,0,1,0,,--,,--,--
44,Nick Mickoski,1957-58,"CHI, DET",L,65,13,18,31,,48,0.48,0,2,0,1,3,0,,--,,--,--
45,Red Kelly,1957-58,DET,D,61,13,18,31,,26,0.51,3,8,1,4,2,0,,--,,--,--
46,Allan Stanley,1957-58,BOS,D,69,6,25,31,,37,0.45,0,5,1,4,1,0,,--,,--,--
47,Danny Lewicki,1957-58,NYR,L,70,11,19,30,,26,0.43,2,7,0,0,3,0,,--,,--,--
48,Pierre Pilote,1957-58,CHI,D,70,6,24,30,,91,0.43,1,8,0,0,0,0,,--,,--,--
49,Andre Pronovost,1957-58,MTL,L,66,16,12,28,,53,0.42,1,1,0,0,4,0,,--,,--,--
50,Ron Murphy,1957-58,CHI,L,69,11,17,28,,30,0.41,0,3,1,1,3,0,,--,,--,--
51,Forbes Kennedy,1957-58,DET,C,70,11,16,27,,135,0.39,0,3,0,1,1,0,,--,,--,--
52,Jean-Guy Gendron,1957-58,NYR,L,70,10,17,27,,66,0.39,2,7,0,1,5,0,,--,,--,--
53,Jack McIntyre,1957-58,"CHI, DET",L,68,15,11,26,,14,0.38,2,2,0,0,3,0,,--,,--,--
