,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Gordie Howe,1953-54,DET,R,70,33,48,81,,109,1.16,15,33,0,0,8,0,,--,,--,--
2,Maurice Richard,1953-54,MTL,R,70,37,30,67,,112,0.96,17,28,0,1,6,0,,--,,--,--
3,Ted Lindsay,1953-54,DET,L,70,26,36,62,,110,0.89,11,27,1,1,5,0,,--,,--,--
4,Bernie Geoffrion,1953-54,MTL,R,54,29,25,54,,87,1.00,9,19,0,0,7,0,,--,,--,--
5,Bert Olmstead,1953-54,MTL,L,70,15,37,52,,85,0.74,8,20,0,1,3,0,,--,,--,--
6,Red Kelly,1953-54,DET,D,62,16,33,49,,18,0.79,6,16,1,1,2,0,,--,,--,--
7,Dutch Reibel,1953-54,DET,C,69,15,33,48,,18,0.70,2,12,0,0,5,0,,--,,--,--
8,Ed Sandford,1953-54,BOS,L,70,16,31,47,,42,0.67,3,11,0,0,1,0,,--,,--,--
9,Fleming MacKell,1953-54,BOS,C,67,15,32,47,,60,0.70,5,11,0,1,3,0,,--,,--,--
10,Ken Mosdell,1953-54,MTL,C,67,22,24,46,,64,0.69,2,12,0,0,3,0,,--,,--,--
11,Paul Ronty,1953-54,NYR,C,70,13,33,46,,18,0.66,3,15,1,1,1,0,,--,,--,--
12,Don Raleigh,1953-54,NYR,C,70,15,30,45,,16,0.64,2,8,0,0,0,0,,--,,--,--
13,Wally Hergesheimer,1953-54,NYR,R,66,27,16,43,,42,0.65,8,16,0,1,6,0,,--,,--,--
14,Tod Sloan,1953-54,TOR,C,67,11,32,43,,100,0.64,0,5,0,0,1,0,,--,,--,--
15,Larry Wilson,1953-54,CHI,C,66,9,33,42,,22,0.64,3,11,0,0,3,0,,--,,--,--
16,Bill Gadsby,1953-54,CHI,D,70,12,29,41,,108,0.59,4,10,1,2,1,0,,--,,--,--
17,Johnny Peirson,1953-54,BOS,R,68,21,19,40,,55,0.59,6,9,0,0,5,0,,--,,--,--
18,Dave Creighton,1953-54,BOS,C,69,20,20,40,,27,0.58,3,8,0,0,4,0,,--,,--,--
19,Camille Henry,1953-54,NYR,C,66,24,15,39,,10,0.59,20,32,0,0,7,0,,--,,--,--
20,Sid Smith,1953-54,TOR,L,70,22,16,38,,28,0.54,7,10,0,0,2,0,,--,,--,--
21,Ted Kennedy,1953-54,TOR,C,67,15,23,38,,78,0.57,1,9,1,3,6,0,,--,,--,--
22,Joe Klukay,1953-54,BOS,L,70,20,17,37,,27,0.53,2,4,1,1,6,0,,--,,--,--
23,Doug Harvey,1953-54,MTL,D,68,8,29,37,,110,0.54,2,15,0,0,2,0,,--,,--,--
24,Nick Mickoski,1953-54,NYR,L,68,19,16,35,,22,0.51,3,7,0,0,2,0,,--,,--,--
25,Leo Labine,1953-54,BOS,R,68,16,19,35,,57,0.51,4,10,0,0,2,0,,--,,--,--
26,Johnny Wilson,1953-54,DET,L,70,17,17,34,,22,0.49,6,12,0,0,2,0,,--,,--,--
27,Bill Mosienko,1953-54,CHI,R,65,15,19,34,,17,0.52,3,6,0,0,1,0,,--,,--,--
28,Cal Gardner,1953-54,BOS,C,70,14,20,34,,62,0.49,2,5,0,1,3,0,,--,,--,--
29,Jean Beliveau,1953-54,MTL,C,44,13,21,34,,22,0.77,3,15,0,0,1,0,,--,,--,--
30,George Armstrong,1953-54,TOR,R,63,17,15,32,,60,0.51,5,8,0,0,4,0,,--,,--,--
