,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Stan Mikita,1967-68,CHI,C,72,40,47,87,0,14,1.21,13,27,2,2,8,0,303,13.2,,--,--
2,Phil Esposito,1967-68,BOS,C,74,35,49,84,18,21,1.14,8,27,1,1,3,0,284,12.3,,--,--
3,Gordie Howe,1967-68,DET,R,74,39,43,82,12,53,1.11,10,22,0,0,4,0,301,13.0,,--,--
4,Jean Ratelle,1967-68,NYR,C,74,32,46,78,23,18,1.05,10,17,0,0,5,0,180,17.8,,--,--
5,Rod Gilbert,1967-68,NYR,R,73,29,48,77,17,12,1.05,8,22,0,0,6,0,282,10.3,,--,--
6,Bobby Hull,1967-68,CHI,L,71,44,31,75,13,39,1.06,8,16,2,3,6,0,367,12.0,,--,--
7,Norm Ullman,1967-68,"DET, TOR",C,71,35,37,72,0,28,1.01,8,15,0,2,4,0,228,15.3,,--,--
8,Alex Delvecchio,1967-68,DET,C,74,22,48,70,7,14,0.95,3,14,0,1,2,0,212,10.4,,--,--
9,Johnny Bucyk,1967-68,BOS,L,72,30,39,69,18,8,0.96,6,15,1,1,4,0,175,17.1,,--,--
10,Kenny Wharram,1967-68,CHI,R,74,27,42,69,-3,18,0.93,9,22,1,2,3,0,177,15.3,,--,--
11,Jean Beliveau,1967-68,MTL,C,59,31,37,68,25,28,1.15,9,22,0,0,3,0,206,15.0,,--,--
12,John McKenzie,1967-68,BOS,R,74,28,38,66,14,107,0.89,7,11,0,1,4,0,181,15.5,,--,--
13,Phil Goyette,1967-68,NYR,C,72,25,40,65,19,10,0.90,4,14,0,0,7,0,179,14.0,,--,--
14,Bobby Rousseau,1967-68,MTL,R,74,19,46,65,11,47,0.88,7,22,1,1,5,0,183,10.4,,--,--
15,Fred Stanfield,1967-68,BOS,L,73,20,44,64,9,10,0.88,3,17,0,0,1,0,215,9.3,,--,--
16,Yvan Cournoyer,1967-68,MTL,R,64,28,32,60,19,23,0.94,7,21,1,1,4,0,221,12.7,,--,--
17,Mike Walton,1967-68,TOR,C,73,30,29,59,0,48,0.81,11,15,0,0,5,0,238,12.6,,--,--
18,Andy Bathgate,1967-68,PIT,R,74,20,39,59,-11,55,0.80,2,16,0,0,4,0,292,6.8,,--,--
19,Bob Nevin,1967-68,NYR,R,74,28,30,58,15,20,0.78,3,10,0,0,4,0,217,12.9,,--,--
20,Eddie Joyal,1967-68,LAK,C,74,23,34,57,-2,20,0.77,5,14,0,0,3,0,226,10.2,,--,--
21,Wayne Connelly,1967-68,MNS,C,74,35,21,56,-33,40,0.76,14,25,0,0,8,0,257,13.6,,--,--
22,Ken Hodge,1967-68,BOS,R,74,25,31,56,12,31,0.76,5,8,0,1,3,0,185,13.5,,--,--
23,Dean Prentice,1967-68,DET,L,69,17,38,55,7,42,0.80,4,11,1,2,2,0,174,9.8,,--,--
24,Red Berenson,1967-68,"NYR, STL",C,74,24,30,54,-11,24,0.73,7,13,0,3,7,0,244,9.8,,--,--
25,Ted Hampson,1967-68,"DET, OAK",C,71,17,37,54,-3,14,0.76,2,12,0,0,3,0,148,11.5,,--,--
26,Ray Cullen,1967-68,MNS,C,67,28,25,53,-24,18,0.79,11,19,0,0,6,0,203,13.8,,--,--
27,Doug Mohns,1967-68,CHI,L,65,24,29,53,8,53,0.82,5,17,1,1,4,0,160,15.0,,--,--
28,Andre Boudrias,1967-68,MNS,L,74,18,35,53,-3,42,0.72,4,10,0,0,3,0,183,9.8,,--,--
29,Frank Mahovlich,1967-68,"TOR, DET",L,63,26,26,52,5,32,0.83,2,6,0,0,5,0,191,13.6,,--,--
30,Gilles Tremblay,1967-68,MTL,L,71,23,28,51,28,8,0.72,7,10,1,1,2,0,215,10.7,,--,--
31,Bob Pulford,1967-68,TOR,L,74,20,30,50,-7,40,0.68,4,9,3,5,3,0,229,8.7,,--,--
32,Tommy Williams,1967-68,BOS,R,68,18,32,50,25,12,0.74,0,3,0,0,4,0,136,13.2,,--,--
33,Gerry Melnyk,1967-68,STL,C,73,15,35,50,-11,14,0.68,3,17,1,3,3,0,145,10.3,,--,--
34,Derek Sanderson,1967-68,BOS,C,71,24,25,49,11,98,0.69,4,5,1,1,6,0,187,12.8,,--,--
35,Donnie Marshall,1967-68,NYR,L,70,19,30,49,19,2,0.70,4,12,0,0,3,0,146,13.0,,--,--
36,Lou Angotti,1967-68,PHI,C,70,12,37,49,4,35,0.70,2,9,0,1,1,0,147,8.2,,--,--
37,Ron Ellis,1967-68,TOR,R,74,28,20,48,7,8,0.65,1,4,1,1,5,0,215,13.0,,--,--
38,Dave Keon,1967-68,TOR,C,67,11,37,48,15,4,0.72,1,9,0,0,3,0,196,5.6,,--,--
39,Dave Balon,1967-68,MNS,L,73,15,32,47,-10,84,0.64,4,10,1,1,2,0,152,9.9,,--,--
40,"Mike McMahon, Jr.",1967-68,MNS,D,74,14,33,47,-14,71,0.64,4,22,0,0,1,0,151,9.3,,--,--
41,Bill Flett,1967-68,LAK,R,73,26,20,46,4,97,0.63,3,7,0,2,6,0,205,12.7,,--,--
42,Dick Duff,1967-68,MTL,L,66,25,21,46,5,21,0.70,6,11,0,0,8,0,111,22.5,,--,--
43,Floyd Smith,1967-68,"DET, TOR",R,63,24,22,46,10,14,0.73,6,11,1,1,3,0,151,15.9,,--,--
44,Lowell MacDonald,1967-68,LAK,L,74,21,24,45,-1,12,0.61,2,4,1,2,2,0,230,9.1,,--,--
45,Ralph Backstrom,1967-68,MTL,C,70,20,25,45,5,14,0.64,3,7,0,0,5,0,198,10.1,,--,--
46,Gerry Ehman,1967-68,OAK,R,73,19,25,44,-5,20,0.60,6,15,0,0,3,0,189,10.1,,--,--
47,Paul Henderson,1967-68,"DET, TOR",L,63,18,26,44,14,43,0.70,4,11,0,1,3,0,171,10.5,,--,--
48,Claude Provost,1967-68,MTL,R,73,14,30,44,17,26,0.60,2,3,3,4,3,0,170,8.2,,--,--
49,Ab McDonald,1967-68,PIT,L,74,22,21,43,-4,38,0.58,6,8,1,1,2,0,185,11.9,,--,--
50,Gary Dornhoefer,1967-68,PHI,R,65,13,30,43,6,134,0.66,2,10,0,0,4,0,97,13.4,,--,--
51,Ted Green,1967-68,BOS,D,72,7,36,43,15,133,0.60,3,10,0,0,0,0,113,6.2,,--,--
52,Eddie Shack,1967-68,BOS,L,70,23,19,42,2,107,0.60,4,6,0,0,6,0,195,11.8,,--,--
53,Jacques Lemaire,1967-68,MTL,C,69,22,20,42,15,16,0.61,3,4,1,1,3,0,182,12.1,,--,--
54,Leon Rochefort,1967-68,PHI,R,74,21,21,42,0,16,0.57,4,11,2,2,1,0,237,8.9,,--,--
55,Parker MacDonald,1967-68,MNS,C,69,19,23,42,-18,22,0.61,9,20,0,0,3,0,183,10.4,,--,--
56,Art Stratton,1967-68,"PIT, PHI",C,70,16,25,41,-10,20,0.59,5,9,0,0,2,0,122,13.1,,--,--
57,Gary Bergman,1967-68,DET,D,74,13,28,41,-5,109,0.55,5,13,2,2,3,0,165,7.9,,--,--
58,Bill Hicke,1967-68,OAK,R,52,21,19,40,-22,32,0.77,12,17,0,0,4,0,143,14.7,,--,--
59,Ted Irvine,1967-68,LAK,L,73,18,22,40,-9,26,0.55,4,7,1,1,3,0,136,13.2,,--,--
60,Gord Labossiere,1967-68,LAK,C,68,13,27,40,3,31,0.59,1,3,0,0,3,0,153,8.5,,--,--
61,Vic Hadfield,1967-68,NYR,L,59,20,19,39,-2,45,0.66,7,14,0,0,7,0,177,11.3,,--,--
62,Gary Jarrett,1967-68,DET,L,68,18,21,39,2,20,0.57,1,6,0,0,2,0,207,8.7,,--,--
63,Bruce MacGregor,1967-68,DET,C,71,15,24,39,-19,13,0.55,1,6,0,0,0,0,165,9.1,,--,--
64,Ken Schinkel,1967-68,PIT,R,57,14,25,39,-10,19,0.68,2,6,0,0,3,0,185,7.6,,--,--
65,Bill White,1967-68,LAK,D,74,11,27,38,14,100,0.51,2,5,1,1,1,0,170,6.5,,--,--
66,Pat Stapleton,1967-68,CHI,D,67,4,34,38,8,34,0.57,0,3,0,1,0,0,121,3.3,,--,--
67,Murray Oliver,1967-68,TOR,C,74,16,21,37,8,18,0.50,2,6,0,1,2,0,155,10.3,,--,--
68,Earl Ingarfield,1967-68,PIT,C,50,15,22,37,-8,12,0.74,2,7,1,1,0,0,110,13.6,,--,--
69,Jimmy Roberts,1967-68,STL,D,74,14,23,37,-6,66,0.50,3,12,1,2,1,0,164,8.5,,--,--
70,Pierre Pilote,1967-68,CHI,D,74,1,36,37,-10,69,0.50,0,12,0,1,0,0,68,1.5,,--,--
71,Ed Hoekstra,1967-68,PHI,C,70,15,21,36,5,6,0.51,5,7,0,1,4,0,126,11.9,,--,--
72,Ed Westfall,1967-68,BOS,R,73,14,22,36,5,38,0.49,1,3,2,4,2,0,142,9.8,,--,--
73,Eric Nesterenko,1967-68,CHI,R,71,11,25,36,1,37,0.51,1,4,2,4,1,0,93,11.8,,--,--
74,Pit Martin,1967-68,CHI,C,63,16,19,35,10,36,0.56,0,1,0,0,2,0,118,13.6,,--,--
75,Orland Kurtenbach,1967-68,NYR,C,73,15,20,35,4,82,0.48,2,4,0,1,2,0,175,8.6,,--,--
76,Real Lemieux,1967-68,LAK,L,74,12,23,35,-2,60,0.47,5,10,1,1,0,0,129,9.3,,--,--
77,Charlie Burns,1967-68,OAK,C,73,9,26,35,-15,20,0.48,1,6,2,4,1,0,119,7.6,,--,--
78,Jim Neilson,1967-68,NYR,D,67,6,29,35,27,60,0.52,2,12,0,0,1,0,172,3.5,,--,--
79,George Armstrong,1967-68,TOR,R,62,13,21,34,8,4,0.55,2,5,0,0,2,0,125,10.4,,--,--
80,Val Fonteyne,1967-68,PIT,L,69,6,28,34,-11,0,0.49,0,2,0,0,2,0,115,5.2,,--,--
81,Dennis Hull,1967-68,CHI,L,74,18,15,33,-20,34,0.45,0,0,0,0,2,0,195,9.2,,--,--
82,Gene Ubriaco,1967-68,PIT,L,65,18,15,33,-11,16,0.51,3,9,0,0,3,0,119,15.1,,--,--
83,John Ferguson,1967-68,MTL,L,61,15,18,33,18,117,0.54,0,5,0,0,3,0,153,9.8,,--,--
84,Bill Goldsworthy,1967-68,MNS,R,68,14,19,33,-8,68,0.49,2,4,0,0,0,0,154,9.1,,--,--
85,Wally Boyer,1967-68,OAK,C,74,13,20,33,0,44,0.45,1,3,0,0,0,0,142,9.2,,--,--
86,Noel Price,1967-68,PIT,D,70,6,27,33,-7,48,0.47,1,6,0,0,2,0,185,3.2,,--,--
87,Frank St. Marseille,1967-68,STL,R,57,16,16,32,11,12,0.56,1,4,0,0,1,0,136,11.8,,--,--
88,Kent Douglas,1967-68,"OAK, DET",D,76,11,21,32,-14,126,0.42,1,5,0,0,0,0,165,6.7,,--,--
89,Paul Andrea,1967-68,PIT,R,65,11,21,32,-5,2,0.49,5,15,0,0,1,0,92,11.9,,--,--
90,Bobby Orr,1967-68,BOS,D,46,11,20,31,28,63,0.67,3,11,0,0,1,0,173,6.3,,--,--
91,Pete Stemkowski,1967-68,"TOR, DET",C,73,10,21,31,-9,86,0.42,0,1,0,0,1,0,179,5.6,,--,--
92,Brit Selby,1967-68,PHI,L,56,15,15,30,-3,24,0.54,4,6,0,0,1,0,88,17.0,,--,--
93,J.C. Tremblay,1967-68,MTL,D,73,4,26,30,29,18,0.41,1,12,0,2,1,0,105,3.8,,--,--
94,Bill Sutherland,1967-68,PHI,C,60,20,9,29,1,6,0.48,5,7,2,2,5,0,98,20.4,,--,--
95,Billy Harris,1967-68,OAK,C,62,12,17,29,-6,2,0.47,1,5,0,0,0,0,106,11.3,,--,--
96,Terry Crisp,1967-68,STL,C,73,9,20,29,10,10,0.40,0,0,1,1,1,0,135,6.7,,--,--
97,Don McKenney,1967-68,STL,C,39,9,20,29,1,4,0.74,1,7,0,0,1,0,93,9.7,,--,--
98,Don Blackburn,1967-68,PHI,L,67,9,20,29,-3,23,0.43,1,5,0,0,2,0,156,5.8,,--,--
99,Harry Howell,1967-68,NYR,D,74,5,24,29,11,62,0.39,1,5,0,0,2,0,219,2.3,,--,--
100,Billy Dea,1967-68,PIT,L,73,16,12,28,-14,6,0.38,1,3,0,0,3,0,137,11.7,,--,--
101,Jim Pappin,1967-68,TOR,R,58,13,15,28,0,37,0.48,2,9,0,0,1,0,117,11.1,,--,--
102,Terry Gray,1967-68,LAK,R,65,12,16,28,-3,22,0.43,3,5,0,0,0,0,113,10.6,,--,--
103,J.P. Parise,1967-68,"TOR, MNS",L,44,11,17,28,-11,27,0.64,1,3,0,0,3,0,111,9.9,,--,--
104,Forbes Kennedy,1967-68,PHI,C,73,10,18,28,4,130,0.38,1,1,1,3,3,0,100,10.0,,--,--
105,Henri Richard,1967-68,MTL,C,54,9,19,28,4,16,0.52,2,5,0,0,3,0,123,7.3,,--,--
106,Dallas Smith,1967-68,BOS,D,74,4,23,27,33,65,0.36,0,1,0,1,1,0,159,2.5,,--,--
107,Tim Horton,1967-68,TOR,D,69,4,23,27,20,82,0.39,1,4,1,3,0,0,178,2.2,,--,--
108,Ron Stewart,1967-68,"STL, NYR",R,74,14,12,26,-12,30,0.35,1,5,1,1,3,0,170,8.2,,--,--
109,Keith McCreary,1967-68,PIT,R,70,14,12,26,-3,44,0.37,0,1,0,0,1,0,133,10.5,,--,--
110,Bill McCreary Sr.,1967-68,STL,L,70,13,13,26,3,22,0.37,2,4,4,4,2,0,153,8.5,,--,--
111,Pat Hannigan,1967-68,PHI,L,65,11,15,26,6,36,0.40,0,2,0,0,2,0,63,17.5,,--,--
112,Arnie Brown,1967-68,NYR,D,74,1,25,26,17,85,0.35,0,1,0,0,0,0,116,0.9,,--,--
113,Brian Conacher,1967-68,TOR,L,64,11,14,25,7,31,0.39,0,1,1,1,1,0,88,12.5,,--,--
114,Claude Laforge,1967-68,PHI,L,63,9,16,25,8,36,0.40,0,0,0,1,2,0,106,8.5,,--,--
115,Jacques Laperriere,1967-68,MTL,D,72,4,21,25,23,84,0.35,1,7,0,1,0,0,122,3.3,,--,--
116,Reg Fleming,1967-68,NYR,D,73,17,7,24,4,132,0.33,0,0,1,1,0,0,143,11.9,,--,--
117,Larry Cahan,1967-68,OAK,D,74,9,15,24,-39,80,0.32,5,11,0,1,1,0,159,5.7,,--,--
118,Howie Menard,1967-68,LAK,C,35,9,15,24,3,32,0.69,1,3,0,0,5,0,86,10.5,,--,--
119,Chico Maki,1967-68,CHI,R,60,8,16,24,-8,4,0.40,0,0,0,1,1,0,102,7.8,,--,--
120,Gary Sabourin,1967-68,STL,R,50,13,10,23,11,50,0.46,1,1,2,2,2,0,118,11.0,,--,--
121,Howie Hughes,1967-68,LAK,R,74,9,14,23,2,20,0.31,1,2,1,1,2,0,119,7.6,,--,--
122,Bob Wall,1967-68,LAK,D,71,5,18,23,-11,66,0.32,1,9,0,0,2,0,151,3.3,,--,--
123,Doug Jarrett,1967-68,CHI,D,74,4,19,23,-15,48,0.31,0,0,1,2,2,0,148,2.7,,--,--
124,Leo Boivin,1967-68,PIT,D,73,9,13,22,-16,74,0.30,4,5,0,0,1,0,163,5.5,,--,--
125,Alain Caron,1967-68,OAK,R,59,9,13,22,-23,18,0.37,3,11,0,0,0,0,117,7.7,,--,--
126,John Miszuk,1967-68,PHI,D,74,5,17,22,1,79,0.30,1,5,1,2,1,0,78,6.4,,--,--
127,Bryan Campbell,1967-68,LAK,C,44,6,15,21,3,16,0.48,0,3,0,0,1,0,57,10.5,,--,--
128,Bernie Geoffrion,1967-68,NYR,R,59,5,16,21,1,11,0.36,4,13,0,0,0,0,84,5.9,,--,--
129,Ted Harris,1967-68,MTL,D,67,5,16,21,23,78,0.31,0,0,0,0,1,0,57,8.8,,--,--
130,Bob Woytowich,1967-68,MNS,D,66,4,17,21,-26,63,0.32,2,9,0,0,0,0,86,4.7,,--,--
131,Gilles Marotte,1967-68,CHI,D,73,0,21,21,4,122,0.29,0,0,0,1,0,0,154,0.0,,--,--
132,Larry Keenan,1967-68,STL,L,40,12,8,20,-7,4,0.50,4,5,0,0,2,0,102,11.8,,--,--
133,John Brenneman,1967-68,"DET, OAK",L,40,10,10,20,-7,14,0.50,2,5,0,0,0,0,73,13.7,,--,--
134,Bill Collins,1967-68,MNS,R,71,9,11,20,-17,41,0.28,0,3,0,0,1,0,114,7.9,,--,--
135,Camille Henry,1967-68,NYR,C,36,8,12,20,18,0,0.56,1,3,0,0,0,0,39,20.5,,--,--
136,Glen Sather,1967-68,BOS,L,65,8,12,20,9,34,0.31,0,1,2,3,1,0,55,14.5,,--,--
137,Wayne Hicks,1967-68,"PHI, PIT",R,47,6,14,20,-4,8,0.43,3,10,0,0,1,0,66,9.1,,--,--
138,Barclay Plager,1967-68,STL,D,49,5,15,20,3,153,0.41,2,7,0,0,1,0,72,6.9,,--,--
139,Larry Hillman,1967-68,TOR,D,55,3,17,20,12,13,0.36,2,13,0,0,1,0,92,3.3,,--,--
140,Marcel Pronovost,1967-68,TOR,D,70,3,17,20,0,48,0.29,0,0,0,1,1,0,72,4.2,,--,--
