,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Gordie Howe,1951-52,DET,R,70,47,39,86,,78,1.23,5,24,1,1,10,0,,--,,--,--
2,Ted Lindsay,1951-52,DET,L,70,30,39,69,,123,0.99,9,18,1,1,3,0,,--,,--,--
3,Elmer Lach,1951-52,MTL,C,70,15,50,65,,36,0.93,7,22,0,2,3,0,,--,,--,--
4,Don Raleigh,1951-52,NYR,C,70,19,42,61,,14,0.87,9,18,0,2,1,0,,--,,--,--
5,Sid Smith,1951-52,TOR,L,70,27,30,57,,6,0.81,8,22,1,1,6,0,,--,,--,--
6,Bernie Geoffrion,1951-52,MTL,R,67,30,24,54,,66,0.81,10,15,1,1,7,0,,--,,--,--
7,Bill Mosienko,1951-52,CHI,R,70,31,22,53,,10,0.76,6,9,0,1,6,0,,--,,--,--
8,Sid Abel,1951-52,DET,C,62,17,36,53,,32,0.85,8,20,0,0,2,0,,--,,--,--
9,Ted Kennedy,1951-52,TOR,C,70,19,33,52,,33,0.74,8,21,0,0,4,0,,--,,--,--
10,Milt Schmidt,1951-52,BOS,C,69,21,29,50,,57,0.72,2,11,1,1,3,0,,--,,--,--
11,Johnny Peirson,1951-52,BOS,R,68,20,30,50,,30,0.74,4,12,0,0,3,0,,--,,--,--
12,George Gee,1951-52,CHI,C,70,18,31,49,,39,0.70,5,11,2,2,3,0,,--,,--,--
13,Tod Sloan,1951-52,TOR,C,68,25,23,48,,89,0.71,10,18,1,1,4,0,,--,,--,--
14,Red Kelly,1951-52,DET,D,67,16,31,47,,16,0.70,2,12,2,4,3,0,,--,,--,--
15,Maurice Richard,1951-52,MTL,R,48,27,17,44,,44,0.92,9,15,0,0,3,0,,--,,--,--
16,Ed Slowinski,1951-52,NYR,R,64,21,22,43,,18,0.67,6,13,0,0,3,0,,--,,--,--
17,Metro Prystai,1951-52,DET,C,69,21,22,43,,16,0.62,6,8,0,0,4,0,,--,,--,--
18,Paul Ronty,1951-52,NYR,C,65,12,31,43,,16,0.66,4,8,0,0,1,0,,--,,--,--
19,Paul Meger,1951-52,MTL,L,69,24,18,42,,44,0.61,1,5,1,1,2,0,,--,,--,--
20,Max Bentley,1951-52,TOR,C,69,24,17,41,,40,0.59,4,16,0,0,3,0,,--,,--,--
21,Cal Gardner,1951-52,TOR,C,70,15,26,41,,40,0.59,1,7,0,0,2,0,,--,,--,--
22,Billy Reay,1951-52,MTL,C,68,7,34,41,,20,0.60,2,5,1,1,1,0,,--,,--,--
23,Dick Gamble,1951-52,MTL,L,64,23,17,40,,8,0.63,5,9,1,2,8,0,,--,,--,--
24,Gaye Stewart,1951-52,NYR,L,69,15,25,40,,22,0.58,3,11,0,0,4,0,,--,,--,--
25,Gus Bodnar,1951-52,CHI,C,69,14,26,40,,26,0.58,2,6,0,1,0,0,,--,,--,--
26,Harry Watson,1951-52,TOR,L,70,22,17,39,,18,0.56,6,9,0,0,2,0,,--,,--,--
27,Wally Hergesheimer,1951-52,NYR,R,68,26,12,38,,6,0.56,1,4,0,0,3,0,,--,,--,--
28,Floyd Curry,1951-52,MTL,R,64,20,18,38,,10,0.59,2,3,2,5,4,0,,--,,--,--
29,Edgar Laprade,1951-52,NYR,C,70,9,29,38,,8,0.54,2,4,0,0,2,0,,--,,--,--
30,Dave Creighton,1951-52,BOS,C,49,20,17,37,,18,0.76,6,9,0,0,0,0,,--,,--,--
31,Alex Delvecchio,1951-52,DET,C,65,15,22,37,,22,0.57,1,7,0,0,6,0,,--,,--,--
32,Marty Pavelich,1951-52,DET,L,68,17,19,36,,54,0.53,2,4,0,0,5,0,,--,,--,--
33,Jimmy Peters,1951-52,CHI,R,70,15,21,36,,16,0.51,2,3,0,1,1,0,,--,,--,--
34,Hy Buller,1951-52,NYR,D,68,12,23,35,,96,0.51,3,12,0,0,0,0,,--,,--,--
35,Bert Olmstead,1951-52,MTL,L,69,7,28,35,,49,0.51,1,10,0,0,1,0,,--,,--,--
36,Jim McFadden,1951-52,CHI,C,70,10,24,34,,14,0.49,1,6,1,1,2,0,,--,,--,--
37,Dickie Moore,1951-52,MTL,L,33,18,15,33,,44,1.00,4,10,0,0,2,0,,--,,--,--
38,Bep Guidolin,1951-52,CHI,L,67,13,18,31,,78,0.46,1,2,0,0,1,0,,--,,--,--
39,Jack McIntyre,1951-52,BOS,L,52,12,19,31,,18,0.60,2,5,0,0,3,0,,--,,--,--
40,Reg Sinclair,1951-52,NYR,R,69,20,10,30,,33,0.43,1,3,2,2,2,0,,--,,--,--
41,Doug Harvey,1951-52,MTL,D,68,6,23,29,,82,0.43,0,10,0,1,1,0,,--,,--,--
42,Dunc Fisher,1951-52,BOS,R,65,15,12,27,,2,0.42,0,0,0,1,1,0,,--,,--,--
43,Herb Dickenson,1951-52,NYR,L,37,14,13,27,,8,0.73,0,2,0,0,2,0,,--,,--,--
44,Glen Skov,1951-52,DET,C,70,12,14,26,,46,0.37,7,10,0,0,4,0,,--,,--,--
45,Ed Sandford,1951-52,BOS,L,65,13,12,25,,54,0.38,0,1,0,0,5,0,,--,,--,--
46,Pete Babando,1951-52,CHI,L,49,11,14,25,,29,0.51,4,6,1,1,1,0,,--,,--,--
47,Real Chevrefils,1951-52,BOS,L,33,8,17,25,,8,0.76,0,3,0,0,2,0,,--,,--,--
48,Jimmy Thomson,1951-52,TOR,D,70,0,25,25,,86,0.36,0,8,0,1,0,0,,--,,--,--
49,Red Sullivan,1951-52,BOS,C,67,12,12,24,,24,0.36,3,10,2,2,1,0,,--,,--,--
