,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Bill Cowley,1940-41,BOS,C,46,17,47,64,,16,1.39,2,4,0,0,4,0,,--,,--,--
2,Bryan Hextall Sr.,1940-41,NYR,R,48,26,21,47,,16,0.98,3,5,0,1,5,0,,--,,--,--
3,Gordie Drillon,1940-41,TOR,R,42,23,21,44,,2,1.05,1,10,0,0,3,0,,--,,--,--
4,Syd Howe,1940-41,DET,C,48,20,24,44,,8,0.92,2,7,0,0,1,2,,--,,--,--
5,Lynn Patrick,1940-41,NYR,C,48,20,24,44,,12,0.92,2,5,3,5,1,0,,--,,--,--
6,Syl Apps,1940-41,TOR,C,41,20,24,44,,6,1.07,5,7,0,0,4,2,,--,,--,--
7,Neil Colville,1940-41,NYR,C,48,14,28,42,,28,0.88,0,2,1,3,3,0,,--,,--,--
8,Eddie Wiseman,1940-41,BOS,R,48,16,24,40,,10,0.83,0,2,1,1,3,1,,--,,--,--
9,Roy Conacher,1940-41,BOS,L,41,24,15,39,,7,0.95,2,3,0,1,3,0,,--,,--,--
10,Bobby Bauer,1940-41,BOS,R,48,17,22,39,,2,0.81,0,2,0,0,5,0,,--,,--,--
11,Sweeney Schriner,1940-41,TOR,L,48,24,14,38,,6,0.79,1,1,1,1,5,0,,--,,--,--
12,Milt Schmidt,1940-41,BOS,C,45,13,25,38,,23,0.84,0,2,0,0,0,0,,--,,--,--
13,Phil Watson,1940-41,NYR,R,40,11,25,36,,49,0.90,0,1,2,2,1,0,,--,,--,--
14,Nick Metz,1940-41,TOR,L,47,14,21,35,,10,0.74,4,11,0,0,2,0,,--,,--,--
15,Billy Taylor Sr.,1940-41,TOR,C,47,9,26,35,,15,0.74,1,3,0,0,1,0,,--,,--,--
16,Woody Dumart,1940-41,BOS,L,42,18,16,34,,2,0.81,1,1,0,0,3,0,,--,,--,--
17,John Quilty,1940-41,MTL,C,48,18,16,34,,31,0.71,5,6,0,0,2,0,,--,,--,--
18,Lorne Carr,1940-41,NYA,R,48,13,20,33,,10,0.69,2,9,2,2,1,2,,--,,--,--
19,Art Jackson,1940-41,BOS,C,48,17,15,32,,10,0.67,3,7,1,1,3,0,,--,,--,--
20,Joe Benoit,1940-41,MTL,R,45,16,16,32,,32,0.71,2,7,0,0,1,0,,--,,--,--
21,Bill Thoms,1940-41,CHI,C,47,13,19,32,,8,0.68,1,6,0,0,4,1,,--,,--,--
22,Toe Blake,1940-41,MTL,L,48,12,20,32,,19,0.67,1,7,0,0,1,0,,--,,--,--
23,Sid Abel,1940-41,DET,C,47,10,22,32,,29,0.68,0,6,0,0,2,0,,--,,--,--
24,Mac Colville,1940-41,NYR,R,47,14,17,31,,18,0.66,1,3,1,5,2,0,,--,,--,--
25,George Allen,1940-41,CHI,L,45,14,17,31,,22,0.69,1,4,0,0,2,2,,--,,--,--
26,Mud Bruneteau,1940-41,DET,R,45,12,17,29,,12,0.64,2,3,0,0,3,0,,--,,--,--
27,Doug Bentley,1940-41,CHI,L,47,8,20,28,,12,0.60,2,3,0,0,1,1,,--,,--,--
28,Buzz Boll,1940-41,NYA,L,47,12,14,26,,16,0.55,3,4,0,0,0,0,,--,,--,--
29,Eddie Wares,1940-41,DET,R,42,10,16,26,,34,0.62,3,4,0,0,4,1,,--,,--,--
30,Dit Clapper,1940-41,BOS,R,48,8,18,26,,24,0.54,0,2,0,0,1,1,,--,,--,--
31,Busher Jackson,1940-41,NYA,L,46,8,18,26,,4,0.57,3,7,0,0,1,0,,--,,--,--
32,Ray Getliffe,1940-41,MTL,C,41,15,10,25,,25,0.61,1,1,0,1,3,0,,--,,--,--
33,Clint Smith,1940-41,NYR,C,48,14,11,25,,0,0.52,0,1,1,1,4,0,,--,,--,--
34,Alex Motter,1940-41,DET,C,48,13,12,25,,18,0.52,4,4,1,1,2,0,,--,,--,--
35,Cully Dahlstrom,1940-41,CHI,C,42,11,14,25,,6,0.60,0,0,1,1,3,1,,--,,--,--
36,Murph Chamberlain,1940-41,MTL,L,45,10,15,25,,75,0.56,2,4,0,0,1,0,,--,,--,--
37,Alex Shibicky,1940-41,NYR,R,41,10,15,25,,14,0.61,1,2,0,0,0,0,,--,,--,--
38,John Chad,1940-41,CHI,R,45,7,18,25,,16,0.56,1,5,0,0,0,1,,--,,--,--
39,Gus Giesebrecht,1940-41,DET,C,43,7,18,25,,7,0.58,0,1,0,0,2,0,,--,,--,--
40,Murray Armstrong,1940-41,NYA,C,48,10,14,24,,6,0.50,2,3,0,0,1,0,,--,,--,--
41,Flash Hollett,1940-41,BOS,D,41,9,15,24,,23,0.59,0,4,0,1,0,0,,--,,--,--
42,Phil Hergesheimer,1940-41,CHI,R,48,8,16,24,,9,0.50,0,1,0,1,1,0,,--,,--,--
43,Tony Demers,1940-41,MTL,R,46,13,10,23,,17,0.50,0,3,0,0,1,1,,--,,--,--
44,Charlie Conacher,1940-41,NYA,R,46,7,15,22,,32,0.48,1,5,0,0,1,0,,--,,--,--
45,Ebbie Goodfellow,1940-41,DET,C,47,5,17,22,,35,0.47,0,3,0,0,0,0,,--,,--,--
46,Elmer Lach,1940-41,MTL,C,43,7,14,21,,16,0.49,0,2,0,0,3,0,,--,,--,--
47,Wally Stanowski,1940-41,TOR,D,47,7,14,21,,35,0.45,0,0,0,0,2,0,,--,,--,--
48,Carl Liscombe,1940-41,DET,L,33,10,10,20,,0,0.61,0,1,0,0,1,0,,--,,--,--
49,Babe Pratt,1940-41,NYR,D,48,3,17,20,,52,0.42,1,5,0,0,0,0,,--,,--,--
50,Earl Seibert,1940-41,CHI,D,46,3,17,20,,52,0.43,1,3,0,2,2,0,,--,,--,--
51,Alf Pike,1940-41,NYR,L,48,6,13,19,,23,0.40,1,1,1,2,3,0,,--,,--,--
52,Art Coulter,1940-41,NYR,D,36,5,14,19,,42,0.53,1,5,0,0,0,0,,--,,--,--
53,Pete Langelle,1940-41,TOR,C,48,4,15,19,,0,0.40,0,0,1,1,1,0,,--,,--,--
54,Bob Carse,1940-41,CHI,L,43,10,8,18,,9,0.42,2,2,0,0,0,0,,--,,--,--
55,Norm Larson,1940-41,NYA,R,48,9,9,18,,6,0.38,0,1,0,0,1,0,,--,,--,--
56,Dutch Hiller,1940-41,NYR,L,44,8,10,18,,20,0.41,1,2,0,0,1,0,,--,,--,--
57,Herb Cain,1940-41,BOS,L,41,8,10,18,,6,0.44,1,1,0,0,4,1,,--,,--,--
58,John Adams,1940-41,MTL,L,42,6,12,18,,9,0.43,1,1,0,0,0,0,,--,,--,--
59,Charlie Sands,1940-41,MTL,C,43,5,13,18,,4,0.42,0,2,2,2,0,0,,--,,--,--
60,Ott Heller,1940-41,NYR,D,48,2,16,18,,42,0.38,1,1,0,1,0,0,,--,,--,--
