,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Bill Cook,1932-33,NYR,R,48,28,22,50,,51,1.04,,,,,5,1,,--,,--,--
2,Busher Jackson,1932-33,TOR,L,48,27,17,44,,43,0.92,,,,,3,0,,--,,--,--
3,Baldy Northcott,1932-33,MMR,D,48,22,21,43,,30,0.90,,,,,6,2,,--,,--,--
4,Hooley Smith,1932-33,MMR,C,48,20,21,41,,66,0.85,,,,,7,0,,--,,--,--
5,Paul Haynes,1932-33,MMR,C,48,16,25,41,,18,0.85,,,,,2,1,,--,,--,--
6,Aurel Joliat,1932-33,MTL,L,48,17,21,38,,53,0.79,,,,,2,1,,--,,--,--
7,Marty Barry,1932-33,BOS,C,47,24,13,37,,40,0.79,,,,,3,1,,--,,--,--
8,Fred Cook,1932-33,NYR,L,48,22,15,37,,35,0.77,,,,,5,0,,--,,--,--
9,Nels Stewart,1932-33,BOS,C,47,18,18,36,,62,0.77,,,,,5,1,,--,,--,--
10,Howie Morenz,1932-33,MTL,C,46,14,22,36,,32,0.78,,,,,3,1,,--,,--,--
11,Johnny Gagnon,1932-33,MTL,R,48,13,23,36,,64,0.75,,,,,4,1,,--,,--,--
12,Eddie Shore,1932-33,BOS,D,48,8,27,35,,112,0.73,,,,,0,0,,--,,--,--
13,Frank Boucher,1932-33,NYR,C,46,7,28,35,,4,0.76,,,,,3,0,,--,,--,--
14,Herbie Lewis,1932-33,DET,L,48,20,14,34,,20,0.71,,,,,4,0,,--,,--,--
15,Normie Himes,1932-33,NYA,C,48,9,25,34,,12,0.71,,,,,1,0,,--,,--,--
16,Jimmy Ward,1932-33,MMR,R,48,16,17,33,,52,0.69,,,,,1,0,,--,,--,--
17,Charlie Conacher,1932-33,TOR,R,40,14,19,33,,64,0.82,,,,,4,0,,--,,--,--
18,Paul Thompson,1932-33,CHI,L,48,13,20,33,,27,0.69,,,,,1,0,,--,,--,--
19,Joe Primeau,1932-33,TOR,C,48,11,21,32,,4,0.67,,,,,0,0,,--,,--,--
20,Cecil Dillon,1932-33,NYR,R,48,21,10,31,,12,0.65,,,,,2,0,,--,,--,--
21,Dave Trottier,1932-33,MMR,L,48,16,15,31,,38,0.65,,,,,1,1,,--,,--,--
22,Dit Clapper,1932-33,BOS,R,48,14,14,28,,42,0.58,,,,,5,1,,--,,--,--
23,Glenn Brydson,1932-33,MMR,R,48,11,17,28,,26,0.58,,,,,3,1,,--,,--,--
24,Lionel Conacher,1932-33,MMR,D,47,7,21,28,,61,0.60,,,,,1,0,,--,,--,--
25,Cooney Weiland,1932-33,SEN,C,48,16,11,27,,4,0.56,,,,,1,1,,--,,--,--
26,Johnny Sheppard,1932-33,NYA,L,46,17,9,26,,32,0.57,,,,,2,0,,--,,--,--
27,Tom Cook,1932-33,CHI,C,48,12,14,26,,30,0.54,,,,,2,0,,--,,--,--
28,King Clancy,1932-33,TOR,D,48,13,12,25,,79,0.52,,,,,5,0,,--,,--,--
29,Frank Carson,1932-33,DET,R,45,12,13,25,,35,0.56,,,,,5,0,,--,,--,--
30,Earl Robinson,1932-33,MMR,R,44,15,9,24,,6,0.55,,,,,1,0,,--,,--,--
31,John Sorrell,1932-33,DET,L,47,14,10,24,,11,0.51,,,,,3,0,,--,,--,--
32,Syd Howe,1932-33,SEN,C,48,12,12,24,,17,0.50,,,,,2,0,,--,,--,--
33,Carl Voss,1932-33,"NYR, DET",C,48,8,16,24,,10,0.50,,,,,1,0,,--,,--,--
34,Larry Aurie,1932-33,DET,R,45,12,11,23,,25,0.51,,,,,1,0,,--,,--,--
35,Nick Wasnie,1932-33,NYA,R,46,11,12,23,,36,0.50,,,,,2,1,,--,,--,--
36,Hec Kilrea,1932-33,SEN,L,47,14,8,22,,26,0.47,,,,,4,0,,--,,--,--
37,Johnny Gottselig,1932-33,CHI,L,41,11,11,22,,6,0.54,,,,,2,0,,--,,--,--
38,Hap Emms,1932-33,DET,L,43,9,13,22,,78,0.51,,,,,4,0,,--,,--,--
39,Bob Gracie,1932-33,TOR,C,48,9,13,22,,27,0.46,,,,,0,0,,--,,--,--
40,Art Somers,1932-33,NYR,C,48,7,15,22,,28,0.46,,,,,2,1,,--,,--,--
41,Baldy Cotton,1932-33,TOR,L,48,10,11,21,,29,0.44,,,,,3,1,,--,,--,--
42,Doc Romnes,1932-33,CHI,L,47,10,11,21,,2,0.45,,,,,2,0,,--,,--,--
43,Ebbie Goodfellow,1932-33,DET,C,41,12,8,20,,47,0.49,,,,,2,0,,--,,--,--
44,Mush March,1932-33,CHI,R,48,9,11,20,,38,0.42,,,,,1,0,,--,,--,--
45,Red Beattie,1932-33,BOS,L,48,8,12,20,,12,0.42,,,,,1,0,,--,,--,--
46,Hap Day,1932-33,TOR,D,47,6,14,20,,46,0.43,,,,,3,0,,--,,--,--
47,Bill Touhey,1932-33,SEN,L,47,12,7,19,,12,0.40,,,,,0,0,,--,,--,--
48,George Patterson,1932-33,NYA,L,41,12,7,19,,26,0.46,,,,,3,0,,--,,--,--
49,Joe Lamb,1932-33,BOS,R,42,11,8,19,,68,0.45,,,,,3,1,,--,,--,--
50,Babe Siebert,1932-33,NYR,L,43,9,10,19,,38,0.44,,,,,1,0,,--,,--,--
51,Charley McVeigh,1932-33,NYA,C,40,7,12,19,,10,0.47,,,,,0,1,,--,,--,--
52,Bill Brydge,1932-33,NYA,D,48,4,15,19,,60,0.40,,,,,0,0,,--,,--,--
53,Harry Oliver,1932-33,BOS,R,47,11,7,18,,10,0.38,,,,,1,0,,--,,--,--
54,Ace Bailey,1932-33,TOR,R,47,10,8,18,,52,0.38,,,,,2,2,,--,,--,--
55,Frank Finnigan,1932-33,SEN,R,45,4,14,18,,37,0.40,,,,,0,0,,--,,--,--
56,Rosie Couture,1932-33,CHI,R,46,10,7,17,,26,0.37,,,,,3,1,,--,,--,--
57,Ivan Johnson,1932-33,NYR,D,48,8,9,17,,127,0.35,,,,,2,0,,--,,--,--
58,Wally Kilrea,1932-33,"SEN, MMR",R,51,5,12,17,,16,0.33,,,,,1,0,,--,,--,--
