,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Toe Blake,1938-39,MTL,L,48,24,23,47,,10,0.98,1,7,0,0,4,1,,--,,--,--
2,Sweeney Schriner,1938-39,NYA,L,48,13,32,45,,20,0.94,2,14,0,1,4,1,,--,,--,--
3,Bill Cowley,1938-39,BOS,C,34,8,34,42,,2,1.24,0,1,0,0,1,0,,--,,--,--
4,Clint Smith,1938-39,NYR,C,48,21,20,41,,2,0.85,1,4,0,0,0,0,,--,,--,--
5,Marty Barry,1938-39,DET,C,48,13,28,41,,4,0.85,6,12,0,1,1,0,,--,,--,--
6,Syl Apps,1938-39,TOR,C,44,15,25,40,,4,0.91,3,8,1,3,0,0,,--,,--,--
7,Tom Anderson,1938-39,NYA,L,48,13,27,40,,14,0.83,4,14,0,0,3,0,,--,,--,--
8,Johnny Gottselig,1938-39,CHI,L,48,16,23,39,,15,0.81,5,15,0,0,3,0,,--,,--,--
9,Neil Colville,1938-39,NYR,C,48,18,20,38,,12,0.79,1,4,1,1,4,0,,--,,--,--
10,Roy Conacher,1938-39,BOS,L,47,26,11,37,,12,0.79,2,2,0,0,6,1,,--,,--,--
11,Lorne Carr,1938-39,NYA,R,46,19,18,37,,16,0.80,9,12,1,2,1,0,,--,,--,--
12,Syd Howe,1938-39,DET,C,48,16,21,37,,11,0.77,3,6,2,2,1,0,,--,,--,--
13,Phil Watson,1938-39,NYR,R,48,15,22,37,,42,0.77,4,5,0,1,7,0,,--,,--,--
14,Paul Haynes,1938-39,MTL,C,47,5,32,37,,27,0.79,0,3,0,0,0,0,,--,,--,--
15,Bryan Hextall Sr.,1938-39,NYR,R,48,20,16,36,,18,0.75,3,6,1,1,2,0,,--,,--,--
16,Nels Stewart,1938-39,NYA,C,46,16,19,35,,43,0.76,3,11,0,1,2,1,,--,,--,--
17,Gordie Drillon,1938-39,TOR,R,40,18,16,34,,15,0.85,4,8,2,2,2,0,,--,,--,--
18,Johnny Gagnon,1938-39,MTL,R,45,12,22,34,,23,0.76,3,5,0,0,1,0,,--,,--,--
19,Alex Shibicky,1938-39,NYR,R,48,24,9,33,,24,0.69,4,6,0,0,2,0,,--,,--,--
20,Eddie Wiseman,1938-39,NYA,R,47,12,21,33,,8,0.70,6,12,0,0,2,1,,--,,--,--
21,Milt Schmidt,1938-39,BOS,C,41,15,17,32,,13,0.78,2,4,0,0,6,2,,--,,--,--
22,Bobby Bauer,1938-39,BOS,R,48,13,18,31,,4,0.65,3,3,0,0,4,0,,--,,--,--
