,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Jamie Benn,2014-15,DAL,L,82,35,52,87,1,64,1.06,10,23,2,5,6,0,253,13.8,19:57,27.1,51.7
2,John Tavares,2014-15,NYI,C,82,38,48,86,5,46,1.05,13,31,0,1,8,4,278,13.7,20:40,22.6,52.2
3,Sidney Crosby,2014-15,PIT,C,77,28,56,84,5,47,1.09,10,31,0,0,3,1,237,11.8,19:58,25.0,49.9
4,Alex Ovechkin,2014-15,WSH,L,81,53,28,81,10,58,1.00,25,34,0,0,11,0,395,13.4,20:20,22.4,40.0
5,Jakub Voracek,2014-15,PHI,R,82,22,59,81,1,78,0.99,11,33,0,0,3,2,221,10.0,18:36,23.7,66.7
6,Nicklas Backstrom,2014-15,WSH,C,82,18,60,78,5,40,0.95,3,33,0,0,3,1,153,11.8,20:32,24.3,53.6
7,Tyler Seguin,2014-15,DAL,C,71,37,40,77,-1,20,1.08,13,29,0,0,5,0,280,13.2,19:33,24.3,53.8
8,Jiri Hudler,2014-15,CGY,R,78,31,45,76,17,14,0.97,6,16,0,0,5,1,158,19.6,18:01,25.7,45.6
9,Daniel Sedin,2014-15,VAN,L,82,20,56,76,5,18,0.93,4,25,0,0,5,3,226,8.8,18:21,23.7,40.0
10,Vladimir Tarasenko,2014-15,STL,R,77,37,36,73,27,31,0.95,8,18,0,0,6,2,264,14.0,17:37,24.6,0.0
11,Nick Foligno,2014-15,CBJ,L,79,31,42,73,16,50,0.92,11,26,0,0,3,1,182,17.0,18:50,24.6,47.5
12,Claude Giroux,2014-15,PHI,C,81,25,48,73,-3,36,0.90,14,37,0,0,4,2,279,9.0,20:34,26.3,56.6
13,Henrik Sedin,2014-15,VAN,C,82,18,55,73,11,22,0.89,5,25,0,0,0,0,101,17.8,18:37,23.9,45.0
14,Steven Stamkos,2014-15,TBL,C,82,43,29,72,2,49,0.88,13,25,0,0,6,0,268,16.0,19:22,22.0,49.7
15,Tyler Johnson,2014-15,TBL,C,77,29,43,72,33,24,0.94,8,17,0,0,6,2,203,14.3,17:14,22.2,48.7
16,Ryan Johansen,2014-15,CBJ,C,82,26,45,71,-6,40,0.87,7,26,2,2,0,0,202,12.9,19:30,25.2,51.9
17,Joe Pavelski,2014-15,SJS,C,82,37,33,70,12,29,0.85,19,31,0,0,5,0,261,14.2,20:08,26.9,56.0
18,Evgeni Malkin,2014-15,PIT,C,69,28,42,70,-2,60,1.01,9,26,0,0,4,1,212,13.2,18:58,22.9,42.6
19,Ryan Getzlaf,2014-15,ANA,C,77,25,45,70,15,62,0.91,3,13,0,2,6,2,191,13.1,20:06,23.5,50.6
20,Rick Nash,2014-15,NYR,L,79,42,27,69,29,36,0.87,6,12,4,5,8,0,304,13.8,17:27,25.4,50.0
21,Max Pacioretty,2014-15,MTL,L,80,37,30,67,38,32,0.84,7,11,3,5,10,2,302,12.3,19:24,25.9,22.2
22,Logan Couture,2014-15,SJS,C,82,27,40,67,-6,12,0.82,6,24,2,2,4,0,263,10.3,19:04,25.9,48.2
23,Jonathan Toews,2014-15,CHI,C,81,28,38,66,30,36,0.81,6,17,2,3,7,1,192,14.6,19:34,24.7,56.5
24,Erik Karlsson,2014-15,OTT,D,82,21,45,66,7,42,0.80,6,30,0,0,3,1,292,7.2,27:15,26.7,0.0
25,Henrik Zetterberg,2014-15,DET,C,77,17,49,66,-6,32,0.86,4,28,0,0,3,1,227,7.5,19:07,24.2,50.8
26,Nikita Kucherov,2014-15,TBL,R,82,29,36,65,38,37,0.79,2,15,0,0,2,0,191,15.2,14:57,19.5,0.0
27,Pavel Datsyuk,2014-15,DET,C,63,26,39,65,12,8,1.03,8,24,0,0,5,1,165,15.8,19:03,24.3,53.6
28,Joe Thornton,2014-15,SJS,C,78,16,49,65,-4,30,0.83,4,22,0,0,0,0,131,12.2,18:25,25.2,58.0
29,Patrick Kane,2014-15,CHI,R,61,27,37,64,10,10,1.05,6,22,0,0,5,0,186,14.5,19:51,22.9,42.9
30,Mark Stone,2014-15,OTT,R,80,26,38,64,21,14,0.80,5,13,1,1,6,2,157,16.6,17:01,22.5,38.9
31,Johnny Gaudreau,2014-15,CGY,L,80,24,40,64,11,14,0.80,8,21,0,0,4,0,167,14.4,17:43,24.6,37.5
32,Alexander Steen,2014-15,STL,L,74,24,40,64,8,33,0.86,8,24,0,0,5,1,223,10.8,19:59,28.1,50.3
33,Kyle Turris,2014-15,OTT,C,82,24,40,64,5,36,0.78,4,16,1,1,6,1,215,11.2,19:13,23.8,50.1
34,Anze Kopitar,2014-15,LAK,C,79,16,48,64,-2,10,0.81,6,24,0,0,4,0,134,11.9,19:23,23.0,52.6
