,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Ace Bailey,1928-29,TOR,R,44,22,10,32,,80,0.73,,,,,7,0,,--,,--,--
2,Nels Stewart,1928-29,MMR,C,44,21,8,29,,74,0.66,,,,,6,0,,--,,--,--
3,Carson Cooper,1928-29,DCG,R,44,18,9,27,,16,0.61,,,,,10,1,,--,,--,--
4,Howie Morenz,1928-29,MTL,C,42,17,10,27,,47,0.64,,,,,1,1,,--,,--,--
5,Andy Blair,1928-29,TOR,C,44,12,15,27,,43,0.61,,,,,4,0,,--,,--,--
6,Frank Boucher,1928-29,NYR,C,44,10,16,26,,8,0.59,,,,,3,0,,--,,--,--
7,Harry Oliver,1928-29,BOS,R,43,17,6,23,,26,0.53,,,,,6,0,,--,,--,--
8,Bill Cook,1928-29,NYR,R,43,15,8,23,,47,0.53,,,,,4,1,,--,,--,--
9,Jimmy Ward,1928-29,MMR,R,44,14,8,22,,48,0.50,,,,,3,0,,--,,--,--
10,Bill Carson,1928-29,"TOR, BOS",C,43,11,11,22,,22,0.51,,,,,2,0,,--,,--,--
11,Danny Cox,1928-29,TOR,L,42,12,8,20,,14,0.48,,,,,2,0,,--,,--,--
12,Frank Finnigan,1928-29,SEN,R,44,15,4,19,,73,0.43,,,,,6,3,,--,,--,--
13,Dutch Gainor,1928-29,BOS,C,44,14,5,19,,30,0.43,,,,,4,0,,--,,--,--
14,Eddie Shore,1928-29,BOS,D,39,12,7,19,,98,0.49,,,,,3,0,,--,,--,--
15,George Hay,1928-29,DCG,L,41,11,8,19,,14,0.46,,,,,1,1,,--,,--,--
16,Hooley Smith,1928-29,MMR,C,41,10,9,19,,124,0.46,,,,,1,0,,--,,--,--
17,Fred Cook,1928-29,NYR,L,43,13,5,18,,74,0.42,,,,,2,0,,--,,--,--
18,Cooney Weiland,1928-29,BOS,C,42,11,7,18,,14,0.43,,,,,3,0,,--,,--,--
19,Aurel Joliat,1928-29,MTL,L,44,12,5,17,,59,0.39,,,,,5,0,,--,,--,--
20,Paul Thompson,1928-29,NYR,L,44,10,7,17,,40,0.39,,,,,4,0,,--,,--,--
21,Gerry Lowrey,1928-29,"TOR, PIR",L,44,5,12,17,,30,0.39,,,,,0,0,,--,,--,--
22,Bob Connors,1928-29,DCG,L,41,13,3,16,,66,0.39,,,,,1,0,,--,,--,--
23,Billy Burch,1928-29,NYA,C,44,11,5,16,,47,0.36,,,,,4,0,,--,,--,--
24,King Clancy,1928-29,SEN,D,44,13,2,15,,95,0.34,,,,,4,0,,--,,--,--
25,Herbie Lewis,1928-29,DCG,L,37,9,5,14,,33,0.38,,,,,3,0,,--,,--,--
26,Jimmy Herberts,1928-29,DCG,C,40,9,5,14,,34,0.35,,,,,1,1,,--,,--,--
27,Murray Murdoch,1928-29,NYR,L,44,8,6,14,,22,0.32,,,,,3,1,,--,,--,--
28,Frank Fredrickson,1928-29,"BOS, PIR",C,43,6,8,14,,50,0.33,,,,,2,0,,--,,--,--
29,Vic Ripley,1928-29,CHI,L,38,11,2,13,,29,0.34,,,,,3,0,,--,,--,--
30,Sylvio Mantha,1928-29,MTL,D,44,9,4,13,,58,0.30,,,,,4,0,,--,,--,--
31,George Horne,1928-29,TOR,R,39,9,3,12,,32,0.31,,,,,2,0,,--,,--,--
32,Hib Milks,1928-29,PIR,L,44,9,3,12,,22,0.27,,,,,4,1,,--,,--,--
33,Bill Touhey,1928-29,SEN,L,44,9,3,12,,28,0.27,,,,,1,1,,--,,--,--
34,Harold Darragh,1928-29,PIR,L,43,9,3,12,,6,0.28,,,,,1,0,,--,,--,--
35,Hap Day,1928-29,TOR,D,44,6,6,12,,85,0.27,,,,,1,0,,--,,--,--
36,Hec Kilrea,1928-29,SEN,L,38,5,7,12,,36,0.32,,,,,0,0,,--,,--,--
