,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Jaromir Jagr,1997-98,PIT,R,77,35,67,102,17,64,1.32,7,38,0,0,8,1,262,13.4,23:50,23.7,33.3
2,Peter Forsberg,1997-98,COL,C,72,25,66,91,6,94,1.26,7,37,3,3,7,0,202,12.4,23:07,27.5,46.5
3,Pavel Bure,1997-98,VAN,R,82,51,39,90,5,48,1.10,13,25,6,9,4,0,329,15.5,23:43,23.3,26.7
4,Wayne Gretzky,1997-98,NYR,C,82,23,67,90,-11,28,1.10,6,30,0,0,4,0,201,11.4,21:35,22.9,46.4
5,John LeClair,1997-98,PHI,L,82,51,36,87,30,32,1.06,16,27,0,0,9,0,303,16.8,21:38,23.0,33.3
6,Ziggy Palffy,1997-98,NYI,R,82,45,42,87,-2,34,1.06,17,35,2,4,5,0,277,16.2,22:28,23.3,0.0
7,Ron Francis,1997-98,PIT,C,81,25,62,87,12,20,1.07,7,32,0,0,5,0,189,13.2,23:03,24.3,54.8
8,Teemu Selanne,1997-98,ANA,R,73,52,34,86,12,30,1.18,10,17,1,2,10,1,268,19.4,23:38,25.4,58.8
9,Jason Allison,1997-98,BOS,C,81,33,50,83,33,60,1.02,5,25,0,2,8,0,158,20.9,19:41,20.7,53.6
10,Jozef Stumpel,1997-98,LAK,L,77,21,58,79,17,53,1.03,4,21,0,2,2,0,162,13.0,19:43,22.1,50.9
11,Peter Bondra,1997-98,WSH,R,76,52,26,78,14,44,1.03,11,21,5,5,13,0,284,18.3,22:00,20.5,0.0
12,Theo Fleury,1997-98,CGY,R,82,27,51,78,0,197,0.95,3,22,2,7,4,0,282,9.6,24:57,24.8,53.5
13,Adam Oates,1997-98,WSH,C,82,18,58,76,6,36,0.93,3,26,2,6,3,0,121,14.9,23:56,22.1,57.6
14,Rod Brind'Amour,1997-98,PHI,C,82,36,38,74,-2,54,0.90,10,24,2,4,8,0,205,17.6,21:59,26.5,54.2
15,Mats Sundin,1997-98,TOR,C,82,33,41,74,-3,49,0.90,9,21,1,4,5,0,219,15.1,21:13,22.9,54.9
16,Mark Recchi,1997-98,MTL,R,82,32,42,74,11,51,0.90,9,29,1,1,6,0,216,14.8,20:24,22.6,42.3
17,Tony Amonte,1997-98,CHI,R,82,31,42,73,21,66,0.89,7,19,3,6,5,0,296,10.5,22:35,25.2,35.3
18,Alexei Yashin,1997-98,OTT,C,82,33,39,72,6,24,0.88,5,19,0,0,6,1,291,11.3,21:06,23.9,46.2
19,Brett Hull,1997-98,STL,R,66,27,45,72,-1,26,1.09,10,22,0,1,6,1,211,12.8,19:53,22.4,50.0
