,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Jaromir Jagr,1998-99,PIT,R,81,44,83,127,17,66,1.57,10,44,1,1,7,3,343,12.8,25:51,24.0,50.0
2,Teemu Selanne,1998-99,ANA,R,75,47,60,107,18,30,1.43,25,54,0,0,7,0,281,16.7,22:47,23.3,20.0
3,Paul Kariya,1998-99,ANA,L,82,39,62,101,17,40,1.23,11,43,2,3,4,0,429,9.1,25:32,26.8,48.4
4,Peter Forsberg,1998-99,COL,C,78,30,67,97,27,108,1.24,9,37,2,6,7,0,217,13.8,23:29,28.2,54.4
5,Joe Sakic,1998-99,COL,C,73,41,55,96,23,29,1.31,12,34,5,6,6,0,255,16.1,25:35,29.8,51.4
6,Alexei Yashin,1998-99,OTT,C,82,44,50,94,16,54,1.15,19,42,0,1,5,0,337,13.1,22:05,24.6,41.9
7,Eric Lindros,1998-99,PHI,C,71,40,53,93,35,120,1.31,10,27,1,1,2,0,242,16.5,22:56,23.8,60.0
8,Theo Fleury,1998-99,"CGY, COL",R,75,40,53,93,26,86,1.24,8,25,3,5,5,0,301,13.3,23:21,24.3,59.1
9,John LeClair,1998-99,PHI,L,76,43,47,90,36,30,1.18,16,25,0,0,7,0,246,17.5,21:03,22.0,14.3
10,Pavol Demitra,1998-99,STL,R,82,37,52,89,13,16,1.09,14,29,0,0,10,0,259,14.3,20:10,23.8,44.0
11,Martin Straka,1998-99,PIT,C,80,35,48,83,12,26,1.04,5,22,4,6,4,0,177,19.8,23:35,24.2,43.5
12,Mats Sundin,1998-99,TOR,C,82,31,52,83,22,58,1.01,4,15,0,1,6,1,209,14.8,20:41,21.4,57.3
13,Mike Modano,1998-99,DAL,C,77,34,47,81,29,44,1.05,6,27,4,5,7,1,224,15.2,20:50,26.0,51.1
14,Jason Allison,1998-99,BOS,C,82,23,53,76,5,68,0.93,5,30,1,1,3,1,158,14.5,22:23,22.9,52.1
15,Tony Amonte,1998-99,CHI,R,82,44,31,75,0,60,0.91,14,26,3,4,8,1,256,17.2,22:12,26.3,12.5
16,Luc Robitaille,1998-99,LAK,L,82,39,35,74,-1,54,0.90,11,21,0,0,7,2,292,13.4,19:11,19.8,57.1
17,Steve Yzerman,1998-99,DET,C,80,29,45,74,8,42,0.93,13,24,2,3,4,0,231,12.6,21:35,23.3,56.9
18,Rod Brind'Amour,1998-99,PHI,C,82,24,50,74,3,47,0.90,10,32,0,1,3,0,191,12.6,21:29,24.6,56.5
19,Steve Thomas,1998-99,TOR,R,78,28,45,73,26,33,0.94,11,18,0,0,7,1,209,13.4,18:23,19.3,25.0
20,Petr Sykora,1998-99,NJD,R,80,29,43,72,16,22,0.90,15,26,0,0,7,0,222,13.1,16:14,19.8,33.3
