,Index,Team,Season,GP,W,L,T,OT,P,ROW,P%,GF,GA,S/O Win,GF/GP,GA/GP,PP%,PK%,Shots/GP,SA/GP,FOW%
0,1,Boston Bruins,1939-40,48,31,12,5,,67,0,.698,170,98,0,3.54,2.04,--,--,--,--,--
1,2,New York Rangers,1939-40,48,27,11,10,,64,0,.667,136,77,0,2.83,1.60,--,--,--,--,--
2,3,Toronto Maple Leafs,1939-40,48,25,17,6,,56,0,.583,134,110,0,2.79,2.29,--,--,--,--,--
3,4,Chicago Blackhawks,1939-40,48,23,19,6,,52,0,.542,112,120,0,2.33,2.50,--,--,--,--,--
4,5,Detroit Red Wings,1939-40,48,16,26,6,,38,0,.396,90,126,0,1.88,2.63,--,--,--,--,--
5,6,New York Americans,1939-40,48,15,29,4,,34,0,.354,106,140,0,2.21,2.92,--,--,--,--,--
6,7,Montréal Canadiens,1939-40,48,10,33,5,,25,0,.260,90,167,0,1.88,3.48,--,--,--,--,--
