,Index,Team,Season,GP,W,L,T,OT,P,ROW,P%,GF,GA,S/O Win,GF/GP,GA/GP,PP%,PK%,Shots/GP,SA/GP,FOW%
0,1,Chicago Blackhawks,2012-13,48,36,7,0,5,77,30,.802,149,97,6,3.10,2.02,16.7,87.2,31.1,26.2,50.8
1,2,Pittsburgh Penguins,2012-13,48,36,12,0,0,72,33,.750,162,119,3,3.38,2.48,24.7,79.6,30.0,29.2,51.5
2,3,Anaheim Ducks,2012-13,48,30,12,0,6,66,24,.688,134,115,6,2.79,2.40,21.5,81.5,28.1,27.9,47.5
3,4,Montréal Canadiens,2012-13,48,29,14,0,5,63,26,.656,146,124,3,3.04,2.58,20.7,79.8,30.6,26.9,49.8
4,5,Boston Bruins,2012-13,48,28,14,0,6,62,24,.646,127,106,4,2.65,2.21,14.8,87.1,32.4,28.6,56.4
5,6,St. Louis Blues,2012-13,48,29,17,0,2,60,24,.625,124,114,5,2.58,2.38,19.5,84.7,27.8,24.2,50.7
6,7,Los Angeles Kings,2012-13,48,27,16,0,5,59,25,.615,131,114,2,2.73,2.38,19.9,83.2,29.8,25.0,52.0
7,8,Vancouver Canucks,2012-13,48,26,15,0,7,59,21,.615,122,115,5,2.54,2.40,15.8,84.0,28.1,28.9,47.6
8,9,Washington Capitals,2012-13,48,27,18,0,3,57,24,.594,146,130,3,3.04,2.71,26.8,77.9,28.1,32.3,50.8
9,10,Toronto Maple Leafs,2012-13,48,26,17,0,5,57,26,.594,145,128,0,3.02,2.67,18.7,87.9,26.3,32.3,50.0
10,11,San Jose Sharks,2012-13,48,25,16,0,7,57,17,.594,116,112,8,2.42,2.33,20.1,85.0,31.8,29.0,53.4
11,12,New York Rangers,2012-13,48,26,18,0,4,56,22,.583,126,108,4,2.63,2.25,15.7,81.1,30.9,28.2,50.0
12,13,Ottawa Senators,2012-13,48,25,17,0,6,56,21,.583,112,100,4,2.33,2.08,15.9,88.0,33.1,31.3,49.1
13,14,Detroit Red Wings,2012-13,48,24,16,0,8,56,22,.583,122,110,2,2.54,2.29,18.4,81.7,30.1,27.5,50.8
14,15,Minnesota Wild,2012-13,48,26,19,0,3,55,22,.573,118,125,4,2.46,2.60,17.9,80.7,28.8,27.1,52.4
15,16,Columbus Blue Jackets,2012-13,48,24,17,0,7,55,19,.573,115,115,5,2.40,2.40,14.2,82.6,26.7,29.9,52.0
16,17,New York Islanders,2012-13,48,24,17,0,7,55,20,.573,135,136,4,2.81,2.83,19.9,80.3,30.9,28.2,49.7
17,18,Winnipeg Jets,2012-13,48,24,21,0,3,51,22,.531,126,141,2,2.63,2.94,13.8,79.7,28.9,29.7,48.9
18,19,Phoenix Coyotes,2012-13,48,21,18,0,9,51,17,.531,121,125,4,2.52,2.60,14.8,79.9,30.9,30.6,52.0
19,20,Philadelphia Flyers,2012-13,48,23,22,0,3,49,22,.510,132,139,1,2.75,2.90,21.6,85.9,29.0,28.6,48.5
20,21,Dallas Stars,2012-13,48,22,22,0,4,48,20,.500,128,141,2,2.67,2.94,17.0,81.0,26.3,31.0,47.2
21,22,Buffalo Sabres,2012-13,48,21,21,0,6,48,14,.500,118,139,7,2.46,2.90,14.1,79.2,27.9,33.5,46.2
22,23,New Jersey Devils,2012-13,48,19,19,0,10,48,17,.500,110,122,2,2.29,2.54,15.9,81.1,28.4,23.1,48.2
23,24,Edmonton Oilers,2012-13,48,19,22,0,7,45,17,.469,123,131,2,2.56,2.73,20.1,83.4,26.8,32.8,46.1
24,25,Carolina Hurricanes,2012-13,48,19,25,0,4,42,18,.438,127,159,1,2.65,3.31,14.5,77.6,32.2,32.2,50.2
25,26,Calgary Flames,2012-13,48,19,25,0,4,42,19,.438,128,157,0,2.67,3.27,20.0,81.5,26.9,29.4,46.6
26,27,Nashville Predators,2012-13,48,16,23,0,9,41,14,.427,109,133,2,2.27,2.77,17.1,75.5,25.9,27.8,49.7
27,28,Tampa Bay Lightning,2012-13,48,18,26,0,4,40,17,.417,147,147,1,3.06,3.06,19.0,80.6,27.6,30.2,51.1
28,29,Colorado Avalanche,2012-13,48,16,25,0,7,39,14,.406,114,150,2,2.38,3.13,15.0,80.3,29.5,31.4,51.1
29,30,Florida Panthers,2012-13,48,15,27,0,6,36,12,.375,109,170,3,2.27,3.54,20.4,74.2,29.2,31.3,49.4
