,Index,Team,Season,GP,W,L,T,OT,P,ROW,P%,GF,GA,S/O Win,GF/GP,GA/GP,PP%,PK%,Shots/GP,SA/GP,FOW%
0,1,Ottawa Senators (1917),1921-22,24,14,8,2,,30,0,.625,106,84,0,4.42,3.50,--,--,--,--,--
1,2,Toronto St. Patricks,1921-22,24,13,10,1,,27,0,.563,98,97,0,4.08,4.04,--,--,--,--,--
2,3,Montréal Canadiens,1921-22,24,12,11,1,,25,0,.521,88,94,0,3.67,3.92,--,--,--,--,--
3,4,Hamilton Tigers,1921-22,24,7,17,0,,14,0,.292,88,105,0,3.67,4.38,--,--,--,--,--
